county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Washington,SPR 13,Constable District 2,,DEM,Nickel Potter,0,0,0,0,0,0
Washington,SPR 17,Constable District 2,,DEM,Nickel Potter,2,0,0,0,2,0
Washington,FAY 02,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 03,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 04,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 05,Constable District 2,,DEM,William Billy Harris,4,0,1,0,3,0
Washington,FAY 06,Constable District 2,,DEM,William Billy Harris,3,0,1,0,2,0
Washington,FAY 07,Constable District 2,,DEM,William Billy Harris,2,0,0,0,2,0
Washington,FAY 08,Constable District 2,,DEM,William Billy Harris,2,0,1,1,0,0
Washington,FAY 09,Constable District 2,,DEM,William Billy Harris,3,0,3,0,0,0
Washington,FAY 12,Constable District 2,,DEM,William Billy Harris,1,0,0,0,0,1
Washington,FAY 13,Constable District 2,,DEM,William Billy Harris,1,0,0,0,1,0
Washington,FAY 14,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 15,Constable District 2,,DEM,William Billy Harris,1,0,0,0,1,0
Washington,FAY 17,Constable District 2,,DEM,William Billy Harris,1,0,1,0,0,0
Washington,FAY 18,Constable District 2,,DEM,William Billy Harris,9,0,4,0,5,0
Washington,FAY 19,Constable District 2,,DEM,William Billy Harris,1,0,0,0,1,0
Washington,FAY 21,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 22,Constable District 2,,DEM,William Billy Harris,1,0,0,0,1,0
Washington,FAY 23,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 24,Constable District 2,,DEM,William Billy Harris,2,0,0,0,1,1
Washington,FAY 25,Constable District 2,,DEM,William Billy Harris,2,0,0,0,1,1
Washington,FAY 28,Constable District 2,,DEM,William Billy Harris,5,0,0,3,0,2
Washington,FAY 29,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 30,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 31,Constable District 2,,DEM,William Billy Harris,1,0,0,0,1,0
Washington,FAY 34,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 35,Constable District 2,,DEM,William Billy Harris,1,0,0,0,0,1
Washington,FAY 36,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 42,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 44,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,FAY 45,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,PRAIRIE TWP 4,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,SPR 03,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,SPR 13,Constable District 2,,DEM,William Billy Harris,0,0,0,0,0,0
Washington,SPR 17,Constable District 2,,DEM,William Billy Harris,1,0,0,0,1,0
Washington,FAY 37,State Representative District 88,,REP,Isaac Foley,0,0,0,0,0,0
Washington,FAY 41,State Representative District 88,,REP,Isaac Foley,2,0,0,0,2,0
Washington,FAY 45,State Representative District 88,,REP,Isaac Foley,0,0,0,0,0,0
Washington,JOHNSON CITY,State Representative District 88,,REP,Isaac Foley,72,0,4,7,54,7
Washington,JOHNSON CITY S,State Representative District 88,,REP,Isaac Foley,0,0,0,0,0,0
Washington,JOHNSON TWP,State Representative District 88,,REP,Isaac Foley,1,0,0,0,1,0
Washington,SPR 03,State Representative District 88,,REP,Isaac Foley,42,0,2,4,36,0
Washington,SPR 04,State Representative District 88,,REP,Isaac Foley,65,0,3,6,56,0
Washington,SPR 08,State Representative District 88,,REP,Isaac Foley,39,0,2,6,30,1
Washington,SPR 10,State Representative District 88,,REP,Isaac Foley,29,0,3,1,24,1
Washington,SPR 11,State Representative District 88,,REP,Isaac Foley,67,0,5,10,51,1
Washington,SPR 12,State Representative District 88,,REP,Isaac Foley,82,0,2,4,71,5
Washington,SPR 13,State Representative District 88,,REP,Isaac Foley,6,0,3,2,1,0
Washington,SPR 17,State Representative District 88,,REP,Isaac Foley,63,0,5,1,54,3
Washington,SPR 19,State Representative District 88,,REP,Isaac Foley,34,0,7,7,20,0
Washington,SPR 24,State Representative District 88,,REP,Isaac Foley,3,0,0,0,3,0
Washington,TONTITOWN CITY 4,State Representative District 88,,REP,Isaac Foley,0,0,0,0,0,0
Washington,TONTITOWN CITY 5,State Representative District 88,,REP,Isaac Foley,0,0,0,0,0,0
Washington,FAY 37,State Representative District 88,,REP,Clint Penzo,0,0,0,0,0,0
Washington,FAY 41,State Representative District 88,,REP,Clint Penzo,4,0,0,0,4,0
Washington,FAY 45,State Representative District 88,,REP,Clint Penzo,2,0,0,0,2,0
Washington,JOHNSON CITY,State Representative District 88,,REP,Clint Penzo,100,0,3,3,91,3
Washington,JOHNSON CITY S,State Representative District 88,,REP,Clint Penzo,0,0,0,0,0,0
Washington,JOHNSON TWP,State Representative District 88,,REP,Clint Penzo,16,0,0,0,15,1
Washington,SPR 03,State Representative District 88,,REP,Clint Penzo,45,0,0,3,40,2
Washington,SPR 04,State Representative District 88,,REP,Clint Penzo,71,0,0,1,67,3
Washington,SPR 08,State Representative District 88,,REP,Clint Penzo,30,0,0,5,24,1
Washington,SPR 10,State Representative District 88,,REP,Clint Penzo,34,0,1,8,24,1
Washington,SPR 11,State Representative District 88,,REP,Clint Penzo,110,0,0,5,101,4
Washington,SPR 12,State Representative District 88,,REP,Clint Penzo,134,0,1,3,130,0
Washington,SPR 13,State Representative District 88,,REP,Clint Penzo,3,0,1,0,2,0
Washington,SPR 17,State Representative District 88,,REP,Clint Penzo,115,0,6,3,102,4
Washington,SPR 19,State Representative District 88,,REP,Clint Penzo,28,0,0,2,26,0
Washington,SPR 24,State Representative District 88,,REP,Clint Penzo,0,0,0,0,0,0
Washington,TONTITOWN CITY 4,State Representative District 88,,REP,Clint Penzo,0,0,0,0,0,0
Washington,TONTITOWN CITY 5,State Representative District 88,,REP,Clint Penzo,0,0,0,0,0,0
