county,precinct,office,district,party,candidate,votes,early_vote,provisional_vote,absentee,election_day
Crawford,# 8,U.S. Senate,,REP,Senator John Boozman,941,516,0,15,410
Crawford,# 9,U.S. Senate,,REP,Senator John Boozman,811,415,0,8,388
Crawford,# 10,U.S. Senate,,REP,Senator John Boozman,1448,837,0,11,600
Crawford,# 11,U.S. Senate,,REP,Senator John Boozman,1196,762,0,15,419
Crawford,# 12,U.S. Senate,,REP,Senator John Boozman,1136,543,0,10,583
Crawford,# 13,U.S. Senate,,REP,Senator John Boozman,1161,476,2,15,668
Crawford,# 1,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,443,357,0,5,81
Crawford,# 2,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,222,104,0,21,97
Crawford,# 3,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,195,104,0,8,83
Crawford,# 4,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,276,157,0,4,115
Crawford,# 5 no school VB city,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,242,153,0,8,81
Crawford,# 6 no school VB city,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,150,80,0,5,65
Crawford,# 7,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,138,66,0,3,69
Crawford,# 8,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,187,120,0,6,61
Crawford,# 9,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,221,126,0,6,89
Crawford,# 10,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,226,144,0,4,78
Crawford,# 11,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,225,151,0,6,68
Crawford,# 12,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,194,86,0,7,101
Crawford,# 13,U.S. Congress District 03,,DEM,Lauren Mallett-Hays,262,110,0,9,143
Crawford,# 1,U.S. Congress District 03,,LIB,Michael J. Kalagias,96,53,0,0,43
Crawford,# 2,U.S. Congress District 03,,LIB,Michael J. Kalagias,51,16,0,1,34
Crawford,# 3,U.S. Congress District 03,,LIB,Michael J. Kalagias,35,10,0,0,25
Crawford,# 4,U.S. Congress District 03,,LIB,Michael J. Kalagias,47,22,0,0,25
Crawford,# 5 no school VB city,U.S. Congress District 03,,LIB,Michael J. Kalagias,43,15,0,0,28
Crawford,# 6 no school VB city,U.S. Congress District 03,,LIB,Michael J. Kalagias,22,13,0,1,8
Crawford,# 7,U.S. Congress District 03,,LIB,Michael J. Kalagias,30,10,0,0,20
Crawford,# 8,U.S. Congress District 03,,LIB,Michael J. Kalagias,35,16,0,0,19
Crawford,# 9,U.S. Congress District 03,,LIB,Michael J. Kalagias,36,13,0,0,23
Crawford,# 10,U.S. Congress District 03,,LIB,Michael J. Kalagias,49,22,0,0,27
Crawford,# 11,U.S. Congress District 03,,LIB,Michael J. Kalagias,45,19,0,1,25
Crawford,# 12,U.S. Congress District 03,,LIB,Michael J. Kalagias,44,23,0,0,21
Crawford,# 13,U.S. Congress District 03,,LIB,Michael J. Kalagias,42,13,0,0,29
Crawford,# 1,U.S. Congress District 03,,REP,Congressman Steve Womack,2214,1372,0,14,828
Crawford,# 2,U.S. Congress District 03,,REP,Congressman Steve Womack,1238,564,0,24,650
Crawford,# 3,U.S. Congress District 03,,REP,Congressman Steve Womack,765,397,0,18,350
Crawford,# 4,U.S. Congress District 03,,REP,Congressman Steve Womack,1003,476,0,19,508
Crawford,# 5 no school VB city,U.S. Congress District 03,,REP,Congressman Steve Womack,903,465,0,29,409
Crawford,# 6 no school VB city,U.S. Congress District 03,,REP,Congressman Steve Womack,434,230,0,13,191
Crawford,# 7,U.S. Congress District 03,,REP,Congressman Steve Womack,581,245,0,7,329
Crawford,# 8,U.S. Congress District 03,,REP,Congressman Steve Womack,930,509,0,15,406
Crawford,# 9,U.S. Congress District 03,,REP,Congressman Steve Womack,793,399,0,8,386
Crawford,# 10,U.S. Congress District 03,,REP,Congressman Steve Womack,1456,844,0,10,602
Crawford,# 11,U.S. Congress District 03,,REP,Congressman Steve Womack,1188,761,0,16,411
Crawford,# 12,U.S. Congress District 03,,REP,Congressman Steve Womack,1121,534,0,10,577
Crawford,# 13,U.S. Congress District 03,,REP,Congressman Steve Womack,1136,457,2,14,663
Crawford,# 1,Governor,,LIB,"Ricky Dale Harrington, Jr.",51,27,0,0,24
Crawford,# 2,Governor,,LIB,"Ricky Dale Harrington, Jr.",33,10,0,1,22
Crawford,# 3,Governor,,LIB,"Ricky Dale Harrington, Jr.",21,5,0,0,16
Crawford,# 4,Governor,,LIB,"Ricky Dale Harrington, Jr.",22,9,0,2,11
Crawford,# 5 no school VB city,Governor,,LIB,"Ricky Dale Harrington, Jr.",39,16,0,0,23
Crawford,# 6 no school VB city,Governor,,LIB,"Ricky Dale Harrington, Jr.",19,6,0,0,13
Crawford,# 7,Governor,,LIB,"Ricky Dale Harrington, Jr.",19,5,0,0,14
Crawford,# 8,Governor,,LIB,"Ricky Dale Harrington, Jr.",32,14,0,0,18
Crawford,# 9,Governor,,LIB,"Ricky Dale Harrington, Jr.",21,6,0,0,15
Crawford,# 10,Governor,,LIB,"Ricky Dale Harrington, Jr.",33,16,0,0,17
Crawford,# 11,Governor,,LIB,"Ricky Dale Harrington, Jr.",24,11,0,1,12
Crawford,# 12,Governor,,LIB,"Ricky Dale Harrington, Jr.",29,9,0,0,20
Crawford,# 13,Governor,,LIB,"Ricky Dale Harrington, Jr.",24,5,0,0,19
Crawford,# 1,Governor,,DEM,Chris Jones,550,423,0,6,121
Crawford,# 2,Governor,,DEM,Chris Jones,298,133,0,21,144
Crawford,# 3,Governor,,DEM,Chris Jones,230,122,0,8,100
Crawford,# 4,Governor,,DEM,Chris Jones,370,201,0,5,164
Crawford,# 5 no school VB city,Governor,,DEM,Chris Jones,301,185,0,12,104
Crawford,# 6 no school VB city,Governor,,DEM,Chris Jones,188,106,0,5,77
Crawford,# 7,Governor,,DEM,Chris Jones,175,80,0,4,91
Crawford,# 8,Governor,,DEM,Chris Jones,229,145,0,7,77
Crawford,# 9,Governor,,DEM,Chris Jones,268,145,0,8,115
Crawford,# 10,Governor,,DEM,Chris Jones,277,180,0,3,94
Crawford,# 11,Governor,,DEM,Chris Jones,303,207,0,6,90
Crawford,# 12,Governor,,DEM,Chris Jones,270,137,0,7,126
Crawford,# 13,Governor,,DEM,Chris Jones,319,130,0,9,180
Crawford,# 1,Governor,,REP,Sarah Huckabee Sanders,2271,1401,0,12,858
Crawford,# 2,Governor,,REP,Sarah Huckabee Sanders,1225,559,0,23,643
Crawford,# 3,Governor,,REP,Sarah Huckabee Sanders,780,402,0,18,360
Crawford,# 4,Governor,,REP,Sarah Huckabee Sanders,971,460,0,15,496
Crawford,# 5 no school VB city,Governor,,REP,Sarah Huckabee Sanders,885,451,0,25,409
Crawford,# 6 no school VB city,Governor,,REP,Sarah Huckabee Sanders,424,223,0,14,187
Crawford,# 7,Governor,,REP,Sarah Huckabee Sanders,585,247,0,6,332
Crawford,# 8,Governor,,REP,Sarah Huckabee Sanders,930,509,0,14,407
Crawford,# 9,Governor,,REP,Sarah Huckabee Sanders,802,411,0,6,385
Crawford,# 10,Governor,,REP,Sarah Huckabee Sanders,1466,843,0,11,612
Crawford,# 11,Governor,,REP,Sarah Huckabee Sanders,1191,747,0,16,428
Crawford,# 12,Governor,,REP,Sarah Huckabee Sanders,1120,523,0,10,587
Crawford,# 13,Governor,,REP,Sarah Huckabee Sanders,1164,470,2,15,677
Crawford,# 1,Lieutenant Governor,,DEM,Kelly Ross Krout,492,388,0,5,99
Crawford,# 2,Lieutenant Governor,,DEM,Kelly Ross Krout,247,120,0,22,105
Crawford,# 3,Lieutenant Governor,,DEM,Kelly Ross Krout,205,107,0,8,90
Crawford,# 4,Lieutenant Governor,,DEM,Kelly Ross Krout,316,176,0,5,135
Crawford,# 5 no school VB city,Lieutenant Governor,,DEM,Kelly Ross Krout,250,155,0,6,89
Crawford,# 6 no school VB city,Lieutenant Governor,,DEM,Kelly Ross Krout,152,82,0,5,65
Crawford,# 7,Lieutenant Governor,,DEM,Kelly Ross Krout,146,69,0,4,73
Crawford,# 8,Lieutenant Governor,,DEM,Kelly Ross Krout,197,129,0,6,62
Crawford,# 9,Lieutenant Governor,,DEM,Kelly Ross Krout,235,132,0,7,96
Crawford,# 10,Lieutenant Governor,,DEM,Kelly Ross Krout,240,155,0,4,81
Crawford,# 11,Lieutenant Governor,,DEM,Kelly Ross Krout,250,170,0,7,73
Crawford,# 12,Lieutenant Governor,,DEM,Kelly Ross Krout,218,105,0,7,106
Crawford,# 13,Lieutenant Governor,,DEM,Kelly Ross Krout,274,111,0,9,154
Crawford,# 1,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,2132,1314,0,14,804
Crawford,# 2,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1216,553,0,24,639
Crawford,# 3,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,750,392,0,18,340
Crawford,# 4,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,937,452,0,16,469
Crawford,# 5 no school VB city,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,885,455,0,30,400
Crawford,# 6 no school VB city,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,425,226,0,14,185
Crawford,# 7,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,556,234,0,5,317
Crawford,# 8,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,898,489,0,15,394
Crawford,# 9,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,765,386,0,7,372
Crawford,# 10,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1402,809,0,10,583
Crawford,# 11,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1133,714,0,15,404
Crawford,# 12,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1075,514,0,10,551
Crawford,# 13,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1092,446,2,15,629
Crawford,# 1,Lieutenant Governor,,LIB,Frank Gilbert,117,73,0,0,44
Crawford,# 2,Lieutenant Governor,,LIB,Frank Gilbert,46,12,0,0,34
Crawford,# 3,Lieutenant Governor,,LIB,Frank Gilbert,45,17,0,0,28
Crawford,# 4,Lieutenant Governor,,LIB,Frank Gilbert,60,22,0,0,38
Crawford,# 5 no school VB city,Lieutenant Governor,,LIB,Frank Gilbert,51,22,0,1,28
Crawford,# 6 no school VB city,Lieutenant Governor,,LIB,Frank Gilbert,24,10,0,0,14
Crawford,# 7,Lieutenant Governor,,LIB,Frank Gilbert,45,18,0,1,26
Crawford,# 8,Lieutenant Governor,,LIB,Frank Gilbert,58,31,0,0,27
Crawford,# 9,Lieutenant Governor,,LIB,Frank Gilbert,37,15,0,0,22
Crawford,# 10,Lieutenant Governor,,LIB,Frank Gilbert,74,39,0,0,35
Crawford,# 11,Lieutenant Governor,,LIB,Frank Gilbert,56,36,0,1,19
Crawford,# 12,Lieutenant Governor,,LIB,Frank Gilbert,68,28,0,0,40
Crawford,# 13,Lieutenant Governor,,LIB,Frank Gilbert,69,25,0,0,44
Crawford,# 1,Attorney General,,REP,Lieutenant Governor Tim Griffin,2187,1337,0,15,835
Crawford,# 2,Attorney General,,REP,Lieutenant Governor Tim Griffin,1231,550,0,27,654
Crawford,# 3,Attorney General,,REP,Lieutenant Governor Tim Griffin,778,407,0,17,354
Crawford,# 4,Attorney General,,REP,Lieutenant Governor Tim Griffin,993,473,0,19,501
Crawford,# 5 no school VB city,Attorney General,,REP,Lieutenant Governor Tim Griffin,904,458,0,28,418
Crawford,# 6 no school VB city,Attorney General,,REP,Lieutenant Governor Tim Griffin,437,236,0,14,187
Crawford,# 7,Attorney General,,REP,Lieutenant Governor Tim Griffin,587,241,0,6,340
Crawford,# 8,Attorney General,,REP,Lieutenant Governor Tim Griffin,919,497,0,17,405
Crawford,# 9,Attorney General,,REP,Lieutenant Governor Tim Griffin,785,396,0,6,383
Crawford,# 10,Attorney General,,REP,Lieutenant Governor Tim Griffin,1453,838,0,10,605
Crawford,# 11,Attorney General,,REP,Lieutenant Governor Tim Griffin,1172,738,0,16,418
Crawford,# 12,Attorney General,,REP,Lieutenant Governor Tim Griffin,1103,531,0,10,562
Crawford,# 13,Attorney General,,REP,Lieutenant Governor Tim Griffin,1127,452,2,14,659
Crawford,# 1,Attorney General,,DEM,Jesse Gibson,496,385,0,4,107
Crawford,# 2,Attorney General,,DEM,Jesse Gibson,241,115,0,19,107
Crawford,# 3,Attorney General,,DEM,Jesse Gibson,202,106,0,9,87
Crawford,# 4,Attorney General,,DEM,Jesse Gibson,302,165,0,4,133
Crawford,# 5 no school VB city,Attorney General,,DEM,Jesse Gibson,259,160,0,9,90
Crawford,# 6 no school VB city,Attorney General,,DEM,Jesse Gibson,149,78,0,5,66
Crawford,# 7,Attorney General,,DEM,Jesse Gibson,151,69,0,4,78
Crawford,# 8,Attorney General,,DEM,Jesse Gibson,206,132,0,4,70
Crawford,# 9,Attorney General,,DEM,Jesse Gibson,244,133,0,8,103
Crawford,# 10,Attorney General,,DEM,Jesse Gibson,225,146,0,4,75
Crawford,# 11,Attorney General,,DEM,Jesse Gibson,245,166,0,7,72
Crawford,# 12,Attorney General,,DEM,Jesse Gibson,226,98,0,7,121
Crawford,# 13,Attorney General,,DEM,Jesse Gibson,286,113,0,9,164
Crawford,# 1,Secretary of State,,DEM,Anna Beth Gorman,542,424,0,6,112
Crawford,# 2,Secretary of State,,DEM,Anna Beth Gorman,266,125,0,20,121
Crawford,# 3,Secretary of State,,DEM,Anna Beth Gorman,221,113,0,9,99
Crawford,# 4,Secretary of State,,DEM,Anna Beth Gorman,324,174,0,5,145
Crawford,# 5 no school VB city,Secretary of State,,DEM,Anna Beth Gorman,287,172,0,8,107
Crawford,# 6 no school VB city,Secretary of State,,DEM,Anna Beth Gorman,166,93,0,6,67
Crawford,# 7,Secretary of State,,DEM,Anna Beth Gorman,158,72,0,4,82
Crawford,# 8,Secretary of State,,DEM,Anna Beth Gorman,223,141,0,6,76
Crawford,# 9,Secretary of State,,DEM,Anna Beth Gorman,261,140,0,8,113
Crawford,# 10,Secretary of State,,DEM,Anna Beth Gorman,264,174,0,4,86
Crawford,# 11,Secretary of State,,DEM,Anna Beth Gorman,253,170,0,8,75
Crawford,# 12,Secretary of State,,DEM,Anna Beth Gorman,247,114,0,7,126
Crawford,# 13,Secretary of State,,DEM,Anna Beth Gorman,305,124,0,9,172
Crawford,# 1,Secretary of State,,REP,Secretary of State John Thurston,2254,1372,0,13,869
Crawford,# 2,Secretary of State,,REP,Secretary of State John Thurston,1267,567,0,26,674
Crawford,# 3,Secretary of State,,REP,Secretary of State John Thurston,792,410,0,16,366
Crawford,# 4,Secretary of State,,REP,Secretary of State John Thurston,1021,491,0,17,513
Crawford,# 5 no school VB city,Secretary of State,,REP,Secretary of State John Thurston,918,471,0,29,418
Crawford,# 6 no school VB city,Secretary of State,,REP,Secretary of State John Thurston,457,240,0,13,204
Crawford,# 7,Secretary of State,,REP,Secretary of State John Thurston,607,255,0,6,346
Crawford,# 8,Secretary of State,,REP,Secretary of State John Thurston,943,514,0,15,414
Crawford,# 9,Secretary of State,,REP,Secretary of State John Thurston,812,411,0,6,395
Crawford,# 10,Secretary of State,,REP,Secretary of State John Thurston,1489,848,0,10,631
Crawford,# 11,Secretary of State,,REP,Secretary of State John Thurston,1232,778,0,14,440
Crawford,# 12,Secretary of State,,REP,Secretary of State John Thurston,1142,541,0,10,591
Crawford,# 13,Secretary of State,,REP,Secretary of State John Thurston,1165,467,2,14,682
Crawford,# 1,State Treasurer,,REP,State Representative Mark Lowery,2237,1355,0,15,867
Crawford,# 2,State Treasurer,,REP,State Representative Mark Lowery,1243,548,0,23,672
Crawford,# 3,State Treasurer,,REP,State Representative Mark Lowery,796,418,0,17,361
Crawford,# 4,State Treasurer,,REP,State Representative Mark Lowery,1001,475,0,18,508
Crawford,# 5 no school VB city,State Treasurer,,REP,State Representative Mark Lowery,909,467,0,28,414
Crawford,# 6 no school VB city,State Treasurer,,REP,State Representative Mark Lowery,446,236,0,12,198
Crawford,# 7,State Treasurer,,REP,State Representative Mark Lowery,603,254,0,6,343
Crawford,# 8,State Treasurer,,REP,State Representative Mark Lowery,930,501,0,15,414
Crawford,# 9,State Treasurer,,REP,State Representative Mark Lowery,804,406,0,7,391
Crawford,# 10,State Treasurer,,REP,State Representative Mark Lowery,1468,835,0,10,623
Crawford,# 11,State Treasurer,,REP,State Representative Mark Lowery,1200,757,0,15,428
Crawford,# 12,State Treasurer,,REP,State Representative Mark Lowery,1134,532,0,10,592
Crawford,# 13,State Treasurer,,REP,State Representative Mark Lowery,1161,463,2,14,682
Crawford,# 1,State Treasurer,,DEM,Pam Whitaker,549,435,0,4,110
Crawford,# 2,State Treasurer,,DEM,Pam Whitaker,278,137,0,23,118
Crawford,# 3,State Treasurer,,DEM,Pam Whitaker,216,108,0,9,99
Crawford,# 4,State Treasurer,,DEM,Pam Whitaker,327,183,0,4,140
Crawford,# 5 no school VB city,State Treasurer,,DEM,Pam Whitaker,282,166,0,9,107
Crawford,# 6 no school VB city,State Treasurer,,DEM,Pam Whitaker,169,92,0,7,70
Crawford,# 7,State Treasurer,,DEM,Pam Whitaker,157,67,0,4,86
Crawford,# 8,State Treasurer,,DEM,Pam Whitaker,242,155,0,6,81
Crawford,# 9,State Treasurer,,DEM,Pam Whitaker,263,145,0,7,111
Crawford,# 10,State Treasurer,,DEM,Pam Whitaker,271,177,0,4,90
Crawford,# 11,State Treasurer,,DEM,Pam Whitaker,257,176,0,8,73
Crawford,# 12,State Treasurer,,DEM,Pam Whitaker,247,115,0,7,125
Crawford,# 13,State Treasurer,,DEM,Pam Whitaker,305,123,0,9,173
Crawford,# 1,Auditor of State,,REP,Treasurer of State Dennis Milligan,2231,1359,0,16,856
Crawford,# 2,Auditor of State,,REP,Treasurer of State Dennis Milligan,1245,560,0,25,660
Crawford,# 3,Auditor of State,,REP,Treasurer of State Dennis Milligan,777,412,0,17,348
Crawford,# 4,Auditor of State,,REP,Treasurer of State Dennis Milligan,1006,485,0,15,506
Crawford,# 5 no school VB city,Auditor of State,,REP,Treasurer of State Dennis Milligan,916,473,0,28,415
Crawford,# 6 no school VB city,Auditor of State,,REP,Treasurer of State Dennis Milligan,442,235,0,15,192
Crawford,# 7,Auditor of State,,REP,Treasurer of State Dennis Milligan,592,251,0,7,334
Crawford,# 8,Auditor of State,,REP,Treasurer of State Dennis Milligan,917,500,0,15,402
Crawford,# 9,Auditor of State,,REP,Treasurer of State Dennis Milligan,795,404,0,7,384
Crawford,# 10,Auditor of State,,REP,Treasurer of State Dennis Milligan,1467,848,0,11,608
Crawford,# 11,Auditor of State,,REP,Treasurer of State Dennis Milligan,1190,754,0,13,423
Crawford,# 12,Auditor of State,,REP,Treasurer of State Dennis Milligan,1121,532,0,10,579
Crawford,# 13,Auditor of State,,REP,Treasurer of State Dennis Milligan,1140,455,2,15,668
Crawford,# 1,Auditor of State,,LIB,Simeon Snow,128,85,0,0,43
Crawford,# 2,Auditor of State,,LIB,Simeon Snow,62,20,0,1,41
Crawford,# 3,Auditor of State,,LIB,Simeon Snow,53,16,0,3,34
Crawford,# 4,Auditor of State,,LIB,Simeon Snow,54,24,0,0,30
Crawford,# 5 no school VB city,Auditor of State,,LIB,Simeon Snow,57,22,0,1,34
Crawford,# 6 no school VB city,Auditor of State,,LIB,Simeon Snow,37,18,0,1,18
Crawford,# 7,Auditor of State,,LIB,Simeon Snow,29,7,0,0,22
Crawford,# 8,Auditor of State,,LIB,Simeon Snow,57,33,0,0,24
Crawford,# 9,Auditor of State,,LIB,Simeon Snow,52,24,0,0,28
Crawford,# 10,Auditor of State,,LIB,Simeon Snow,73,34,0,0,39
Crawford,# 11,Auditor of State,,LIB,Simeon Snow,54,24,0,1,29
Crawford,# 12,Auditor of State,,LIB,Simeon Snow,67,29,0,0,38
Crawford,# 13,Auditor of State,,LIB,Simeon Snow,73,28,0,0,45
Crawford,# 1,Auditor of State,,DEM,Diamond Arnold-Johnson,415,329,0,3,83
Crawford,# 2,Auditor of State,,DEM,Diamond Arnold-Johnson,219,108,0,20,91
Crawford,# 3,Auditor of State,,DEM,Diamond Arnold-Johnson,177,93,0,5,79
Crawford,# 4,Auditor of State,,DEM,Diamond Arnold-Johnson,275,152,0,5,118
Crawford,# 5 no school VB city,Auditor of State,,DEM,Diamond Arnold-Johnson,227,142,0,8,77
Crawford,# 6 no school VB city,Auditor of State,,DEM,Diamond Arnold-Johnson,144,80,0,3,61
Crawford,# 7,Auditor of State,,DEM,Diamond Arnold-Johnson,138,63,0,3,72
Crawford,# 8,Auditor of State,,DEM,Diamond Arnold-Johnson,189,121,0,6,62
Crawford,# 9,Auditor of State,,DEM,Diamond Arnold-Johnson,215,119,0,7,89
Crawford,# 10,Auditor of State,,DEM,Diamond Arnold-Johnson,202,135,0,3,64
Crawford,# 11,Auditor of State,,DEM,Diamond Arnold-Johnson,220,155,0,8,57
Crawford,# 12,Auditor of State,,DEM,Diamond Arnold-Johnson,191,88,0,7,96
Crawford,# 13,Auditor of State,,DEM,Diamond Arnold-Johnson,255,105,0,8,142
Crawford,# 1,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,2260,1378,0,15,867
Crawford,# 2,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1281,565,0,28,688
Crawford,# 3,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,801,420,0,18,363
Crawford,# 4,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1033,492,0,17,524
Crawford,# 5 no school VB city,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,929,478,0,29,422
Crawford,# 6 no school VB city,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,451,237,0,14,200
Crawford,# 7,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,610,253,0,7,350
Crawford,# 8,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,945,511,0,16,418
Crawford,# 9,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,816,412,0,7,397
Crawford,# 10,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1495,853,0,11,631
Crawford,# 11,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1220,766,0,15,439
Crawford,# 12,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1142,545,0,10,587
Crawford,# 13,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1168,468,2,14,684
Crawford,# 1,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,480,378,0,4,98
Crawford,# 2,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,234,118,0,18,98
Crawford,# 3,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,202,100,0,7,95
Crawford,# 4,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,293,167,0,4,122
Crawford,# 5 no school VB city,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,259,154,0,7,98
Crawford,# 6 no school VB city,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,162,89,0,5,68
Crawford,# 7,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,150,67,0,3,80
Crawford,# 8,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,206,135,0,5,66
Crawford,# 9,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,239,135,0,7,97
Crawford,# 10,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,238,159,0,3,76
Crawford,# 11,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,235,159,0,7,69
Crawford,# 12,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,227,101,0,7,119
Crawford,# 13,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,284,116,0,9,159
Crawford,# 1,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,1250,835,0,3,412
Crawford,# 2,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,610,276,0,13,321
Crawford,# 3,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,417,218,0,14,185
Crawford,# 4,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,502,254,0,5,243
Crawford,# 5 no school VB city,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,484,251,0,18,215
Crawford,# 6 no school VB city,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,268,138,0,7,123
Crawford,# 7,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,316,139,0,3,174
Crawford,# 8,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,480,259,0,7,214
Crawford,# 9,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,409,215,0,4,190
Crawford,# 10,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,670,389,0,5,276
Crawford,# 11,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,593,383,0,9,201
