county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting
Baxter,2,Governor,,DEM,Chris Jones,268,9,59,200
Baxter,3,Governor,,DEM,Chris Jones,299,7,73,219
Baxter,4,Governor,,DEM,Chris Jones,288,17,76,195
Baxter,5,Governor,,DEM,Chris Jones,314,18,94,202
Baxter,6,Governor,,DEM,Chris Jones,323,17,67,239
Baxter,7,Governor,,DEM,Chris Jones,349,14,70,265
Baxter,8,Governor,,DEM,Chris Jones,290,19,64,207
Baxter,9,Governor,,DEM,Chris Jones,325,18,99,208
Baxter,10,Governor,,DEM,Chris Jones,236,16,81,139
Baxter,11,Governor,,DEM,Chris Jones,327,5,144,178
Baxter,1,Governor,,REP,Sarah Huckabee Sanders,1284,22,565,697
Baxter,2,Governor,,REP,Sarah Huckabee Sanders,1292,25,451,816
Baxter,3,Governor,,REP,Sarah Huckabee Sanders,1245,14,355,876
Baxter,4,Governor,,REP,Sarah Huckabee Sanders,932,18,298,616
Baxter,5,Governor,,REP,Sarah Huckabee Sanders,697,12,266,419
Baxter,6,Governor,,REP,Sarah Huckabee Sanders,1013,32,313,668
Baxter,7,Governor,,REP,Sarah Huckabee Sanders,1074,34,319,721
Baxter,8,Governor,,REP,Sarah Huckabee Sanders,1162,28,364,770
Baxter,9,Governor,,REP,Sarah Huckabee Sanders,1247,20,497,730
Baxter,10,Governor,,REP,Sarah Huckabee Sanders,883,19,410,454
Baxter,11,Governor,,REP,Sarah Huckabee Sanders,1269,11,693,565
Baxter,1,Governor,,LIB,"Ricky Dale Harrington, Jr.",26,0,13,13
Baxter,2,Governor,,LIB,"Ricky Dale Harrington, Jr.",35,0,20,15
Baxter,3,Governor,,LIB,"Ricky Dale Harrington, Jr.",23,0,9,14
Baxter,4,Governor,,LIB,"Ricky Dale Harrington, Jr.",16,0,8,8
Baxter,5,Governor,,LIB,"Ricky Dale Harrington, Jr.",30,0,14,16
Baxter,6,Governor,,LIB,"Ricky Dale Harrington, Jr.",24,0,8,16
Baxter,7,Governor,,LIB,"Ricky Dale Harrington, Jr.",23,0,12,11
Baxter,8,Governor,,LIB,"Ricky Dale Harrington, Jr.",24,1,11,12
Baxter,9,Governor,,LIB,"Ricky Dale Harrington, Jr.",29,0,12,17
Baxter,10,Governor,,LIB,"Ricky Dale Harrington, Jr.",22,1,10,11
Baxter,11,Governor,,LIB,"Ricky Dale Harrington, Jr.",25,0,18,7
Baxter,1,Lieutenant Governor,,DEM,Kelly Ross Krout,257,14,112,131
Baxter,2,Lieutenant Governor,,DEM,Kelly Ross Krout,248,9,54,185
Baxter,3,Lieutenant Governor,,DEM,Kelly Ross Krout,276,7,65,204
Baxter,4,Lieutenant Governor,,DEM,Kelly Ross Krout,265,16,68,181
Baxter,5,Lieutenant Governor,,DEM,Kelly Ross Krout,277,17,82,178
Baxter,6,Lieutenant Governor,,DEM,Kelly Ross Krout,291,15,61,215
Baxter,7,Lieutenant Governor,,DEM,Kelly Ross Krout,310,14,67,229
Baxter,8,Lieutenant Governor,,DEM,Kelly Ross Krout,261,19,57,185
Baxter,9,Lieutenant Governor,,DEM,Kelly Ross Krout,310,18,93,199
Baxter,10,Lieutenant Governor,,DEM,Kelly Ross Krout,215,15,79,121
Baxter,11,Lieutenant Governor,,DEM,Kelly Ross Krout,303,5,132,166
Baxter,1,Lieutenant Governor,,LIB,Frank Gilbert,59,1,24,34
Baxter,2,Lieutenant Governor,,LIB,Frank Gilbert,59,2,30,27
Baxter,3,Lieutenant Governor,,LIB,Frank Gilbert,61,0,19,42
Baxter,4,Lieutenant Governor,,LIB,Frank Gilbert,50,0,24,26
Baxter,5,Lieutenant Governor,,LIB,Frank Gilbert,53,0,25,28
Baxter,6,Lieutenant Governor,,LIB,Frank Gilbert,49,0,20,29
Baxter,7,Lieutenant Governor,,LIB,Frank Gilbert,51,0,23,28
Baxter,8,Lieutenant Governor,,LIB,Frank Gilbert,60,1,22,37
Baxter,9,Lieutenant Governor,,LIB,Frank Gilbert,54,2,21,31
Baxter,10,Lieutenant Governor,,LIB,Frank Gilbert,41,2,14,25
Baxter,11,Lieutenant Governor,,LIB,Frank Gilbert,55,0,30,25
Baxter,1,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1251,21,558,672
Baxter,2,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1274,23,441,810
Baxter,3,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1224,14,347,863
Baxter,4,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,914,19,288,607
Baxter,5,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,691,13,260,418
Baxter,6,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,999,34,302,663
Baxter,7,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1073,34,308,731
Baxter,8,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1138,28,353,757
Baxter,9,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1218,18,486,714
Baxter,10,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,873,19,402,452
Baxter,11,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,1259,11,688,560
Baxter,1,Secretary of State,,DEM,Anna Beth Gorman,276,15,120,141
Baxter,2,Secretary of State,,DEM,Anna Beth Gorman,269,10,64,195
Baxter,3,Secretary of State,,DEM,Anna Beth Gorman,290,7,68,215
Baxter,4,Secretary of State,,DEM,Anna Beth Gorman,270,17,68,185
Baxter,5,Secretary of State,,DEM,Anna Beth Gorman,301,18,91,192
Baxter,6,Secretary of State,,DEM,Anna Beth Gorman,299,15,61,223
Baxter,7,Secretary of State,,DEM,Anna Beth Gorman,331,14,72,245
Baxter,8,Secretary of State,,DEM,Anna Beth Gorman,276,18,63,195
Baxter,9,Secretary of State,,DEM,Anna Beth Gorman,311,18,96,197
Baxter,10,Secretary of State,,DEM,Anna Beth Gorman,229,16,85,128
Baxter,11,Secretary of State,,DEM,Anna Beth Gorman,316,5,137,174
Baxter,1,Secretary of State,,REP,Secretary of State John Thurston,1278,21,569,688
Baxter,2,Secretary of State,,REP,Secretary of State John Thurston,1299,24,459,816
Baxter,3,Secretary of State,,REP,Secretary of State John Thurston,1260,14,360,886
Baxter,4,Secretary of State,,REP,Secretary of State John Thurston,941,18,302,621
Baxter,5,Secretary of State,,REP,Secretary of State John Thurston,707,11,267,429
Baxter,6,Secretary of State,,REP,Secretary of State John Thurston,1031,33,319,679
Baxter,7,Secretary of State,,REP,Secretary of State John Thurston,1085,33,321,731
Baxter,8,Secretary of State,,REP,Secretary of State John Thurston,1175,30,364,781
Baxter,9,Secretary of State,,REP,Secretary of State John Thurston,1260,20,500,740
Baxter,10,Secretary of State,,REP,Secretary of State John Thurston,892,20,408,464
Baxter,11,Secretary of State,,REP,Secretary of State John Thurston,1287,11,706,570
Baxter,1,Attorney General,,REP,Lieutenant Governor Tim Griffin,1307,21,575,711
Baxter,2,Attorney General,,REP,Lieutenant Governor Tim Griffin,1319,25,463,831
Baxter,3,Attorney General,,REP,Lieutenant Governor Tim Griffin,1278,14,365,899
Baxter,4,Attorney General,,REP,Lieutenant Governor Tim Griffin,957,19,304,634
Baxter,5,Attorney General,,REP,Lieutenant Governor Tim Griffin,723,12,273,438
Baxter,6,Attorney General,,REP,Lieutenant Governor Tim Griffin,1052,33,318,701
Baxter,7,Attorney General,,REP,Lieutenant Governor Tim Griffin,1107,33,326,748
Baxter,8,Attorney General,,REP,Lieutenant Governor Tim Griffin,1186,30,367,789
Baxter,9,Attorney General,,REP,Lieutenant Governor Tim Griffin,1283,20,510,753
Baxter,10,Attorney General,,REP,Lieutenant Governor Tim Griffin,901,19,410,472
Baxter,11,Attorney General,,REP,Lieutenant Governor Tim Griffin,1297,11,713,573
Baxter,1,Attorney General,,DEM,Jesse Gibson,267,15,119,133
Baxter,2,Attorney General,,DEM,Jesse Gibson,263,9,62,192
Baxter,3,Attorney General,,DEM,Jesse Gibson,291,7,70,214
Baxter,4,Attorney General,,DEM,Jesse Gibson,271,16,74,181
Baxter,5,Attorney General,,DEM,Jesse Gibson,300,16,95,189
Baxter,6,Attorney General,,DEM,Jesse Gibson,296,15,66,215
Baxter,7,Attorney General,,DEM,Jesse Gibson,329,13,72,244
Baxter,8,Attorney General,,DEM,Jesse Gibson,279,18,65,196
Baxter,9,Attorney General,,DEM,Jesse Gibson,309,18,94,197
Baxter,10,Attorney General,,DEM,Jesse Gibson,230,17,84,129
Baxter,11,Attorney General,,DEM,Jesse Gibson,319,5,138,176
Baxter,1,Auditor of State,,LIB,Simeon Snow,45,1,22,22
Baxter,2,Auditor of State,,LIB,Simeon Snow,58,0,28,30
Baxter,3,Auditor of State,,LIB,Simeon Snow,56,0,19,37
Baxter,4,Auditor of State,,LIB,Simeon Snow,27,0,14,13
Baxter,5,Auditor of State,,LIB,Simeon Snow,55,0,30,25
Baxter,6,Auditor of State,,LIB,Simeon Snow,41,0,13,28
Baxter,7,Auditor of State,,LIB,Simeon Snow,51,0,18,33
Baxter,8,Auditor of State,,LIB,Simeon Snow,49,1,21,27
Baxter,9,Auditor of State,,LIB,Simeon Snow,55,2,21,32
Baxter,10,Auditor of State,,LIB,Simeon Snow,41,2,18,21
Baxter,11,Auditor of State,,LIB,Simeon Snow,60,0,26,34
Baxter,1,Auditor of State,,DEM,Diamond Arnold-Johnson,240,14,107,119
Baxter,2,Auditor of State,,DEM,Diamond Arnold-Johnson,240,8,49,183
Baxter,3,Auditor of State,,DEM,Diamond Arnold-Johnson,271,7,60,204
Baxter,4,Auditor of State,,DEM,Diamond Arnold-Johnson,246,17,60,169
Baxter,5,Auditor of State,,DEM,Diamond Arnold-Johnson,262,17,76,169
Baxter,6,Auditor of State,,DEM,Diamond Arnold-Johnson,262,15,50,197
Baxter,7,Auditor of State,,DEM,Diamond Arnold-Johnson,301,14,63,224
Baxter,8,Auditor of State,,DEM,Diamond Arnold-Johnson,245,15,49,181
Baxter,9,Auditor of State,,DEM,Diamond Arnold-Johnson,276,14,90,172
Baxter,10,Auditor of State,,DEM,Diamond Arnold-Johnson,208,15,76,117
Baxter,11,Auditor of State,,DEM,Diamond Arnold-Johnson,284,5,123,156
Baxter,1,Auditor of State,,REP,Treasurer of State Dennis Milligan,1281,22,560,699
Baxter,2,Auditor of State,,REP,Treasurer of State Dennis Milligan,1285,26,447,812
Baxter,3,Auditor of State,,REP,Treasurer of State Dennis Milligan,1231,14,354,863
Baxter,4,Auditor of State,,REP,Treasurer of State Dennis Milligan,949,18,301,630
Baxter,5,Auditor of State,,REP,Treasurer of State Dennis Milligan,706,11,261,434
Baxter,6,Auditor of State,,REP,Treasurer of State Dennis Milligan,1034,32,320,682
Baxter,7,Auditor of State,,REP,Treasurer of State Dennis Milligan,1070,33,317,720
Baxter,8,Auditor of State,,REP,Treasurer of State Dennis Milligan,1158,32,362,764
Baxter,9,Auditor of State,,REP,Treasurer of State Dennis Milligan,1259,22,492,745
Baxter,10,Auditor of State,,REP,Treasurer of State Dennis Milligan,878,19,401,458
Baxter,11,Auditor of State,,REP,Treasurer of State Dennis Milligan,1267,11,697,559
Baxter,1,State Treasurer,,DEM,Pam Whitaker,284,15,131,138
Baxter,2,State Treasurer,,DEM,Pam Whitaker,278,9,72,197
Baxter,3,State Treasurer,,DEM,Pam Whitaker,305,8,73,224
Baxter,4,State Treasurer,,DEM,Pam Whitaker,279,17,72,190
Baxter,5,State Treasurer,,DEM,Pam Whitaker,309,17,95,197
Baxter,6,State Treasurer,,DEM,Pam Whitaker,322,15,70,237
Baxter,7,State Treasurer,,DEM,Pam Whitaker,340,14,72,254
Baxter,8,State Treasurer,,DEM,Pam Whitaker,301,19,66,216
Baxter,9,State Treasurer,,DEM,Pam Whitaker,322,17,96,209
Baxter,10,State Treasurer,,DEM,Pam Whitaker,240,16,89,135
Baxter,11,State Treasurer,,DEM,Pam Whitaker,321,5,139,177
Baxter,1,State Treasurer,,REP,State Representative Mark Lowery,1280,22,564,694
Baxter,2,State Treasurer,,REP,State Representative Mark Lowery,1303,25,454,824
Baxter,3,State Treasurer,,REP,State Representative Mark Lowery,1252,13,357,882
Baxter,4,State Treasurer,,REP,State Representative Mark Lowery,940,18,301,621
Baxter,5,State Treasurer,,REP,State Representative Mark Lowery,710,11,268,431
Baxter,6,State Treasurer,,REP,State Representative Mark Lowery,1015,33,313,669
Baxter,7,State Treasurer,,REP,State Representative Mark Lowery,1089,33,327,729
Baxter,8,State Treasurer,,REP,State Representative Mark Lowery,1158,29,367,762
Baxter,9,State Treasurer,,REP,State Representative Mark Lowery,1263,20,504,739
Baxter,10,State Treasurer,,REP,State Representative Mark Lowery,888,19,407,462
Baxter,11,State Treasurer,,REP,State Representative Mark Lowery,1293,11,710,572
Baxter,1,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,260,15,118,127
Baxter,2,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,255,9,60,186
Baxter,3,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,286,7,66,213
Baxter,4,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,255,17,68,170
Baxter,5,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,284,16,87,181
Baxter,6,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,277,15,58,204
Baxter,7,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,311,14,67,230
Baxter,8,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,258,17,56,185
Baxter,9,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,298,17,91,190
Baxter,10,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,216,16,82,118
Baxter,11,Commissioner of State Lands,,DEM,Darlene Goldi Gaines,318,5,140,173
Baxter,1,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1302,22,574,706
Baxter,2,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1324,24,463,837
Baxter,3,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1276,14,365,897
Baxter,4,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,958,18,304,636
Baxter,5,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,731,12,277,442
Baxter,6,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1059,32,323,704
Baxter,7,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1117,33,333,751
Baxter,8,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1195,31,370,794
Baxter,9,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1286,20,509,757
Baxter,10,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,913,20,413,480
Baxter,11,Commissioner of State Lands,,REP,Tommy Land Commissioner of State Lands,1291,11,704,576
Baxter,1,State Senate,23,REP,Senator Scott Flippo,1273,22,557,694
Baxter,2,State Senate,23,REP,Senator Scott Flippo,1294,25,457,812
Baxter,3,State Senate,23,REP,Senator Scott Flippo,1241,13,360,868
Baxter,4,State Senate,23,REP,Senator Scott Flippo,928,18,299,611
Baxter,5,State Senate,23,REP,Senator Scott Flippo,713,15,269,429
Baxter,6,State Senate,23,REP,Senator Scott Flippo,985,33,298,654
Baxter,7,State Senate,23,REP,Senator Scott Flippo,1071,33,313,725
Baxter,8,State Senate,23,REP,Senator Scott Flippo,1144,31,354,759
Baxter,9,State Senate,23,REP,Senator Scott Flippo,1248,20,492,736
Baxter,10,State Senate,23,REP,Senator Scott Flippo,874,17,403,454
Baxter,11,State Senate,23,REP,Senator Scott Flippo,1264,11,689,564
Baxter,1,State Senate,23,DEM,Derek Huber,292,14,132,146
Baxter,2,State Senate,23,DEM,Derek Huber,287,9,71,207
Baxter,3,State Senate,23,DEM,Derek Huber,316,7,71,238
Baxter,4,State Senate,23,DEM,Derek Huber,291,17,79,195
Baxter,5,State Senate,23,DEM,Derek Huber,308,15,99,194
Baxter,6,State Senate,23,DEM,Derek Huber,350,15,79,256
Baxter,7,State Senate,23,DEM,Derek Huber,347,14,82,251
Baxter,8,State Senate,23,DEM,Derek Huber,311,17,77,217
Baxter,9,State Senate,23,DEM,Derek Huber,341,17,109,215
Baxter,10,State Senate,23,DEM,Derek Huber,260,19,95,146
Baxter,11,State Senate,23,DEM,Derek Huber,342,5,161,176
Baxter,1,State House,03,REP,Stetson Painter,1067,19,504,544
Baxter,2,State House,03,REP,Stetson Painter,1316,25,454,837
Baxter,3,State House,03,REP,Stetson Painter,1277,15,358,904
Baxter,4,State House,03,REP,Stetson Painter,974,20,306,648
Baxter,5,State House,03,REP,Stetson Painter,743,14,278,451
Baxter,6,State House,03,REP,Stetson Painter,724,23,197,504
Baxter,7,State House,03,REP,Stetson Painter,1116,36,324,756
Baxter,8,State House,03,REP,Stetson Painter,237,18,62,157
Baxter,9,State House,03,REP,Stetson Painter,1032,15,346,671
Baxter,1,State House,03,LIB,Steven Gene Parsons,206,12,101,93
Baxter,2,State House,03,LIB,Steven Gene Parsons,236,7,67,162
Baxter,3,State House,03,LIB,Steven Gene Parsons,258,6,66,186
Baxter,4,State House,03,LIB,Steven Gene Parsons,217,13,64,140
Baxter,5,State House,03,LIB,Steven Gene Parsons,230,11,73,146
Baxter,6,State House,03,LIB,Steven Gene Parsons,159,10,26,123
Baxter,7,State House,03,LIB,Steven Gene Parsons,267,10,66,191
Baxter,8,State House,03,LIB,Steven Gene Parsons,49,11,7,31
Baxter,9,State House,03,LIB,Steven Gene Parsons,213,10,59,144
Baxter,1,State House,04,REP,Representative Jack Fortner,254,3,71,180
Baxter,6,State House,04,REP,Representative Jack Fortner,395,11,141,243
Baxter,8,State House,04,REP,Representative Jack Fortner,1070,14,334,722
Baxter,9,State House,04,REP,Representative Jack Fortner,291,10,186,95
Baxter,10,State House,04,REP,Representative Jack Fortner,1019,23,462,534
Baxter,11,State House,04,REP,Representative Jack Fortner,1393,10,728,655
Baxter,11,State House,27,REP,Steven Walker,59,2,57,0
Baxter,1,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,814,14,358,442
Baxter,2,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,810,23,247,540
Baxter,3,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,806,11,212,583
Baxter,4,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,594,10,185,399
Baxter,5,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,504,13,180,311
Baxter,6,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,648,22,184,442
Baxter,7,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,682,16,197,469
Baxter,8,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,713,21,211,481
Baxter,9,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,841,15,331,495
Baxter,10,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,570,15,249,306
Baxter,11,State Supreme Court Associate Justice Position 2,,NON,Supreme Court Associate Justice Robin Wynne,794,6,404,384
Baxter,1,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,565,15,263,287
Baxter,2,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,562,6,203,353
Baxter,3,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,573,10,165,398
Baxter,4,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,456,20,138,298
Baxter,5,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,388,11,141,236
Baxter,6,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,518,23,151,344
Baxter,7,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,535,26,148,361
Baxter,8,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,543,19,149,375
Baxter,9,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,538,13,206,319
Baxter,10,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,419,15,186,218
Baxter,11,State Supreme Court Associate Justice Position 2,,NON,Judge Chris Carnahan,579,7,315,257
Baxter,1,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1481,35,646,800
Baxter,2,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1473,28,504,941
Baxter,3,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1456,20,403,1033
Baxter,4,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1145,29,355,761
Baxter,5,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,914,21,332,561
Baxter,6,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1238,44,355,839
Baxter,7,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1307,43,369,895
Baxter,8,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1369,42,409,918
Baxter,9,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1470,30,579,861
Baxter,10,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1032,28,462,542
Baxter,11,Baxter County Circuit/County Clerk,,REP,REP Canda J. Reese,1484,14,794,676
Baxter,2,Baxter County Justice of the Peace District 2,,REP,REP Angela DeGroote,1290,23,449,818
Baxter,2,Baxter County Justice of the Peace District 2,,DEM,DEM Johnny Rickman,281,10,73,198
Baxter,3,Baxter County Justice of the Peace District 3,,DEM,DEM Donnie Huffine,293,7,70,216
Baxter,3,Baxter County Justice of the Peace District 3,,REP,REP Rick Steiner,1254,15,355,884
Baxter,3,Baxter County Constable District 3,,REP,REP Kaleb Johnson,1195,12,338,845
Baxter,3,Baxter County Constable District 3,,IND,IND Dale Jones,341,7,88,246
Baxter,11,City of Big Flat Mayor,,NON,Casey McClanahan,5,0,5,0
Baxter,11,City of Big Flat Mayor,,NON,Charles Schmitt,12,0,12,0
Baxter,11,City of Big Flat Mayor,,NON,Glenda Wiseman,16,0,16,0
Baxter,9,City of Briarcliff Mayor,,NON,Michael Keith Lewis,65,2,27,36
Baxter,10,City of Cotter Mayor,,NON,Phillip McGeorge Caradine,296,4,127,165
Baxter,10,City of Gassville Mayor,,NON,Jeff Braim,477,5,221,251
Baxter,1,City of Lakeview Mayor,,NON,Dennis Behling,318,7,182,129
Baxter,4,City of Mountain Home Mayor,,NON,Mayor Hillrey Adams,785,22,256,507
Baxter,5,City of Mountain Home Mayor,,NON,Mayor Hillrey Adams,851,21,306,524
Baxter,6,City of Mountain Home Mayor,,NON,Mayor Hillrey Adams,648,31,141,476
Baxter,7,City of Mountain Home Mayor,,NON,Mayor Hillrey Adams,1027,36,266,725
Baxter,8,City of Mountain Home Mayor,,NON,Mayor Hillrey Adams,222,28,42,152
Baxter,11,City of Norfork Mayor,,NON,Lisa L. Harrison,146,0,107,39
Baxter,4,City of Mountain Home Clerk,,NON,Billy D. Austin,310,9,99,202
Baxter,5,City of Mountain Home Clerk,,NON,Billy D. Austin,327,9,125,193
Baxter,6,City of Mountain Home Clerk,,NON,Billy D. Austin,298,16,66,216
Baxter,7,City of Mountain Home Clerk,,NON,Billy D. Austin,411,17,109,285
Baxter,8,City of Mountain Home Clerk,,NON,Billy D. Austin,86,14,14,58
Baxter,4,City of Mountain Home Clerk,,NON,Scott Liles,488,15,152,321
