county,precinct,office,district,party,candidate,votes,provisional_ed,early_vote,absentee,provisional_ev,post,election_day
Washington,362 Fay 42,JAIL IMPROVEMENT BONDS,,NON,AGAINST,186,0,90,4,0,0,92
Washington,363 Fay 43,JAIL IMPROVEMENT BONDS,,NON,AGAINST,31,0,21,0,0,0,10
Washington,364 Fay 44,JAIL IMPROVEMENT BONDS,,NON,AGAINST,107,0,51,3,0,0,53
Washington,365 Fay 45,JAIL IMPROVEMENT BONDS,,NON,AGAINST,18,0,11,1,0,0,6
Washington,366 Fay 46,JAIL IMPROVEMENT BONDS,,NON,AGAINST,155,0,93,0,0,0,62
Washington,367 Fay 47,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,368 Fay 48,JAIL IMPROVEMENT BONDS,,NON,AGAINST,1,0,1,0,0,0,0
Washington,369 Greenland City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,214,0,83,5,0,0,126
Washington,370 Greenland Twp-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,204,0,86,1,0,0,117
Washington,371 Greenland City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,24,0,12,0,0,0,12
Washington,372 Greenland Twp-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,98,0,32,4,0,0,62
Washington,373 Goshen City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,574,0,227,5,0,0,342
Washington,374 Goshen City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,2,0,1,0,0,0,1
Washington,375 Goshen Twp-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,123,0,34,0,0,0,89
Washington,376 Goshen Twp-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,100,0,43,0,0,0,57
Washington,377 Greenland Twp-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,35,0,17,0,0,0,18
Washington,380 Harmon-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,313,0,164,9,0,0,140
Washington,381 Harmon-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,14,0,10,0,0,0,4
Washington,382 Harmon-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,13,0,5,0,0,0,8
Washington,383 Harmon-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,28,0,10,0,0,0,18
Washington,384 Harmon-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,9,0,4,0,0,0,5
Washington,385 Harmon-6,JAIL IMPROVEMENT BONDS,,NON,AGAINST,1,0,0,0,0,0,1
Washington,400 Illinois,JAIL IMPROVEMENT BONDS,,NON,AGAINST,201,0,26,4,0,0,171
Washington,419 Johnson Twp-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,7,0,6,0,0,0,1
Washington,420 Johnson Twp-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,74,0,34,1,0,0,39
Washington,421 Johnson City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,371,0,183,7,0,0,181
Washington,422 Johnson City-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,6,0,1,0,0,0,5
Washington,423 Johnson Twp-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,3,0,1,0,0,0,2
Washington,424 Johnson Twp-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,22,0,14,0,0,0,8
Washington,425 Johnson City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,113,0,57,2,0,0,54
Washington,426 Johnson City-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,146,0,69,1,0,0,76
Washington,440 Lees Creek,JAIL IMPROVEMENT BONDS,,NON,AGAINST,114,0,53,0,0,0,61
Washington,460 Lincoln,JAIL IMPROVEMENT BONDS,,NON,AGAINST,311,0,118,6,0,0,187
Washington,480 Litteral-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,40,0,14,1,0,0,25
Washington,481 Litteral-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,3,0,2,0,0,0,1
Washington,482 Litteral-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,404,0,165,4,0,0,235
Washington,483 Litteral-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,12,0,12,0,0,0,0
Washington,500 Marrs Hill-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,180,0,88,0,0,0,92
Washington,501 Marrs Hill-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,65,0,31,1,0,0,33
Washington,520 Morrow-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,89,0,23,0,0,0,66
Washington,521 Morrow-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,541 Prairie Twp 1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,663,0,311,10,0,0,342
Washington,542 Prairie Twp 2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,187,0,101,1,0,0,85
Washington,543 Prairie Twp 3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,10,0,8,0,0,0,2
Washington,544 Prairie Twp 4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,36,0,17,1,0,0,18
Washington,545 Prairie Twp 5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,203,0,117,5,0,0,81
Washington,546 Prairie Twp 6,JAIL IMPROVEMENT BONDS,,NON,AGAINST,6,0,4,0,0,0,2
Washington,547 Prairie Twp 7,JAIL IMPROVEMENT BONDS,,NON,AGAINST,10,0,4,0,0,0,6
Washington,548 Prairie Twp 8,JAIL IMPROVEMENT BONDS,,NON,AGAINST,177,0,109,2,0,0,66
Washington,549 Prairie Twp 9,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,550 Prairie Grove City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,569,0,322,3,0,0,244
Washington,560 Prairie Grove City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,503,0,249,4,0,0,250
Washington,561 Prairie Grove City-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,50,0,33,0,0,0,17
Washington,562 Prairie Grove City-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,130,0,60,1,0,0,69
Washington,563 Prairie Grove City-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,580 Prairie Grove Twp-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,55,0,28,1,0,0,26
Washington,581 Prairie Grove Twp-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,96,0,57,1,0,0,38
Washington,582 Prairie Grove Twp-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,157,0,91,1,0,0,65
Washington,620 Reed-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,90,0,43,0,0,0,47
Washington,621 Reed-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,19,0,13,0,0,0,6
Washington,640 Rheas Mill,JAIL IMPROVEMENT BONDS,,NON,AGAINST,135,0,23,0,0,0,112
Washington,660 Richland-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,6,0,4,0,0,0,2
Washington,661 Richland-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,242,0,125,6,0,0,111
Washington,662 Richland-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,13,0,8,0,0,0,5
Washington,680 Spg 01,JAIL IMPROVEMENT BONDS,,NON,AGAINST,66,0,32,0,0,0,34
Washington,690 Spg 02,JAIL IMPROVEMENT BONDS,,NON,AGAINST,130,0,59,3,0,0,68
Washington,700 Spg 03,JAIL IMPROVEMENT BONDS,,NON,AGAINST,389,0,195,1,0,0,193
Washington,710 Spg 04,JAIL IMPROVEMENT BONDS,,NON,AGAINST,480,0,218,3,0,0,259
Washington,720 Spg 05,JAIL IMPROVEMENT BONDS,,NON,AGAINST,165,0,85,5,0,0,75
Washington,730 Spg 06,JAIL IMPROVEMENT BONDS,,NON,AGAINST,220,0,123,2,0,0,95
Washington,740 Spg 07,JAIL IMPROVEMENT BONDS,,NON,AGAINST,274,0,128,3,0,0,143
Washington,741 Spg 08,JAIL IMPROVEMENT BONDS,,NON,AGAINST,194,0,90,1,0,0,103
Washington,742 Spg 09,JAIL IMPROVEMENT BONDS,,NON,AGAINST,168,0,89,4,0,0,75
Washington,743 Spg 10,JAIL IMPROVEMENT BONDS,,NON,AGAINST,163,0,93,5,0,0,65
Washington,744 Spg 11,JAIL IMPROVEMENT BONDS,,NON,AGAINST,352,0,213,2,0,0,137
Washington,745 Spg 12,JAIL IMPROVEMENT BONDS,,NON,AGAINST,576,0,218,12,0,0,346
Washington,746 Spg 13,JAIL IMPROVEMENT BONDS,,NON,AGAINST,237,0,82,1,0,0,154
Washington,747 Spg 14,JAIL IMPROVEMENT BONDS,,NON,AGAINST,421,0,227,2,0,0,192
Washington,748 Spg 15,JAIL IMPROVEMENT BONDS,,NON,AGAINST,283,0,114,3,0,0,166
Washington,749 Spg 16,JAIL IMPROVEMENT BONDS,,NON,AGAINST,153,0,73,5,0,0,75
Washington,752 Spg 17,JAIL IMPROVEMENT BONDS,,NON,AGAINST,426,0,207,9,0,0,210
Washington,753 Spg 18,JAIL IMPROVEMENT BONDS,,NON,AGAINST,342,0,181,6,0,0,155
Washington,754 Spg 19,JAIL IMPROVEMENT BONDS,,NON,AGAINST,164,0,72,2,0,0,90
Washington,755 Spg 20,JAIL IMPROVEMENT BONDS,,NON,AGAINST,37,0,18,0,0,0,19
Washington,756 Spg 21,JAIL IMPROVEMENT BONDS,,NON,AGAINST,60,0,28,0,0,0,32
Washington,757 Spg 22,JAIL IMPROVEMENT BONDS,,NON,AGAINST,45,0,25,0,0,0,20
Washington,758 Spg 23,JAIL IMPROVEMENT BONDS,,NON,AGAINST,2,0,0,0,0,0,2
Washington,759 Spg 24,JAIL IMPROVEMENT BONDS,,NON,AGAINST,53,0,15,0,0,0,38
Washington,760 Spg 25,JAIL IMPROVEMENT BONDS,,NON,AGAINST,155,0,80,3,0,0,72
Washington,761 Spg 26,JAIL IMPROVEMENT BONDS,,NON,AGAINST,213,0,94,2,0,0,117
Washington,762 Spg 27,JAIL IMPROVEMENT BONDS,,NON,AGAINST,98,0,58,2,0,0,38
Washington,763 Spg 28,JAIL IMPROVEMENT BONDS,,NON,AGAINST,87,0,49,5,0,0,33
Washington,764 Spg 29,JAIL IMPROVEMENT BONDS,,NON,AGAINST,177,0,95,3,0,0,79
Washington,765 Spg 30,JAIL IMPROVEMENT BONDS,,NON,AGAINST,16,0,9,0,0,0,7
Washington,766 Spg 31,JAIL IMPROVEMENT BONDS,,NON,AGAINST,124,0,63,1,0,0,60
Washington,767 Spg 32,JAIL IMPROVEMENT BONDS,,NON,AGAINST,14,0,5,0,0,0,9
Washington,768 Spg 33,JAIL IMPROVEMENT BONDS,,NON,AGAINST,28,0,12,2,0,0,14
Washington,769 Spg 34,JAIL IMPROVEMENT BONDS,,NON,AGAINST,35,0,17,0,0,0,18
Washington,770 Spg 35,JAIL IMPROVEMENT BONDS,,NON,AGAINST,197,0,106,3,0,0,88
Washington,771 Spg 36,JAIL IMPROVEMENT BONDS,,NON,AGAINST,66,0,41,1,0,0,24
Washington,772 Spg 37,JAIL IMPROVEMENT BONDS,,NON,AGAINST,29,0,11,0,0,0,18
Washington,773 Spg 38,JAIL IMPROVEMENT BONDS,,NON,AGAINST,4,0,2,0,0,0,2
Washington,774 Spg 39,JAIL IMPROVEMENT BONDS,,NON,AGAINST,160,0,83,2,0,0,75
Washington,775 Spg 40,JAIL IMPROVEMENT BONDS,,NON,AGAINST,118,0,58,1,0,0,59
Washington,776 Spg 41,JAIL IMPROVEMENT BONDS,,NON,AGAINST,34,0,10,2,0,0,22
Washington,778 Spg 43,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,779 Spg Twp-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,206,0,75,0,0,0,131
Washington,780 Starr Hill,JAIL IMPROVEMENT BONDS,,NON,AGAINST,296,0,91,5,0,0,200
Washington,781 Spg Twp-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,363,0,106,4,0,0,253
Washington,782 Spg Twp-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,4,0,0,0,0,0,4
Washington,783 Spg Twp-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,800 Tontitown City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,401,0,201,4,0,0,196
Washington,801 Tontitown City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,251,0,153,3,0,0,95
Washington,802 Tontitown City-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,25,0,16,1,0,0,8
Washington,803 Tontitown City-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,1,0,0,1,0,0,0
Washington,804 Tontitown City-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,805 Tontitown City-6,JAIL IMPROVEMENT BONDS,,NON,AGAINST,542,0,323,4,0,0,215
Washington,807 Tontitown Twp,JAIL IMPROVEMENT BONDS,,NON,AGAINST,7,0,6,0,0,0,1
Washington,810 Valley-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,168,0,93,2,0,0,73
Washington,811 Valley-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,3,0,1,1,0,0,1
Washington,812 Valley-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,107,0,54,1,0,0,52
Washington,820 Vineyard,JAIL IMPROVEMENT BONDS,,NON,AGAINST,69,0,3,2,0,0,64
Washington,830 War Eagle,JAIL IMPROVEMENT BONDS,,NON,AGAINST,38,0,7,0,0,0,31
Washington,840 Wedington,JAIL IMPROVEMENT BONDS,,NON,AGAINST,92,0,12,0,0,0,80
Washington,860 West Fork City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,378,0,196,5,0,0,177
Washington,861 West Fork City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,87,0,56,1,0,0,30
Washington,862 West Fork City-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,7,0,3,0,0,0,4
Washington,880 West Fork Twp-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,166,0,88,1,0,0,77
Washington,881 West Fork Twp-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,107,0,60,3,0,0,44
Washington,882 West Fork Twp-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,25,0,14,1,0,0,10
Washington,900 Wheeler-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,186,0,78,2,0,0,106
Washington,901 Wheeler-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,902 Wheeler-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,42,0,17,1,0,0,24
Washington,903 Wheeler-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,86,0,31,2,0,0,53
Washington,904 Wheeler-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,12,0,4,0,0,0,8
Washington,920 White River-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,97,0,57,2,0,0,38
Washington,930 White River-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,35,0,17,1,0,0,17
Washington,931 White River-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,45,0,23,0,0,0,22
Washington,932 White River-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,933 White River-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,37,0,21,0,0,0,16
Washington,940 Winslow Twp,JAIL IMPROVEMENT BONDS,,NON,AGAINST,217,0,62,4,0,0,151
Washington,950 Winslow City,JAIL IMPROVEMENT BONDS,,NON,AGAINST,96,0,22,3,0,0,71
Washington,960 Wyman,JAIL IMPROVEMENT BONDS,,NON,AGAINST,181,0,95,1,0,0,85
Washington,020 Boston,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,41,0,6,0,0,0,35
Washington,040 Brush Creek,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,437,0,154,7,0,0,276
Washington,060 Cane Hill-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,139,0,46,0,0,0,93
Washington,061 Cane Hill-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,73,0,47,1,0,0,25
Washington,062 Cane Hill-3,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,080 Center-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,282,0,155,4,0,0,123
Washington,082 Center-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,31,0,17,0,0,0,14
Washington,083 Center-3,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,1,0,1,0,0,0,0
Washington,084 Center-4,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,12,0,6,0,0,0,6
Washington,085 Center-5,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,31,0,19,2,0,0,10
Washington,100 Cove Creek-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,143,0,81,1,0,0,61
Washington,101 Cove Creek-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,110 Cove Creek-3,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,5,0,5,0,0,0,0
Washington,120 Crawford,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,128,0,37,0,0,0,91
Washington,140 Durham,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,122,0,62,0,0,0,60
Washington,160 Dutch Mills,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,43,0,16,4,0,0,23
Washington,180 Elkins-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,460,0,262,3,0,0,195
Washington,181 Elkins-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,51,0,36,0,0,0,15
Washington,200 Elm Springs Twp,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,58,0,24,1,0,0,33
Washington,210 Elm Springs City-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,182,0,67,0,0,0,115
Washington,211 Elm Springs City-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,196,0,75,2,0,0,119
Washington,220 Farmington-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,298,0,142,6,0,0,150
Washington,221 Farmington-5,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,18,0,14,0,0,0,4
Washington,222 Farmington-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,516,0,252,10,0,0,254
Washington,223 Farmington-3,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,244,0,131,2,0,0,111
Washington,224 Farmington-4,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,183,0,88,3,0,0,92
Washington,225 Farmington-6,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,34,0,18,0,0,0,16
Washington,240 Fay 01,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,130,0,61,3,0,0,66
Washington,241 Fay 49,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,151,0,86,1,0,0,64
Washington,242 Fay 50,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,96,0,50,5,0,0,41
Washington,243 Fay 51,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,6,0,5,0,0,0,1
Washington,244 Fay 52,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,3,0,3,0,0,0,0
Washington,245 Fay 53,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,57,0,34,2,0,0,21
Washington,246 Fay 54,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,247 Fay 55,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,23,0,15,0,0,0,8
Washington,248 Fay 56,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,238,0,154,4,0,0,80
Washington,249 Fay 57,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,3,0,3,0,0,0,0
Washington,250 Fay 02,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,136,0,79,2,0,0,55
Washington,251 Fay 58,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,174,0,91,1,0,0,82
Washington,252 Fay 59,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,112,0,72,9,0,0,31
Washington,253 Fay 60,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,254 Fay 61,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,255 Fay 62,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,256 Fay 63,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,16,0,5,3,0,0,8
Washington,257 Fay 64,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,8,0,5,0,0,0,3
Washington,258 Fay 65,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,259 Fay 66,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,1,0,1,0,0,0,0
Washington,260 Fay 03,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,339,0,150,3,0,0,186
Washington,270 Fay 04,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,133,0,62,2,0,0,69
Washington,280 Fay 05,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,325,0,202,8,0,0,115
Washington,290 Fay 06,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,614,0,322,14,0,0,278
Washington,300 Fay 07,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,321,0,208,5,0,0,108
Washington,310 Fay 08,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,442,0,250,8,0,0,184
Washington,320 Fay 09a,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,129,0,65,0,0,0,64
Washington,321 Fay 09b,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,252,0,140,5,0,0,107
Washington,330 Fay 10,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,171,0,110,1,0,0,60
Washington,331 Fay 11,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,441,0,248,4,0,0,189
Washington,332 Fay 12,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,525,0,327,8,0,0,190
Washington,333 Fay 13,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,215,0,75,4,0,0,136
Washington,334 Fay 14,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,84,0,49,2,0,0,33
Washington,335 Fay 15,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,114,0,43,2,0,0,69
Washington,336 Fay 16,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,17,0,7,1,0,0,9
Washington,337 Fay 17,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,440,0,248,8,0,0,184
Washington,338 Fay 18,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,152,0,80,0,0,0,72
Washington,339 Fay 19,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,478,0,279,11,0,0,188
Washington,340 Fay 20,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,510,0,287,5,0,0,218
Washington,341 Fay 21,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,75,0,40,5,0,0,30
Washington,342 Fay 22,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,383,0,216,6,0,0,161
Washington,343 Fay 23,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,281,0,147,5,0,0,129
Washington,344 Fay 24,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,78,0,49,0,0,0,29
Washington,345 Fay 25,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,254,0,185,6,0,0,63
Washington,346 Fay 26,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,301,0,159,2,0,0,140
Washington,347 Fay 27,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,325,0,185,6,0,0,134
Washington,348 Fay 28,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,446,0,261,6,0,0,179
Washington,349 Fay 29,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,286,0,167,7,0,0,112
Washington,350 Fay 30,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,387,0,232,13,0,0,142
Washington,351 Fay 31,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,287,0,178,1,0,0,108
Washington,352 Fay 32,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,301,0,190,5,0,0,106
Washington,353 Fay 33,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,67,0,28,1,0,0,38
Washington,354 Fay 34,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,151,0,55,2,0,0,94
Washington,355 Fay 35,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,283,0,175,34,0,0,74
Washington,356 Fay 36,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,128,0,74,5,0,0,49
Washington,357 Fay 37,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,32,0,14,1,0,0,17
Washington,358 Fay 38,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,107,0,65,0,0,0,42
Washington,359 Fay 39,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,109,0,72,2,0,0,35
Washington,360 Fay 40,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,510,0,262,7,0,0,241
Washington,361 Fay 41,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,48,0,29,3,0,0,16
Washington,362 Fay 42,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,123,0,67,4,0,0,52
Washington,363 Fay 43,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,29,0,15,0,0,0,14
Washington,364 Fay 44,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,90,0,51,1,0,0,38
Washington,365 Fay 45,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,15,0,8,0,0,0,7
Washington,366 Fay 46,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,111,0,78,1,0,0,32
Washington,367 Fay 47,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,368 Fay 48,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,2,0,2,0,0,0,0
Washington,369 Greenland City-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,185,0,68,5,0,0,112
Washington,370 Greenland Twp-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,160,0,64,1,0,0,95
Washington,371 Greenland City-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,17,0,5,0,0,0,12
Washington,372 Greenland Twp-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,58,0,29,0,0,0,29
Washington,373 Goshen City-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,488,0,202,5,0,0,281
Washington,374 Goshen City-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,375 Goshen Twp-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,72,0,22,2,0,0,48
Washington,376 Goshen Twp-2,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,77,0,37,0,0,0,40
Washington,377 Greenland Twp-3,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,19,0,12,0,0,0,7
Washington,380 Harmon-1,JUVENILE COURT IMPROVEMENT BONDS,,NON,FOR,226,0,132,4,0,0,90
