county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting
Logan,Clark Crossroads,U.S. Senate,,REP,Senator John Boozman,108,0,69,39
Logan,Clark City,U.S. Senate,,REP,Senator John Boozman,114,0,86,28
Logan,Clark Rural,U.S. Senate,,REP,Senator John Boozman,87,0,47,40
Logan,Delaware,U.S. Senate,,REP,Senator John Boozman,166,5,101,60
Logan,Driggs,U.S. Senate,,REP,Senator John Boozman,139,0,51,88
Logan,Ellsworth,U.S. Senate,,REP,Senator John Boozman,220,0,115,105
Logan,Johnson,U.S. Senate,,REP,Senator John Boozman,78,0,36,42
Logan,Logan,U.S. Senate,,REP,Senator John Boozman,113,0,86,27
Logan,Mountain,U.S. Senate,,REP,Senator John Boozman,38,0,13,25
Logan,River City,U.S. Senate,,REP,Senator John Boozman,55,0,45,10
Logan,River Rural,U.S. Senate,,REP,Senator John Boozman,83,0,67,16
Logan,Shoal Creek,U.S. Senate,,REP,Senator John Boozman,201,2,135,64
Logan,Short Mtn Ward 1,U.S. Senate,,REP,Senator John Boozman,280,2,109,169
Logan,Short Mtn Ward 2,U.S. Senate,,REP,Senator John Boozman,211,4,91,116
Logan,Short Mtn Ward 3,U.S. Senate,,REP,Senator John Boozman,157,3,63,91
Logan,Short Mtn Ward 4,U.S. Senate,,REP,Senator John Boozman,348,2,117,229
Logan,Caulksville City,U.S. Senate,,REP,Senator John Boozman,70,0,46,24
Logan,Caulksville Rural,U.S. Senate,,REP,Senator John Boozman,115,0,70,45
Logan,Ratcliff City,U.S. Senate,,REP,Senator John Boozman,43,0,25,18
Logan,Ratcliff Rural,U.S. Senate,,REP,Senator John Boozman,36,2,22,12
Logan,Morrison Bluff,U.S. Senate,,REP,Senator John Boozman,28,0,24,4
Logan,Blue Mtn City,U.S. Senate,,REP,Senator John Boozman,23,0,7,16
Logan,Blue Mtn Rural,U.S. Senate,,REP,Senator John Boozman,26,0,15,11
Logan,Boone Ward 1,U.S. Senate,,REP,Senator John Boozman,215,5,69,141
Logan,Boone Ward 2,U.S. Senate,,REP,Senator John Boozman,245,6,63,176
Logan,Boone Ward 3,U.S. Senate,,REP,Senator John Boozman,234,1,80,153
Logan,Boone Ward 4,U.S. Senate,,REP,Senator John Boozman,398,4,122,272
Logan,Cauthron,U.S. Senate,,REP,Senator John Boozman,78,1,15,62
Logan,Petit Jean,U.S. Senate,,REP,Senator John Boozman,82,0,30,52
Logan,Reveille City,U.S. Senate,,REP,Senator John Boozman,152,0,109,43
Logan,Reveille Rural,U.S. Senate,,REP,Senator John Boozman,156,1,101,54
Logan,Sugar Creek,U.S. Senate,,REP,Senator John Boozman,107,1,30,76
Logan,Washburn,U.S. Senate,,REP,Senator John Boozman,199,2,53,144
Logan,Barber,U.S. Senate,,REP,Senator John Boozman,94,2,25,67
Logan,Tomlinson,U.S. Senate,,REP,Senator John Boozman,82,1,62,19
Logan,Cane Creek,U.S. Senate,,LIB,Kenneth Cates,7,0,4,3
Logan,Clark Crossroads,U.S. Senate,,LIB,Kenneth Cates,4,0,1,3
Logan,Clark City,U.S. Senate,,LIB,Kenneth Cates,6,0,5,1
Logan,Clark Rural,U.S. Senate,,LIB,Kenneth Cates,3,0,1,2
Logan,Delaware,U.S. Senate,,LIB,Kenneth Cates,5,0,4,1
Logan,Driggs,U.S. Senate,,LIB,Kenneth Cates,3,0,2,1
Logan,Ellsworth,U.S. Senate,,LIB,Kenneth Cates,8,0,4,4
Logan,Johnson,U.S. Senate,,LIB,Kenneth Cates,2,0,1,1
Logan,Logan,U.S. Senate,,LIB,Kenneth Cates,4,0,1,3
Logan,Mountain,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Logan,River City,U.S. Senate,,LIB,Kenneth Cates,2,0,2,0
Logan,River Rural,U.S. Senate,,LIB,Kenneth Cates,5,0,5,0
Logan,Shoal Creek,U.S. Senate,,LIB,Kenneth Cates,12,0,6,6
Logan,Short Mtn Ward 1,U.S. Senate,,LIB,Kenneth Cates,15,0,8,7
Logan,Short Mtn Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,0,3,2
Logan,Short Mtn Ward 3,U.S. Senate,,LIB,Kenneth Cates,11,0,7,4
Logan,Short Mtn Ward 4,U.S. Senate,,LIB,Kenneth Cates,21,0,11,10
Logan,Caulksville City,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Logan,Caulksville Rural,U.S. Senate,,LIB,Kenneth Cates,3,0,1,2
Logan,Ratcliff City,U.S. Senate,,LIB,Kenneth Cates,3,0,1,2
Logan,Ratcliff Rural,U.S. Senate,,LIB,Kenneth Cates,1,0,0,1
Logan,Morrison Bluff,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0
Logan,Blue Mtn City,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0
Logan,Blue Mtn Rural,U.S. Senate,,LIB,Kenneth Cates,0,0,0,0
Logan,Boone Ward 1,U.S. Senate,,LIB,Kenneth Cates,9,0,4,5
Logan,Boone Ward 2,U.S. Senate,,LIB,Kenneth Cates,5,1,2,2
Logan,Boone Ward 3,U.S. Senate,,LIB,Kenneth Cates,16,0,3,13
Logan,Boone Ward 4,U.S. Senate,,LIB,Kenneth Cates,15,0,3,12
Logan,Cauthron,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Logan,Petit Jean,U.S. Senate,,LIB,Kenneth Cates,2,0,0,2
Logan,Reveille City,U.S. Senate,,LIB,Kenneth Cates,8,0,7,1
Logan,Reveille Rural,U.S. Senate,,LIB,Kenneth Cates,7,0,1,6
Logan,Sugar Creek,U.S. Senate,,LIB,Kenneth Cates,11,0,6,5
Logan,Washburn,U.S. Senate,,LIB,Kenneth Cates,10,0,2,8
Logan,Barber,U.S. Senate,,LIB,Kenneth Cates,6,0,2,4
Logan,Tomlinson,U.S. Senate,,LIB,Kenneth Cates,1,0,1,0
Logan,Cane Creek,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,146,2,104,40
Logan,Clark Crossroads,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,113,0,69,44
Logan,Clark City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,120,0,88,32
Logan,Clark Rural,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,90,0,48,42
Logan,Delaware,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,168,5,103,60
Logan,Driggs,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,142,0,54,88
Logan,Ellsworth,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,218,0,114,104
Logan,Johnson,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,82,0,40,42
Logan,Logan,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,114,0,87,27
Logan,Mountain,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,33,0,12,21
Logan,River City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,52,0,43,9
Logan,River Rural,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,87,0,72,15
Logan,Shoal Creek,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,209,2,139,68
Logan,Short Mtn Ward 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,283,3,108,172
Logan,Short Mtn Ward 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,204,5,89,110
Logan,Short Mtn Ward 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,150,3,60,87
Logan,Short Mtn Ward 4,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,354,2,120,232
Logan,Caulksville City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,66,0,44,22
Logan,Caulksville Rural,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,119,0,73,46
Logan,Ratcliff City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,43,0,24,19
Logan,Ratcliff Rural,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,36,2,21,13
Logan,Morrison Bluff,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,26,0,22,4
Logan,Blue Mtn City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,23,0,7,16
Logan,Blue Mtn Rural,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,26,0,15,11
Logan,Boone Ward 1,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,214,5,69,140
Logan,Boone Ward 2,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,255,6,63,186
Logan,Boone Ward 3,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,240,2,80,158
Logan,Boone Ward 4,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,402,4,126,272
Logan,Cauthron,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,81,1,17,63
Logan,Petit Jean,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,80,0,28,52
Logan,Reveille City,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,152,0,112,40
Logan,Reveille Rural,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,165,1,106,58
Logan,Sugar Creek,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,114,1,35,78
Logan,Washburn,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,211,2,56,153
Logan,Barber,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,95,2,26,67
Logan,Tomlinson,U.S. Congress District 04,,REP,U.S. Representative Bruce Westerman,83,1,63,19
Logan,Cane Creek,U.S. Congress District 04,,LIB,Gregory Maxwell,5,0,2,3
Logan,Clark Crossroads,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Logan,Clark City,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,3,1
Logan,Clark Rural,U.S. Congress District 04,,LIB,Gregory Maxwell,1,0,0,1
Logan,Delaware,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,3,0
Logan,Driggs,U.S. Congress District 04,,LIB,Gregory Maxwell,1,0,0,1
Logan,Ellsworth,U.S. Congress District 04,,LIB,Gregory Maxwell,5,0,3,2
Logan,Johnson,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Logan,Logan,U.S. Congress District 04,,LIB,Gregory Maxwell,7,0,4,3
Logan,Mountain,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,1,2
Logan,River City,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,3,0
Logan,River Rural,U.S. Congress District 04,,LIB,Gregory Maxwell,5,0,5,0
Logan,Shoal Creek,U.S. Congress District 04,,LIB,Gregory Maxwell,6,0,2,4
Logan,Short Mtn Ward 1,U.S. Congress District 04,,LIB,Gregory Maxwell,13,0,7,6
Logan,Short Mtn Ward 2,U.S. Congress District 04,,LIB,Gregory Maxwell,9,0,6,3
Logan,Short Mtn Ward 3,U.S. Congress District 04,,LIB,Gregory Maxwell,15,0,10,5
Logan,Short Mtn Ward 4,U.S. Congress District 04,,LIB,Gregory Maxwell,17,0,8,9
Logan,Caulksville City,U.S. Congress District 04,,LIB,Gregory Maxwell,0,0,0,0
Logan,Caulksville Rural,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,1,1
Logan,Ratcliff City,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,3,1
Logan,Ratcliff Rural,U.S. Congress District 04,,LIB,Gregory Maxwell,1,0,1,0
Logan,Morrison Bluff,U.S. Congress District 04,,LIB,Gregory Maxwell,1,0,1,0
Logan,Blue Mtn City,U.S. Congress District 04,,LIB,Gregory Maxwell,0,0,0,0
Logan,Blue Mtn Rural,U.S. Congress District 04,,LIB,Gregory Maxwell,1,0,0,1
Logan,Boone Ward 1,U.S. Congress District 04,,LIB,Gregory Maxwell,9,0,3,6
Logan,Boone Ward 2,U.S. Congress District 04,,LIB,Gregory Maxwell,5,1,3,1
Logan,Boone Ward 3,U.S. Congress District 04,,LIB,Gregory Maxwell,19,0,5,14
Logan,Boone Ward 4,U.S. Congress District 04,,LIB,Gregory Maxwell,12,0,1,11
Logan,Cauthron,U.S. Congress District 04,,LIB,Gregory Maxwell,3,0,0,3
Logan,Petit Jean,U.S. Congress District 04,,LIB,Gregory Maxwell,2,0,0,2
Logan,Reveille City,U.S. Congress District 04,,LIB,Gregory Maxwell,6,0,6,0
Logan,Reveille Rural,U.S. Congress District 04,,LIB,Gregory Maxwell,4,0,0,4
Logan,Sugar Creek,U.S. Congress District 04,,LIB,Gregory Maxwell,10,0,5,5
Logan,Washburn,U.S. Congress District 04,,LIB,Gregory Maxwell,8,0,2,6
Logan,Barber,U.S. Congress District 04,,LIB,Gregory Maxwell,10,0,3,7
Logan,Tomlinson,U.S. Congress District 04,,LIB,Gregory Maxwell,0,0,0,0
Logan,Cane Creek,U.S. Congress District 04,,DEM,John White,26,0,17,9
Logan,Clark Crossroads,U.S. Congress District 04,,DEM,John White,20,0,11,9
Logan,Clark City,U.S. Congress District 04,,DEM,John White,20,0,15,5
Logan,Clark Rural,U.S. Congress District 04,,DEM,John White,19,1,7,11
Logan,Delaware,U.S. Congress District 04,,DEM,John White,36,1,15,20
Logan,Driggs,U.S. Congress District 04,,DEM,John White,11,2,4,5
Logan,Ellsworth,U.S. Congress District 04,,DEM,John White,21,0,8,13
Logan,Johnson,U.S. Congress District 04,,DEM,John White,9,0,0,9
Logan,Logan,U.S. Congress District 04,,DEM,John White,25,2,14,9
Logan,Mountain,U.S. Congress District 04,,DEM,John White,8,0,5,3
Logan,River City,U.S. Congress District 04,,DEM,John White,13,0,9,4
Logan,River Rural,U.S. Congress District 04,,DEM,John White,27,0,17,10
Logan,Shoal Creek,U.S. Congress District 04,,DEM,John White,45,3,23,19
Logan,Short Mtn Ward 1,U.S. Congress District 04,,DEM,John White,95,0,26,69
Logan,Short Mtn Ward 2,U.S. Congress District 04,,DEM,John White,46,3,6,37
Logan,Short Mtn Ward 3,U.S. Congress District 04,,DEM,John White,36,0,16,20
Logan,Short Mtn Ward 4,U.S. Congress District 04,,DEM,John White,90,6,27,57
Logan,Caulksville City,U.S. Congress District 04,,DEM,John White,11,0,8,3
Logan,Caulksville Rural,U.S. Congress District 04,,DEM,John White,29,0,15,14
Logan,Ratcliff City,U.S. Congress District 04,,DEM,John White,5,0,5,0
Logan,Ratcliff Rural,U.S. Congress District 04,,DEM,John White,21,0,16,5
Logan,Morrison Bluff,U.S. Congress District 04,,DEM,John White,10,0,9,1
Logan,Blue Mtn City,U.S. Congress District 04,,DEM,John White,2,0,2,0
Logan,Blue Mtn Rural,U.S. Congress District 04,,DEM,John White,4,0,1,3
Logan,Boone Ward 1,U.S. Congress District 04,,DEM,John White,38,0,11,27
Logan,Boone Ward 2,U.S. Congress District 04,,DEM,John White,45,0,14,31
Logan,Boone Ward 3,U.S. Congress District 04,,DEM,John White,68,1,24,43
Logan,Boone Ward 4,U.S. Congress District 04,,DEM,John White,58,3,16,39
Logan,Cauthron,U.S. Congress District 04,,DEM,John White,16,0,2,14
Logan,Petit Jean,U.S. Congress District 04,,DEM,John White,11,0,0,11
Logan,Reveille City,U.S. Congress District 04,,DEM,John White,21,0,14,7
Logan,Reveille Rural,U.S. Congress District 04,,DEM,John White,30,1,18,11
Logan,Sugar Creek,U.S. Congress District 04,,DEM,John White,14,0,1,13
Logan,Washburn,U.S. Congress District 04,,DEM,John White,32,0,11,21
Logan,Barber,U.S. Congress District 04,,DEM,John White,11,0,3,8
Logan,Tomlinson,U.S. Congress District 04,,DEM,John White,24,0,15,9
Logan,Cane Creek,Governor,,REP,Sarah Huckabee Sanders,140,2,101,37
Logan,Clark Crossroads,Governor,,REP,Sarah Huckabee Sanders,106,0,67,39
Logan,Clark City,Governor,,REP,Sarah Huckabee Sanders,105,0,76,29
Logan,Clark Rural,Governor,,REP,Sarah Huckabee Sanders,86,0,48,38
Logan,Delaware,Governor,,REP,Sarah Huckabee Sanders,168,5,102,61
Logan,Driggs,Governor,,REP,Sarah Huckabee Sanders,132,0,53,79
Logan,Ellsworth,Governor,,REP,Sarah Huckabee Sanders,216,0,113,103
Logan,Johnson,Governor,,REP,Sarah Huckabee Sanders,82,0,37,45
Logan,Logan,Governor,,REP,Sarah Huckabee Sanders,112,0,84,28
Logan,Mountain,Governor,,REP,Sarah Huckabee Sanders,34,0,12,22
Logan,River City,Governor,,REP,Sarah Huckabee Sanders,50,0,42,8
Logan,River Rural,Governor,,REP,Sarah Huckabee Sanders,76,0,65,11
Logan,Shoal Creek,Governor,,REP,Sarah Huckabee Sanders,204,2,140,62
Logan,Short Mtn Ward 1,Governor,,REP,Sarah Huckabee Sanders,272,2,100,170
Logan,Short Mtn Ward 2,Governor,,REP,Sarah Huckabee Sanders,200,5,82,113
Logan,Short Mtn Ward 3,Governor,,REP,Sarah Huckabee Sanders,156,3,61,92
Logan,Short Mtn Ward 4,Governor,,REP,Sarah Huckabee Sanders,345,2,117,226
Logan,Caulksville City,Governor,,REP,Sarah Huckabee Sanders,65,0,43,22
Logan,Caulksville Rural,Governor,,REP,Sarah Huckabee Sanders,113,0,68,45
Logan,Ratcliff City,Governor,,REP,Sarah Huckabee Sanders,38,0,18,20
Logan,Ratcliff Rural,Governor,,REP,Sarah Huckabee Sanders,35,2,21,12
Logan,Morrison Bluff,Governor,,REP,Sarah Huckabee Sanders,26,0,21,5
Logan,Blue Mtn City,Governor,,REP,Sarah Huckabee Sanders,23,0,7,16
Logan,Blue Mtn Rural,Governor,,REP,Sarah Huckabee Sanders,25,0,15,10
Logan,Boone Ward 1,Governor,,REP,Sarah Huckabee Sanders,212,4,66,142
Logan,Boone Ward 2,Governor,,REP,Sarah Huckabee Sanders,246,6,65,175
Logan,Boone Ward 3,Governor,,REP,Sarah Huckabee Sanders,233,1,79,153
Logan,Boone Ward 4,Governor,,REP,Sarah Huckabee Sanders,389,4,124,261
Logan,Cauthron,Governor,,REP,Sarah Huckabee Sanders,81,1,16,64
Logan,Petit Jean,Governor,,REP,Sarah Huckabee Sanders,80,0,29,51
Logan,Reveille City,Governor,,REP,Sarah Huckabee Sanders,156,0,114,42
Logan,Reveille Rural,Governor,,REP,Sarah Huckabee Sanders,152,1,93,58
Logan,Sugar Creek,Governor,,REP,Sarah Huckabee Sanders,110,1,35,74
Logan,Washburn,Governor,,REP,Sarah Huckabee Sanders,202,2,53,147
Logan,Barber,Governor,,REP,Sarah Huckabee Sanders,100,2,28,70
Logan,Tomlinson,Governor,,REP,Sarah Huckabee Sanders,84,1,65,18
Logan,Cane Creek,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,3,0
Logan,Clark Crossroads,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,1,1
Logan,Clark City,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,3,0
Logan,Clark Rural,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0
Logan,Delaware,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,3,1
Logan,Driggs,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,1,1
Logan,Ellsworth,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,1,2
Logan,Johnson,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0
Logan,Logan,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,4,2
Logan,Mountain,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0
Logan,River City,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,2,0
Logan,River Rural,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,3,1
Logan,Shoal Creek,Governor,,LIB,"Ricky Dale Harrington, Jr.",5,0,2,3
Logan,Short Mtn Ward 1,Governor,,LIB,"Ricky Dale Harrington, Jr.",10,0,6,4
Logan,Short Mtn Ward 2,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,2,2
Logan,Short Mtn Ward 3,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,6,0
Logan,Short Mtn Ward 4,Governor,,LIB,"Ricky Dale Harrington, Jr.",11,0,3,8
Logan,Caulksville City,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0
Logan,Caulksville Rural,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0
Logan,Ratcliff City,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,3,0
Logan,Ratcliff Rural,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0
Logan,Morrison Bluff,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,1,0
Logan,Blue Mtn City,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0
Logan,Blue Mtn Rural,Governor,,LIB,"Ricky Dale Harrington, Jr.",0,0,0,0
Logan,Boone Ward 1,Governor,,LIB,"Ricky Dale Harrington, Jr.",9,0,5,4
Logan,Boone Ward 2,Governor,,LIB,"Ricky Dale Harrington, Jr.",7,1,3,3
Logan,Boone Ward 3,Governor,,LIB,"Ricky Dale Harrington, Jr.",13,0,2,11
Logan,Boone Ward 4,Governor,,LIB,"Ricky Dale Harrington, Jr.",12,0,1,11
Logan,Cauthron,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,1
Logan,Petit Jean,Governor,,LIB,"Ricky Dale Harrington, Jr.",1,0,0,1
Logan,Reveille City,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,3,1
Logan,Reveille Rural,Governor,,LIB,"Ricky Dale Harrington, Jr.",6,0,3,3
Logan,Sugar Creek,Governor,,LIB,"Ricky Dale Harrington, Jr.",4,0,1,3
Logan,Washburn,Governor,,LIB,"Ricky Dale Harrington, Jr.",5,0,2,3
Logan,Barber,Governor,,LIB,"Ricky Dale Harrington, Jr.",2,0,1,1
Logan,Tomlinson,Governor,,LIB,"Ricky Dale Harrington, Jr.",3,0,3,0
Logan,Cane Creek,Governor,,DEM,Chris Jones,35,0,20,15
Logan,Clark Crossroads,Governor,,DEM,Chris Jones,28,0,13,15
Logan,Clark City,Governor,,DEM,Chris Jones,36,0,27,9
Logan,Clark Rural,Governor,,DEM,Chris Jones,24,1,7,16
Logan,Delaware,Governor,,DEM,Chris Jones,35,1,16,18
Logan,Driggs,Governor,,DEM,Chris Jones,13,2,3,8
Logan,Ellsworth,Governor,,DEM,Chris Jones,29,0,12,17
Logan,Johnson,Governor,,DEM,Chris Jones,14,0,3,11
Logan,Logan,Governor,,DEM,Chris Jones,31,2,19,10
Logan,Mountain,Governor,,DEM,Chris Jones,11,0,5,6
Logan,River City,Governor,,DEM,Chris Jones,14,0,9,5
Logan,River Rural,Governor,,DEM,Chris Jones,40,0,27,13
Logan,Shoal Creek,Governor,,DEM,Chris Jones,55,3,24,28
Logan,Short Mtn Ward 1,Governor,,DEM,Chris Jones,115,1,35,79
Logan,Short Mtn Ward 2,Governor,,DEM,Chris Jones,62,4,18,40
Logan,Short Mtn Ward 3,Governor,,DEM,Chris Jones,43,1,19,23
Logan,Short Mtn Ward 4,Governor,,DEM,Chris Jones,109,6,36,67
Logan,Caulksville City,Governor,,DEM,Chris Jones,14,0,10,4
Logan,Caulksville Rural,Governor,,DEM,Chris Jones,39,0,22,17
Logan,Ratcliff City,Governor,,DEM,Chris Jones,12,0,12,0
Logan,Ratcliff Rural,Governor,,DEM,Chris Jones,23,0,17,6
Logan,Morrison Bluff,Governor,,DEM,Chris Jones,11,0,10,1
Logan,Blue Mtn City,Governor,,DEM,Chris Jones,2,0,2,0
Logan,Blue Mtn Rural,Governor,,DEM,Chris Jones,6,0,1,5
Logan,Boone Ward 1,Governor,,DEM,Chris Jones,44,1,12,31
Logan,Boone Ward 2,Governor,,DEM,Chris Jones,55,0,14,41
Logan,Boone Ward 3,Governor,,DEM,Chris Jones,87,3,28,56
Logan,Boone Ward 4,Governor,,DEM,Chris Jones,77,3,20,54
Logan,Cauthron,Governor,,DEM,Chris Jones,18,0,3,15
Logan,Petit Jean,Governor,,DEM,Chris Jones,12,0,0,12
Logan,Reveille City,Governor,,DEM,Chris Jones,21,0,16,5
Logan,Reveille Rural,Governor,,DEM,Chris Jones,45,1,32,12
Logan,Sugar Creek,Governor,,DEM,Chris Jones,24,0,5,19
Logan,Washburn,Governor,,DEM,Chris Jones,46,0,15,31
Logan,Barber,Governor,,DEM,Chris Jones,14,0,3,11
Logan,Tomlinson,Governor,,DEM,Chris Jones,21,0,11,10
Logan,Cane Creek,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,136,2,98,36
Logan,Clark Crossroads,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,105,0,66,39
Logan,Clark City,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,116,0,84,32
Logan,Clark Rural,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,86,0,46,40
Logan,Delaware,Lieutenant Governor,,REP,Attorney General Leslie Rutledge,169,5,104,60
