county,precinct,office,district,party,candidate,votes,absentee,election_day_2,election_day,early_vote,provisional
Yell,Ward,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,73,0,1,58,14,0
Yell,Ions Creek,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,3,0,0,3,0,0
Yell,Bluffton,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,11,0,0,11,0,0
Yell,Briggsville,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,8,1,0,5,2,0
Yell,Centerville,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,55,0,4,34,17,0
Yell,Compton,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,5,0,0,3,2,0
Yell,Crawford,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,4,0,0,4,0,0
Yell,Danville,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,84,10,47,1,26,0
Yell,Dardanelle Outside,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,252,0,125,0,127,0
Yell,Dardanelle Ward 1,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,96,1,50,0,45,0
Yell,Dardanelle Ward 2,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,51,0,22,0,29,0
Yell,Dardanelle Ward 3,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,37,1,18,0,18,0
Yell,Dutch Creek,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,4,0,1,0,3,0
Yell,Ferguson,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,70,0,2,44,24,0
Yell,Galla Rock,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,16,0,1,7,8,0
Yell,Gilkey,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,7,0,1,4,2,0
Yell,Gravelly,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,23,0,0,9,14,0
Yell,Herring,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,15,0,5,0,10,0
Yell,Lamar,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,54,0,2,43,9,0
Yell,Magazine 1,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,59,0,20,3,36,0
Yell,Magazine 2,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,17,2,1,12,2,0
Yell,Mason,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,15,0,1,11,3,0
Yell,Mountain,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,9,0,2,1,6,0
Yell,Prairie,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,45,0,21,2,22,0
Yell,Richland,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,24,0,0,17,7,0
Yell,Waveland,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,20,0,1,16,3,0
Yell,Riley,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,49,0,0,42,6,1
Yell,Rover,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,32,0,0,29,2,1
Yell,Ward,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,66,0,4,49,13,0
Yell,Ions Creek,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,5,0,0,5,0,0
Yell,Bluffton,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,17,0,0,17,0,0
Yell,Briggsville,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,16,1,0,11,4,0
Yell,Centerville,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,69,0,8,46,15,0
Yell,Compton,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,4,0,0,4,0,0
Yell,Crawford,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,9,0,1,6,2,0
Yell,Danville,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,134,11,85,2,36,0
Yell,Dardanelle Outside,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,288,0,153,1,134,0
Yell,Dardanelle Ward 1,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,103,1,55,0,47,0
Yell,Dardanelle Ward 2,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,57,0,27,0,30,0
Yell,Dardanelle Ward 3,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,46,0,24,0,22,0
Yell,Dutch Creek,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,3,0,0,0,3,0
Yell,Ferguson,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,93,1,3,61,28,0
Yell,Galla Rock,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,13,0,1,4,8,0
Yell,Gilkey,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,12,0,4,7,1,0
Yell,Gravelly,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,23,0,0,13,10,0
Yell,Herring,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,30,2,16,0,12,0
Yell,Lamar,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,70,0,3,56,11,0
Yell,Magazine 1,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,77,0,27,4,46,0
Yell,Magazine 2,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,24,2,3,17,2,0
Yell,Mason,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,22,0,1,19,2,0
Yell,Mountain,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,9,0,1,2,6,0
Yell,Prairie,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,64,0,33,3,28,0
Yell,Richland,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,34,0,0,24,10,0
Yell,Waveland,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,41,0,1,28,12,0
Yell,Riley,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,66,3,0,50,12,1
Yell,Rover,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,30,0,1,27,1,1
Yell,Ward,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,96,0,1,75,20,0
Yell,Ions Creek,Court of Appeals Associate Judge,"4, Position 2",,Prosecuting Attorney Stephanie Potter Barrett,7,0,0,7,0,0
Yell,Bluffton,Court of Appeals Associate Judge,"4, Position 2",,Emily White,9,0,0,8,1,0
Yell,Briggsville,Court of Appeals Associate Judge,"4, Position 2",,Emily White,2,0,0,1,1,0
Yell,Centerville,Court of Appeals Associate Judge,"4, Position 2",,Emily White,34,0,1,21,12,0
Yell,Compton,Court of Appeals Associate Judge,"4, Position 2",,Emily White,4,0,0,1,3,0
Yell,Crawford,Court of Appeals Associate Judge,"4, Position 2",,Emily White,1,0,0,1,0,0
Yell,Danville,Court of Appeals Associate Judge,"4, Position 2",,Emily White,67,8,35,1,23,0
Yell,Dardanelle Outside,Court of Appeals Associate Judge,"4, Position 2",,Emily White,226,1,99,0,126,0
Yell,Dardanelle Ward 1,Court of Appeals Associate Judge,"4, Position 2",,Emily White,80,1,46,0,33,0
Yell,Dardanelle Ward 2,Court of Appeals Associate Judge,"4, Position 2",,Emily White,45,2,16,0,27,0
Yell,Dardanelle Ward 3,Court of Appeals Associate Judge,"4, Position 2",,Emily White,28,1,16,0,11,0
Yell,Dutch Creek,Court of Appeals Associate Judge,"4, Position 2",,Emily White,2,0,1,0,1,0
Yell,Ferguson,Court of Appeals Associate Judge,"4, Position 2",,Emily White,53,0,2,35,16,0
Yell,Galla Rock,Court of Appeals Associate Judge,"4, Position 2",,Emily White,10,0,0,5,5,0
Yell,Gilkey,Court of Appeals Associate Judge,"4, Position 2",,Emily White,6,0,0,2,4,0
Yell,Gravelly,Court of Appeals Associate Judge,"4, Position 2",,Emily White,15,0,0,7,8,0
Yell,Herring,Court of Appeals Associate Judge,"4, Position 2",,Emily White,5,0,3,0,2,0
Yell,Lamar,Court of Appeals Associate Judge,"4, Position 2",,Emily White,39,0,2,31,6,0
Yell,Magazine 1,Court of Appeals Associate Judge,"4, Position 2",,Emily White,45,1,16,1,27,0
Yell,Magazine 2,Court of Appeals Associate Judge,"4, Position 2",,Emily White,13,0,2,9,2,0
Yell,Mason,Court of Appeals Associate Judge,"4, Position 2",,Emily White,6,0,0,4,2,0
Yell,Mountain,Court of Appeals Associate Judge,"4, Position 2",,Emily White,3,0,2,0,1,0
Yell,Prairie,Court of Appeals Associate Judge,"4, Position 2",,Emily White,36,0,16,1,19,0
Yell,Richland,Court of Appeals Associate Judge,"4, Position 2",,Emily White,19,0,0,11,8,0
Yell,Waveland,Court of Appeals Associate Judge,"4, Position 2",,Emily White,13,0,1,11,1,0
Yell,Riley,Court of Appeals Associate Judge,"4, Position 2",,Emily White,52,0,0,46,6,0
Yell,Rover,Court of Appeals Associate Judge,"4, Position 2",,Emily White,32,0,0,30,1,1
Yell,Ward,Court of Appeals Associate Judge,"4, Position 2",,Emily White,46,0,4,33,9,0
Yell,Ions Creek,Court of Appeals Associate Judge,"4, Position 2",,Emily White,1,0,0,1,0,0
Yell,Bluffton,State District Court,12,,Judge Carol Collins,8,0,0,7,1,0
Yell,Briggsville,State District Court,12,,Judge Carol Collins,5,1,0,2,2,0
Yell,Centerville,State District Court,12,,Judge Carol Collins,58,0,3,38,17,0
Yell,Compton,State District Court,12,,Judge Carol Collins,5,0,0,4,1,0
Yell,Crawford,State District Court,12,,Judge Carol Collins,3,0,1,0,2,0
Yell,Danville,State District Court,12,,Judge Carol Collins,133,10,77,3,43,0
Yell,Dardanelle Outside,State District Court,12,,Judge Carol Collins,312,0,165,0,147,0
Yell,Dardanelle Ward 1,State District Court,12,,Judge Carol Collins,112,2,60,0,50,0
Yell,Dardanelle Ward 2,State District Court,12,,Judge Carol Collins,64,2,33,0,29,0
Yell,Dardanelle Ward 3,State District Court,12,,Judge Carol Collins,36,1,22,0,13,0
Yell,Dutch Creek,State District Court,12,,Judge Carol Collins,3,0,0,0,3,0
Yell,Ferguson,State District Court,12,,Judge Carol Collins,76,1,4,48,23,0
Yell,Galla Rock,State District Court,12,,Judge Carol Collins,10,0,0,6,4,0
Yell,Gilkey,State District Court,12,,Judge Carol Collins,6,0,0,4,2,0
Yell,Gravelly,State District Court,12,,Judge Carol Collins,14,0,0,7,7,0
Yell,Herring,State District Court,12,,Judge Carol Collins,22,1,10,0,11,0
Yell,Lamar,State District Court,12,,Judge Carol Collins,51,0,2,41,8,0
Yell,Magazine 1,State District Court,12,,Judge Carol Collins,74,0,28,2,44,0
Yell,Magazine 2,State District Court,12,,Judge Carol Collins,18,0,3,11,4,0
Yell,Mason,State District Court,12,,Judge Carol Collins,11,0,0,9,2,0
Yell,Mountain,State District Court,12,,Judge Carol Collins,7,0,3,0,4,0
Yell,Prairie,State District Court,12,,Judge Carol Collins,48,0,26,1,21,0
Yell,Richland,State District Court,12,,Judge Carol Collins,17,0,0,10,7,0
Yell,Waveland,State District Court,12,,Judge Carol Collins,17,0,1,12,4,0
Yell,Riley,State District Court,12,,Judge Carol Collins,52,0,0,40,12,0
Yell,Rover,State District Court,12,,Judge Carol Collins,17,0,0,14,1,2
Yell,Ward,State District Court,12,,Judge Carol Collins,69,0,4,54,11,0
Yell,Ions Creek,State District Court,12,,Judge Carol Collins,0,0,0,0,0,0
Yell,Bluffton,State District Court,12,,Judge Dale Lipsmeyer,12,0,0,12,0,0
Yell,Briggsville,State District Court,12,,Judge Dale Lipsmeyer,8,0,0,6,2,0
Yell,Centerville,State District Court,12,,Judge Dale Lipsmeyer,37,0,2,26,9,0
Yell,Compton,State District Court,12,,Judge Dale Lipsmeyer,1,0,0,0,1,0
Yell,Crawford,State District Court,12,,Judge Dale Lipsmeyer,4,0,0,4,0,0
Yell,Danville,State District Court,12,,Judge Dale Lipsmeyer,34,5,17,0,12,0
Yell,Dardanelle Outside,State District Court,12,,Judge Dale Lipsmeyer,95,1,42,1,51,0
Yell,Dardanelle Ward 1,State District Court,12,,Judge Dale Lipsmeyer,37,0,22,0,15,0
Yell,Dardanelle Ward 2,State District Court,12,,Judge Dale Lipsmeyer,12,0,5,0,7,0
Yell,Dardanelle Ward 3,State District Court,12,,Judge Dale Lipsmeyer,17,0,6,0,11,0
Yell,Dutch Creek,State District Court,12,,Judge Dale Lipsmeyer,0,0,0,0,0,0
Yell,Ferguson,State District Court,12,,Judge Dale Lipsmeyer,37,0,1,27,9,0
Yell,Galla Rock,State District Court,12,,Judge Dale Lipsmeyer,7,0,0,2,5,0
Yell,Gilkey,State District Court,12,,Judge Dale Lipsmeyer,6,0,2,3,1,0
Yell,Gravelly,State District Court,12,,Judge Dale Lipsmeyer,20,0,0,9,11,0
Yell,Herring,State District Court,12,,Judge Dale Lipsmeyer,9,0,6,0,3,0
Yell,Lamar,State District Court,12,,Judge Dale Lipsmeyer,36,0,2,29,5,0
Yell,Magazine 1,State District Court,12,,Judge Dale Lipsmeyer,22,0,9,2,11,0
Yell,Magazine 2,State District Court,12,,Judge Dale Lipsmeyer,10,0,2,8,0,0
Yell,Mason,State District Court,12,,Judge Dale Lipsmeyer,11,0,0,10,1,0
Yell,Mountain,State District Court,12,,Judge Dale Lipsmeyer,3,0,0,2,1,0
Yell,Prairie,State District Court,12,,Judge Dale Lipsmeyer,16,0,7,1,8,0
Yell,Richland,State District Court,12,,Judge Dale Lipsmeyer,12,0,0,8,4,0
Yell,Waveland,State District Court,12,,Judge Dale Lipsmeyer,9,0,0,6,3,0
Yell,Riley,State District Court,12,,Judge Dale Lipsmeyer,29,2,0,24,3,0
Yell,Rover,State District Court,12,,Judge Dale Lipsmeyer,36,0,1,34,1,0
Yell,Ward,State District Court,12,,Judge Dale Lipsmeyer,38,0,0,29,9,0
Yell,Ions Creek,State District Court,12,,Judge Dale Lipsmeyer,2,0,0,2,0,0
Yell,Bluffton,State District Court,12,,District Judge Brian Mueller,9,0,0,9,0,0
Yell,Briggsville,State District Court,12,,District Judge Brian Mueller,6,0,0,5,1,0
Yell,Centerville,State District Court,12,,District Judge Brian Mueller,18,0,4,10,4,0
Yell,Compton,State District Court,12,,District Judge Brian Mueller,1,0,0,1,0,0
Yell,Crawford,State District Court,12,,District Judge Brian Mueller,2,0,0,2,0,0
Yell,Danville,State District Court,12,,District Judge Brian Mueller,47,4,33,0,10,0
Yell,Dardanelle Outside,State District Court,12,,District Judge Brian Mueller,112,0,47,0,65,0
Yell,Dardanelle Ward 1,State District Court,12,,District Judge Brian Mueller,37,0,19,0,18,0
Yell,Dardanelle Ward 2,State District Court,12,,District Judge Brian Mueller,26,0,5,0,21,0
Yell,Dardanelle Ward 3,State District Court,12,,District Judge Brian Mueller,23,0,13,0,10,0
Yell,Dutch Creek,State District Court,12,,District Judge Brian Mueller,3,0,1,0,2,0
Yell,Ferguson,State District Court,12,,District Judge Brian Mueller,35,0,0,25,10,0
Yell,Galla Rock,State District Court,12,,District Judge Brian Mueller,7,0,1,1,5,0
Yell,Gilkey,State District Court,12,,District Judge Brian Mueller,7,0,2,1,4,0
Yell,Gravelly,State District Court,12,,District Judge Brian Mueller,6,0,0,5,1,0
Yell,Herring,State District Court,12,,District Judge Brian Mueller,5,1,3,0,1,0
Yell,Lamar,State District Court,12,,District Judge Brian Mueller,33,0,1,27,5,0
Yell,Magazine 1,State District Court,12,,District Judge Brian Mueller,30,1,7,1,21,0
Yell,Magazine 2,State District Court,12,,District Judge Brian Mueller,8,2,0,6,0,0
Yell,Mason,State District Court,12,,District Judge Brian Mueller,5,0,1,4,0,0
Yell,Mountain,State District Court,12,,District Judge Brian Mueller,2,0,0,0,2,0
Yell,Prairie,State District Court,12,,District Judge Brian Mueller,35,0,16,2,17,0
Yell,Richland,State District Court,12,,District Judge Brian Mueller,25,0,0,17,8,0
Yell,Waveland,State District Court,12,,District Judge Brian Mueller,30,0,1,23,6,0
Yell,Riley,State District Court,12,,District Judge Brian Mueller,43,1,0,37,4,1
Yell,Rover,State District Court,12,,District Judge Brian Mueller,9,0,0,9,0,0
Yell,Ward,State District Court,12,,District Judge Brian Mueller,35,0,1,26,8,0
Yell,Ions Creek,State District Court,12,,District Judge Brian Mueller,4,0,0,4,0,0
