county,precinct,office,district,party,candidate,votes,absentee,election_day,early_vote,manual,provisional
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,141,1,60,76,0,4
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,42,1,35,6,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,120,0,82,38,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,71,0,49,22,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,117,0,59,57,0,1
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,278,2,184,92,0,0
Mississippi,ANC Burdette,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,15,0,13,2,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,34,7,18,9,0,0
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,342,1,126,205,0,10
Mississippi,Keiser FBC,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,60,0,55,5,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,85,1,66,18,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,24,0,21,3,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,20,0,17,2,0,1
Mississippi,Dyess CH,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,31,1,27,3,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,55,0,51,4,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 7, At Large",Non,R. Scott Troutt,39,0,33,6,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,216,4,98,114,0,0
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,347,0,135,206,5,1
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,154,1,70,83,0,0
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,36,0,23,13,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,94,0,58,36,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,62,0,37,25,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,189,2,94,93,0,0
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,211,0,139,71,0,1
Mississippi,ANC Burdette,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,20,1,14,5,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,49,3,29,16,0,1
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,445,3,147,282,0,13
Mississippi,Keiser FBC,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,36,0,29,7,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,82,0,54,28,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,26,0,23,3,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,19,0,18,1,0,0
Mississippi,Dyess CH,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,16,0,12,4,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,33,0,30,3,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 7, At Large",Non,Mary Lile Broadaway,27,0,24,3,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,207,4,100,101,0,2
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,327,0,149,172,4,2
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,193,1,86,104,0,2
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,35,1,24,10,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,103,0,73,30,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,41,0,23,18,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,143,1,76,66,0,0
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,234,2,159,73,0,0
Mississippi,ANC Burdette,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,20,1,13,6,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,44,4,29,10,0,1
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,355,3,143,199,0,10
Mississippi,Keiser FBC,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,31,0,27,4,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,63,0,49,14,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,23,0,20,3,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,15,0,15,0,0,0
Mississippi,Dyess CH,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,10,1,7,2,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,38,0,36,2,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Kimberly Boling Bibb,24,0,20,4,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,161,3,58,100,0,0
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,425,1,145,274,4,1
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,108,1,47,58,0,2
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,48,0,37,11,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,112,0,67,45,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,96,0,62,34,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,166,1,79,85,0,1
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,261,0,170,90,0,1
Mississippi,ANC Burdette,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,14,0,13,1,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,40,6,18,16,0,0
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,438,1,135,288,0,14
Mississippi,Keiser FBC,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,68,0,59,9,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,106,1,72,33,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,27,0,24,3,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,24,0,20,3,0,1
Mississippi,Dyess CH,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,38,0,33,5,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,52,0,46,6,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 8, Subdistrict 2.2",Non,Matthew Coe,47,0,42,5,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,270,5,126,137,0,2
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,562,2,214,338,5,3
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,222,1,99,118,0,4
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,63,1,48,14,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,167,0,104,63,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,83,0,56,27,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,184,2,98,83,0,1
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,384,0,261,123,0,0
Mississippi,ANC Burdette,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,24,1,17,6,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,56,3,39,14,0,0
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,571,4,204,345,0,18
Mississippi,Keiser FBC,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,70,0,63,7,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,117,1,89,27,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,37,0,32,5,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,31,0,27,3,0,1
Mississippi,Dyess CH,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,26,0,21,5,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,57,0,51,6,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 12",Non,Prosecuting Attorney Scott Ellington,61,0,52,9,0,0
Mississippi,Trinity Baptist Church,Circuit Judge,"2, Division 12",Non,Scott Willhite,106,2,37,67,0,0
Mississippi,Miss County Election Center,Circuit Judge,"2, Division 12",Non,Scott Willhite,216,0,91,121,4,0
Mississippi,AAMOD Bldg,Circuit Judge,"2, Division 12",Non,Scott Willhite,88,1,39,48,0,0
Mississippi,Armorel Planting Co,Circuit Judge,"2, Division 12",Non,Scott Willhite,20,0,13,7,0,0
Mississippi,Gosnell Comm Center,Circuit Judge,"2, Division 12",Non,Scott Willhite,58,0,39,19,0,0
Mississippi,Dell Community Center,Circuit Judge,"2, Division 12",Non,Scott Willhite,55,0,30,25,0,0
Mississippi,Leachville City Hall,Circuit Judge,"2, Division 12",Non,Scott Willhite,124,0,56,68,0,0
Mississippi,Manila Municipal Bldg,Circuit Judge,"2, Division 12",Non,Scott Willhite,115,2,71,41,0,1
Mississippi,ANC Burdette,Circuit Judge,"2, Division 12",Non,Scott Willhite,12,0,11,1,0,0
Mississippi,Charles Strong Comm Center,Circuit Judge,"2, Division 12",Non,Scott Willhite,21,7,9,4,0,1
Mississippi,Osceola Main Street,Circuit Judge,"2, Division 12",Non,Scott Willhite,251,1,84,160,0,6
Mississippi,Keiser FBC,Circuit Judge,"2, Division 12",Non,Scott Willhite,29,0,23,6,0,0
Mississippi,Wilson Library,Circuit Judge,"2, Division 12",Non,Scott Willhite,62,0,39,23,0,0
Mississippi,Joiner CH,Circuit Judge,"2, Division 12",Non,Scott Willhite,14,0,13,1,0,0
Mississippi,Birdsong FD,Circuit Judge,"2, Division 12",Non,Scott Willhite,9,0,9,0,0,0
Mississippi,Dyess CH,Circuit Judge,"2, Division 12",Non,Scott Willhite,23,1,20,2,0,0
Mississippi,Etowah FS,Circuit Judge,"2, Division 12",Non,Scott Willhite,33,0,31,2,0,0
Mississippi,Bassett CH,Circuit Judge,"2, Division 12",Non,Scott Willhite,10,0,10,0,0,0
Mississippi,ANC Burdette,State District Court,"18, Osceola",Non,Catherine Palmer Dean,29,1,21,7,0,0
Mississippi,Charles Strong Comm Center,State District Court,"18, Osceola",Non,Catherine Palmer Dean,55,10,28,16,0,1
Mississippi,Osceola Main Street,State District Court,"18, Osceola",Non,Catherine Palmer Dean,489,3,171,307,0,8
Mississippi,Keiser FBC,State District Court,"18, Osceola",Non,Catherine Palmer Dean,45,0,39,6,0,0
Mississippi,Wilson Library,State District Court,"18, Osceola",Non,Catherine Palmer Dean,114,1,76,37,0,0
Mississippi,Joiner CH,State District Court,"18, Osceola",Non,Catherine Palmer Dean,25,0,21,4,0,0
Mississippi,Birdsong FD,State District Court,"18, Osceola",Non,Catherine Palmer Dean,21,0,20,0,0,1
Mississippi,Dyess CH,State District Court,"18, Osceola",Non,Catherine Palmer Dean,16,1,12,3,0,0
Mississippi,Etowah FS,State District Court,"18, Osceola",Non,Catherine Palmer Dean,38,0,31,7,0,0
Mississippi,Bassett CH,State District Court,"18, Osceola",Non,Catherine Palmer Dean,44,0,40,4,0,0
Mississippi,ANC Burdette,State District Court,"18, Osceola",Non,Judge Donald Betterton,8,0,8,0,0,0
Mississippi,Charles Strong Comm Center,State District Court,"18, Osceola",Non,Judge Donald Betterton,33,1,21,11,0,0
Mississippi,Osceola Main Street,State District Court,"18, Osceola",Non,Judge Donald Betterton,371,2,136,216,0,17
Mississippi,Keiser FBC,State District Court,"18, Osceola",Non,Judge Donald Betterton,57,0,49,8,0,0
Mississippi,Wilson Library,State District Court,"18, Osceola",Non,Judge Donald Betterton,66,0,53,13,0,0
Mississippi,Joiner CH,State District Court,"18, Osceola",Non,Judge Donald Betterton,26,0,24,2,0,0
Mississippi,Birdsong FD,State District Court,"18, Osceola",Non,Judge Donald Betterton,21,0,18,3,0,0
Mississippi,Dyess CH,State District Court,"18, Osceola",Non,Judge Donald Betterton,33,0,30,3,0,0
Mississippi,Etowah FS,State District Court,"18, Osceola",Non,Judge Donald Betterton,54,0,52,2,0,0
Mississippi,Bassett CH,State District Court,"18, Osceola",Non,Judge Donald Betterton,30,0,25,5,0,0
