county,precinct,office,district,party,candidate,votes,absentee,election_day_paper,election_day,early_vote,provisional
Bradley,Jersey,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Julian Castro,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Ward 2,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,North,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Steve Bullock,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Ward 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,DEM,John K. Delaney,1,0,0,1,0,0
Bradley,North,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,John K. Delaney,1,0,0,1,0,0
Bradley,Springhill,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,John K. Delaney,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Michael Bennet,1,0,0,1,0,0
Bradley,Ward 2,U.S. President,,DEM,Michael Bennet,2,0,0,2,0,0
Bradley,Ward 3,U.S. President,,DEM,Michael Bennet,1,0,0,1,0,0
Bradley,North,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Michael Bennet,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Bernie Sanders,22,0,0,12,10,0
Bradley,Ward 2,U.S. President,,DEM,Bernie Sanders,20,2,0,5,13,0
Bradley,Ward 3,U.S. President,,DEM,Bernie Sanders,27,1,0,18,8,0
Bradley,North,U.S. President,,DEM,Bernie Sanders,5,0,0,4,1,0
Bradley,South,U.S. President,,DEM,Bernie Sanders,2,0,0,2,0,0
Bradley,Banks City,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0,0
Bradley,Banks Rural,U.S. President,,DEM,Bernie Sanders,2,0,0,1,1,0
Bradley,Springhill,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Bernie Sanders,6,0,0,5,1,0
Bradley,Hermitage Rural,U.S. President,,DEM,Bernie Sanders,7,0,0,6,1,0
Bradley,Eagle Lake,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Bernie Sanders,2,0,0,2,0,0
Bradley,Johnsville,U.S. President,,DEM,Bernie Sanders,2,0,0,2,0,0
Bradley,Marion,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Pete Buttigieg,2,0,0,0,2,0
Bradley,Ward 2,U.S. President,,DEM,Pete Buttigieg,9,0,0,0,9,0
Bradley,Ward 3,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1,0
Bradley,North,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Pete Buttigieg,1,0,0,1,0,0
Bradley,Springhill,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Pete Buttigieg,2,0,0,1,1,0
Bradley,Ward 1,U.S. President,,DEM,Joe Sestak,1,0,0,1,0,0
Bradley,Ward 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,North,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Joe Sestak,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1,0
Bradley,Ward 2,U.S. President,,DEM,Amy Klobuchar,2,0,0,1,1,0
Bradley,Ward 3,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,North,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1,0
Bradley,Banks City,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Amy Klobuchar,2,0,0,0,2,0
Bradley,Hermitage City,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1,0
Bradley,Eagle Lake,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Amy Klobuchar,1,0,0,1,0,0
Bradley,Ward 1,U.S. President,,DEM,Andrew Yang,1,0,0,1,0,0
Bradley,Ward 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,North,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Andrew Yang,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Marianne Williamson,1,0,0,1,0,0
Bradley,Ward 2,U.S. President,,DEM,Marianne Williamson,1,0,0,1,0,0
Bradley,Ward 3,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,North,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Michael R. Bloomberg,24,0,0,7,17,0
Bradley,Ward 2,U.S. President,,DEM,Michael R. Bloomberg,25,0,0,10,15,0
Bradley,Ward 3,U.S. President,,DEM,Michael R. Bloomberg,15,0,0,6,9,0
Bradley,North,U.S. President,,DEM,Michael R. Bloomberg,10,1,0,0,9,0
Bradley,South,U.S. President,,DEM,Michael R. Bloomberg,7,0,0,2,5,0
Bradley,Banks City,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Michael R. Bloomberg,3,0,0,3,0,0
Bradley,Springhill,U.S. President,,DEM,Michael R. Bloomberg,2,0,0,2,0,0
Bradley,Hermitage City,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Michael R. Bloomberg,6,0,0,5,1,0
Bradley,Eagle Lake,U.S. President,,DEM,Michael R. Bloomberg,5,0,0,5,0,0
Bradley,Jersey,U.S. President,,DEM,Michael R. Bloomberg,3,0,0,1,2,0
Bradley,Johnsville,U.S. President,,DEM,Michael R. Bloomberg,6,1,0,2,3,0
Bradley,Marion,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Joseph R. Biden,112,0,0,83,29,0
Bradley,Ward 2,U.S. President,,DEM,Joseph R. Biden,61,3,0,35,23,0
Bradley,Ward 3,U.S. President,,DEM,Joseph R. Biden,96,2,0,68,26,0
Bradley,North,U.S. President,,DEM,Joseph R. Biden,31,0,0,22,9,0
Bradley,South,U.S. President,,DEM,Joseph R. Biden,9,0,0,6,3,0
Bradley,Banks City,U.S. President,,DEM,Joseph R. Biden,1,0,0,1,0,0
Bradley,Banks Rural,U.S. President,,DEM,Joseph R. Biden,14,0,0,12,2,0
Bradley,Springhill,U.S. President,,DEM,Joseph R. Biden,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Joseph R. Biden,11,0,0,9,2,0
Bradley,Hermitage Rural,U.S. President,,DEM,Joseph R. Biden,8,0,0,5,3,0
Bradley,Eagle Lake,U.S. President,,DEM,Joseph R. Biden,3,0,0,1,2,0
Bradley,Jersey,U.S. President,,DEM,Joseph R. Biden,13,0,0,12,1,0
Bradley,Johnsville,U.S. President,,DEM,Joseph R. Biden,12,0,0,10,2,0
Bradley,Marion,U.S. President,,DEM,Joseph R. Biden,1,0,0,1,0,0
Bradley,Ward 1,U.S. President,,DEM,Kamala Harris,5,0,0,5,0,0
Bradley,Ward 2,U.S. President,,DEM,Kamala Harris,3,0,0,2,1,0
Bradley,Ward 3,U.S. President,,DEM,Kamala Harris,2,0,0,2,0,0
Bradley,North,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Kamala Harris,1,0,0,0,1,0
Bradley,Banks City,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Kamala Harris,2,0,0,2,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Kamala Harris,1,0,0,1,0,0
Bradley,Johnsville,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Kamala Harris,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Ward 2,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,North,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,South,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Mosie Boyd,1,0,0,1,0,0
Bradley,Marion,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Cory Booker,1,0,0,1,0,0
Bradley,Ward 2,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,DEM,Cory Booker,2,0,0,2,0,0
Bradley,North,U.S. President,,DEM,Cory Booker,3,0,0,2,1,0
Bradley,South,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,DEM,Cory Booker,2,0,0,2,0,0
Bradley,Springhill,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Cory Booker,1,0,0,0,1,0
Bradley,Johnsville,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Marion,U.S. President,,DEM,Cory Booker,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,DEM,Tom Steyer,5,0,0,4,1,0
Bradley,Ward 2,U.S. President,,DEM,Tom Steyer,1,0,0,0,1,0
Bradley,Ward 3,U.S. President,,DEM,Tom Steyer,5,0,0,3,2,0
Bradley,North,U.S. President,,DEM,Tom Steyer,2,0,0,2,0,0
Bradley,South,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,DEM,Tom Steyer,1,0,0,1,0,0
Bradley,Banks Rural,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,DEM,Tom Steyer,1,0,0,1,0,0
Bradley,Hermitage Rural,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,DEM,Tom Steyer,1,0,0,1,0,0
Bradley,Marion,U.S. President,,DEM,Tom Steyer,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,3,0,0,3,0,0
Bradley,Ward 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0,0
Bradley,North,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,South,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Banks City,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Springhill,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Eagle Lake,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Marion,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Bradley,Ward 2,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Ward 3,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,North,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Bradley,South,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Bradley,Banks City,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Banks Rural,U.S. President,,REP,Bill Weld,2,0,0,2,0,0
Bradley,Springhill,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Hermitage City,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Hermitage Rural,U.S. President,,REP,Bill Weld,2,0,0,2,0,0
Bradley,Eagle Lake,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Jersey,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Johnsville,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Marion,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Bradley,Ward 1,U.S. President,,REP,Donald J. Trump,41,0,0,20,21,0
Bradley,Ward 2,U.S. President,,REP,Donald J. Trump,114,2,0,56,56,0
Bradley,Ward 3,U.S. President,,REP,Donald J. Trump,72,2,0,43,27,0
Bradley,North,U.S. President,,REP,Donald J. Trump,246,4,0,155,87,0
Bradley,South,U.S. President,,REP,Donald J. Trump,129,0,0,83,46,0
Bradley,Banks City,U.S. President,,REP,Donald J. Trump,13,0,0,11,2,0
Bradley,Banks Rural,U.S. President,,REP,Donald J. Trump,39,0,0,30,9,0
Bradley,Springhill,U.S. President,,REP,Donald J. Trump,60,1,0,41,18,0
Bradley,Hermitage City,U.S. President,,REP,Donald J. Trump,24,0,0,19,5,0
Bradley,Hermitage Rural,U.S. President,,REP,Donald J. Trump,92,0,0,73,19,0
Bradley,Eagle Lake,U.S. President,,REP,Donald J. Trump,23,0,0,22,1,0
Bradley,Jersey,U.S. President,,REP,Donald J. Trump,16,1,0,13,2,0
Bradley,Johnsville,U.S. President,,REP,Donald J. Trump,27,0,0,23,4,0
Bradley,Marion,U.S. President,,REP,Donald J. Trump,20,0,0,15,5,0
Bradley,Ward 1,State Senate District 26,,REP,Bill Dunklin,25,0,0,14,11,0
Bradley,Ward 2,State Senate District 26,,REP,Bill Dunklin,47,2,0,23,22,0
Bradley,Ward 3,State Senate District 26,,REP,Bill Dunklin,36,1,0,19,16,0
Bradley,North,State Senate District 26,,REP,Bill Dunklin,101,4,0,64,33,0
Bradley,South,State Senate District 26,,REP,Bill Dunklin,67,0,0,47,20,0
Bradley,Banks City,State Senate District 26,,REP,Bill Dunklin,2,0,0,2,0,0
Bradley,Banks Rural,State Senate District 26,,REP,Bill Dunklin,12,0,0,8,4,0
Bradley,Springhill,State Senate District 26,,REP,Bill Dunklin,30,0,0,23,7,0
Bradley,Hermitage City,State Senate District 26,,REP,Bill Dunklin,8,0,0,4,4,0
Bradley,Hermitage Rural,State Senate District 26,,REP,Bill Dunklin,53,0,0,47,6,0
Bradley,Eagle Lake,State Senate District 26,,REP,Bill Dunklin,11,0,0,11,0,0
Bradley,Jersey,State Senate District 26,,REP,Bill Dunklin,7,0,0,7,0,0
Bradley,Johnsville,State Senate District 26,,REP,Bill Dunklin,14,0,0,10,4,0
Bradley,Marion,State Senate District 26,,REP,Bill Dunklin,7,0,0,6,1,0
Bradley,Ward 1,State Senate District 26,,REP,Ben Gilmore,16,0,0,8,8,0
Bradley,Ward 2,State Senate District 26,,REP,Ben Gilmore,61,0,0,31,30,0
Bradley,Ward 3,State Senate District 26,,REP,Ben Gilmore,36,1,0,25,10,0
Bradley,North,State Senate District 26,,REP,Ben Gilmore,134,0,0,84,50,0
Bradley,South,State Senate District 26,,REP,Ben Gilmore,59,0,0,36,23,0
Bradley,Banks City,State Senate District 26,,REP,Ben Gilmore,11,0,0,9,2,0
Bradley,Banks Rural,State Senate District 26,,REP,Ben Gilmore,27,0,0,22,5,0
Bradley,Springhill,State Senate District 26,,REP,Ben Gilmore,26,1,0,17,8,0
Bradley,Hermitage City,State Senate District 26,,REP,Ben Gilmore,15,0,0,14,1,0
Bradley,Hermitage Rural,State Senate District 26,,REP,Ben Gilmore,37,0,0,25,12,0
Bradley,Eagle Lake,State Senate District 26,,REP,Ben Gilmore,12,0,0,11,1,0
Bradley,Jersey,State Senate District 26,,REP,Ben Gilmore,9,1,0,6,2,0
Bradley,Johnsville,State Senate District 26,,REP,Ben Gilmore,11,0,0,11,0,0
Bradley,Marion,State Senate District 26,,REP,Ben Gilmore,13,0,0,9,4,0
Bradley,Ward 1,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,131,0,0,82,49,0
Bradley,Ward 2,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,130,3,0,63,64,0
Bradley,Ward 3,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,140,4,0,92,44,0
