county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Van Buren,10 Davis,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Pete Buttigieg,5,1,0,4
Van Buren,15 Mountain,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Pete Buttigieg,2,0,0,2
Van Buren,17Linn Creek,U.S. President,,DEM,Pete Buttigieg,1,0,0,1
Van Buren,19 Red River,U.S. President,,DEM,Pete Buttigieg,5,0,0,5
Van Buren,20 Union,U.S. President,,DEM,Pete Buttigieg,4,1,1,2
Van Buren,21 Washington,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Pete Buttigieg,10,0,1,9
Van Buren,25 Indian Hills,U.S. President,,DEM,Pete Buttigieg,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Pete Buttigieg,5,1,0,4
Van Buren,02 Barnett,U.S. President,,DEM,Joseph R. Biden,7,6,0,1
Van Buren,03 Bradley,U.S. President,,DEM,Joseph R. Biden,28,20,2,6
Van Buren,04 Culpepper,U.S. President,,DEM,Joseph R. Biden,11,4,1,6
Van Buren,05 Holly Mountain,U.S. President,,DEM,Joseph R. Biden,12,9,1,2
Van Buren,06 Choctaw,U.S. President,,DEM,Joseph R. Biden,22,12,0,10
Van Buren,07 West Griggs,U.S. President,,DEM,Joseph R. Biden,38,15,1,22
Van Buren,08 Craig,U.S. President,,DEM,Joseph R. Biden,14,10,1,3
Van Buren,09 Cargile,U.S. President,,DEM,Joseph R. Biden,6,4,0,2
Van Buren,10 Davis,U.S. President,,DEM,Joseph R. Biden,21,10,0,11
Van Buren,11 Formosa,U.S. President,,DEM,Joseph R. Biden,16,6,0,10
Van Buren,12 East Griggs,U.S. President,,DEM,Joseph R. Biden,18,7,0,11
Van Buren,15 Mountain,U.S. President,,DEM,Joseph R. Biden,7,4,0,3
Van Buren,17 Linn Creek,U.S. President,,DEM,Joseph R. Biden,9,3,0,6
Van Buren,17Linn Creek,U.S. President,,DEM,Joseph R. Biden,3,3,0,0
Van Buren,19 Red River,U.S. President,,DEM,Joseph R. Biden,31,17,0,14
Van Buren,20 Union,U.S. President,,DEM,Joseph R. Biden,29,18,1,10
Van Buren,21 Washington,U.S. President,,DEM,Joseph R. Biden,24,14,0,10
Van Buren,22 Wheeler,U.S. President,,DEM,Joseph R. Biden,7,0,1,6
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Joseph R. Biden,37,33,2,2
Van Buren,24 South Griggs,U.S. President,,DEM,Joseph R. Biden,39,24,1,14
Van Buren,25 Indian Hills,U.S. President,,DEM,Joseph R. Biden,18,12,2,4
Van Buren,26 Lakewood,U.S. President,,DEM,Joseph R. Biden,21,15,0,6
Van Buren,02 Barnett,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Julian Castro,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Julian Castro,1,1,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Elizabeth Warren,3,3,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Elizabeth Warren,6,3,0,3
Van Buren,04 Culpepper,U.S. President,,DEM,Elizabeth Warren,2,0,1,1
Van Buren,05 Holly Mountain,U.S. President,,DEM,Elizabeth Warren,1,0,0,1
Van Buren,06 Choctaw,U.S. President,,DEM,Elizabeth Warren,2,1,0,1
Van Buren,07 West Griggs,U.S. President,,DEM,Elizabeth Warren,10,5,0,5
Van Buren,08 Craig,U.S. President,,DEM,Elizabeth Warren,6,1,0,5
Van Buren,09 Cargile,U.S. President,,DEM,Elizabeth Warren,1,0,0,1
Van Buren,10 Davis,U.S. President,,DEM,Elizabeth Warren,4,4,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Elizabeth Warren,2,1,0,1
Van Buren,12 East Griggs,U.S. President,,DEM,Elizabeth Warren,11,4,1,6
Van Buren,15 Mountain,U.S. President,,DEM,Elizabeth Warren,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Elizabeth Warren,2,1,0,1
Van Buren,17Linn Creek,U.S. President,,DEM,Elizabeth Warren,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Elizabeth Warren,8,8,0,0
Van Buren,20 Union,U.S. President,,DEM,Elizabeth Warren,14,4,0,10
Van Buren,21 Washington,U.S. President,,DEM,Elizabeth Warren,8,5,0,3
Van Buren,22 Wheeler,U.S. President,,DEM,Elizabeth Warren,10,0,0,10
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Elizabeth Warren,10,8,0,2
Van Buren,24 South Griggs,U.S. President,,DEM,Elizabeth Warren,11,5,1,5
Van Buren,25 Indian Hills,U.S. President,,DEM,Elizabeth Warren,4,4,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Elizabeth Warren,6,3,2,1
Van Buren,02 Barnett,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Joe Sestak,2,1,0,1
Van Buren,05 Holly Mountain,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Joe Sestak,1,0,0,1
Van Buren,25 Indian Hills,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Joe Sestak,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Andrew Yang,1,0,0,1
Van Buren,05 Holly Mountain,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Andrew Yang,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Bernie Sanders,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Bernie Sanders,18,15,0,3
Van Buren,04 Culpepper,U.S. President,,DEM,Bernie Sanders,5,3,0,2
Van Buren,05 Holly Mountain,U.S. President,,DEM,Bernie Sanders,8,1,0,7
Van Buren,06 Choctaw,U.S. President,,DEM,Bernie Sanders,14,4,0,10
Van Buren,07 West Griggs,U.S. President,,DEM,Bernie Sanders,15,9,0,6
Van Buren,08 Craig,U.S. President,,DEM,Bernie Sanders,7,3,0,4
Van Buren,09 Cargile,U.S. President,,DEM,Bernie Sanders,2,2,0,0
Van Buren,10 Davis,U.S. President,,DEM,Bernie Sanders,8,6,0,2
Van Buren,11 Formosa,U.S. President,,DEM,Bernie Sanders,4,0,0,4
Van Buren,12 East Griggs,U.S. President,,DEM,Bernie Sanders,12,7,0,5
Van Buren,15 Mountain,U.S. President,,DEM,Bernie Sanders,4,1,0,3
Van Buren,17 Linn Creek,U.S. President,,DEM,Bernie Sanders,13,2,0,11
Van Buren,17Linn Creek,U.S. President,,DEM,Bernie Sanders,3,3,0,0
Van Buren,19 Red River,U.S. President,,DEM,Bernie Sanders,9,3,0,6
Van Buren,20 Union,U.S. President,,DEM,Bernie Sanders,8,2,0,6
Van Buren,21 Washington,U.S. President,,DEM,Bernie Sanders,15,9,0,6
Van Buren,22 Wheeler,U.S. President,,DEM,Bernie Sanders,4,1,1,2
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Bernie Sanders,13,9,1,3
Van Buren,24 South Griggs,U.S. President,,DEM,Bernie Sanders,27,9,1,17
Van Buren,25 Indian Hills,U.S. President,,DEM,Bernie Sanders,3,2,0,1
Van Buren,26 Lakewood,U.S. President,,DEM,Bernie Sanders,6,2,2,2
Van Buren,02 Barnett,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,03 Bradley,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,04 Culpepper,U.S. President,,DEM,Amy Klobuchar,2,0,0,2
Van Buren,05 Holly Mountain,U.S. President,,DEM,Amy Klobuchar,5,0,0,5
Van Buren,06 Choctaw,U.S. President,,DEM,Amy Klobuchar,4,1,0,3
Van Buren,07 West Griggs,U.S. President,,DEM,Amy Klobuchar,4,0,0,4
Van Buren,08 Craig,U.S. President,,DEM,Amy Klobuchar,2,0,0,2
Van Buren,09 Cargile,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,10 Davis,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,11 Formosa,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Amy Klobuchar,5,0,0,5
Van Buren,15 Mountain,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,17 Linn Creek,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Amy Klobuchar,5,0,0,5
Van Buren,20 Union,U.S. President,,DEM,Amy Klobuchar,4,0,1,3
Van Buren,21 Washington,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,22 Wheeler,U.S. President,,DEM,Amy Klobuchar,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Amy Klobuchar,5,1,0,4
Van Buren,24 South Griggs,U.S. President,,DEM,Amy Klobuchar,10,0,0,10
Van Buren,25 Indian Hills,U.S. President,,DEM,Amy Klobuchar,2,0,0,2
Van Buren,26 Lakewood,U.S. President,,DEM,Amy Klobuchar,1,0,0,1
Van Buren,02 Barnett,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,John K. Delaney,1,1,0,0
Van Buren,21 Washington,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,John K. Delaney,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Cory Booker,1,1,0,0
Van Buren,08 Craig,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Cory Booker,1,1,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Cory Booker,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Kamala Harris,1,0,0,1
Van Buren,25 Indian Hills,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Kamala Harris,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Marianne Williamson,1,1,0,0
Van Buren,10 Davis,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Marianne Williamson,1,0,0,1
Van Buren,17 Linn Creek,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Marianne Williamson,1,0,0,1
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Marianne Williamson,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Tom Steyer,2,0,0,2
Van Buren,04 Culpepper,U.S. President,,DEM,Tom Steyer,2,0,0,2
Van Buren,05 Holly Mountain,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,07 West Griggs,U.S. President,,DEM,Tom Steyer,2,1,0,1
Van Buren,08 Craig,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,09 Cargile,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,10 Davis,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,11 Formosa,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Tom Steyer,3,0,1,2
Van Buren,15 Mountain,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,17Linn Creek,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,20 Union,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,21 Washington,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Tom Steyer,2,0,0,2
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Tom Steyer,2,1,0,1
Van Buren,24 South Griggs,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,25 Indian Hills,U.S. President,,DEM,Tom Steyer,1,0,0,1
Van Buren,26 Lakewood,U.S. President,,DEM,Tom Steyer,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Michael Bennet,1,0,0,1
Van Buren,03 Bradley,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Michael Bennet,1,1,0,0
Van Buren,08 Craig,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,09 Cargile,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,10 Davis,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,11 Formosa,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,12 East Griggs,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,15 Mountain,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,17 Linn Creek,U.S. President,,DEM,Michael Bennet,1,0,0,1
Van Buren,17Linn Creek,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,19 Red River,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,20 Union,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,21 Washington,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,22 Wheeler,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,23 Mountain Ranch,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,24 South Griggs,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,25 Indian Hills,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,26 Lakewood,U.S. President,,DEM,Michael Bennet,0,0,0,0
Van Buren,02 Barnett,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,03 Bradley,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,04 Culpepper,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,05 Holly Mountain,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,06 Choctaw,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,07 West Griggs,U.S. President,,DEM,Mosie Boyd,0,0,0,0
Van Buren,08 Craig,U.S. President,,DEM,Mosie Boyd,0,0,0,0
