county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance Q3,,,For,52,31,0,21
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance Q3,,,For,98,71,2,25
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance Q3,,,For,35,8,1,26
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance Q3,,,For,58,21,2,35
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance Q3,,,For,72,31,0,41
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance Q3,,,For,107,43,2,62
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance Q3,,,For,42,16,0,26
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance Q3,,,For,20,15,1,4
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance Q3,,,For,78,39,1,38
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance Q3,,,For,46,18,0,28
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance Q3,,,For,115,34,4,77
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance Q3,,,For,16,6,0,10
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance Q3,,,For,44,13,0,31
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance Q3,,,For,14,7,1,6
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance Q3,,,For,75,37,1,37
Van Buren,20 Union,Sales and Use Tax and Bond Issuance Q3,,,For,101,35,5,61
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance Q3,,,For,91,56,0,35
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance Q3,,,For,28,8,1,19
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance Q3,,,For,120,90,3,27
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance Q3,,,For,153,52,5,96
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance Q3,,,For,65,51,1,13
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance Q3,,,For,55,37,2,16
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance Q3,,,Against,58,36,0,22
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance Q3,,,Against,146,104,3,39
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance Q3,,,Against,51,12,2,37
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance Q3,,,Against,94,42,2,50
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance Q3,,,Against,78,35,0,43
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance Q3,,,Against,156,54,1,101
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance Q3,,,Against,109,31,7,71
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance Q3,,,Against,35,18,2,15
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance Q3,,,Against,96,58,1,37
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance Q3,,,Against,72,27,3,42
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance Q3,,,Against,107,46,0,61
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance Q3,,,Against,44,12,1,31
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance Q3,,,Against,51,15,2,34
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance Q3,,,Against,12,5,1,6
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance Q3,,,Against,79,31,0,48
Van Buren,20 Union,Sales and Use Tax and Bond Issuance Q3,,,Against,145,60,6,79
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance Q3,,,Against,89,60,0,29
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance Q3,,,Against,31,7,1,23
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance Q3,,,Against,104,84,4,16
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance Q3,,,Against,168,76,7,85
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance Q3,,,Against,76,57,4,15
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance Q3,,,Against,54,38,4,12
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance-Q4,,,For,58,37,0,21
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance-Q4,,,For,110,74,3,33
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance-Q4,,,For,35,9,1,25
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance-Q4,,,For,67,28,2,37
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance-Q4,,,For,77,32,0,45
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance-Q4,,,For,132,52,2,78
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance-Q4,,,For,52,19,0,33
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance-Q4,,,For,16,9,1,6
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance-Q4,,,For,86,47,1,38
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance-Q4,,,For,60,23,2,35
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance-Q4,,,For,121,35,4,82
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance-Q4,,,For,24,11,0,13
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance-Q4,,,For,54,18,0,36
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance-Q4,,,For,17,8,1,8
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance-Q4,,,For,77,36,1,40
Van Buren,20 Union,Sales and Use Tax and Bond Issuance-Q4,,,For,103,39,5,59
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance-Q4,,,For,96,62,0,34
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance-Q4,,,For,37,13,1,23
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance-Q4,,,For,116,86,1,29
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance-Q4,,,For,189,69,6,114
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance-Q4,,,For,68,54,3,11
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance-Q4,,,For,50,30,2,18
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance-Q4,,,Against,52,30,0,22
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance-Q4,,,Against,138,105,2,31
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance-Q4,,,Against,50,10,2,38
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance-Q4,,,Against,85,35,2,48
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance-Q4,,,Against,74,34,0,40
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance-Q4,,,Against,139,47,1,91
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance-Q4,,,Against,103,29,7,67
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance-Q4,,,Against,39,24,2,13
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance-Q4,,,Against,88,50,1,37
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance-Q4,,,Against,59,23,1,35
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance-Q4,,,Against,103,45,0,58
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance-Q4,,,Against,37,8,1,28
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance-Q4,,,Against,42,11,2,29
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance-Q4,,,Against,9,4,1,4
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance-Q4,,,Against,78,32,0,46
Van Buren,20 Union,Sales and Use Tax and Bond Issuance-Q4,,,Against,146,58,6,82
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance-Q4,,,Against,85,55,0,30
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance-Q4,,,Against,23,3,1,19
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance-Q4,,,Against,110,90,6,14
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance-Q4,,,Against,136,60,7,69
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance-Q4,,,Against,74,55,2,17
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance-Q4,,,Against,62,46,5,11
Van Buren,02 Barnett,Sale and Use Tax and Bond Issuance-Q5,,,For,66,43,0,23
Van Buren,03 Bradley,Sale and Use Tax and Bond Issuance-Q5,,,For,127,92,3,32
Van Buren,04 Culpepper,Sale and Use Tax and Bond Issuance-Q5,,,For,47,11,2,34
Van Buren,05 Holly Mountain,Sale and Use Tax and Bond Issuance-Q5,,,For,77,34,2,41
Van Buren,06 Choctaw,Sale and Use Tax and Bond Issuance-Q5,,,For,77,34,0,43
Van Buren,07 West Griggs,Sale and Use Tax and Bond Issuance-Q5,,,For,147,61,3,83
Van Buren,08 Craig,Sale and Use Tax and Bond Issuance-Q5,,,For,60,22,2,36
Van Buren,09 Cargile,Sale and Use Tax and Bond Issuance-Q5,,,For,20,13,1,6
Van Buren,10 Davis,Sale and Use Tax and Bond Issuance-Q5,,,For,101,57,1,43
Van Buren,11 Formosa,Sale and Use Tax and Bond Issuance-Q5,,,For,64,26,2,36
Van Buren,12 East Griggs,Sale and Use Tax and Bond Issuance-Q5,,,For,126,34,4,88
Van Buren,15 Mountain,Sale and Use Tax and Bond Issuance-Q5,,,For,23,10,0,13
Van Buren,17 Linn Creek,Sale and Use Tax and Bond Issuance-Q5,,,For,56,16,0,40
Van Buren,17Linn Creek,Sale and Use Tax and Bond Issuance-Q5,,,For,17,9,1,7
Van Buren,19 Red River,Sale and Use Tax and Bond Issuance-Q5,,,For,93,44,1,48
Van Buren,20 Union,Sale and Use Tax and Bond Issuance-Q5,,,For,112,40,6,66
Van Buren,21 Washington,Sale and Use Tax and Bond Issuance-Q5,,,For,117,73,0,44
Van Buren,22 Wheeler,Sale and Use Tax and Bond Issuance-Q5,,,For,38,12,1,25
Van Buren,23 Mountain Ranch,Sale and Use Tax and Bond Issuance-Q5,,,For,143,110,1,32
Van Buren,24 South Griggs,Sale and Use Tax and Bond Issuance-Q5,,,For,178,64,7,107
Van Buren,25 Indian Hills,Sale and Use Tax and Bond Issuance-Q5,,,For,77,61,1,15
Van Buren,26 Lakewood,Sale and Use Tax and Bond Issuance-Q5,,,For,64,45,3,16
Van Buren,02 Barnett,Sale and Use Tax and Bond Issuance-Q5,,,Against,42,22,0,20
Van Buren,03 Bradley,Sale and Use Tax and Bond Issuance-Q5,,,Against,120,88,2,30
Van Buren,04 Culpepper,Sale and Use Tax and Bond Issuance-Q5,,,Against,40,10,1,29
Van Buren,05 Holly Mountain,Sale and Use Tax and Bond Issuance-Q5,,,Against,72,26,2,44
Van Buren,06 Choctaw,Sale and Use Tax and Bond Issuance-Q5,,,Against,74,31,0,43
Van Buren,07 West Griggs,Sale and Use Tax and Bond Issuance-Q5,,,Against,121,38,0,83
Van Buren,08 Craig,Sale and Use Tax and Bond Issuance-Q5,,,Against,97,27,5,65
Van Buren,09 Cargile,Sale and Use Tax and Bond Issuance-Q5,,,Against,35,20,2,13
Van Buren,10 Davis,Sale and Use Tax and Bond Issuance-Q5,,,Against,74,41,1,32
Van Buren,11 Formosa,Sale and Use Tax and Bond Issuance-Q5,,,Against,56,20,1,35
Van Buren,12 East Griggs,Sale and Use Tax and Bond Issuance-Q5,,,Against,97,46,0,51
Van Buren,15 Mountain,Sale and Use Tax and Bond Issuance-Q5,,,Against,38,9,1,28
Van Buren,17 Linn Creek,Sale and Use Tax and Bond Issuance-Q5,,,Against,40,13,2,25
Van Buren,17Linn Creek,Sale and Use Tax and Bond Issuance-Q5,,,Against,9,3,1,5
Van Buren,19 Red River,Sale and Use Tax and Bond Issuance-Q5,,,Against,61,24,0,37
Van Buren,20 Union,Sale and Use Tax and Bond Issuance-Q5,,,Against,134,54,5,75
Van Buren,21 Washington,Sale and Use Tax and Bond Issuance-Q5,,,Against,63,43,0,20
Van Buren,22 Wheeler,Sale and Use Tax and Bond Issuance-Q5,,,Against,21,3,1,17
Van Buren,23 Mountain Ranch,Sale and Use Tax and Bond Issuance-Q5,,,Against,81,63,6,12
Van Buren,24 South Griggs,Sale and Use Tax and Bond Issuance-Q5,,,Against,149,66,6,77
Van Buren,25 Indian Hills,Sale and Use Tax and Bond Issuance-Q5,,,Against,65,48,4,13
Van Buren,26 Lakewood,Sale and Use Tax and Bond Issuance-Q5,,,Against,47,31,4,12
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance-Q6,,,For,50,34,0,16
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance-Q6,,,For,102,69,2,31
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance-Q6,,,For,32,8,1,23
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance-Q6,,,For,64,29,2,33
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance-Q6,,,For,74,32,0,42
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance-Q6,,,For,127,45,3,79
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance-Q6,,,For,51,20,1,30
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance-Q6,,,For,19,12,1,6
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance-Q6,,,For,74,39,1,34
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance-Q6,,,For,60,24,0,36
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance-Q6,,,For,114,37,4,73
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance-Q6,,,For,20,9,0,11
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance-Q6,,,For,53,18,0,35
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance-Q6,,,For,16,8,1,7
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance-Q6,,,For,72,37,1,34
Van Buren,20 Union,Sales and Use Tax and Bond Issuance-Q6,,,For,96,35,5,56
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance-Q6,,,For,93,59,0,34
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance-Q6,,,For,37,12,1,24
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance-Q6,,,For,104,77,1,26
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance-Q6,,,For,175,64,5,106
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance-Q6,,,For,60,49,1,10
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance-Q6,,,For,47,28,2,17
Van Buren,02 Barnett,Sales and Use Tax and Bond Issuance-Q6,,,Against,59,32,0,27
Van Buren,03 Bradley,Sales and Use Tax and Bond Issuance-Q6,,,Against,144,108,3,33
Van Buren,04 Culpepper,Sales and Use Tax and Bond Issuance-Q6,,,Against,53,11,2,40
Van Buren,05 Holly Mountain,Sales and Use Tax and Bond Issuance-Q6,,,Against,87,33,2,52
Van Buren,06 Choctaw,Sales and Use Tax and Bond Issuance-Q6,,,Against,77,33,0,44
Van Buren,07 West Griggs,Sales and Use Tax and Bond Issuance-Q6,,,Against,143,53,0,90
Van Buren,08 Craig,Sales and Use Tax and Bond Issuance-Q6,,,Against,103,28,6,69
Van Buren,09 Cargile,Sales and Use Tax and Bond Issuance-Q6,,,Against,37,21,2,14
Van Buren,10 Davis,Sales and Use Tax and Bond Issuance-Q6,,,Against,99,58,1,40
Van Buren,11 Formosa,Sales and Use Tax and Bond Issuance-Q6,,,Against,61,22,3,36
Van Buren,12 East Griggs,Sales and Use Tax and Bond Issuance-Q6,,,Against,110,43,0,67
Van Buren,15 Mountain,Sales and Use Tax and Bond Issuance-Q6,,,Against,41,10,1,30
Van Buren,17 Linn Creek,Sales and Use Tax and Bond Issuance-Q6,,,Against,44,11,2,31
Van Buren,17Linn Creek,Sales and Use Tax and Bond Issuance-Q6,,,Against,10,4,1,5
Van Buren,19 Red River,Sales and Use Tax and Bond Issuance-Q6,,,Against,79,31,0,48
Van Buren,20 Union,Sales and Use Tax and Bond Issuance-Q6,,,Against,153,62,6,85
Van Buren,21 Washington,Sales and Use Tax and Bond Issuance-Q6,,,Against,88,58,0,30
Van Buren,22 Wheeler,Sales and Use Tax and Bond Issuance-Q6,,,Against,24,4,1,19
Van Buren,23 Mountain Ranch,Sales and Use Tax and Bond Issuance-Q6,,,Against,121,97,6,18
Van Buren,24 South Griggs,Sales and Use Tax and Bond Issuance-Q6,,,Against,148,65,8,75
Van Buren,25 Indian Hills,Sales and Use Tax and Bond Issuance-Q6,,,Against,82,59,4,19
Van Buren,26 Lakewood,Sales and Use Tax and Bond Issuance-Q6,,,Against,64,48,5,11
