county,precinct,office,district,party,candidate,votes,provisional,absentee,election_day,early_vote
Desha,RANDOLPH 4,U.S. President,,DEM,Cory Booker,1,0,0,0,1
Desha,RANDOLPH RURAL,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Cory Booker,1,0,0,0,1
Desha,SILVERLAKE,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Cory Booker,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,BOWIE 2,U.S. President,,DEM,Tulsi Gabbard,1,0,0,0,1
Desha,BOWIE 3,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Tulsi Gabbard,1,0,0,0,1
Desha,HALLEY,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Tulsi Gabbard,1,0,0,0,1
Desha,MISSISSIPPI,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,RANDOLPH 2,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Tulsi Gabbard,1,0,0,1,0
Desha,RANDOLPH 4,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Tulsi Gabbard,2,0,0,1,1
Desha,RICHLAND,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Tulsi Gabbard,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,BOWIE 2,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,BOWIE 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Julian Castro,1,0,0,0,1
Desha,RANDOLPH 2,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,RANDOLPH 4,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Julian Castro,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Kamala Harris,2,0,0,1,1
Desha,BOWIE 2,U.S. President,,DEM,Kamala Harris,2,0,0,2,0
Desha,BOWIE 3,U.S. President,,DEM,Kamala Harris,2,0,0,0,2
Desha,BOWIE RURAL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Kamala Harris,1,0,0,0,1
Desha,HALLEY,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Kamala Harris,2,0,0,1,1
Desha,RANDOLPH 2,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Desha,RANDOLPH 3,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Desha,RANDOLPH 4,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Kamala Harris,1,0,0,1,0
Desha,RICHLAND,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Kamala Harris,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Michael R. Bloomberg,19,0,1,10,8
Desha,BOWIE 2,U.S. President,,DEM,Michael R. Bloomberg,27,0,0,13,14
Desha,BOWIE 3,U.S. President,,DEM,Michael R. Bloomberg,33,0,0,18,15
Desha,BOWIE RURAL,U.S. President,,DEM,Michael R. Bloomberg,4,0,0,0,4
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Michael R. Bloomberg,4,0,0,1,3
Desha,CLAYTON REED,U.S. President,,DEM,Michael R. Bloomberg,9,0,0,9,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,1,0
Desha,FRANKLIN,U.S. President,,DEM,Michael R. Bloomberg,3,0,0,0,3
Desha,HALLEY,U.S. President,,DEM,Michael R. Bloomberg,2,0,0,1,1
Desha,JEFFERSON,U.S. President,,DEM,Michael R. Bloomberg,4,0,0,1,3
Desha,MISSISSIPPI,U.S. President,,DEM,Michael R. Bloomberg,1,0,1,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Michael R. Bloomberg,5,0,0,5,0
Desha,RANDOLPH 1,U.S. President,,DEM,Michael R. Bloomberg,30,0,0,14,16
Desha,RANDOLPH 2,U.S. President,,DEM,Michael R. Bloomberg,25,0,1,13,11
Desha,RANDOLPH 3,U.S. President,,DEM,Michael R. Bloomberg,21,0,0,7,14
Desha,RANDOLPH 4,U.S. President,,DEM,Michael R. Bloomberg,22,0,0,10,12
Desha,RANDOLPH RURAL,U.S. President,,DEM,Michael R. Bloomberg,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Michael R. Bloomberg,11,0,0,10,1
Desha,RICHLAND,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,0,1
Desha,SILVERLAKE,U.S. President,,DEM,Michael R. Bloomberg,4,0,0,0,4
Desha,WALNUT LAKE,U.S. President,,DEM,Michael R. Bloomberg,1,0,0,1,0
Desha,BOWIE 1,U.S. President,,DEM,Tom Steyer,4,0,0,0,4
Desha,BOWIE 2,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Desha,BOWIE 3,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Desha,BOWIE RURAL,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Tom Steyer,1,0,0,0,1
Desha,CLAYTON REED,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Tom Steyer,1,0,0,0,1
Desha,MISSISSIPPI,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Tom Steyer,1,0,0,0,1
Desha,RANDOLPH 1,U.S. President,,DEM,Tom Steyer,2,0,0,2,0
Desha,RANDOLPH 2,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Tom Steyer,5,0,0,1,4
Desha,RANDOLPH 4,U.S. President,,DEM,Tom Steyer,3,0,0,0,3
Desha,RANDOLPH RURAL,U.S. President,,DEM,Tom Steyer,1,0,0,0,1
Desha,REDFORK,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Tom Steyer,1,0,0,1,0
Desha,SILVERLAKE,U.S. President,,DEM,Tom Steyer,2,0,0,0,2
Desha,WALNUT LAKE,U.S. President,,DEM,Tom Steyer,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,BOWIE 2,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Desha,BOWIE 3,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,RANDOLPH 2,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Desha,RANDOLPH 4,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Joe Sestak,1,0,0,1,0
Desha,WALNUT LAKE,U.S. President,,DEM,Joe Sestak,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,BOWIE 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,BOWIE 3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,John K. Delaney,1,0,0,0,1
Desha,MISSISSIPPI,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,RANDOLPH 2,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,RANDOLPH 4,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,John K. Delaney,1,0,0,1,0
Desha,RICHLAND,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,John K. Delaney,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,BOWIE 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,BOWIE 3,U.S. President,,DEM,Marianne Williamson,1,0,0,0,1
Desha,BOWIE RURAL,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Marianne Williamson,1,0,0,0,1
Desha,MISSISSIPPI,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Marianne Williamson,2,0,0,0,2
Desha,RANDOLPH 2,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Marianne Williamson,1,0,0,0,1
Desha,RANDOLPH 4,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Marianne Williamson,1,0,0,1,0
Desha,WALNUT LAKE,U.S. President,,DEM,Marianne Williamson,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Pete Buttigieg,4,0,0,0,4
Desha,BOWIE 2,U.S. President,,DEM,Pete Buttigieg,4,0,0,1,3
Desha,BOWIE 3,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Desha,RANDOLPH 2,U.S. President,,DEM,Pete Buttigieg,2,0,0,1,1
Desha,RANDOLPH 3,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Desha,RANDOLPH 4,U.S. President,,DEM,Pete Buttigieg,2,0,0,1,1
Desha,RANDOLPH RURAL,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Desha,REDFORK,U.S. President,,DEM,Pete Buttigieg,1,0,0,0,1
Desha,RICHLAND,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Pete Buttigieg,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Mosie Boyd,3,0,0,3,0
Desha,BOWIE 2,U.S. President,,DEM,Mosie Boyd,1,0,0,0,1
Desha,BOWIE 3,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Mosie Boyd,1,0,0,1,0
Desha,RANDOLPH 2,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,RANDOLPH 4,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Mosie Boyd,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Amy Klobuchar,7,0,0,2,5
Desha,BOWIE 2,U.S. President,,DEM,Amy Klobuchar,4,0,0,2,2
Desha,BOWIE 3,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,BOWIE RURAL,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Desha,CLAYTON REED,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Amy Klobuchar,2,0,0,0,2
Desha,HALLEY,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,JEFFERSON,U.S. President,,DEM,Amy Klobuchar,2,0,0,0,2
Desha,MISSISSIPPI,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Amy Klobuchar,2,0,0,1,1
Desha,RANDOLPH 2,U.S. President,,DEM,Amy Klobuchar,3,0,0,0,3
Desha,RANDOLPH 3,U.S. President,,DEM,Amy Klobuchar,3,0,0,0,3
Desha,RANDOLPH 4,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Desha,RICHLAND,U.S. President,,DEM,Amy Klobuchar,2,0,0,2,0
Desha,SILVERLAKE,U.S. President,,DEM,Amy Klobuchar,1,0,0,0,1
Desha,WALNUT LAKE,U.S. President,,DEM,Amy Klobuchar,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Andrew Yang,4,1,0,1,2
Desha,BOWIE 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,BOWIE 3,U.S. President,,DEM,Andrew Yang,1,0,0,0,1
Desha,BOWIE RURAL,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,CLAYTON REED,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,HALLEY,U.S. President,,DEM,Andrew Yang,1,0,0,0,1
Desha,JEFFERSON,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,RANDOLPH 1,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,RANDOLPH 2,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,RANDOLPH 3,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,RANDOLPH 4,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,RANDOLPH RURAL,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,REDFORK,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,RICHLAND,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,SILVERLAKE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,WALNUT LAKE,U.S. President,,DEM,Andrew Yang,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Bernie Sanders,17,0,0,9,8
Desha,BOWIE 2,U.S. President,,DEM,Bernie Sanders,24,0,0,13,11
Desha,BOWIE 3,U.S. President,,DEM,Bernie Sanders,27,0,0,14,13
Desha,BOWIE RURAL,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Bernie Sanders,8,0,0,2,6
Desha,CLAYTON REED,U.S. President,,DEM,Bernie Sanders,3,0,0,3,0
Desha,CLAYTON TILLAR,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Desha,FRANKLIN,U.S. President,,DEM,Bernie Sanders,2,0,0,1,1
Desha,HALLEY,U.S. President,,DEM,Bernie Sanders,1,0,0,0,1
Desha,JEFFERSON,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Desha,MISSISSIPPI,U.S. President,,DEM,Bernie Sanders,1,0,1,0,0
Desha,MITCHELLVILLE,U.S. President,,DEM,Bernie Sanders,7,0,0,6,1
Desha,RANDOLPH 1,U.S. President,,DEM,Bernie Sanders,17,0,0,12,5
Desha,RANDOLPH 2,U.S. President,,DEM,Bernie Sanders,17,0,1,9,7
Desha,RANDOLPH 3,U.S. President,,DEM,Bernie Sanders,20,0,0,15,5
Desha,RANDOLPH 4,U.S. President,,DEM,Bernie Sanders,19,0,0,12,7
Desha,RANDOLPH RURAL,U.S. President,,DEM,Bernie Sanders,1,0,0,1,0
Desha,REDFORK,U.S. President,,DEM,Bernie Sanders,5,0,0,3,2
Desha,RICHLAND,U.S. President,,DEM,Bernie Sanders,2,0,0,2,0
Desha,SILVERLAKE,U.S. President,,DEM,Bernie Sanders,2,0,0,0,2
Desha,WALNUT LAKE,U.S. President,,DEM,Bernie Sanders,0,0,0,0,0
Desha,BOWIE 1,U.S. President,,DEM,Joseph R. Biden,47,0,0,34,13
Desha,BOWIE 2,U.S. President,,DEM,Joseph R. Biden,57,0,1,45,11
Desha,BOWIE 3,U.S. President,,DEM,Joseph R. Biden,65,0,0,33,32
Desha,BOWIE RURAL,U.S. President,,DEM,Joseph R. Biden,15,0,0,4,11
Desha,CLAYTON MCARTHUR,U.S. President,,DEM,Joseph R. Biden,11,0,0,6,5
Desha,CLAYTON REED,U.S. President,,DEM,Joseph R. Biden,19,0,0,18,1
Desha,CLAYTON TILLAR,U.S. President,,DEM,Joseph R. Biden,2,0,0,0,2
