county,precinct,office,district,party,candidate,votes,provisional,absentee,election_day,early_vote
Desha,RANDOLPH 1,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,2,0,0,2,0
Desha,RANDOLPH 2,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,0,0,0,0,0
Desha,RANDOLPH 3,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,0,0,0,0,0
Desha,RANDOLPH 4,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,12,0,0,10,2
Desha,RANDOLPH RURAL,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,1,0,0,1,0
Desha,REDFORK,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,10,0,0,9,1
Desha,RICHLAND,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,6,0,1,5,0
Desha,SILVERLAKE,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,4,0,0,1,3
Desha,WALNUT LAKE,Circuit Judge,"10, Division 1, Subdistrict 10.2",,City Attorney James A. Hamilton,0,0,0,0,0
Desha,BOWIE 1,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,174,0,0,104,70
Desha,BOWIE 2,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,146,0,1,88,57
Desha,BOWIE 3,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,68,0,0,28,40
Desha,BOWIE RURAL,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,18,0,0,8,10
Desha,CLAYTON MCARTHUR,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,28,0,0,15,13
Desha,CLAYTON REED,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,6,0,0,5,1
Desha,CLAYTON TILLAR,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,3,0,0,0,3
Desha,FRANKLIN,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,38,0,0,21,17
Desha,HALLEY,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,24,0,0,4,20
Desha,JEFFERSON,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,35,0,0,13,22
Desha,MISSISSIPPI,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,3,0,3,0,0
Desha,MITCHELLVILLE,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,21,0,0,19,2
Desha,RANDOLPH 1,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,106,0,4,56,46
Desha,RANDOLPH 2,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,63,0,1,39,23
Desha,RANDOLPH 3,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,143,0,5,60,78
Desha,RANDOLPH 4,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,96,0,0,49,47
Desha,RANDOLPH RURAL,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,11,0,0,5,6
Desha,REDFORK,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,58,1,0,45,12
Desha,RICHLAND,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,42,0,1,20,21
Desha,SILVERLAKE,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,58,0,0,21,37
Desha,WALNUT LAKE,State Supreme Court Associate Justice,Position 4,,Judge Morgan 'Chip' Welch,25,0,1,9,15
Desha,BOWIE 1,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,103,0,0,63,40
Desha,BOWIE 2,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,105,0,0,65,40
Desha,BOWIE 3,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,91,0,0,50,41
Desha,BOWIE RURAL,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,12,0,0,4,8
Desha,CLAYTON MCARTHUR,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,22,0,1,6,15
Desha,CLAYTON REED,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,19,0,0,19,0
Desha,CLAYTON TILLAR,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,0,0,0,0,0
Desha,FRANKLIN,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,29,0,0,13,16
Desha,HALLEY,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,14,0,0,7,7
Desha,JEFFERSON,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,18,0,0,8,10
Desha,MISSISSIPPI,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,3,0,2,0,1
Desha,MITCHELLVILLE,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,42,0,0,40,2
Desha,RANDOLPH 1,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,96,0,0,66,30
Desha,RANDOLPH 2,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,88,1,2,65,20
Desha,RANDOLPH 3,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,89,0,1,49,39
Desha,RANDOLPH 4,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,88,0,0,58,30
Desha,RANDOLPH RURAL,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,6,0,0,4,2
Desha,REDFORK,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,45,0,0,36,9
Desha,RICHLAND,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,20,0,0,14,6
Desha,SILVERLAKE,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,37,1,3,18,15
Desha,WALNUT LAKE,State Supreme Court Associate Justice,Position 4,,Barbara Womack Webb,16,0,0,8,8
Desha,RANDOLPH 1,0.5% SALES AND USE TAX,,,Yes,145,0,5,82,58
Desha,RANDOLPH 2,0.5% SALES AND USE TAX,,,Yes,95,0,1,62,32
Desha,RANDOLPH 3,0.5% SALES AND USE TAX,,,Yes,144,0,1,70,73
Desha,RANDOLPH 4,0.5% SALES AND USE TAX,,,Yes,140,0,0,82,58
Desha,RANDOLPH 1,0.5% SALES AND USE TAX,,,No,80,0,0,51,29
Desha,RANDOLPH 2,0.5% SALES AND USE TAX,,,No,68,1,2,48,17
Desha,RANDOLPH 3,0.5% SALES AND USE TAX,,,No,113,0,5,54,54
Desha,RANDOLPH 4,0.5% SALES AND USE TAX,,,No,62,0,0,38,24
