county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,election_day_ivo_machine,provisional,early_vote
Pulaski,41,U.S. President,,DEM,John Wolfe,29,22,1,0,0,6
Pulaski,42,U.S. President,,DEM,John Wolfe,33,28,0,0,0,5
Pulaski,43,U.S. President,,DEM,John Wolfe,14,8,0,0,0,6
Pulaski,44,U.S. President,,DEM,John Wolfe,46,38,0,0,0,8
Pulaski,45,U.S. President,,DEM,John Wolfe,10,7,0,0,0,3
Pulaski,46,U.S. President,,DEM,John Wolfe,14,12,1,0,0,1
Pulaski,47,U.S. President,,DEM,John Wolfe,3,3,0,0,0,0
Pulaski,48,U.S. President,,DEM,John Wolfe,15,13,0,0,0,2
Pulaski,49,U.S. President,,DEM,John Wolfe,50,39,0,0,0,11
Pulaski,50,U.S. President,,DEM,John Wolfe,71,45,1,0,0,25
Pulaski,51,U.S. President,,DEM,John Wolfe,29,22,0,0,0,7
Pulaski,52,U.S. President,,DEM,John Wolfe,3,3,0,0,0,0
Pulaski,53,U.S. President,,DEM,John Wolfe,10,10,0,0,0,0
Pulaski,54,U.S. President,,DEM,John Wolfe,36,34,0,0,0,2
Pulaski,55,U.S. President,,DEM,John Wolfe,46,41,2,0,0,3
Pulaski,56,U.S. President,,DEM,John Wolfe,17,14,0,0,0,3
Pulaski,57,U.S. President,,DEM,John Wolfe,17,14,1,0,0,2
Pulaski,58,U.S. President,,DEM,John Wolfe,20,14,1,0,0,5
Pulaski,59,U.S. President,,DEM,John Wolfe,7,7,0,0,0,0
Pulaski,60,U.S. President,,DEM,John Wolfe,34,24,0,0,0,10
Pulaski,61,U.S. President,,DEM,John Wolfe,26,21,3,0,0,2
Pulaski,62,U.S. President,,DEM,John Wolfe,23,21,1,0,0,1
Pulaski,63,U.S. President,,DEM,John Wolfe,23,21,1,0,0,1
Pulaski,64,U.S. President,,DEM,John Wolfe,44,30,0,0,0,14
Pulaski,65,U.S. President,,DEM,John Wolfe,9,8,0,0,0,1
Pulaski,66,U.S. President,,DEM,John Wolfe,21,11,0,0,0,10
Pulaski,67,U.S. President,,DEM,John Wolfe,26,23,0,0,0,3
Pulaski,68,U.S. President,,DEM,John Wolfe,26,18,0,0,0,8
Pulaski,69,U.S. President,,DEM,John Wolfe,39,30,0,0,0,9
Pulaski,70,U.S. President,,DEM,John Wolfe,22,18,1,0,0,3
Pulaski,71,U.S. President,,DEM,John Wolfe,33,25,1,0,0,7
Pulaski,72,U.S. President,,DEM,John Wolfe,13,11,0,0,0,2
Pulaski,73,U.S. President,,DEM,John Wolfe,30,24,0,0,0,6
Pulaski,74,U.S. President,,DEM,John Wolfe,11,8,2,0,0,1
Pulaski,75,U.S. President,,DEM,John Wolfe,9,8,0,0,0,1
Pulaski,76,U.S. President,,DEM,John Wolfe,30,24,0,0,0,6
Pulaski,77,U.S. President,,DEM,John Wolfe,44,31,0,0,0,13
Pulaski,78,U.S. President,,DEM,John Wolfe,15,11,0,0,0,4
Pulaski,79,U.S. President,,DEM,John Wolfe,36,35,0,0,0,1
Pulaski,80,U.S. President,,DEM,John Wolfe,43,32,0,0,0,11
Pulaski,81,U.S. President,,DEM,John Wolfe,35,30,1,0,0,4
Pulaski,82,U.S. President,,DEM,John Wolfe,22,20,0,0,0,2
Pulaski,83,U.S. President,,DEM,John Wolfe,32,21,2,0,0,9
Pulaski,84,U.S. President,,DEM,John Wolfe,11,7,1,0,0,3
Pulaski,85,U.S. President,,DEM,John Wolfe,13,7,1,0,0,5
Pulaski,86,U.S. President,,DEM,John Wolfe,20,19,1,0,0,0
Pulaski,87,U.S. President,,DEM,John Wolfe,35,25,3,0,0,7
Pulaski,88,U.S. President,,DEM,John Wolfe,34,34,0,0,0,0
Pulaski,89,U.S. President,,DEM,John Wolfe,22,19,0,0,0,3
Pulaski,90,U.S. President,,DEM,John Wolfe,49,41,1,0,0,7
Pulaski,91,U.S. President,,DEM,John Wolfe,37,33,1,0,0,3
Pulaski,92,U.S. President,,DEM,John Wolfe,24,22,0,0,0,2
Pulaski,93,U.S. President,,DEM,John Wolfe,53,48,0,0,0,5
Pulaski,94,U.S. President,,DEM,John Wolfe,48,42,0,0,0,6
Pulaski,95,U.S. President,,DEM,John Wolfe,65,52,5,0,0,8
Pulaski,96,U.S. President,,DEM,John Wolfe,28,26,0,0,0,2
Pulaski,97,U.S. President,,DEM,John Wolfe,21,16,1,0,0,4
Pulaski,98,U.S. President,,DEM,John Wolfe,6,5,0,0,0,1
Pulaski,99,U.S. President,,DEM,John Wolfe,21,20,0,0,0,1
Pulaski,100,U.S. President,,DEM,John Wolfe,4,3,0,0,0,1
Pulaski,101,U.S. President,,DEM,John Wolfe,29,25,0,0,0,4
Pulaski,102,U.S. President,,DEM,John Wolfe,21,15,0,0,0,6
Pulaski,103,U.S. President,,DEM,John Wolfe,23,17,0,0,0,6
Pulaski,104,U.S. President,,DEM,John Wolfe,26,23,0,0,0,3
Pulaski,105,U.S. President,,DEM,John Wolfe,21,18,1,0,0,2
Pulaski,106,U.S. President,,DEM,John Wolfe,46,41,0,0,0,5
Pulaski,107,U.S. President,,DEM,John Wolfe,29,25,1,0,0,3
Pulaski,108,U.S. President,,DEM,John Wolfe,32,24,1,0,0,7
Pulaski,109,U.S. President,,DEM,John Wolfe,84,72,3,0,0,9
Pulaski,110,U.S. President,,DEM,John Wolfe,14,8,0,0,0,6
Pulaski,111,U.S. President,,DEM,John Wolfe,42,35,2,0,0,5
Pulaski,112,U.S. President,,DEM,John Wolfe,10,6,0,0,0,4
Pulaski,113,U.S. President,,DEM,John Wolfe,20,16,0,0,0,4
Pulaski,114,U.S. President,,DEM,John Wolfe,20,14,1,0,0,5
Pulaski,115,U.S. President,,DEM,John Wolfe,15,12,1,0,0,2
Pulaski,116,U.S. President,,DEM,John Wolfe,6,6,0,0,0,0
Pulaski,117,U.S. President,,DEM,John Wolfe,1,0,0,0,0,1
Pulaski,118,U.S. President,,DEM,John Wolfe,17,13,1,0,0,3
Pulaski,119,U.S. President,,DEM,John Wolfe,6,5,0,0,0,1
Pulaski,120,U.S. President,,DEM,John Wolfe,7,6,0,0,0,1
Pulaski,121,U.S. President,,DEM,John Wolfe,21,17,2,0,0,2
Pulaski,122,U.S. President,,DEM,John Wolfe,2,0,0,0,0,2
Pulaski,123,U.S. President,,DEM,John Wolfe,9,7,0,0,0,2
Pulaski,124,U.S. President,,DEM,John Wolfe,12,8,0,0,0,4
Pulaski,125,U.S. President,,DEM,John Wolfe,16,14,0,0,0,2
Pulaski,126,U.S. President,,DEM,John Wolfe,20,17,0,0,0,3
Pulaski,127,U.S. President,,DEM,John Wolfe,44,39,0,0,0,5
Pulaski,128,U.S. President,,DEM,John Wolfe,3,2,0,0,0,1
Pulaski,129,U.S. President,,DEM,John Wolfe,14,13,0,0,0,1
Pulaski,130,U.S. President,,DEM,John Wolfe,2,2,0,0,0,0
Pulaski,131,U.S. President,,DEM,John Wolfe,1,1,0,0,0,0
Pulaski,132,U.S. President,,DEM,John Wolfe,8,7,0,0,0,1
Pulaski,133,U.S. President,,DEM,John Wolfe,1,1,0,0,0,0
Pulaski,134,U.S. President,,DEM,John Wolfe,10,8,1,0,0,1
Pulaski,135,U.S. President,,DEM,John Wolfe,1,1,0,0,0,0
Pulaski,76,State Senate District 31,,DEM,Rep. Fred Allen,63,50,1,0,0,12
Pulaski,77,State Senate District 31,,DEM,Rep. Fred Allen,57,40,1,0,0,16
Pulaski,78,State Senate District 31,,DEM,Rep. Fred Allen,41,29,0,0,0,12
Pulaski,79,State Senate District 31,,DEM,Rep. Fred Allen,82,69,1,0,0,12
Pulaski,80,State Senate District 31,,DEM,Rep. Fred Allen,184,144,2,0,0,38
Pulaski,81,State Senate District 31,,DEM,Rep. Fred Allen,49,40,1,0,0,8
Pulaski,82,State Senate District 31,,DEM,Rep. Fred Allen,72,56,1,0,0,15
Pulaski,83,State Senate District 31,,DEM,Rep. Fred Allen,164,109,3,0,0,52
Pulaski,84,State Senate District 31,,DEM,Rep. Fred Allen,243,129,2,0,0,112
Pulaski,85,State Senate District 31,,DEM,Rep. Fred Allen,181,93,13,0,0,75
Pulaski,86,State Senate District 31,,DEM,Rep. Fred Allen,103,78,3,0,0,22
Pulaski,98,State Senate District 31,,DEM,Rep. Fred Allen,118,68,1,0,0,49
Pulaski,99,State Senate District 31,,DEM,Rep. Fred Allen,68,55,3,0,0,10
Pulaski,100,State Senate District 31,,DEM,Rep. Fred Allen,34,17,1,0,0,16
Pulaski,101,State Senate District 31,,DEM,Rep. Fred Allen,80,65,0,0,0,15
Pulaski,102,State Senate District 31,,DEM,Rep. Fred Allen,55,44,0,0,0,11
Pulaski,103,State Senate District 31,,DEM,Rep. Fred Allen,97,59,0,0,0,38
Pulaski,104,State Senate District 31,,DEM,Rep. Fred Allen,124,94,0,0,0,30
Pulaski,105,State Senate District 31,,DEM,Rep. Fred Allen,83,58,2,0,0,23
Pulaski,115,State Senate District 31,,DEM,Rep. Fred Allen,108,75,2,0,0,31
Pulaski,116,State Senate District 31,,DEM,Rep. Fred Allen,53,42,1,0,0,10
Pulaski,119,State Senate District 31,,DEM,Rep. Fred Allen,130,75,8,0,0,47
Pulaski,120,State Senate District 31,,DEM,Rep. Fred Allen,64,44,0,0,0,20
Pulaski,121,State Senate District 31,,DEM,Rep. Fred Allen,75,58,3,0,0,14
Pulaski,123,State Senate District 31,,DEM,Rep. Fred Allen,34,28,0,0,0,6
Pulaski,76,State Senate District 31,,DEM,Senator Joyce Elliott,77,59,2,0,0,16
Pulaski,77,State Senate District 31,,DEM,Senator Joyce Elliott,63,36,1,0,1,25
Pulaski,78,State Senate District 31,,DEM,Senator Joyce Elliott,53,41,1,0,0,11
Pulaski,79,State Senate District 31,,DEM,Senator Joyce Elliott,120,89,2,0,0,29
Pulaski,80,State Senate District 31,,DEM,Senator Joyce Elliott,280,214,4,0,0,62
Pulaski,81,State Senate District 31,,DEM,Senator Joyce Elliott,46,36,0,0,0,10
Pulaski,82,State Senate District 31,,DEM,Senator Joyce Elliott,123,88,0,0,0,35
Pulaski,83,State Senate District 31,,DEM,Senator Joyce Elliott,217,162,2,0,0,53
Pulaski,84,State Senate District 31,,DEM,Senator Joyce Elliott,316,205,3,0,0,108
Pulaski,85,State Senate District 31,,DEM,Senator Joyce Elliott,242,156,19,0,0,67
Pulaski,86,State Senate District 31,,DEM,Senator Joyce Elliott,182,127,12,0,0,43
Pulaski,98,State Senate District 31,,DEM,Senator Joyce Elliott,169,116,1,0,0,52
Pulaski,99,State Senate District 31,,DEM,Senator Joyce Elliott,128,100,4,0,0,24
Pulaski,100,State Senate District 31,,DEM,Senator Joyce Elliott,71,61,0,0,0,10
Pulaski,101,State Senate District 31,,DEM,Senator Joyce Elliott,157,141,0,0,0,16
Pulaski,102,State Senate District 31,,DEM,Senator Joyce Elliott,132,103,3,0,0,26
Pulaski,103,State Senate District 31,,DEM,Senator Joyce Elliott,223,146,5,0,0,72
Pulaski,104,State Senate District 31,,DEM,Senator Joyce Elliott,214,173,0,0,0,41
Pulaski,105,State Senate District 31,,DEM,Senator Joyce Elliott,133,102,2,0,0,29
Pulaski,115,State Senate District 31,,DEM,Senator Joyce Elliott,223,164,10,0,1,48
Pulaski,116,State Senate District 31,,DEM,Senator Joyce Elliott,177,137,5,0,0,35
Pulaski,119,State Senate District 31,,DEM,Senator Joyce Elliott,236,151,11,0,0,74
Pulaski,120,State Senate District 31,,DEM,Senator Joyce Elliott,183,128,10,0,0,45
Pulaski,121,State Senate District 31,,DEM,Senator Joyce Elliott,117,97,4,0,0,16
Pulaski,123,State Senate District 31,,DEM,Senator Joyce Elliott,81,65,2,0,0,14
Pulaski,63,State Representative District 30,,DEM,Norith L. Ellison,2,2,0,0,0,0
Pulaski,77,State Representative District 30,,DEM,Norith L. Ellison,12,8,0,0,0,4
Pulaski,79,State Representative District 30,,DEM,Norith L. Ellison,23,19,0,0,0,4
Pulaski,80,State Representative District 30,,DEM,Norith L. Ellison,50,37,2,0,0,11
Pulaski,83,State Representative District 30,,DEM,Norith L. Ellison,22,13,0,0,0,9
Pulaski,84,State Representative District 30,,DEM,Norith L. Ellison,112,66,2,0,0,44
Pulaski,85,State Representative District 30,,DEM,Norith L. Ellison,115,69,6,0,0,40
Pulaski,98,State Representative District 30,,DEM,Norith L. Ellison,63,45,1,0,0,17
Pulaski,100,State Representative District 30,,DEM,Norith L. Ellison,36,24,0,0,0,12
Pulaski,101,State Representative District 30,,DEM,Norith L. Ellison,127,111,0,0,0,16
Pulaski,102,State Representative District 30,,DEM,Norith L. Ellison,28,22,0,0,0,6
Pulaski,121,State Representative District 30,,DEM,Norith L. Ellison,21,16,2,0,0,3
Pulaski,63,State Representative District 30,,DEM,Charles L Armstrong,5,4,1,0,0,0
Pulaski,77,State Representative District 30,,DEM,Charles L Armstrong,11,7,0,0,0,4
Pulaski,79,State Representative District 30,,DEM,Charles L Armstrong,83,67,1,0,0,15
Pulaski,80,State Representative District 30,,DEM,Charles L Armstrong,214,176,4,0,0,34
Pulaski,83,State Representative District 30,,DEM,Charles L Armstrong,45,35,0,0,0,10
Pulaski,84,State Representative District 30,,DEM,Charles L Armstrong,306,185,2,0,0,119
Pulaski,85,State Representative District 30,,DEM,Charles L Armstrong,179,113,10,0,0,56
Pulaski,98,State Representative District 30,,DEM,Charles L Armstrong,118,68,0,0,0,50
Pulaski,100,State Representative District 30,,DEM,Charles L Armstrong,35,29,1,0,0,5
Pulaski,101,State Representative District 30,,DEM,Charles L Armstrong,50,45,0,0,0,5
Pulaski,102,State Representative District 30,,DEM,Charles L Armstrong,47,38,1,0,0,8
Pulaski,121,State Representative District 30,,DEM,Charles L Armstrong,27,24,0,0,0,3
Pulaski,63,State Representative District 30,,DEM,Tommy Branch Jr.,3,2,0,0,0,1
Pulaski,77,State Representative District 30,,DEM,Tommy Branch Jr.,9,7,0,0,0,2
Pulaski,79,State Representative District 30,,DEM,Tommy Branch Jr.,78,59,1,0,0,18
Pulaski,80,State Representative District 30,,DEM,Tommy Branch Jr.,168,125,0,0,0,43
Pulaski,83,State Representative District 30,,DEM,Tommy Branch Jr.,49,38,0,0,0,11
Pulaski,84,State Representative District 30,,DEM,Tommy Branch Jr.,128,77,1,0,0,50
Pulaski,85,State Representative District 30,,DEM,Tommy Branch Jr.,111,59,10,0,0,42
Pulaski,98,State Representative District 30,,DEM,Tommy Branch Jr.,91,59,1,0,0,31
Pulaski,100,State Representative District 30,,DEM,Tommy Branch Jr.,27,20,0,0,0,7
Pulaski,101,State Representative District 30,,DEM,Tommy Branch Jr.,48,41,0,0,0,7
Pulaski,102,State Representative District 30,,DEM,Tommy Branch Jr.,34,28,0,0,0,6
Pulaski,121,State Representative District 30,,DEM,Tommy Branch Jr.,24,23,0,0,0,1
Pulaski,93,State Representative District 33,,DEM,Warwick Sabin,198,166,0,0,0,32
Pulaski,94,State Representative District 33,,DEM,Warwick Sabin,193,156,5,0,0,32
Pulaski,95,State Representative District 33,,DEM,Warwick Sabin,244,202,8,0,0,34
Pulaski,96,State Representative District 33,,DEM,Warwick Sabin,106,84,1,0,0,21
Pulaski,97,State Representative District 33,,DEM,Warwick Sabin,120,98,5,0,0,17
Pulaski,109,State Representative District 33,,DEM,Warwick Sabin,560,423,7,0,0,130
Pulaski,111,State Representative District 33,,DEM,Warwick Sabin,272,213,5,0,0,54
Pulaski,112,State Representative District 33,,DEM,Warwick Sabin,113,84,1,0,0,28
Pulaski,113,State Representative District 33,,DEM,Warwick Sabin,194,143,6,0,0,45
Pulaski,114,State Representative District 33,,DEM,Warwick Sabin,146,104,2,0,1,39
Pulaski,116,State Representative District 33,,DEM,Warwick Sabin,12,9,1,0,0,2
Pulaski,117,State Representative District 33,,DEM,Warwick Sabin,28,0,2,0,0,26
Pulaski,93,State Representative District 33,,DEM,Mark A. Robertson,97,78,3,0,0,16
Pulaski,94,State Representative District 33,,DEM,Mark A. Robertson,105,91,1,0,0,13
Pulaski,95,State Representative District 33,,DEM,Mark A. Robertson,123,92,7,1,0,23
Pulaski,96,State Representative District 33,,DEM,Mark A. Robertson,70,64,0,0,0,6
Pulaski,97,State Representative District 33,,DEM,Mark A. Robertson,78,64,1,0,0,13
Pulaski,109,State Representative District 33,,DEM,Mark A. Robertson,301,253,7,0,0,41
Pulaski,111,State Representative District 33,,DEM,Mark A. Robertson,135,102,7,0,0,26
Pulaski,112,State Representative District 33,,DEM,Mark A. Robertson,72,53,1,0,0,18
Pulaski,113,State Representative District 33,,DEM,Mark A. Robertson,100,81,2,0,0,17
Pulaski,114,State Representative District 33,,DEM,Mark A. Robertson,65,41,3,0,0,21
Pulaski,116,State Representative District 33,,DEM,Mark A. Robertson,46,37,2,0,0,7
Pulaski,117,State Representative District 33,,DEM,Mark A. Robertson,18,0,1,0,0,17
Pulaski,5,State Representative District 37,,DEM,Lisa McCollum Smith,0,0,0,0,0,0
Pulaski,9,State Representative District 37,,DEM,Lisa McCollum Smith,11,5,2,0,0,4
Pulaski,10,State Representative District 37,,DEM,Lisa McCollum Smith,53,28,2,0,0,23
Pulaski,15,State Representative District 37,,DEM,Lisa McCollum Smith,47,29,3,0,0,15
Pulaski,16,State Representative District 37,,DEM,Lisa McCollum Smith,13,10,1,0,0,2
Pulaski,17,State Representative District 37,,DEM,Lisa McCollum Smith,52,42,3,0,0,7
Pulaski,47,State Representative District 37,,DEM,Lisa McCollum Smith,9,8,0,0,0,1
Pulaski,48,State Representative District 37,,DEM,Lisa McCollum Smith,85,67,2,0,1,15
Pulaski,52,State Representative District 37,,DEM,Lisa McCollum Smith,62,54,0,0,0,8
Pulaski,53,State Representative District 37,,DEM,Lisa McCollum Smith,67,54,5,0,0,8
Pulaski,54,State Representative District 37,,DEM,Lisa McCollum Smith,50,42,0,0,0,8
Pulaski,5,State Representative District 37,,DEM,Phynaus Wilson III,0,0,0,0,0,0
Pulaski,9,State Representative District 37,,DEM,Phynaus Wilson III,10,7,0,0,0,3
Pulaski,10,State Representative District 37,,DEM,Phynaus Wilson III,14,8,1,0,0,5
Pulaski,15,State Representative District 37,,DEM,Phynaus Wilson III,23,15,2,0,0,6
Pulaski,16,State Representative District 37,,DEM,Phynaus Wilson III,30,20,0,0,0,10
Pulaski,17,State Representative District 37,,DEM,Phynaus Wilson III,19,10,3,0,0,6
Pulaski,47,State Representative District 37,,DEM,Phynaus Wilson III,1,1,0,0,0,0
Pulaski,48,State Representative District 37,,DEM,Phynaus Wilson III,47,39,0,0,0,8
Pulaski,52,State Representative District 37,,DEM,Phynaus Wilson III,18,12,3,0,0,3
Pulaski,53,State Representative District 37,,DEM,Phynaus Wilson III,29,22,0,0,0,7
Pulaski,54,State Representative District 37,,DEM,Phynaus Wilson III,46,44,0,0,0,2
Pulaski,5,State Representative District 37,,DEM,Eddie L. Armstrong III,0,0,0,0,0,0
Pulaski,9,State Representative District 37,,DEM,Eddie L. Armstrong III,9,5,0,0,0,4
Pulaski,10,State Representative District 37,,DEM,Eddie L. Armstrong III,82,52,0,0,0,30
Pulaski,15,State Representative District 37,,DEM,Eddie L. Armstrong III,106,79,1,0,0,26
Pulaski,16,State Representative District 37,,DEM,Eddie L. Armstrong III,85,68,0,0,0,17
Pulaski,17,State Representative District 37,,DEM,Eddie L. Armstrong III,99,71,0,0,0,28
Pulaski,47,State Representative District 37,,DEM,Eddie L. Armstrong III,28,23,0,0,0,5
Pulaski,48,State Representative District 37,,DEM,Eddie L. Armstrong III,118,97,2,0,0,19
Pulaski,52,State Representative District 37,,DEM,Eddie L. Armstrong III,157,127,2,0,0,28
Pulaski,53,State Representative District 37,,DEM,Eddie L. Armstrong III,162,119,16,0,0,27
Pulaski,54,State Representative District 37,,DEM,Eddie L. Armstrong III,118,103,4,0,0,11
Pulaski,83,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,16,13,0,0,0,3
Pulaski,84,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,46,26,1,0,0,19
Pulaski,85,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,68,26,16,0,0,26
Pulaski,86,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,32,23,5,0,0,4
Pulaski,98,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,32,17,0,0,0,15
Pulaski,99,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,29,20,1,0,0,8
Pulaski,100,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,14,9,0,0,0,5
Pulaski,101,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,27,23,0,0,0,4
Pulaski,102,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,47,32,1,0,0,14
Pulaski,121,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,3,3,0,0,0,0
Pulaski,123,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Mary Jillian Kennedy,1,1,0,0,0,0
Pulaski,83,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,45,32,0,0,0,13
Pulaski,84,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,168,93,3,0,0,72
Pulaski,85,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,139,87,12,0,0,40
Pulaski,86,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,115,84,8,0,0,23
Pulaski,98,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,66,32,2,0,0,32
Pulaski,99,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,69,56,3,0,0,10
Pulaski,100,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,29,22,1,0,0,6
Pulaski,101,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,54,45,0,0,0,9
Pulaski,102,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,56,41,1,0,0,14
Pulaski,121,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,6,5,0,0,0,1
Pulaski,123,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Terri Hollingsworth,2,2,0,0,0,0
Pulaski,83,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,53,39,0,0,0,14
Pulaski,84,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,320,201,1,0,0,118
Pulaski,85,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,196,124,1,0,0,71
Pulaski,86,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,125,90,1,0,0,34
Pulaski,98,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,178,126,0,0,0,52
Pulaski,99,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,86,69,2,0,0,15
Pulaski,100,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,57,44,0,0,0,13
Pulaski,101,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,144,127,0,0,0,17
Pulaski,102,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,76,68,0,0,0,8
Pulaski,121,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,6,4,0,0,0,2
Pulaski,123,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 5,,DEM,Lillie Ingram McMullen,1,1,0,0,0,0
Pulaski,54,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,99,83,3,0,0,13
Pulaski,55,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,73,57,1,0,0,15
Pulaski,122,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,85,46,10,0,0,29
Pulaski,123,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,35,27,0,0,0,8
Pulaski,124,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,39,29,0,0,0,10
Pulaski,128,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,140,92,12,0,0,36
Pulaski,129,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,56,52,0,0,0,4
Pulaski,130,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,51,50,1,0,0,0
Pulaski,131,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,46,37,1,0,0,8
Pulaski,133,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,49,48,0,0,0,1
Pulaski,134,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,13,8,0,0,0,5
Pulaski,135,Justice of the Peace JUSTICE OF THE PEACE DISTRICT 9,,DEM,Judy Green,55,44,2,0,0,9
