county,precinct,office,district,party,candidate,votes,absentee,provisional,election_day,early_vote
Nevada,Bluff City Rural /Reader,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Bodcaw City,U.S. President,,REP,Rick Santorum,1,0,0,1,0
Nevada,Bodcaw Rural,U.S. President,,REP,Rick Santorum,4,0,0,4,0
Nevada,Boughton,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Cale City & Rural,U.S. President,,REP,Rick Santorum,1,0,0,1,0
Nevada,Emmet City,U.S. President,,REP,Rick Santorum,1,0,0,1,0
Nevada,Emmet Rural,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Georgia,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Laneburg/Sutton,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Library/New Hope,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Rosston City,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Rosston Rural,U.S. President,,REP,Rick Santorum,1,0,0,1,0
Nevada,Union,U.S. President,,REP,Rick Santorum,2,0,0,1,1
Nevada,Willisville City,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Willisville Rural,U.S. President,,REP,Rick Santorum,1,0,0,1,0
Nevada,Ward 1,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Ward 2,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Ward 3,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Ward 4,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,West Rural,U.S. President,,REP,Rick Santorum,1,0,0,1,0
Nevada,East Rural,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Absentee,U.S. President,,REP,Rick Santorum,0,0,0,0,0
Nevada,Alabama,U.S. President,,REP,Newt Gingrich,1,0,0,1,0
Nevada,Bluff City City,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Bluff City Rural /Reader,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Bodcaw City,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Bodcaw Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Boughton,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Cale City & Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Emmet City,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Emmet Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Georgia,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Laneburg/Sutton,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Library/New Hope,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Rosston City,U.S. President,,REP,Newt Gingrich,1,0,0,1,0
Nevada,Rosston Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Union,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Willisville City,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Willisville Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Ward 1,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Ward 2,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Ward 3,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Ward 4,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,West Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,East Rural,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Absentee,U.S. President,,REP,Newt Gingrich,0,0,0,0,0
Nevada,Alabama,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Bluff City City,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Bluff City Rural /Reader,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Bodcaw City,U.S. President,,REP,Mitt Romney,5,0,0,5,0
Nevada,Bodcaw Rural,U.S. President,,REP,Mitt Romney,7,0,0,7,0
Nevada,Boughton,U.S. President,,REP,Mitt Romney,1,0,0,1,0
Nevada,Cale City & Rural,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Emmet City,U.S. President,,REP,Mitt Romney,5,0,0,5,0
Nevada,Emmet Rural,U.S. President,,REP,Mitt Romney,1,0,0,1,0
Nevada,Georgia,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. President,,REP,Mitt Romney,2,0,0,2,0
Nevada,Laneburg/Sutton,U.S. President,,REP,Mitt Romney,1,0,0,1,0
Nevada,Library/New Hope,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Rosston City,U.S. President,,REP,Mitt Romney,3,0,0,3,0
Nevada,Rosston Rural,U.S. President,,REP,Mitt Romney,1,0,0,1,0
Nevada,Union,U.S. President,,REP,Mitt Romney,2,0,0,1,1
Nevada,Willisville City,U.S. President,,REP,Mitt Romney,7,0,0,7,0
Nevada,Willisville Rural,U.S. President,,REP,Mitt Romney,3,0,0,3,0
Nevada,Ward 1,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Nevada,Ward 2,U.S. President,,REP,Mitt Romney,1,0,0,0,1
Nevada,Ward 3,U.S. President,,REP,Mitt Romney,1,0,0,1,0
Nevada,Ward 4,U.S. President,,REP,Mitt Romney,6,0,0,6,0
Nevada,West Rural,U.S. President,,REP,Mitt Romney,6,0,0,5,1
Nevada,East Rural,U.S. President,,REP,Mitt Romney,5,0,0,4,1
Nevada,Absentee,U.S. President,,REP,Mitt Romney,2,2,0,0,0
Nevada,Alabama,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Bluff City City,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Bluff City Rural /Reader,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Bodcaw City,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Bodcaw Rural,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Boughton,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Cale City & Rural,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Emmet City,U.S. President,,REP,Ron Paul,1,0,0,0,1
Nevada,Emmet Rural,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Georgia,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Laneburg/Sutton,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Library/New Hope,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Rosston City,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Rosston Rural,U.S. President,,REP,Ron Paul,1,0,0,1,0
Nevada,Union,U.S. President,,REP,Ron Paul,1,0,0,1,0
Nevada,Willisville City,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Willisville Rural,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Ward 1,U.S. President,,REP,Ron Paul,2,0,0,1,1
Nevada,Ward 2,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Ward 3,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Ward 4,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,West Rural,U.S. President,,REP,Ron Paul,1,0,0,1,0
Nevada,East Rural,U.S. President,,REP,Ron Paul,1,0,0,1,0
Nevada,Absentee,U.S. President,,REP,Ron Paul,0,0,0,0,0
Nevada,Alabama,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Bluff City City,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Bluff City Rural /Reader,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Bodcaw City,U.S. Congress District 4,,REP,Tom Cotton,1,0,0,1,0
Nevada,Bodcaw Rural,U.S. Congress District 4,,REP,Tom Cotton,2,0,0,2,0
Nevada,Boughton,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Cale City & Rural,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Emmet City,U.S. Congress District 4,,REP,Tom Cotton,4,0,0,4,0
Nevada,Emmet Rural,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Georgia,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. Congress District 4,,REP,Tom Cotton,2,0,0,2,0
Nevada,Laneburg/Sutton,U.S. Congress District 4,,REP,Tom Cotton,1,0,0,1,0
Nevada,Library/New Hope,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Rosston City,U.S. Congress District 4,,REP,Tom Cotton,1,0,0,1,0
Nevada,Rosston Rural,U.S. Congress District 4,,REP,Tom Cotton,1,0,0,1,0
Nevada,Union,U.S. Congress District 4,,REP,Tom Cotton,3,0,0,1,2
Nevada,Willisville City,U.S. Congress District 4,,REP,Tom Cotton,1,0,0,1,0
Nevada,Willisville Rural,U.S. Congress District 4,,REP,Tom Cotton,2,0,0,2,0
Nevada,Ward 1,U.S. Congress District 4,,REP,Tom Cotton,1,0,0,0,1
Nevada,Ward 2,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Ward 3,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Ward 4,U.S. Congress District 4,,REP,Tom Cotton,3,0,0,3,0
Nevada,West Rural,U.S. Congress District 4,,REP,Tom Cotton,5,0,0,5,0
Nevada,East Rural,U.S. Congress District 4,,REP,Tom Cotton,2,0,0,2,0
Nevada,Absentee,U.S. Congress District 4,,REP,Tom Cotton,0,0,0,0,0
Nevada,Alabama,U.S. Congress District 4,,REP,Beth Anne Rankin,2,0,0,2,0
Nevada,Bluff City City,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Bluff City Rural /Reader,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Bodcaw City,U.S. Congress District 4,,REP,Beth Anne Rankin,5,0,0,5,0
Nevada,Bodcaw Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,9,0,0,9,0
Nevada,Boughton,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Cale City & Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,1,0,0,1,0
Nevada,Emmet City,U.S. Congress District 4,,REP,Beth Anne Rankin,2,0,0,1,1
Nevada,Emmet Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,1,0,0,1,0
Nevada,Georgia,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Laneburg/Sutton,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Library/New Hope,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Rosston City,U.S. Congress District 4,,REP,Beth Anne Rankin,2,0,0,2,0
Nevada,Rosston Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,2,0,0,2,0
Nevada,Union,U.S. Congress District 4,,REP,Beth Anne Rankin,1,0,0,1,0
Nevada,Willisville City,U.S. Congress District 4,,REP,Beth Anne Rankin,6,0,0,6,0
Nevada,Willisville Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,3,0,0,3,0
Nevada,Ward 1,U.S. Congress District 4,,REP,Beth Anne Rankin,1,0,0,1,0
Nevada,Ward 2,U.S. Congress District 4,,REP,Beth Anne Rankin,1,0,0,0,1
Nevada,Ward 3,U.S. Congress District 4,,REP,Beth Anne Rankin,0,0,0,0,0
Nevada,Ward 4,U.S. Congress District 4,,REP,Beth Anne Rankin,3,0,0,3,0
Nevada,West Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,4,0,0,3,1
Nevada,East Rural,U.S. Congress District 4,,REP,Beth Anne Rankin,2,0,0,1,1
Nevada,Absentee,U.S. Congress District 4,,REP,Beth Anne Rankin,1,1,0,0,0
Nevada,Alabama,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Bluff City City,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Bluff City Rural /Reader,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Bodcaw City,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Bodcaw Rural,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Boughton,U.S. Congress District 4,,REP,John Cowart,1,0,0,1,0
Nevada,Cale City & Rural,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Emmet City,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Emmet Rural,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Georgia,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Jackson/Leaake,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Laneburg/Sutton,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Library/New Hope,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Rosston City,U.S. Congress District 4,,REP,John Cowart,1,0,0,1,0
Nevada,Rosston Rural,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Union,U.S. Congress District 4,,REP,John Cowart,1,0,0,1,0
Nevada,Willisville City,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Willisville Rural,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Ward 1,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Ward 2,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,Ward 3,U.S. Congress District 4,,REP,John Cowart,1,0,0,1,0
Nevada,Ward 4,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,West Rural,U.S. Congress District 4,,REP,John Cowart,0,0,0,0,0
Nevada,East Rural,U.S. Congress District 4,,REP,John Cowart,2,0,0,2,0
Nevada,Absentee,U.S. Congress District 4,,REP,John Cowart,1,1,0,0,0
Nevada,Alabama,Unopposed Republican Candidates,,REP,FOR,1,0,0,1,0
Nevada,Bluff City City,Unopposed Republican Candidates,,REP,FOR,0,0,0,0,0
Nevada,Bluff City Rural /Reader,Unopposed Republican Candidates,,REP,FOR,0,0,0,0,0
Nevada,Bodcaw City,Unopposed Republican Candidates,,REP,FOR,5,0,0,5,0
Nevada,Bodcaw Rural,Unopposed Republican Candidates,,REP,FOR,9,0,0,9,0
Nevada,Boughton,Unopposed Republican Candidates,,REP,FOR,0,0,0,0,0
Nevada,Cale City & Rural,Unopposed Republican Candidates,,REP,FOR,1,0,0,1,0
Nevada,Emmet City,Unopposed Republican Candidates,,REP,FOR,7,0,0,6,1
Nevada,Emmet Rural,Unopposed Republican Candidates,,REP,FOR,1,0,0,1,0
Nevada,Georgia,Unopposed Republican Candidates,,REP,FOR,0,0,0,0,0
Nevada,Jackson/Leaake,Unopposed Republican Candidates,,REP,FOR,1,0,0,1,0
Nevada,Laneburg/Sutton,Unopposed Republican Candidates,,REP,FOR,1,0,0,1,0
Nevada,Library/New Hope,Unopposed Republican Candidates,,REP,FOR,0,0,0,0,0
Nevada,Rosston City,Unopposed Republican Candidates,,REP,FOR,4,0,0,4,0
Nevada,Rosston Rural,Unopposed Republican Candidates,,REP,FOR,2,0,0,2,0
Nevada,Union,Unopposed Republican Candidates,,REP,FOR,4,0,0,3,1
Nevada,Willisville City,Unopposed Republican Candidates,,REP,FOR,5,0,0,5,0
Nevada,Willisville Rural,Unopposed Republican Candidates,,REP,FOR,4,0,0,4,0
Nevada,Ward 1,Unopposed Republican Candidates,,REP,FOR,2,0,0,1,1
Nevada,Ward 2,Unopposed Republican Candidates,,REP,FOR,1,0,0,0,1
Nevada,Ward 3,Unopposed Republican Candidates,,REP,FOR,1,0,0,1,0
Nevada,Ward 4,Unopposed Republican Candidates,,REP,FOR,5,0,0,5,0
Nevada,West Rural,Unopposed Republican Candidates,,REP,FOR,8,0,0,7,1
Nevada,East Rural,Unopposed Republican Candidates,,REP,FOR,4,0,0,3,1
Nevada,Absentee,Unopposed Republican Candidates,,REP,FOR,1,1,0,0,0
Nevada,Alabama,Nonpartisan Judical Candidates,,,FOR,30,0,0,30,0
Nevada,Bluff City City,Nonpartisan Judical Candidates,,,FOR,24,0,0,22,2
Nevada,Bluff City Rural /Reader,Nonpartisan Judical Candidates,,,FOR,12,0,0,12,0
Nevada,Bodcaw City,Nonpartisan Judical Candidates,,,FOR,31,0,0,29,2
Nevada,Bodcaw Rural,Nonpartisan Judical Candidates,,,FOR,48,0,0,45,3
Nevada,Boughton,Nonpartisan Judical Candidates,,,FOR,65,0,0,43,22
Nevada,Cale City & Rural,Nonpartisan Judical Candidates,,,FOR,21,0,0,18,3
Nevada,Emmet City,Nonpartisan Judical Candidates,,,FOR,44,0,0,41,3
Nevada,Emmet Rural,Nonpartisan Judical Candidates,,,FOR,25,0,0,23,2
Nevada,Georgia,Nonpartisan Judical Candidates,,,FOR,22,0,0,20,2
Nevada,Jackson/Leaake,Nonpartisan Judical Candidates,,,FOR,24,0,0,23,1
Nevada,Laneburg/Sutton,Nonpartisan Judical Candidates,,,FOR,63,0,0,55,8
Nevada,Library/New Hope,Nonpartisan Judical Candidates,,,FOR,71,0,0,64,7
Nevada,Rosston City,Nonpartisan Judical Candidates,,,FOR,40,0,0,38,2
Nevada,Rosston Rural,Nonpartisan Judical Candidates,,,FOR,20,0,0,20,0
Nevada,Union,Nonpartisan Judical Candidates,,,FOR,50,0,0,46,4
Nevada,Willisville City,Nonpartisan Judical Candidates,,,FOR,21,0,0,19,2
Nevada,Willisville Rural,Nonpartisan Judical Candidates,,,FOR,26,0,0,25,1
Nevada,Ward 1,Nonpartisan Judical Candidates,,,FOR,176,0,0,133,43
Nevada,Ward 2,Nonpartisan Judical Candidates,,,FOR,80,0,0,62,18
Nevada,Ward 3,Nonpartisan Judical Candidates,,,FOR,40,0,0,36,4
Nevada,Ward 4,Nonpartisan Judical Candidates,,,FOR,50,0,0,36,14
Nevada,West Rural,Nonpartisan Judical Candidates,,,FOR,87,0,0,71,16
Nevada,East Rural,Nonpartisan Judical Candidates,,,FOR,103,0,0,87,16
Nevada,Absentee,Nonpartisan Judical Candidates,,,FOR,44,44,0,0,0
Nevada,Alabama,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,20,0,0,20,0
Nevada,Bluff City City,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,30,0,0,28,2
Nevada,Bluff City Rural /Reader,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,6,0,0,6,0
Nevada,Bodcaw City,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,29,0,0,29,0
Nevada,Bodcaw Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,31,0,0,29,2
Nevada,Boughton,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,57,0,0,39,18
Nevada,Cale City & Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,22,0,0,19,3
Nevada,Emmet City,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,29,0,0,28,1
Nevada,Emmet Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,26,0,0,25,1
Nevada,Georgia,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,21,0,0,19,2
Nevada,Jackson/Leaake,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,23,0,0,22,1
Nevada,Laneburg/Sutton,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,57,0,0,51,6
Nevada,Library/New Hope,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,56,0,0,51,5
Nevada,Rosston City,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,34,0,0,32,2
Nevada,Rosston Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,30,0,0,30,0
Nevada,Union,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,35,0,0,31,4
Nevada,Willisville City,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,17,0,0,15,2
Nevada,Willisville Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,27,0,0,26,1
Nevada,Ward 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,138,0,0,104,34
Nevada,Ward 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,83,0,0,64,19
Nevada,Ward 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,37,0,0,34,3
Nevada,Ward 4,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,57,0,1,40,16
Nevada,West Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,81,0,0,64,17
Nevada,East Rural,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,80,0,0,70,10
Nevada,Absentee,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,32,32,0,0,0
Nevada,Alabama,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,17,0,0,17,0
Nevada,Bluff City City,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,1,0,0,1,0
Nevada,Bluff City Rural /Reader,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,8,0,0,8,0
Nevada,Bodcaw City,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,0,11,1
Nevada,Bodcaw Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,22,0,0,20,2
Nevada,Boughton,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,23,0,0,19,4
Nevada,Cale City & Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,3,0,0,3,0
Nevada,Emmet City,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,17,0,0,15,2
Nevada,Emmet Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,7,0,0,6,1
Nevada,Georgia,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,13,0,0,13,0
Nevada,Jackson/Leaake,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,0,0,5,0
Nevada,Laneburg/Sutton,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,24,0,0,21,3
Nevada,Library/New Hope,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,31,0,0,28,3
Nevada,Rosston City,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,10,0,0,10,0
Nevada,Rosston Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,6,0,0,6,0
Nevada,Union,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,18,0,0,18,0
Nevada,Willisville City,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,0,10,2
Nevada,Willisville Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,0,12,0
Nevada,Ward 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,79,0,0,53,26
Nevada,Ward 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,22,0,0,15,7
Nevada,Ward 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,14,0,0,11,3
Nevada,Ward 4,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,0,0,7,8
Nevada,West Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,31,0,0,23,8
Nevada,East Rural,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,38,0,0,31,7
Nevada,Absentee,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,14,14,0,0,0
