county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Washington,FAY 34,U.S. President,,DEM,John Wolfe,2,0,0,0,2,0
Washington,FAY 35,U.S. President,,DEM,John Wolfe,13,9,0,0,2,2
Washington,FAY 36,U.S. President,,DEM,John Wolfe,3,1,0,0,1,1
Washington,FAY 37,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,FAY 38,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,FAY 39,U.S. President,,DEM,John Wolfe,2,0,0,0,0,2
Washington,FAY 40,U.S. President,,DEM,John Wolfe,1,0,0,0,1,0
Washington,FAY 41,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,FAY 42,U.S. President,,DEM,John Wolfe,6,2,0,1,0,3
Washington,FAY 43,U.S. President,,DEM,John Wolfe,3,0,1,1,0,1
Washington,FAY 44,U.S. President,,DEM,John Wolfe,2,0,0,0,0,2
Washington,FAY 45,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,FAY 46,U.S. President,,DEM,John Wolfe,5,5,0,0,0,0
Washington,FAY 47,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,FAY 48,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,GOSHEN CITY,U.S. President,,DEM,John Wolfe,8,6,0,0,2,0
Washington,GOSHEN TWP,U.S. President,,DEM,John Wolfe,5,5,0,0,0,0
Washington,GREENLAND CITY,U.S. President,,DEM,John Wolfe,9,9,0,0,0,0
Washington,GREENLAND TWP,U.S. President,,DEM,John Wolfe,8,8,0,0,0,0
Washington,HARMON,U.S. President,,DEM,John Wolfe,3,0,0,1,2,0
Washington,HARMON S,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,ILLINOIS,U.S. President,,DEM,John Wolfe,6,3,0,0,3,0
Washington,JOHNSON CITY,U.S. President,,DEM,John Wolfe,15,10,0,1,3,1
Washington,JOHNSON CITY S,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,JOHNSON TWP,U.S. President,,DEM,John Wolfe,1,0,0,0,1,0
Washington,JOHNSON TWP H,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,LEES CREEK,U.S. President,,DEM,John Wolfe,4,1,0,0,3,0
Washington,LINCOLN,U.S. President,,DEM,John Wolfe,31,15,0,0,15,1
Washington,LITTERAL,U.S. President,,DEM,John Wolfe,14,13,0,0,1,0
Washington,MARRS HILL,U.S. President,,DEM,John Wolfe,9,9,0,0,0,0
Washington,MORROW,U.S. President,,DEM,John Wolfe,7,7,0,0,0,0
Washington,PRAIRIE GROVE CITY,U.S. President,,DEM,John Wolfe,37,25,0,1,8,3
Washington,PRAIRIE GROVE CITY H,U.S. President,,DEM,John Wolfe,4,4,0,0,0,0
Washington,PRAIRIE GROVE CITY S,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,PRAIRIE GROVE TWP,U.S. President,,DEM,John Wolfe,7,7,0,0,0,0
Washington,PRAIRIE GROVE TWP S,U.S. President,,DEM,John Wolfe,3,2,1,0,0,0
Washington,PRAIRIE TWP 1,U.S. President,,DEM,John Wolfe,18,9,0,2,4,3
Washington,PRAIRIE TWP 2,U.S. President,,DEM,John Wolfe,8,5,0,1,1,1
Washington,PRAIRIE TWP 3,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,PRAIRIE TWP 4,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,PRAIRIE TWP 5,U.S. President,,DEM,John Wolfe,9,7,0,0,2,0
Washington,REED,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,RHEAS MILL,U.S. President,,DEM,John Wolfe,2,1,0,0,1,0
Washington,RICHLAND,U.S. President,,DEM,John Wolfe,2,2,0,0,0,0
Washington,RICHLAND S,U.S. President,,DEM,John Wolfe,6,4,0,1,1,0
Washington,SPR 01,U.S. President,,DEM,John Wolfe,6,3,0,1,2,0
Washington,SPR 02,U.S. President,,DEM,John Wolfe,10,7,0,0,3,0
Washington,SPR 03,U.S. President,,DEM,John Wolfe,6,0,0,0,5,1
Washington,SPR 04,U.S. President,,DEM,John Wolfe,5,4,0,0,1,0
Washington,SPR 05,U.S. President,,DEM,John Wolfe,11,7,0,0,2,2
Washington,SPR 06,U.S. President,,DEM,John Wolfe,18,13,0,0,3,2
Washington,SPR 07,U.S. President,,DEM,John Wolfe,8,6,0,0,2,0
Washington,SPR 08,U.S. President,,DEM,John Wolfe,3,3,0,0,0,0
Washington,SPR 09,U.S. President,,DEM,John Wolfe,5,3,0,0,2,0
Washington,SPR 10,U.S. President,,DEM,John Wolfe,6,1,0,1,4,0
Washington,SPR 11,U.S. President,,DEM,John Wolfe,13,8,0,0,5,0
Washington,SPR 12,U.S. President,,DEM,John Wolfe,10,7,0,0,2,1
Washington,SPR 13,U.S. President,,DEM,John Wolfe,2,0,0,0,2,0
Washington,SPR 14,U.S. President,,DEM,John Wolfe,14,10,0,0,4,0
Washington,SPR 15,U.S. President,,DEM,John Wolfe,9,6,0,0,3,0
Washington,SPR 16,U.S. President,,DEM,John Wolfe,5,1,0,0,4,0
Washington,SPR 17,U.S. President,,DEM,John Wolfe,17,7,0,1,9,0
Washington,SPR 18,U.S. President,,DEM,John Wolfe,9,4,0,0,4,1
Washington,SPR 19,U.S. President,,DEM,John Wolfe,6,2,0,0,4,0
Washington,SPR 20,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,SPR 21,U.S. President,,DEM,John Wolfe,1,0,0,0,1,0
Washington,SPR 22,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,SPR 23,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,SPR 24,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,SPR 25,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,SPR 26,U.S. President,,DEM,John Wolfe,1,0,0,0,1,0
Washington,SPRINGDALE TWP,U.S. President,,DEM,John Wolfe,22,12,2,1,7,0
Washington,STARR HILL,U.S. President,,DEM,John Wolfe,21,9,0,0,12,0
Washington,TONTITOWN CTY 1,U.S. President,,DEM,John Wolfe,9,7,0,0,2,0
Washington,TONTITOWN CTY 2,U.S. President,,DEM,John Wolfe,8,2,0,1,4,1
Washington,TONTITOWN CTY 3,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,TONTITOWN CTY 4,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,TONTITOWN CTY 5,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,TONTITOWN TWP,U.S. President,,DEM,John Wolfe,1,1,0,0,0,0
Washington,VALLEY,U.S. President,,DEM,John Wolfe,5,3,0,0,2,0
Washington,VALLEY H,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,VALLEY S,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,VINEYARD,U.S. President,,DEM,John Wolfe,2,2,0,0,0,0
Washington,WAR EAGLE,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,WEDINGTON,U.S. President,,DEM,John Wolfe,2,2,0,0,0,0
Washington,WEST FORK CTY 1,U.S. President,,DEM,John Wolfe,19,11,1,0,6,1
Washington,WEST FORK CTY 2,U.S. President,,DEM,John Wolfe,5,4,0,0,1,0
Washington,WEST FORK CTY 3,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,WEST FORK TWP,U.S. President,,DEM,John Wolfe,10,4,0,3,2,1
Washington,WEST FORK TWP H,U.S. President,,DEM,John Wolfe,1,1,0,0,0,0
Washington,WHEELER,U.S. President,,DEM,John Wolfe,15,11,0,1,2,1
Washington,WHEELER H,U.S. President,,DEM,John Wolfe,5,3,0,1,1,0
Washington,WHEELER S,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,WHITE RIVER,U.S. President,,DEM,John Wolfe,2,2,0,0,0,0
Washington,WHITE RIVER H,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,WHITE RIVER S,U.S. President,,DEM,John Wolfe,0,0,0,0,0,0
Washington,WINSLOW CITY,U.S. President,,DEM,John Wolfe,3,1,0,0,2,0
Washington,WINSLOW TWP,U.S. President,,DEM,John Wolfe,9,3,0,0,5,1
Washington,WYMAN,U.S. President,,DEM,John Wolfe,7,6,0,0,1,0
Washington,BOSTON,U.S. President,,DEM,Barack Obama,6,4,0,0,0,2
Washington,BRUSH CREEK,U.S. President,,DEM,Barack Obama,45,20,0,0,22,3
Washington,CANE HILL,U.S. President,,DEM,Barack Obama,35,23,0,2,8,2
Washington,CENTER,U.S. President,,DEM,Barack Obama,35,18,0,3,13,1
Washington,CENTER 2,U.S. President,,DEM,Barack Obama,1,1,0,0,0,0
Washington,CENTER H,U.S. President,,DEM,Barack Obama,1,1,0,0,0,0
Washington,COVE CREEK,U.S. President,,DEM,Barack Obama,24,16,0,0,7,1
Washington,COVE CREEK S,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,CRAWFORD,U.S. President,,DEM,Barack Obama,20,14,0,1,3,2
Washington,DURHAM,U.S. President,,DEM,Barack Obama,17,14,0,0,3,0
Washington,DUTCH MILLS,U.S. President,,DEM,Barack Obama,7,4,0,0,3,0
Washington,ELKINS,U.S. President,,DEM,Barack Obama,53,28,3,1,14,7
Washington,ELKINS H,U.S. President,,DEM,Barack Obama,7,7,0,0,0,0
Washington,ELM SPRGS CTY,U.S. President,,DEM,Barack Obama,16,11,0,1,4,0
Washington,ELM SPRINGS TWP,U.S. President,,DEM,Barack Obama,4,1,0,0,2,1
Washington,FARMINGTON,U.S. President,,DEM,Barack Obama,145,67,4,9,45,20
Washington,FARMINGTON S,U.S. President,,DEM,Barack Obama,5,3,0,0,2,0
Washington,FAY 01,U.S. President,,DEM,Barack Obama,23,11,0,1,6,5
Washington,FAY 02,U.S. President,,DEM,Barack Obama,98,43,4,14,23,14
Washington,FAY 03,U.S. President,,DEM,Barack Obama,111,65,2,7,28,9
Washington,FAY 04,U.S. President,,DEM,Barack Obama,46,15,0,6,21,4
Washington,FAY 05,U.S. President,,DEM,Barack Obama,198,92,8,23,51,24
Washington,FAY 06,U.S. President,,DEM,Barack Obama,206,70,1,17,91,27
Washington,FAY 07,U.S. President,,DEM,Barack Obama,183,78,1,18,46,40
Washington,FAY 08,U.S. President,,DEM,Barack Obama,221,88,1,26,67,39
Washington,FAY 09,U.S. President,,DEM,Barack Obama,164,109,1,8,29,17
Washington,FAY 10,U.S. President,,DEM,Barack Obama,69,45,0,4,14,6
Washington,FAY 11,U.S. President,,DEM,Barack Obama,80,50,0,8,21,1
Washington,FAY 12,U.S. President,,DEM,Barack Obama,157,68,1,12,59,17
Washington,FAY 13,U.S. President,,DEM,Barack Obama,54,21,0,5,24,4
Washington,FAY 14,U.S. President,,DEM,Barack Obama,21,14,0,1,3,3
Washington,FAY 15,U.S. President,,DEM,Barack Obama,31,14,0,1,8,8
Washington,FAY 16,U.S. President,,DEM,Barack Obama,11,3,2,1,1,4
Washington,FAY 17,U.S. President,,DEM,Barack Obama,195,73,1,17,74,30
Washington,FAY 18,U.S. President,,DEM,Barack Obama,174,76,3,11,58,26
Washington,FAY 19,U.S. President,,DEM,Barack Obama,176,83,0,13,62,18
Washington,FAY 20,U.S. President,,DEM,Barack Obama,45,20,0,4,21,0
Washington,FAY 21,U.S. President,,DEM,Barack Obama,58,22,0,8,21,7
Washington,FAY 22,U.S. President,,DEM,Barack Obama,81,27,1,8,30,15
Washington,FAY 23,U.S. President,,DEM,Barack Obama,54,17,0,9,22,6
Washington,FAY 24,U.S. President,,DEM,Barack Obama,34,19,0,2,9,4
Washington,FAY 25,U.S. President,,DEM,Barack Obama,189,74,1,22,55,37
Washington,FAY 26,U.S. President,,DEM,Barack Obama,46,22,0,5,16,3
Washington,FAY 27,U.S. President,,DEM,Barack Obama,89,26,0,9,47,7
Washington,FAY 28,U.S. President,,DEM,Barack Obama,77,19,1,12,35,10
Washington,FAY 29,U.S. President,,DEM,Barack Obama,95,35,0,15,37,8
Washington,FAY 30,U.S. President,,DEM,Barack Obama,59,13,3,7,29,7
Washington,FAY 31,U.S. President,,DEM,Barack Obama,86,31,0,4,46,5
Washington,FAY 32,U.S. President,,DEM,Barack Obama,28,12,0,6,8,2
Washington,FAY 33,U.S. President,,DEM,Barack Obama,1,0,0,0,1,0
Washington,FAY 34,U.S. President,,DEM,Barack Obama,27,9,0,4,13,1
Washington,FAY 35,U.S. President,,DEM,Barack Obama,88,33,21,5,16,13
Washington,FAY 36,U.S. President,,DEM,Barack Obama,63,31,1,10,7,14
Washington,FAY 37,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,FAY 38,U.S. President,,DEM,Barack Obama,2,2,0,0,0,0
Washington,FAY 39,U.S. President,,DEM,Barack Obama,8,1,0,2,5,0
Washington,FAY 40,U.S. President,,DEM,Barack Obama,60,13,0,8,33,6
Washington,FAY 41,U.S. President,,DEM,Barack Obama,2,0,0,2,0,0
Washington,FAY 42,U.S. President,,DEM,Barack Obama,92,42,3,9,25,13
Washington,FAY 43,U.S. President,,DEM,Barack Obama,5,0,0,1,2,2
Washington,FAY 44,U.S. President,,DEM,Barack Obama,32,10,0,7,12,3
Washington,FAY 45,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,FAY 46,U.S. President,,DEM,Barack Obama,11,5,0,1,4,1
Washington,FAY 47,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,FAY 48,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,GOSHEN CITY,U.S. President,,DEM,Barack Obama,30,14,0,4,12,0
Washington,GOSHEN TWP,U.S. President,,DEM,Barack Obama,31,18,0,5,7,1
Washington,GREENLAND CITY,U.S. President,,DEM,Barack Obama,47,31,1,4,5,6
Washington,GREENLAND TWP,U.S. President,,DEM,Barack Obama,30,18,0,3,6,3
Washington,HARMON,U.S. President,,DEM,Barack Obama,24,14,0,3,7,0
Washington,HARMON S,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,ILLINOIS,U.S. President,,DEM,Barack Obama,9,5,0,0,3,1
Washington,JOHNSON CITY,U.S. President,,DEM,Barack Obama,57,28,0,13,12,4
Washington,JOHNSON CITY S,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,JOHNSON TWP,U.S. President,,DEM,Barack Obama,7,3,0,1,2,1
Washington,JOHNSON TWP H,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,LEES CREEK,U.S. President,,DEM,Barack Obama,21,13,0,0,8,0
Washington,LINCOLN,U.S. President,,DEM,Barack Obama,53,24,1,2,24,2
Washington,LITTERAL,U.S. President,,DEM,Barack Obama,57,39,0,1,13,4
Washington,MARRS HILL,U.S. President,,DEM,Barack Obama,26,17,0,0,8,1
Washington,MORROW,U.S. President,,DEM,Barack Obama,4,4,0,0,0,0
Washington,PRAIRIE GROVE CITY,U.S. President,,DEM,Barack Obama,124,96,0,6,19,3
Washington,PRAIRIE GROVE CITY H,U.S. President,,DEM,Barack Obama,13,6,0,2,5,0
Washington,PRAIRIE GROVE CITY S,U.S. President,,DEM,Barack Obama,2,2,0,0,0,0
Washington,PRAIRIE GROVE TWP,U.S. President,,DEM,Barack Obama,11,10,0,0,1,0
Washington,PRAIRIE GROVE TWP S,U.S. President,,DEM,Barack Obama,10,7,0,0,2,1
Washington,PRAIRIE TWP 1,U.S. President,,DEM,Barack Obama,86,28,0,10,41,7
Washington,PRAIRIE TWP 2,U.S. President,,DEM,Barack Obama,33,16,0,6,4,7
Washington,PRAIRIE TWP 3,U.S. President,,DEM,Barack Obama,2,1,0,0,0,1
Washington,PRAIRIE TWP 4,U.S. President,,DEM,Barack Obama,8,3,0,0,5,0
Washington,PRAIRIE TWP 5,U.S. President,,DEM,Barack Obama,35,20,0,5,8,2
Washington,REED,U.S. President,,DEM,Barack Obama,4,3,0,0,0,1
Washington,RHEAS MILL,U.S. President,,DEM,Barack Obama,12,9,0,0,3,0
Washington,RICHLAND,U.S. President,,DEM,Barack Obama,3,0,0,3,0,0
Washington,RICHLAND S,U.S. President,,DEM,Barack Obama,26,14,1,2,9,0
Washington,SPR 01,U.S. President,,DEM,Barack Obama,16,8,0,0,8,0
Washington,SPR 02,U.S. President,,DEM,Barack Obama,24,13,0,2,8,1
Washington,SPR 03,U.S. President,,DEM,Barack Obama,51,20,0,3,25,3
Washington,SPR 04,U.S. President,,DEM,Barack Obama,60,31,3,0,26,0
Washington,SPR 05,U.S. President,,DEM,Barack Obama,49,21,0,0,28,0
Washington,SPR 06,U.S. President,,DEM,Barack Obama,36,28,0,0,8,0
Washington,SPR 07,U.S. President,,DEM,Barack Obama,15,10,0,0,5,0
Washington,SPR 08,U.S. President,,DEM,Barack Obama,15,4,0,1,10,0
Washington,SPR 09,U.S. President,,DEM,Barack Obama,21,13,0,1,7,0
Washington,SPR 10,U.S. President,,DEM,Barack Obama,27,12,0,1,9,5
Washington,SPR 11,U.S. President,,DEM,Barack Obama,44,15,0,8,20,1
Washington,SPR 12,U.S. President,,DEM,Barack Obama,49,22,0,0,21,6
Washington,SPR 13,U.S. President,,DEM,Barack Obama,5,0,1,1,3,0
Washington,SPR 14,U.S. President,,DEM,Barack Obama,44,33,0,0,10,1
Washington,SPR 15,U.S. President,,DEM,Barack Obama,40,13,1,1,25,0
Washington,SPR 16,U.S. President,,DEM,Barack Obama,29,13,1,2,13,0
Washington,SPR 17,U.S. President,,DEM,Barack Obama,85,34,3,11,34,3
Washington,SPR 18,U.S. President,,DEM,Barack Obama,43,25,3,0,13,2
Washington,SPR 19,U.S. President,,DEM,Barack Obama,16,8,0,0,8,0
Washington,SPR 20,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,SPR 21,U.S. President,,DEM,Barack Obama,7,4,0,0,2,1
Washington,SPR 22,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,SPR 23,U.S. President,,DEM,Barack Obama,8,2,0,0,6,0
Washington,SPR 24,U.S. President,,DEM,Barack Obama,3,1,0,0,2,0
Washington,SPR 25,U.S. President,,DEM,Barack Obama,1,1,0,0,0,0
Washington,SPR 26,U.S. President,,DEM,Barack Obama,4,0,0,1,3,0
Washington,SPRINGDALE TWP,U.S. President,,DEM,Barack Obama,40,25,0,1,14,0
Washington,STARR HILL,U.S. President,,DEM,Barack Obama,24,8,0,0,16,0
Washington,TONTITOWN CTY 1,U.S. President,,DEM,Barack Obama,22,9,0,1,12,0
Washington,TONTITOWN CTY 2,U.S. President,,DEM,Barack Obama,20,10,1,1,8,0
Washington,TONTITOWN CTY 3,U.S. President,,DEM,Barack Obama,1,1,0,0,0,0
Washington,TONTITOWN CTY 4,U.S. President,,DEM,Barack Obama,2,2,0,0,0,0
Washington,TONTITOWN CTY 5,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,TONTITOWN TWP,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,VALLEY,U.S. President,,DEM,Barack Obama,25,14,0,0,9,2
Washington,VALLEY H,U.S. President,,DEM,Barack Obama,12,8,0,0,2,2
Washington,VALLEY S,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,VINEYARD,U.S. President,,DEM,Barack Obama,11,8,0,0,3,0
Washington,WAR EAGLE,U.S. President,,DEM,Barack Obama,7,2,0,0,5,0
Washington,WEDINGTON,U.S. President,,DEM,Barack Obama,5,2,0,0,3,0
Washington,WEST FORK CTY 1,U.S. President,,DEM,Barack Obama,70,44,0,3,18,5
Washington,WEST FORK CTY 2,U.S. President,,DEM,Barack Obama,9,4,0,1,4,0
Washington,WEST FORK CTY 3,U.S. President,,DEM,Barack Obama,4,2,0,0,2,0
Washington,WEST FORK TWP,U.S. President,,DEM,Barack Obama,14,6,1,2,5,0
Washington,WEST FORK TWP H,U.S. President,,DEM,Barack Obama,17,5,1,2,9,0
Washington,WHEELER,U.S. President,,DEM,Barack Obama,23,9,0,1,12,1
Washington,WHEELER H,U.S. President,,DEM,Barack Obama,11,6,0,0,4,1
Washington,WHEELER S,U.S. President,,DEM,Barack Obama,0,0,0,0,0,0
Washington,WHITE RIVER,U.S. President,,DEM,Barack Obama,20,11,0,3,2,4
Washington,WHITE RIVER H,U.S. President,,DEM,Barack Obama,4,3,0,0,1,0
Washington,WHITE RIVER S,U.S. President,,DEM,Barack Obama,2,2,0,0,0,0
Washington,WINSLOW CITY,U.S. President,,DEM,Barack Obama,19,7,0,1,11,0
Washington,WINSLOW TWP,U.S. President,,DEM,Barack Obama,24,10,0,0,13,1
Washington,WYMAN,U.S. President,,DEM,Barack Obama,18,7,1,1,6,3
Washington,CENTER,State Representative District 85,,DEM,Maylon T. Rice,25,14,0,1,8,2
Washington,CENTER 2,State Representative District 85,,DEM,Maylon T. Rice,0,0,0,0,0,0
Washington,FARMINGTON,State Representative District 85,,DEM,Maylon T. Rice,78,39,1,3,25,10
Washington,FARMINGTON S,State Representative District 85,,DEM,Maylon T. Rice,3,3,0,0,0,0
Washington,FAY 01,State Representative District 85,,DEM,Maylon T. Rice,12,6,0,0,2,4
Washington,FAY 07,State Representative District 85,,DEM,Maylon T. Rice,51,24,1,7,10,9
Washington,FAY 08,State Representative District 85,,DEM,Maylon T. Rice,46,10,1,8,15,12
Washington,FAY 09,State Representative District 85,,DEM,Maylon T. Rice,36,25,1,1,7,2
Washington,FAY 10,State Representative District 85,,DEM,Maylon T. Rice,27,15,0,1,3,8
Washington,FAY 17,State Representative District 85,,DEM,Maylon T. Rice,40,12,0,3,19,6
Washington,FAY 18,State Representative District 85,,DEM,Maylon T. Rice,34,11,0,3,10,10
Washington,FAY 20,State Representative District 85,,DEM,Maylon T. Rice,9,5,0,0,4,0
Washington,FAY 24,State Representative District 85,,DEM,Maylon T. Rice,7,4,0,1,1,1
Washington,FAY 26,State Representative District 85,,DEM,Maylon T. Rice,16,8,0,3,3,2
Washington,FAY 29,State Representative District 85,,DEM,Maylon T. Rice,25,11,0,4,8,2
Washington,FAY 32,State Representative District 85,,DEM,Maylon T. Rice,9,5,0,0,2,2
Washington,FAY 42,State Representative District 85,,DEM,Maylon T. Rice,15,5,0,1,5,4
Washington,FAY 46,State Representative District 85,,DEM,Maylon T. Rice,4,4,0,0,0,0
Washington,FAY 48,State Representative District 85,,DEM,Maylon T. Rice,0,0,0,0,0,0
Washington,PRAIRIE GROVE CITY H,State Representative District 85,,DEM,Maylon T. Rice,4,3,0,0,1,0
Washington,PRAIRIE TWP 3,State Representative District 85,,DEM,Maylon T. Rice,0,0,0,0,0,0
Washington,CENTER,State Representative District 85,,DEM,David Whitaker,24,15,0,3,6,0
Washington,CENTER 2,State Representative District 85,,DEM,David Whitaker,1,1,0,0,0,0
Washington,FARMINGTON,State Representative District 85,,DEM,David Whitaker,109,52,4,7,35,11
Washington,FARMINGTON S,State Representative District 85,,DEM,David Whitaker,5,3,0,0,2,0
Washington,FAY 01,State Representative District 85,,DEM,David Whitaker,15,9,0,0,5,1
Washington,FAY 07,State Representative District 85,,DEM,David Whitaker,141,61,2,13,34,31
Washington,FAY 08,State Representative District 85,,DEM,David Whitaker,172,71,0,17,55,29
Washington,FAY 09,State Representative District 85,,DEM,David Whitaker,139,94,1,6,23,15
Washington,FAY 10,State Representative District 85,,DEM,David Whitaker,54,34,0,4,14,2
Washington,FAY 17,State Representative District 85,,DEM,David Whitaker,146,60,0,8,52,26
