county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Randolph,LITTLE BLACK,U.S. Congress District 1,,DEM,Gary Latanich,6,0,3,0,3
Randolph,OKEAN,U.S. Congress District 1,,DEM,Gary Latanich,0,0,0,0,0
Randolph,REYNO,U.S. Congress District 1,,DEM,Gary Latanich,10,0,9,0,1
Randolph,RICHARDSON,U.S. Congress District 1,,DEM,Gary Latanich,19,0,15,0,4
Randolph,EAST ROANOKE,U.S. Congress District 1,,DEM,Gary Latanich,6,0,4,0,2
Randolph,WEST ROANOKE,U.S. Congress District 1,,DEM,Gary Latanich,13,0,7,0,6
Randolph,RUNNING LAKE,U.S. Congress District 1,,DEM,Gary Latanich,7,0,3,0,4
Randolph,SHILOH,U.S. Congress District 1,,DEM,Gary Latanich,19,0,7,0,12
Randolph,SILOAM,U.S. Congress District 1,,DEM,Gary Latanich,5,1,4,0,0
Randolph,SPRING RIVER,U.S. Congress District 1,,DEM,Gary Latanich,3,0,2,0,1
Randolph,UNION,U.S. Congress District 1,,DEM,Gary Latanich,2,0,2,0,0
Randolph,WARM SPRINGS,U.S. Congress District 1,,DEM,Gary Latanich,2,0,1,0,1
Randolph,WATER VALLEY,U.S. Congress District 1,,DEM,Gary Latanich,5,0,5,0,0
Randolph,WILEY,U.S. Congress District 1,,DEM,Gary Latanich,1,0,0,0,1
Randolph,WARD 1,U.S. Congress District 1,,DEM,Gary Latanich,24,2,6,0,16
Randolph,WARD 2,U.S. Congress District 1,,DEM,Gary Latanich,17,2,3,0,12
Randolph,WARD 3,U.S. Congress District 1,,DEM,Gary Latanich,39,0,8,0,31
Randolph,DEMUN RURAL,U.S. Congress District 1,,DEM,Gary Latanich,30,0,10,0,20
Randolph,BAKER,COUNTY CLERK,,DEM,Bobbie Lane,7,0,5,0,2
Randolph,BRISTOW,COUNTY CLERK,,DEM,Bobbie Lane,7,0,3,0,4
Randolph,BUTLER,COUNTY CLERK,,DEM,Bobbie Lane,1,0,0,0,1
Randolph,COLUMBIA,COUNTY CLERK,,DEM,Bobbie Lane,55,2,40,0,13
Randolph,CURRENT RIVER,COUNTY CLERK,,DEM,Bobbie Lane,26,0,24,0,2
Randolph,DALTON,COUNTY CLERK,,DEM,Bobbie Lane,39,4,22,0,13
Randolph,ELEVEN POINT,COUNTY CLERK,,DEM,Bobbie Lane,33,1,21,0,11
Randolph,FOSTER,COUNTY CLERK,,DEM,Bobbie Lane,54,2,29,0,23
Randolph,INGRAM,COUNTY CLERK,,DEM,Bobbie Lane,14,0,10,0,4
Randolph,JACKSON,COUNTY CLERK,,DEM,Bobbie Lane,13,0,10,0,3
Randolph,JANES CREEK,COUNTY CLERK,,DEM,Bobbie Lane,31,0,26,0,5
Randolph,LITTLE BLACK,COUNTY CLERK,,DEM,Bobbie Lane,20,1,6,0,13
Randolph,OKEAN,COUNTY CLERK,,DEM,Bobbie Lane,14,0,14,0,0
Randolph,REYNO,COUNTY CLERK,,DEM,Bobbie Lane,23,2,20,0,1
Randolph,RICHARDSON,COUNTY CLERK,,DEM,Bobbie Lane,47,3,23,0,21
Randolph,EAST ROANOKE,COUNTY CLERK,,DEM,Bobbie Lane,26,0,13,0,13
Randolph,WEST ROANOKE,COUNTY CLERK,,DEM,Bobbie Lane,57,0,32,0,25
Randolph,RUNNING LAKE,COUNTY CLERK,,DEM,Bobbie Lane,21,1,15,0,5
Randolph,SHILOH,COUNTY CLERK,,DEM,Bobbie Lane,92,4,28,0,60
Randolph,SILOAM,COUNTY CLERK,,DEM,Bobbie Lane,7,0,7,0,0
Randolph,SPRING RIVER,COUNTY CLERK,,DEM,Bobbie Lane,15,1,11,0,3
Randolph,UNION,COUNTY CLERK,,DEM,Bobbie Lane,1,0,1,0,0
Randolph,WARM SPRINGS,COUNTY CLERK,,DEM,Bobbie Lane,10,0,6,0,4
Randolph,WATER VALLEY,COUNTY CLERK,,DEM,Bobbie Lane,20,0,11,0,9
Randolph,WILEY,COUNTY CLERK,,DEM,Bobbie Lane,7,0,1,0,6
Randolph,WARD 1,COUNTY CLERK,,DEM,Bobbie Lane,150,9,51,0,90
Randolph,WARD 2,COUNTY CLERK,,DEM,Bobbie Lane,111,6,32,0,73
Randolph,WARD 3,COUNTY CLERK,,DEM,Bobbie Lane,212,10,47,0,155
Randolph,DEMUN RURAL,COUNTY CLERK,,DEM,Bobbie Lane,143,5,49,0,89
Randolph,BAKER,COUNTY CLERK,,DEM,Cord Rapert,0,0,0,0,0
Randolph,BRISTOW,COUNTY CLERK,,DEM,Cord Rapert,5,0,2,0,3
Randolph,BUTLER,COUNTY CLERK,,DEM,Cord Rapert,0,0,0,0,0
Randolph,COLUMBIA,COUNTY CLERK,,DEM,Cord Rapert,36,0,25,0,11
Randolph,CURRENT RIVER,COUNTY CLERK,,DEM,Cord Rapert,19,1,17,0,1
Randolph,DALTON,COUNTY CLERK,,DEM,Cord Rapert,16,0,15,0,1
Randolph,ELEVEN POINT,COUNTY CLERK,,DEM,Cord Rapert,11,0,8,0,3
Randolph,FOSTER,COUNTY CLERK,,DEM,Cord Rapert,29,4,13,0,12
Randolph,INGRAM,COUNTY CLERK,,DEM,Cord Rapert,6,0,3,0,3
Randolph,JACKSON,COUNTY CLERK,,DEM,Cord Rapert,12,0,10,0,2
Randolph,JANES CREEK,COUNTY CLERK,,DEM,Cord Rapert,6,0,6,0,0
Randolph,LITTLE BLACK,COUNTY CLERK,,DEM,Cord Rapert,22,0,17,0,5
Randolph,OKEAN,COUNTY CLERK,,DEM,Cord Rapert,8,0,8,0,0
Randolph,REYNO,COUNTY CLERK,,DEM,Cord Rapert,22,0,20,0,2
Randolph,RICHARDSON,COUNTY CLERK,,DEM,Cord Rapert,73,1,59,0,13
Randolph,EAST ROANOKE,COUNTY CLERK,,DEM,Cord Rapert,16,2,11,0,3
Randolph,WEST ROANOKE,COUNTY CLERK,,DEM,Cord Rapert,26,1,22,0,3
Randolph,RUNNING LAKE,COUNTY CLERK,,DEM,Cord Rapert,9,0,7,0,2
Randolph,SHILOH,COUNTY CLERK,,DEM,Cord Rapert,47,1,18,0,28
Randolph,SILOAM,COUNTY CLERK,,DEM,Cord Rapert,24,3,14,0,7
Randolph,SPRING RIVER,COUNTY CLERK,,DEM,Cord Rapert,10,0,7,0,3
Randolph,UNION,COUNTY CLERK,,DEM,Cord Rapert,2,0,2,0,0
Randolph,WARM SPRINGS,COUNTY CLERK,,DEM,Cord Rapert,16,2,13,0,1
Randolph,WATER VALLEY,COUNTY CLERK,,DEM,Cord Rapert,12,0,12,0,0
Randolph,WILEY,COUNTY CLERK,,DEM,Cord Rapert,0,0,0,0,0
Randolph,WARD 1,COUNTY CLERK,,DEM,Cord Rapert,45,6,12,0,27
Randolph,WARD 2,COUNTY CLERK,,DEM,Cord Rapert,43,2,14,0,27
Randolph,WARD 3,COUNTY CLERK,,DEM,Cord Rapert,100,4,37,0,59
Randolph,DEMUN RURAL,COUNTY CLERK,,DEM,Cord Rapert,67,6,26,0,35
Randolph,WARD 1,JP 1,,DEM,Sherley Johnson,111,11,37,0,63
Randolph,WARD 1,JP 1,,DEM,Rick Broadway,68,2,19,0,47
Randolph,SHILOH,JP 3,,DEM,James Ashcraft,15,0,4,0,11
Randolph,WARD 1,JP 3,,DEM,James Ashcraft,3,1,0,0,2
Randolph,WARD 2,JP 3,,DEM,James Ashcraft,2,0,1,0,1
Randolph,WARD 3,JP 3,,DEM,James Ashcraft,18,1,6,0,11
Randolph,DEMUN RURAL,JP 3,,DEM,James Ashcraft,70,7,27,0,36
Randolph,SHILOH,JP 3,,DEM,Susan Johnson,18,0,6,0,12
Randolph,WARD 1,JP 3,,DEM,Susan Johnson,8,0,4,0,4
Randolph,WARD 2,JP 3,,DEM,Susan Johnson,0,0,0,0,0
Randolph,WARD 3,JP 3,,DEM,Susan Johnson,5,0,0,0,5
Randolph,DEMUN RURAL,JP 3,,DEM,Susan Johnson,36,3,9,0,24
Randolph,SHILOH,JP 3,,DEM,Bill Harper,36,0,10,0,26
Randolph,WARD 1,JP 3,,DEM,Bill Harper,7,1,3,0,3
Randolph,WARD 2,JP 3,,DEM,Bill Harper,2,0,0,0,2
Randolph,WARD 3,JP 3,,DEM,Bill Harper,17,0,7,0,10
Randolph,DEMUN RURAL,JP 3,,DEM,Bill Harper,52,1,20,0,31
Randolph,COLUMBIA,JP 5,,DEM,Wayne Gearhart,28,0,16,0,12
Randolph,ELEVEN POINT,JP 5,,DEM,Wayne Gearhart,27,0,18,0,9
Randolph,FOSTER,JP 5,,DEM,Wayne Gearhart,39,1,20,0,18
Randolph,INGRAM,JP 5,,DEM,Wayne Gearhart,6,0,5,0,1
Randolph,RUNNING LAKE,JP 5,,DEM,Wayne Gearhart,0,0,0,0,0
Randolph,SHILOH,JP 5,,DEM,Wayne Gearhart,34,3,14,0,17
Randolph,COLUMBIA,JP 5,,DEM,Don McGuirt,39,2,30,0,7
Randolph,ELEVEN POINT,JP 5,,DEM,Don McGuirt,16,1,11,0,4
Randolph,FOSTER,JP 5,,DEM,Don McGuirt,42,5,22,0,15
Randolph,INGRAM,JP 5,,DEM,Don McGuirt,14,0,8,0,6
Randolph,RUNNING LAKE,JP 5,,DEM,Don McGuirt,1,0,0,0,1
Randolph,SHILOH,JP 5,,DEM,Don McGuirt,19,0,5,0,14
Randolph,BRISTOW,JP 7,,DEM,Dale Morris,7,0,2,0,5
Randolph,COLUMBIA,JP 7,,DEM,Dale Morris,14,0,10,0,4
Randolph,CURRENT RIVER,JP 7,,DEM,Dale Morris,10,1,8,0,1
Randolph,OKEAN,JP 7,,DEM,Dale Morris,20,0,20,0,0
Randolph,REYNO,JP 7,,DEM,Dale Morris,29,2,24,0,3
Randolph,RICHARDSON,JP 7,,DEM,Dale Morris,2,0,2,0,0
Randolph,RUNNING LAKE,JP 7,,DEM,Dale Morris,13,0,10,0,3
Randolph,WILEY,JP 7,,DEM,Dale Morris,7,0,1,0,6
Randolph,BRISTOW,JP 7,,DEM,Jesse Worsham,2,0,1,0,1
Randolph,COLUMBIA,JP 7,,DEM,Jesse Worsham,7,0,6,0,1
Randolph,CURRENT RIVER,JP 7,,DEM,Jesse Worsham,35,0,33,0,2
Randolph,OKEAN,JP 7,,DEM,Jesse Worsham,2,0,2,0,0
Randolph,REYNO,JP 7,,DEM,Jesse Worsham,13,0,13,0,0
Randolph,RICHARDSON,JP 7,,DEM,Jesse Worsham,5,0,5,0,0
Randolph,RUNNING LAKE,JP 7,,DEM,Jesse Worsham,15,1,11,0,3
Randolph,WILEY,JP 7,,DEM,Jesse Worsham,0,0,0,0,0
Randolph,WARD 2,CONSTABLE WARD 2,,DEM,Christopher B. Winebaugh,84,4,21,0,59
Randolph,WARD 2,CONSTABLE WARD 2,,DEM,Justin Masiongale,21,0,9,0,12
Randolph,WARD 2,CONSTABLE WARD 2,,DEM,William David Cagle Sr.,45,4,16,0,25
Randolph,BAKER,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,7,0,5,0,2
Randolph,BRISTOW,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,12,0,5,0,7
Randolph,BUTLER,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,1,0,0,0,1
Randolph,COLUMBIA,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,74,2,52,0,20
Randolph,CURRENT RIVER,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,39,1,35,0,3
Randolph,DALTON,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,42,4,25,0,13
Randolph,ELEVEN POINT,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,35,1,25,0,9
Randolph,FOSTER,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,67,6,34,0,27
Randolph,INGRAM,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,16,0,12,0,4
Randolph,JACKSON,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,18,0,15,0,3
Randolph,JANES CREEK,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,32,0,28,0,4
Randolph,LITTLE BLACK,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,32,1,18,0,13
Randolph,OKEAN,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,21,0,21,0,0
Randolph,REYNO,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,35,2,30,0,3
Randolph,RICHARDSON,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,99,4,65,0,30
Randolph,EAST ROANOKE,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,34,2,18,0,14
Randolph,WEST ROANOKE,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,68,1,44,0,23
Randolph,RUNNING LAKE,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,24,1,18,0,5
Randolph,SHILOH,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,105,2,33,0,70
Randolph,SILOAM,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,24,3,16,0,5
Randolph,SPRING RIVER,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,22,1,16,0,5
Randolph,UNION,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,2,0,2,0,0
Randolph,WARM SPRINGS,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,21,2,16,0,3
Randolph,WATER VALLEY,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,26,0,21,0,5
Randolph,WILEY,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,7,0,1,0,6
Randolph,WARD 1,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,162,13,57,0,92
Randolph,WARD 2,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,131,6,41,0,84
Randolph,WARD 3,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,272,12,74,0,186
Randolph,DEMUN RURAL,UNOPPOSED DEMOCRATIC CANDIDATES,,DEM,FOR,187,11,67,0,109
Randolph,BAKER,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Randolph,BRISTOW,U.S. President,,REP,Mitt Romney,1,0,0,0,1
Randolph,BUTLER,U.S. President,,REP,Mitt Romney,2,0,2,0,0
Randolph,COLUMBIA,U.S. President,,REP,Mitt Romney,3,0,3,0,0
Randolph,CURRENT RIVER,U.S. President,,REP,Mitt Romney,2,0,2,0,0
Randolph,DALTON,U.S. President,,REP,Mitt Romney,5,0,5,0,0
Randolph,ELEVEN POINT,U.S. President,,REP,Mitt Romney,2,0,2,0,0
Randolph,FOSTER,U.S. President,,REP,Mitt Romney,9,0,5,0,4
Randolph,INGRAM,U.S. President,,REP,Mitt Romney,2,0,2,0,0
Randolph,JACKSON,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Randolph,JANES CREEK,U.S. President,,REP,Mitt Romney,6,0,2,0,4
Randolph,LITTLE BLACK,U.S. President,,REP,Mitt Romney,6,2,3,0,1
Randolph,OKEAN,U.S. President,,REP,Mitt Romney,6,0,6,0,0
Randolph,REYNO,U.S. President,,REP,Mitt Romney,7,0,7,0,0
Randolph,RICHARDSON,U.S. President,,REP,Mitt Romney,9,0,6,0,3
Randolph,EAST ROANOKE,U.S. President,,REP,Mitt Romney,4,0,3,0,1
Randolph,WEST ROANOKE,U.S. President,,REP,Mitt Romney,8,0,8,0,0
Randolph,RUNNING LAKE,U.S. President,,REP,Mitt Romney,0,0,0,0,0
Randolph,SHILOH,U.S. President,,REP,Mitt Romney,13,4,4,0,5
Randolph,SILOAM,U.S. President,,REP,Mitt Romney,4,0,0,0,4
Randolph,SPRING RIVER,U.S. President,,REP,Mitt Romney,10,0,8,0,2
Randolph,UNION,U.S. President,,REP,Mitt Romney,2,0,0,0,2
Randolph,WARM SPRINGS,U.S. President,,REP,Mitt Romney,2,1,1,0,0
Randolph,WATER VALLEY,U.S. President,,REP,Mitt Romney,4,2,2,0,0
