county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Garland,ROCK SPRINGS BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",19,19,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",32,4,0,0,28,0
Garland,UNITARIAN VILLAGE CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",187,14,0,0,173,0
Garland,CHRIST LUTHERAN CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",43,11,0,0,32,0
Garland,VILLAGE BIBLE CHURCH,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",130,46,0,0,84,0
Garland,FOUNTAIN LAKE SCHOOL,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",99,60,0,0,39,0
Garland,LONSDALE CITY HALL,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",12,2,0,0,10,0
Garland,ABSENTEE,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",48,0,48,0,0,0
Garland,EARLY VOTE,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",1481,0,0,1373,0,108
Garland,PROVISIONAL,SHERIFF,,REP,"THOMAS ""W.B."" HICKOX",4,4,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,SHERIFF,,REP,RONALD DUNN,30,3,0,0,27,0
Garland,WEBB CENTER,SHERIFF,,REP,RONALD DUNN,11,2,0,0,9,0
Garland,BATES COMMUNITY CHURCH,SHERIFF,,REP,RONALD DUNN,68,42,0,0,26,0
Garland,PRINCE OF PEACE CHURCH,SHERIFF,,REP,RONALD DUNN,43,15,0,0,28,0
Garland,FAIRDALE BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,84,40,0,0,44,0
Garland,OAKLAWN FIRST CHURCH OF GOD,SHERIFF,,REP,RONALD DUNN,108,43,0,0,65,0
Garland,FIRST CHURCH OF NAZARENE,SHERIFF,,REP,RONALD DUNN,92,49,0,0,43,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,SHERIFF,,REP,RONALD DUNN,132,52,0,0,80,0
Garland,THE GROVE CHURCH,SHERIFF,,REP,RONALD DUNN,127,65,0,0,62,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,63,10,0,0,53,0
Garland,RED OAK BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,70,39,0,0,31,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,SHERIFF,,REP,RONALD DUNN,62,30,0,0,32,0
Garland,CENTER FORK BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,67,47,0,0,20,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,SHERIFF,,REP,RONALD DUNN,221,114,0,0,107,0
Garland,PINEY GROVE METHODIST CHURCH,SHERIFF,,REP,RONALD DUNN,119,45,0,0,74,0
Garland,ANTIOCH BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,79,43,0,0,36,0
Garland,FIRST BAPTIST CHURCH ROYAL,SHERIFF,,REP,RONALD DUNN,117,101,0,0,16,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,SHERIFF,,REP,RONALD DUNN,143,45,0,0,98,0
Garland,MOUNTAIN PINE SCHOOL,SHERIFF,,REP,RONALD DUNN,20,12,0,0,8,0
Garland,ROCK SPRINGS BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,14,14,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,SHERIFF,,REP,RONALD DUNN,30,6,0,0,24,0
Garland,UNITARIAN VILLAGE CHURCH,SHERIFF,,REP,RONALD DUNN,123,7,0,0,116,0
Garland,CHRIST LUTHERAN CHURCH,SHERIFF,,REP,RONALD DUNN,33,5,0,0,28,0
Garland,VILLAGE BIBLE CHURCH,SHERIFF,,REP,RONALD DUNN,96,30,0,0,66,0
Garland,FOUNTAIN LAKE SCHOOL,SHERIFF,,REP,RONALD DUNN,107,58,0,0,49,0
Garland,LONSDALE CITY HALL,SHERIFF,,REP,RONALD DUNN,25,1,0,0,24,0
Garland,ABSENTEE,SHERIFF,,REP,RONALD DUNN,24,0,24,0,0,0
Garland,EARLY VOTE,SHERIFF,,REP,RONALD DUNN,1384,0,0,1277,0,107
Garland,PROVISIONAL,SHERIFF,,REP,RONALD DUNN,8,8,0,0,0,0
Garland,RED OAK BAPTIST CHURCH,JUSTICE OF THE PEACE DISTRICT 7,,REP,CHUCK SCHWARTZMANN,42,29,0,0,13,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,JUSTICE OF THE PEACE DISTRICT 7,,REP,CHUCK SCHWARTZMANN,36,16,0,0,20,0
Garland,CENTER FORK BAPTIST CHURCH,JUSTICE OF THE PEACE DISTRICT 7,,REP,CHUCK SCHWARTZMANN,34,19,0,0,15,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 7,,REP,CHUCK SCHWARTZMANN,1,0,1,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 7,,REP,CHUCK SCHWARTZMANN,91,0,0,85,0,6
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 7,,REP,CHUCK SCHWARTZMANN,0,0,0,0,0,0
Garland,RED OAK BAPTIST CHURCH,JUSTICE OF THE PEACE DISTRICT 7,,REP,JUSTICE JOHN PAUL FAULKNER,106,56,0,0,50,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,JUSTICE OF THE PEACE DISTRICT 7,,REP,JUSTICE JOHN PAUL FAULKNER,78,41,0,0,37,0
Garland,CENTER FORK BAPTIST CHURCH,JUSTICE OF THE PEACE DISTRICT 7,,REP,JUSTICE JOHN PAUL FAULKNER,101,70,0,0,31,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 7,,REP,JUSTICE JOHN PAUL FAULKNER,3,0,3,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 7,,REP,JUSTICE JOHN PAUL FAULKNER,122,0,0,111,0,11
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 7,,REP,JUSTICE JOHN PAUL FAULKNER,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,JUSTICE OF THE PEACE DISTRICT 10,,REP,DREW HUDGENS,66,61,0,0,5,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,JUSTICE OF THE PEACE DISTRICT 10,,REP,DREW HUDGENS,37,6,0,0,31,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 10,,REP,DREW HUDGENS,3,0,3,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 10,,REP,DREW HUDGENS,54,0,0,53,0,1
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 10,,REP,DREW HUDGENS,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,JUSTICE OF THE PEACE DISTRICT 10,,REP,BRIAN L. WILSON,64,51,0,0,13,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,JUSTICE OF THE PEACE DISTRICT 10,,REP,BRIAN L. WILSON,27,9,0,0,18,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 10,,REP,BRIAN L. WILSON,0,0,0,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 10,,REP,BRIAN L. WILSON,71,0,0,62,0,9
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 10,,REP,BRIAN L. WILSON,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,JUSTICE OF THE PEACE DISTRICT 10,,REP,TONY PHILLIPS,62,51,0,0,11,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,JUSTICE OF THE PEACE DISTRICT 10,,REP,TONY PHILLIPS,43,15,0,0,28,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 10,,REP,TONY PHILLIPS,0,0,0,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 10,,REP,TONY PHILLIPS,47,0,0,41,0,6
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 10,,REP,TONY PHILLIPS,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,0,0,0,0,0,0
Garland,BATES COMMUNITY CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,35,19,0,0,16,0
Garland,FAIRDALE BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,24,24,0,0,0,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,95,19,0,0,76,0
Garland,MOUNTAIN PINE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,0,0,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,0,0,0,0,0,0
Garland,VILLAGE BIBLE CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,63,16,0,0,47,0
Garland,FOUNTAIN LAKE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,105,70,0,0,35,0
Garland,LONSDALE CITY HALL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,12,1,0,0,11,0
Garland,ABSENTEE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,4,0,4,0,0,0
Garland,EARLY VOTE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,285,0,0,263,0,22
Garland,PROVISIONAL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,JOHN L. MCCALEB,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,0,0,0,0,0,0
Garland,BATES COMMUNITY CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,21,16,0,0,5,0
Garland,FAIRDALE BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,22,20,0,0,2,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,95,34,0,0,61,0
Garland,MOUNTAIN PINE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,0,0,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,0,0,0,0,0,0
Garland,VILLAGE BIBLE CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,70,24,0,0,46,0
Garland,FOUNTAIN LAKE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,87,44,0,0,43,0
Garland,LONSDALE CITY HALL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,18,1,0,0,17,0
Garland,ABSENTEE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,6,0,6,0,0,0
Garland,EARLY VOTE,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,255,0,0,236,0,19
Garland,PROVISIONAL,CONSTABLE WHITTINGTON TOWNSHIP,,REP,WILLIAM HOUSE,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,49,9,0,0,40,0
Garland,WEBB CENTER,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,17,5,0,0,12,0
Garland,BATES COMMUNITY CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,119,68,0,0,51,0
Garland,PRINCE OF PEACE CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,75,30,0,0,45,0
Garland,FAIRDALE BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,162,82,0,0,80,0
Garland,OAKLAWN FIRST CHURCH OF GOD,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,196,61,0,0,135,0
Garland,FIRST CHURCH OF NAZARENE,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,180,99,0,0,81,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,235,98,0,0,137,0
Garland,THE GROVE CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,232,122,0,0,110,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,92,10,0,0,82,0
Garland,RED OAK BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,134,78,0,0,56,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,107,50,0,0,57,0
Garland,CENTER FORK BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,111,68,0,0,43,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,373,186,0,0,187,0
Garland,PINEY GROVE METHODIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,211,71,0,0,140,0
Garland,ANTIOCH BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,125,64,0,0,61,0
Garland,FIRST BAPTIST CHURCH ROYAL,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,162,134,0,0,28,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,183,50,0,0,133,0
Garland,MOUNTAIN PINE SCHOOL,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,38,17,0,0,21,0
Garland,ROCK SPRINGS BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,26,25,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,44,5,0,0,39,0
Garland,UNITARIAN VILLAGE CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,290,19,0,0,271,0
Garland,CHRIST LUTHERAN CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,67,9,0,0,58,0
Garland,VILLAGE BIBLE CHURCH,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,212,70,0,0,142,0
Garland,FOUNTAIN LAKE SCHOOL,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,178,97,0,0,81,0
Garland,LONSDALE CITY HALL,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,32,3,0,0,29,0
Garland,ABSENTEE,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,70,0,70,0,0,0
Garland,EARLY VOTE,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,2730,0,0,2542,0,188
Garland,PROVISIONAL,UNOPPOSED REPUBLICAN,,REP,FOR UNOPPOSED,6,6,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,113,18,0,0,95,0
Garland,WEBB CENTER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,78,28,0,0,50,0
Garland,BATES COMMUNITY CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,135,74,0,0,61,0
Garland,PRINCE OF PEACE CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,114,45,0,0,69,0
Garland,FAIRDALE BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,228,124,0,0,104,0
Garland,OAKLAWN FIRST CHURCH OF GOD,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,263,94,0,0,169,0
Garland,FIRST CHURCH OF NAZARENE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,187,101,0,0,86,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,259,110,0,0,149,0
Garland,THE GROVE CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,292,148,0,0,144,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,107,22,0,0,85,0
Garland,RED OAK BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,146,74,0,0,72,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,125,59,0,0,66,0
Garland,CENTER FORK BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,114,76,0,0,38,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,366,192,0,0,174,0
Garland,PINEY GROVE METHODIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,268,104,0,0,164,0
Garland,ANTIOCH BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,131,65,0,0,66,0
Garland,FIRST BAPTIST CHURCH ROYAL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,161,144,0,0,17,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,206,66,0,0,140,0
Garland,MOUNTAIN PINE SCHOOL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,62,30,0,0,32,0
Garland,ROCK SPRINGS BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,37,36,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,48,7,0,0,41,0
Garland,UNITARIAN VILLAGE CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,278,18,0,0,260,0
Garland,CHRIST LUTHERAN CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,59,9,0,0,50,0
Garland,VILLAGE BIBLE CHURCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,194,67,0,0,127,0
Garland,FOUNTAIN LAKE SCHOOL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,176,95,0,0,81,0
Garland,LONSDALE CITY HALL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,35,2,0,0,33,0
Garland,ABSENTEE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,102,0,102,0,0,0
Garland,EARLY VOTE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,2819,0,0,2579,0,240
Garland,PROVISIONAL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,7,7,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,46,4,0,0,42,0
Garland,WEBB CENTER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,32,7,0,0,25,0
Garland,BATES COMMUNITY CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,72,45,0,0,27,0
Garland,PRINCE OF PEACE CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,54,29,0,0,25,0
Garland,FAIRDALE BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,102,54,0,0,48,0
Garland,OAKLAWN FIRST CHURCH OF GOD,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,129,45,0,0,84,0
Garland,FIRST CHURCH OF NAZARENE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,104,65,0,0,39,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,146,55,0,0,91,0
Garland,THE GROVE CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,131,68,0,0,63,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,61,5,0,0,56,0
Garland,RED OAK BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,91,49,0,0,42,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,77,42,0,0,35,0
Garland,CENTER FORK BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,59,35,0,0,24,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,227,146,0,0,81,0
Garland,PINEY GROVE METHODIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,117,47,0,0,70,0
Garland,ANTIOCH BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,76,45,0,0,31,0
Garland,FIRST BAPTIST CHURCH ROYAL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,91,80,0,0,11,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,101,31,0,0,70,0
Garland,MOUNTAIN PINE SCHOOL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,36,25,0,0,11,0
Garland,ROCK SPRINGS BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,15,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,31,10,0,0,21,0
Garland,UNITARIAN VILLAGE CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,163,7,0,0,156,0
Garland,CHRIST LUTHERAN CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,40,10,0,0,30,0
Garland,VILLAGE BIBLE CHURCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,108,36,0,0,72,0
Garland,FOUNTAIN LAKE SCHOOL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,111,68,0,0,43,0
Garland,LONSDALE CITY HALL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,16,1,0,0,15,0
Garland,ABSENTEE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,52,0,52,0,0,0
Garland,EARLY VOTE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,1601,0,0,1461,0,140
Garland,PROVISIONAL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,6,6,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,69,8,0,0,61,0
Garland,WEBB CENTER,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,41,15,0,0,26,0
Garland,BATES COMMUNITY CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,99,57,0,0,42,0
Garland,PRINCE OF PEACE CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,69,34,0,0,35,0
Garland,FAIRDALE BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,171,94,0,0,77,0
Garland,OAKLAWN FIRST CHURCH OF GOD,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,185,71,0,0,114,0
Garland,FIRST CHURCH OF NAZARENE,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,126,71,0,0,55,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,178,78,0,0,100,0
Garland,THE GROVE CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,210,104,0,0,106,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,78,15,0,0,63,0
Garland,RED OAK BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,96,53,0,0,43,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,96,43,0,0,53,0
Garland,CENTER FORK BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,76,49,0,0,27,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,279,145,0,0,134,0
Garland,PINEY GROVE METHODIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,165,54,0,0,111,0
Garland,ANTIOCH BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,100,50,0,0,50,0
Garland,FIRST BAPTIST CHURCH ROYAL,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,96,86,0,0,10,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,148,50,0,0,98,0
Garland,MOUNTAIN PINE SCHOOL,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,34,18,0,0,16,0
Garland,ROCK SPRINGS BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,19,18,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,23,4,0,0,19,0
Garland,UNITARIAN VILLAGE CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,170,12,0,0,158,0
Garland,CHRIST LUTHERAN CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,38,5,0,0,33,0
Garland,VILLAGE BIBLE CHURCH,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,124,42,0,0,82,0
Garland,FOUNTAIN LAKE SCHOOL,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,125,74,0,0,51,0
Garland,LONSDALE CITY HALL,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,19,3,0,0,16,0
Garland,ABSENTEE,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,67,0,67,0,0,0
Garland,EARLY VOTE,Court of Appeals Associate Judge District 4,Position 1,,Circuit Judge Jake Looney,1959,0,0,1785,0,174
