county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Garland,BATES COMMUNITY CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,14,8,0,0,6,0
Garland,PRINCE OF PEACE CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,15,2,0,0,13,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,30,16,0,0,14,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. Congress District 4,,DEM,Senator Gene Jeffress,35,13,0,0,22,0
Garland,FIRST CHURCH OF NAZARENE,U.S. Congress District 4,,DEM,Senator Gene Jeffress,18,13,0,0,5,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,27,10,0,0,17,0
Garland,THE GROVE CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,37,18,0,0,19,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,17,2,0,0,15,0
Garland,RED OAK BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,26,12,0,0,14,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. Congress District 4,,DEM,Senator Gene Jeffress,22,12,0,0,10,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,12,9,0,0,3,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,46,29,0,0,17,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,43,19,0,0,24,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,12,7,0,0,5,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. Congress District 4,,DEM,Senator Gene Jeffress,14,13,0,0,1,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. Congress District 4,,DEM,Senator Gene Jeffress,16,7,0,0,9,0
Garland,MOUNTAIN PINE SCHOOL,U.S. Congress District 4,,DEM,Senator Gene Jeffress,7,5,0,0,2,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,2,2,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,2,0,0,0,2,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,23,2,0,0,21,0
Garland,CHRIST LUTHERAN CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,5,1,0,0,4,0
Garland,VILLAGE BIBLE CHURCH,U.S. Congress District 4,,DEM,Senator Gene Jeffress,18,7,0,0,11,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. Congress District 4,,DEM,Senator Gene Jeffress,10,4,0,0,6,0
Garland,LONSDALE CITY HALL,U.S. Congress District 4,,DEM,Senator Gene Jeffress,1,0,0,0,1,0
Garland,ABSENTEE,U.S. Congress District 4,,DEM,Senator Gene Jeffress,20,0,20,0,0,0
Garland,EARLY VOTE,U.S. Congress District 4,,DEM,Senator Gene Jeffress,358,0,0,320,0,38
Garland,PROVISIONAL,U.S. Congress District 4,,DEM,Senator Gene Jeffress,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. Congress District 4,,DEM,DC Morrison,11,3,0,0,8,0
Garland,WEBB CENTER,U.S. Congress District 4,,DEM,DC Morrison,12,5,0,0,7,0
Garland,BATES COMMUNITY CHURCH,U.S. Congress District 4,,DEM,DC Morrison,15,9,0,0,6,0
Garland,PRINCE OF PEACE CHURCH,U.S. Congress District 4,,DEM,DC Morrison,7,4,0,0,3,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,27,12,0,0,15,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. Congress District 4,,DEM,DC Morrison,23,11,0,0,12,0
Garland,FIRST CHURCH OF NAZARENE,U.S. Congress District 4,,DEM,DC Morrison,10,7,0,0,3,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. Congress District 4,,DEM,DC Morrison,20,9,0,0,11,0
Garland,THE GROVE CHURCH,U.S. Congress District 4,,DEM,DC Morrison,31,15,0,0,16,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,10,1,0,0,9,0
Garland,RED OAK BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,14,2,0,0,12,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. Congress District 4,,DEM,DC Morrison,9,4,0,0,5,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,10,5,0,0,5,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. Congress District 4,,DEM,DC Morrison,32,23,0,0,9,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,30,14,0,0,16,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,11,8,0,0,3,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. Congress District 4,,DEM,DC Morrison,18,18,0,0,0,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. Congress District 4,,DEM,DC Morrison,17,10,0,0,7,0
Garland,MOUNTAIN PINE SCHOOL,U.S. Congress District 4,,DEM,DC Morrison,7,4,0,0,3,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,3,3,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. Congress District 4,,DEM,DC Morrison,8,5,0,0,3,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. Congress District 4,,DEM,DC Morrison,27,0,0,0,27,0
Garland,CHRIST LUTHERAN CHURCH,U.S. Congress District 4,,DEM,DC Morrison,5,3,0,0,2,0
Garland,VILLAGE BIBLE CHURCH,U.S. Congress District 4,,DEM,DC Morrison,15,1,0,0,14,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. Congress District 4,,DEM,DC Morrison,20,10,0,0,10,0
Garland,LONSDALE CITY HALL,U.S. Congress District 4,,DEM,DC Morrison,2,0,0,0,2,0
Garland,ABSENTEE,U.S. Congress District 4,,DEM,DC Morrison,9,0,9,0,0,0
Garland,EARLY VOTE,U.S. Congress District 4,,DEM,DC Morrison,163,0,0,145,0,18
Garland,PROVISIONAL,U.S. Congress District 4,,DEM,DC Morrison,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. Congress District 4,,DEM,Q. Byrum Hurst,76,8,0,0,68,0
Garland,WEBB CENTER,U.S. Congress District 4,,DEM,Q. Byrum Hurst,85,27,0,0,58,0
Garland,BATES COMMUNITY CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,40,20,0,0,20,0
Garland,PRINCE OF PEACE CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,60,30,0,0,30,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,96,56,0,0,40,0
Garland,OAKLAWN FIRST CHURCH OF GOD,U.S. Congress District 4,,DEM,Q. Byrum Hurst,111,43,0,0,68,0
Garland,FIRST CHURCH OF NAZARENE,U.S. Congress District 4,,DEM,Q. Byrum Hurst,60,32,0,0,28,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,104,38,0,0,66,0
Garland,THE GROVE CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,86,45,0,0,41,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,37,12,0,0,25,0
Garland,RED OAK BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,39,20,0,0,19,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,U.S. Congress District 4,,DEM,Q. Byrum Hurst,57,26,0,0,31,0
Garland,CENTER FORK BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,25,16,0,0,9,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,111,78,0,0,33,0
Garland,PINEY GROVE METHODIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,91,39,0,0,52,0
Garland,ANTIOCH BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,43,21,0,0,22,0
Garland,FIRST BAPTIST CHURCH ROYAL,U.S. Congress District 4,,DEM,Q. Byrum Hurst,31,30,0,0,1,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,U.S. Congress District 4,,DEM,Q. Byrum Hurst,64,21,0,0,43,0
Garland,MOUNTAIN PINE SCHOOL,U.S. Congress District 4,,DEM,Q. Byrum Hurst,35,23,0,0,12,0
Garland,ROCK SPRINGS BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,11,10,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,9,2,0,0,7,0
Garland,UNITARIAN VILLAGE CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,54,1,0,0,53,0
Garland,CHRIST LUTHERAN CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,7,1,0,0,6,0
Garland,VILLAGE BIBLE CHURCH,U.S. Congress District 4,,DEM,Q. Byrum Hurst,39,18,0,0,21,0
Garland,FOUNTAIN LAKE SCHOOL,U.S. Congress District 4,,DEM,Q. Byrum Hurst,48,30,0,0,18,0
Garland,LONSDALE CITY HALL,U.S. Congress District 4,,DEM,Q. Byrum Hurst,11,0,0,0,11,0
Garland,ABSENTEE,U.S. Congress District 4,,DEM,Q. Byrum Hurst,37,0,37,0,0,0
Garland,EARLY VOTE,U.S. Congress District 4,,DEM,Q. Byrum Hurst,947,0,0,842,0,105
Garland,PROVISIONAL,U.S. Congress District 4,,DEM,Q. Byrum Hurst,3,3,0,0,0,0
Garland,RED OAK BAPTIST CHURCH,State Representative District 26,,DEM,David Kizzia,27,14,0,0,13,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,State Representative District 26,,DEM,David Kizzia,15,7,0,0,8,0
Garland,ABSENTEE,State Representative District 26,,DEM,David Kizzia,4,0,4,0,0,0
Garland,EARLY VOTE,State Representative District 26,,DEM,David Kizzia,19,0,0,18,0,1
Garland,PROVISIONAL,State Representative District 26,,DEM,David Kizzia,0,0,0,0,0,0
Garland,RED OAK BAPTIST CHURCH,State Representative District 26,,DEM,"Lowell ""Butch"" Hightower",49,20,0,0,29,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,State Representative District 26,,DEM,"Lowell ""Butch"" Hightower",74,35,0,0,39,0
Garland,ABSENTEE,State Representative District 26,,DEM,"Lowell ""Butch"" Hightower",3,0,3,0,0,0
Garland,EARLY VOTE,State Representative District 26,,DEM,"Lowell ""Butch"" Hightower",41,0,0,39,0,2
Garland,PROVISIONAL,State Representative District 26,,DEM,"Lowell ""Butch"" Hightower",0,0,0,0,0,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,JUSTICE OF THE PEACE DISTRICT 8,,DEM,DEAN MCDANIEL,48,34,0,0,14,0
Garland,PINEY GROVE METHODIST CHURCH,JUSTICE OF THE PEACE DISTRICT 8,,DEM,DEAN MCDANIEL,73,31,0,0,42,0
Garland,ANTIOCH BAPTIST CHURCH,JUSTICE OF THE PEACE DISTRICT 8,,DEM,DEAN MCDANIEL,12,8,0,0,4,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 8,,DEM,DEAN MCDANIEL,4,0,4,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 8,,DEM,DEAN MCDANIEL,65,0,0,63,0,2
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 8,,DEM,DEAN MCDANIEL,0,0,0,0,0,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,JUSTICE OF THE PEACE DISTRICT 8,,DEM,BRAD ALLEN SNODGRASS,41,26,0,0,15,0
Garland,PINEY GROVE METHODIST CHURCH,JUSTICE OF THE PEACE DISTRICT 8,,DEM,BRAD ALLEN SNODGRASS,62,29,0,0,33,0
Garland,ANTIOCH BAPTIST CHURCH,JUSTICE OF THE PEACE DISTRICT 8,,DEM,BRAD ALLEN SNODGRASS,2,1,0,0,1,0
Garland,ABSENTEE,JUSTICE OF THE PEACE DISTRICT 8,,DEM,BRAD ALLEN SNODGRASS,3,0,3,0,0,0
Garland,EARLY VOTE,JUSTICE OF THE PEACE DISTRICT 8,,DEM,BRAD ALLEN SNODGRASS,29,0,0,27,0,2
Garland,PROVISIONAL,JUSTICE OF THE PEACE DISTRICT 8,,DEM,BRAD ALLEN SNODGRASS,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,0,0,0,0,0,0
Garland,BATES COMMUNITY CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,6,5,0,0,1,0
Garland,FAIRDALE BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,2,2,0,0,0,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,39,16,0,0,23,0
Garland,MOUNTAIN PINE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,0,0,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,0,0,0,0,0,0
Garland,VILLAGE BIBLE CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,12,6,0,0,6,0
Garland,FOUNTAIN LAKE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,22,16,0,0,6,0
Garland,LONSDALE CITY HALL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,6,0,0,0,6,0
Garland,ABSENTEE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,3,0,3,0,0,0
Garland,EARLY VOTE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,39,0,0,35,0,4
Garland,PROVISIONAL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,MARVIN BURT,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,0,0,0,0,0,0
Garland,BATES COMMUNITY CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,25,10,0,0,15,0
Garland,FAIRDALE BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,0,0,0,0,0,0
Garland,FIRST BAPTIST CHURCH ROYAL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,6,6,0,0,0,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,50,19,0,0,31,0
Garland,MOUNTAIN PINE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,0,0,0,0,0,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,0,0,0,0,0,0
Garland,VILLAGE BIBLE CHURCH,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,26,8,0,0,18,0
Garland,FOUNTAIN LAKE SCHOOL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,48,23,0,0,25,0
Garland,LONSDALE CITY HALL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,7,0,0,0,7,0
Garland,ABSENTEE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,1,0,1,0,0,0
Garland,EARLY VOTE,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,100,0,0,87,0,13
Garland,PROVISIONAL,CONSTABLE WHITTINGTON TOWNSHIP,,DEM,JACKIE TURNER,0,0,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,80,10,0,0,70,0
Garland,WEBB CENTER,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,88,28,0,0,60,0
Garland,BATES COMMUNITY CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,57,27,0,0,30,0
Garland,PRINCE OF PEACE CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,68,27,0,0,41,0
Garland,FAIRDALE BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,140,77,0,0,63,0
Garland,OAKLAWN FIRST CHURCH OF GOD,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,138,54,0,0,84,0
Garland,FIRST CHURCH OF NAZARENE,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,70,40,0,0,30,0
Garland,NATIONAL PARK ASSEMBLY OF GOD CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,134,51,0,0,83,0
Garland,THE GROVE CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,134,64,0,0,70,0
Garland,SULPHER SPRINGS BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,54,12,0,0,42,0
Garland,RED OAK BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,63,27,0,0,36,0
Garland,LAKE HAMILTON FIRE DEPARTMENT,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,75,35,0,0,40,0
Garland,CENTER FORK BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,40,25,0,0,15,0
Garland,LAKE HAMILTON ASSEMBLY GOD CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,162,107,0,0,55,0
Garland,PINEY GROVE METHODIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,137,56,0,0,81,0
Garland,ANTIOCH BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,55,27,0,0,28,0
Garland,FIRST BAPTIST CHURCH ROYAL,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,45,43,0,0,2,0
Garland,NATIONAL PARK COMMUNITY COLLEGE,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,89,34,0,0,55,0
Garland,MOUNTAIN PINE SCHOOL,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,34,24,0,0,10,0
Garland,ROCK SPRINGS BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,14,13,0,0,1,0
Garland,JESSIEVILLE FIRST BAPTIST CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,12,5,0,0,7,0
Garland,UNITARIAN VILLAGE CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,95,3,0,0,92,0
Garland,CHRIST LUTHERAN CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,16,4,0,0,12,0
Garland,VILLAGE BIBLE CHURCH,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,60,22,0,0,38,0
Garland,FOUNTAIN LAKE SCHOOL,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,68,37,0,0,31,0
Garland,LONSDALE CITY HALL,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,7,0,0,0,7,0
Garland,ABSENTEE,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,58,0,58,0,0,0
Garland,EARLY VOTE,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,1292,0,0,1165,0,127
Garland,PROVISIONAL,UNOPPOSED DEMOCRAT,,DEM,FOR UNOPPOSED,2,2,0,0,0,0
Garland,AR SCHOOL FOR MATH & SCIENCE,U.S. President,,REP,Newt Gingrich,3,1,0,0,2,0
Garland,WEBB CENTER,U.S. President,,REP,Newt Gingrich,2,1,0,0,1,0
Garland,BATES COMMUNITY CHURCH,U.S. President,,REP,Newt Gingrich,5,2,0,0,3,0
Garland,PRINCE OF PEACE CHURCH,U.S. President,,REP,Newt Gingrich,6,3,0,0,3,0
Garland,FAIRDALE BAPTIST CHURCH,U.S. President,,REP,Newt Gingrich,15,10,0,0,5,0
