county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
White,WEST POINT,U.S. President,,REP,Ron Paul,1,0,1,0,0
White,GEORGETOWN,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,BALD KNOB TWP NORTH,U.S. President,,REP,Ron Paul,2,0,2,0,0
White,BEEBE WARD 3 C,U.S. President,,REP,Ron Paul,6,0,6,0,0
White,HARRISON EAST,U.S. President,,REP,Ron Paul,12,0,12,0,0
White,SEARCY WARD 1 E,U.S. President,,REP,Ron Paul,14,0,11,0,3
White,SEARCY WARD 3 E,U.S. President,,REP,Ron Paul,11,0,4,0,7
White,PANGBURN WARD 3,U.S. President,,REP,Ron Paul,0,0,0,0,0
White,ALBION,White County Judge,,REP,JUDGE MICHAEL LINCOLN,24,5,15,0,4
White,ANTIOCH,White County Judge,,REP,JUDGE MICHAEL LINCOLN,36,10,25,0,1
White,BALD KNOB WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,31,2,26,0,3
White,BALD KNOB WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,14,0,12,0,2
White,BALD KNOB WARD 3,White County Judge,,REP,JUDGE MICHAEL LINCOLN,31,0,29,0,2
White,BALD KNOB TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,29,0,26,0,3
White,BEEBE WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,24,0,24,0,0
White,BEEBE WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,38,0,31,0,7
White,BEEBE WARD 3,White County Judge,,REP,JUDGE MICHAEL LINCOLN,31,0,25,0,6
White,BIG CREEK,White County Judge,,REP,JUDGE MICHAEL LINCOLN,36,0,23,0,13
White,BRADFORD WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,4,0,2,0,2
White,BRADFORD WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,10,5,5,0,0
White,BRADFORD WARD 3,White County Judge,,REP,JUDGE MICHAEL LINCOLN,6,0,6,0,0
White,CADRON,White County Judge,,REP,JUDGE MICHAEL LINCOLN,22,0,15,0,7
White,CANE,White County Judge,,REP,JUDGE MICHAEL LINCOLN,42,0,22,0,20
White,CHRISP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,37,0,32,0,5
White,CLAY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,18,0,15,0,3
White,CLEVELAND,White County Judge,,REP,JUDGE MICHAEL LINCOLN,5,0,5,0,0
White,COFFEY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,47,0,40,0,7
White,COLDWELL,White County Judge,,REP,JUDGE MICHAEL LINCOLN,12,0,5,0,7
White,CROSBY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,33,0,17,0,16
White,CYPERT,White County Judge,,REP,JUDGE MICHAEL LINCOLN,8,0,4,0,4
White,DENMARK,White County Judge,,REP,JUDGE MICHAEL LINCOLN,2,0,0,0,2
White,DES ARC,White County Judge,,REP,JUDGE MICHAEL LINCOLN,63,0,41,0,22
White,DOGWOOD TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,1,0,1,0,0
White,EL PASO,White County Judge,,REP,JUDGE MICHAEL LINCOLN,19,0,19,0,0
White,FRANCURE,White County Judge,,REP,JUDGE MICHAEL LINCOLN,3,0,2,0,1
White,GARNER TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,5,0,4,0,1
White,GARNER CITY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,8,1,7,0,0
White,GRAVEL HILL,White County Judge,,REP,JUDGE MICHAEL LINCOLN,9,0,9,0,0
White,GRAY A,White County Judge,,REP,JUDGE MICHAEL LINCOLN,92,9,62,0,21
White,GRAY B,White County Judge,,REP,JUDGE MICHAEL LINCOLN,208,0,136,0,72
White,GRIFFITHVILLE,White County Judge,,REP,JUDGE MICHAEL LINCOLN,3,0,3,0,0
White,GUM SPRINGS,White County Judge,,REP,JUDGE MICHAEL LINCOLN,119,0,94,0,25
White,GUTHRIE,White County Judge,,REP,JUDGE MICHAEL LINCOLN,43,0,37,0,6
White,HARRISON,White County Judge,,REP,JUDGE MICHAEL LINCOLN,130,1,96,0,33
White,HARTSELL,White County Judge,,REP,JUDGE MICHAEL LINCOLN,15,0,13,0,2
White,HIGGINSON TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,21,0,17,0,4
White,HIGGINSON CITY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,22,0,22,0,0
White,JACKSON,White County Judge,,REP,JUDGE MICHAEL LINCOLN,7,0,4,0,3
White,JEFFERSON,White County Judge,,REP,JUDGE MICHAEL LINCOLN,5,0,5,0,0
White,JOY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,21,0,19,0,2
White,JUDSONIA WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,31,0,25,0,6
White,JUDSONIA WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,31,0,25,0,6
White,JUDSONIA WARD 3,White County Judge,,REP,JUDGE MICHAEL LINCOLN,22,0,21,0,1
White,KENSETT WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,6,0,5,0,1
White,KENSETT WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,10,0,7,0,3
White,KENSETT WARD 3,White County Judge,,REP,JUDGE MICHAEL LINCOLN,7,0,7,0,0
White,KENSETT TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,18,0,14,0,4
White,KENTUCKY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,28,0,22,0,6
White,LETONIA,White County Judge,,REP,JUDGE MICHAEL LINCOLN,16,0,16,0,0
White,LIBERTY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,17,0,17,0,0
White,MARION,White County Judge,,REP,JUDGE MICHAEL LINCOLN,16,0,16,0,0
White,MARSHALL,White County Judge,,REP,JUDGE MICHAEL LINCOLN,26,0,20,0,6
White,MCRAE WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,7,0,6,0,1
White,MCRAE WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,11,0,9,0,2
White,MCRAE TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,25,0,24,0,1
White,MT PISGAH,White County Judge,,REP,JUDGE MICHAEL LINCOLN,8,0,5,0,3
White,PANGBURN WARD 1,White County Judge,,REP,JUDGE MICHAEL LINCOLN,7,0,7,0,0
White,PANGBURN WARD 2,White County Judge,,REP,JUDGE MICHAEL LINCOLN,6,0,4,0,2
White,RED RIVER,White County Judge,,REP,JUDGE MICHAEL LINCOLN,3,0,3,0,0
White,ROSE BUD,White County Judge,,REP,JUDGE MICHAEL LINCOLN,13,0,11,0,2
White,ROYAL,White County Judge,,REP,JUDGE MICHAEL LINCOLN,15,0,12,0,3
White,RUSSELL CITY,White County Judge,,REP,JUDGE MICHAEL LINCOLN,7,0,7,0,0
White,RUSSELL TWP,White County Judge,,REP,JUDGE MICHAEL LINCOLN,10,0,10,0,0
White,SEARCY WARD 1 A,White County Judge,,REP,JUDGE MICHAEL LINCOLN,41,0,33,0,8
White,SEARCY WARD 1 C,White County Judge,,REP,JUDGE MICHAEL LINCOLN,74,0,51,0,23
White,SEARCY WARD 1 D,White County Judge,,REP,JUDGE MICHAEL LINCOLN,221,0,88,0,133
White,SEARCY WARD 2 B,White County Judge,,REP,JUDGE MICHAEL LINCOLN,30,0,12,0,18
White,SEARCY WARD 2 C,White County Judge,,REP,JUDGE MICHAEL LINCOLN,198,15,94,0,89
White,SEARCY WARD 2 D,White County Judge,,REP,JUDGE MICHAEL LINCOLN,79,0,38,0,41
White,SEARCY WARD 3 A,White County Judge,,REP,JUDGE MICHAEL LINCOLN,38,0,18,0,20
White,SEARCY WARD 3 B,White County Judge,,REP,JUDGE MICHAEL LINCOLN,39,0,25,0,14
White,SEARCY WARD 3 C,White County Judge,,REP,JUDGE MICHAEL LINCOLN,38,0,15,0,23
White,SEARCY WARD 3 D,White County Judge,,REP,JUDGE MICHAEL LINCOLN,6,0,3,0,3
White,SEARCY WARD 4 A,White County Judge,,REP,JUDGE MICHAEL LINCOLN,38,0,24,0,14
White,SEARCY WARD 4 B,White County Judge,,REP,JUDGE MICHAEL LINCOLN,46,0,24,0,22
White,SEARCY WARD 4 C,White County Judge,,REP,JUDGE MICHAEL LINCOLN,94,0,63,0,31
White,SEARCY WARD 2 E,White County Judge,,REP,JUDGE MICHAEL LINCOLN,126,0,54,0,72
White,UNION,White County Judge,,REP,JUDGE MICHAEL LINCOLN,54,0,49,0,5
White,VELVET RIDGE,White County Judge,,REP,JUDGE MICHAEL LINCOLN,57,0,54,0,3
White,WALKER,White County Judge,,REP,JUDGE MICHAEL LINCOLN,4,0,4,0,0
White,WEST POINT,White County Judge,,REP,JUDGE MICHAEL LINCOLN,3,0,3,0,0
White,GEORGETOWN,White County Judge,,REP,JUDGE MICHAEL LINCOLN,4,0,4,0,0
White,BALD KNOB TWP NORTH,White County Judge,,REP,JUDGE MICHAEL LINCOLN,9,0,8,0,1
White,BEEBE WARD 3 C,White County Judge,,REP,JUDGE MICHAEL LINCOLN,38,0,34,0,4
White,HARRISON EAST,White County Judge,,REP,JUDGE MICHAEL LINCOLN,48,0,44,0,4
White,SEARCY WARD 1 E,White County Judge,,REP,JUDGE MICHAEL LINCOLN,57,0,35,0,22
White,SEARCY WARD 3 E,White County Judge,,REP,JUDGE MICHAEL LINCOLN,101,0,55,0,46
White,PANGBURN WARD 3,White County Judge,,REP,JUDGE MICHAEL LINCOLN,6,0,5,0,1
White,ALBION,White County Judge,,REP,BILL HAYNIE,32,11,12,0,9
White,ANTIOCH,White County Judge,,REP,BILL HAYNIE,29,4,20,0,5
White,BALD KNOB WARD 1,White County Judge,,REP,BILL HAYNIE,18,1,12,0,5
White,BALD KNOB WARD 2,White County Judge,,REP,BILL HAYNIE,13,0,11,0,2
White,BALD KNOB WARD 3,White County Judge,,REP,BILL HAYNIE,19,0,17,0,2
White,BALD KNOB TWP,White County Judge,,REP,BILL HAYNIE,11,0,10,0,1
White,BEEBE WARD 1,White County Judge,,REP,BILL HAYNIE,28,0,27,0,1
White,BEEBE WARD 2,White County Judge,,REP,BILL HAYNIE,19,0,18,0,1
White,BEEBE WARD 3,White County Judge,,REP,BILL HAYNIE,36,0,29,0,7
White,BIG CREEK,White County Judge,,REP,BILL HAYNIE,28,0,25,0,3
White,BRADFORD WARD 1,White County Judge,,REP,BILL HAYNIE,6,0,6,0,0
White,BRADFORD WARD 2,White County Judge,,REP,BILL HAYNIE,7,2,5,0,0
White,BRADFORD WARD 3,White County Judge,,REP,BILL HAYNIE,14,0,14,0,0
White,CADRON,White County Judge,,REP,BILL HAYNIE,11,0,9,0,2
White,CANE,White County Judge,,REP,BILL HAYNIE,43,0,32,0,11
White,CHRISP,White County Judge,,REP,BILL HAYNIE,33,0,28,0,5
White,CLAY,White County Judge,,REP,BILL HAYNIE,52,0,40,0,12
White,CLEVELAND,White County Judge,,REP,BILL HAYNIE,2,0,0,0,2
White,COFFEY,White County Judge,,REP,BILL HAYNIE,50,0,45,0,5
White,COLDWELL,White County Judge,,REP,BILL HAYNIE,26,0,20,0,6
White,CROSBY,White County Judge,,REP,BILL HAYNIE,31,0,24,0,7
White,CYPERT,White County Judge,,REP,BILL HAYNIE,5,0,5,0,0
White,DENMARK,White County Judge,,REP,BILL HAYNIE,0,0,0,0,0
White,DES ARC,White County Judge,,REP,BILL HAYNIE,91,0,75,0,16
White,DOGWOOD TWP,White County Judge,,REP,BILL HAYNIE,9,0,8,0,1
White,EL PASO,White County Judge,,REP,BILL HAYNIE,20,0,20,0,0
White,FRANCURE,White County Judge,,REP,BILL HAYNIE,2,0,2,0,0
White,GARNER TWP,White County Judge,,REP,BILL HAYNIE,36,0,25,0,11
White,GARNER CITY,White County Judge,,REP,BILL HAYNIE,10,2,8,0,0
White,GRAVEL HILL,White County Judge,,REP,BILL HAYNIE,27,0,23,0,4
White,GRAY A,White County Judge,,REP,BILL HAYNIE,87,10,61,0,16
White,GRAY B,White County Judge,,REP,BILL HAYNIE,167,0,110,0,57
White,GRIFFITHVILLE,White County Judge,,REP,BILL HAYNIE,9,0,8,0,1
White,GUM SPRINGS,White County Judge,,REP,BILL HAYNIE,86,0,63,0,23
White,GUTHRIE,White County Judge,,REP,BILL HAYNIE,61,0,51,0,10
White,HARRISON,White County Judge,,REP,BILL HAYNIE,137,4,101,0,32
White,HARTSELL,White County Judge,,REP,BILL HAYNIE,22,0,13,0,9
White,HIGGINSON TWP,White County Judge,,REP,BILL HAYNIE,11,0,10,0,1
White,HIGGINSON CITY,White County Judge,,REP,BILL HAYNIE,24,0,20,0,4
White,JACKSON,White County Judge,,REP,BILL HAYNIE,30,0,20,0,10
White,JEFFERSON,White County Judge,,REP,BILL HAYNIE,13,0,13,0,0
White,JOY,White County Judge,,REP,BILL HAYNIE,20,0,19,0,1
White,JUDSONIA WARD 1,White County Judge,,REP,BILL HAYNIE,45,0,31,0,14
White,JUDSONIA WARD 2,White County Judge,,REP,BILL HAYNIE,29,0,23,0,6
White,JUDSONIA WARD 3,White County Judge,,REP,BILL HAYNIE,18,0,10,0,8
White,KENSETT WARD 1,White County Judge,,REP,BILL HAYNIE,5,0,2,0,3
White,KENSETT WARD 2,White County Judge,,REP,BILL HAYNIE,14,0,10,0,4
White,KENSETT WARD 3,White County Judge,,REP,BILL HAYNIE,6,0,3,0,3
White,KENSETT TWP,White County Judge,,REP,BILL HAYNIE,12,0,6,0,6
White,KENTUCKY,White County Judge,,REP,BILL HAYNIE,26,0,22,0,4
White,LETONIA,White County Judge,,REP,BILL HAYNIE,6,0,6,0,0
White,LIBERTY,White County Judge,,REP,BILL HAYNIE,24,0,22,0,2
White,MARION,White County Judge,,REP,BILL HAYNIE,13,0,9,0,4
White,MARSHALL,White County Judge,,REP,BILL HAYNIE,31,0,26,0,5
White,MCRAE WARD 1,White County Judge,,REP,BILL HAYNIE,8,0,8,0,0
White,MCRAE WARD 2,White County Judge,,REP,BILL HAYNIE,11,0,11,0,0
White,MCRAE TWP,White County Judge,,REP,BILL HAYNIE,15,0,14,0,1
White,MT PISGAH,White County Judge,,REP,BILL HAYNIE,12,0,6,0,6
White,PANGBURN WARD 1,White County Judge,,REP,BILL HAYNIE,6,0,5,0,1
White,PANGBURN WARD 2,White County Judge,,REP,BILL HAYNIE,3,0,3,0,0
White,RED RIVER,White County Judge,,REP,BILL HAYNIE,8,0,5,0,3
White,ROSE BUD,White County Judge,,REP,BILL HAYNIE,3,0,2,0,1
White,ROYAL,White County Judge,,REP,BILL HAYNIE,13,0,13,0,0
White,RUSSELL CITY,White County Judge,,REP,BILL HAYNIE,6,0,6,0,0
White,RUSSELL TWP,White County Judge,,REP,BILL HAYNIE,5,0,5,0,0
White,SEARCY WARD 1 A,White County Judge,,REP,BILL HAYNIE,30,0,17,0,13
White,SEARCY WARD 1 C,White County Judge,,REP,BILL HAYNIE,34,0,20,0,14
White,SEARCY WARD 1 D,White County Judge,,REP,BILL HAYNIE,84,0,44,0,40
White,SEARCY WARD 2 B,White County Judge,,REP,BILL HAYNIE,19,0,11,0,8
White,SEARCY WARD 2 C,White County Judge,,REP,BILL HAYNIE,138,3,65,0,70
White,SEARCY WARD 2 D,White County Judge,,REP,BILL HAYNIE,70,0,33,0,37
White,SEARCY WARD 3 A,White County Judge,,REP,BILL HAYNIE,33,0,17,0,16
White,SEARCY WARD 3 B,White County Judge,,REP,BILL HAYNIE,40,0,19,0,21
White,SEARCY WARD 3 C,White County Judge,,REP,BILL HAYNIE,46,0,21,0,25
White,SEARCY WARD 3 D,White County Judge,,REP,BILL HAYNIE,2,0,0,0,2
White,SEARCY WARD 4 A,White County Judge,,REP,BILL HAYNIE,5,0,2,0,3
White,SEARCY WARD 4 B,White County Judge,,REP,BILL HAYNIE,9,0,8,0,1
White,SEARCY WARD 4 C,White County Judge,,REP,BILL HAYNIE,42,0,28,0,14
White,SEARCY WARD 2 E,White County Judge,,REP,BILL HAYNIE,68,0,24,0,44
White,UNION,White County Judge,,REP,BILL HAYNIE,31,0,27,0,4
White,VELVET RIDGE,White County Judge,,REP,BILL HAYNIE,47,0,42,0,5
White,WALKER,White County Judge,,REP,BILL HAYNIE,6,0,6,0,0
White,WEST POINT,White County Judge,,REP,BILL HAYNIE,2,0,1,0,1
White,GEORGETOWN,White County Judge,,REP,BILL HAYNIE,3,0,3,0,0
White,BALD KNOB TWP NORTH,White County Judge,,REP,BILL HAYNIE,7,0,5,0,2
White,BEEBE WARD 3 C,White County Judge,,REP,BILL HAYNIE,26,0,22,0,4
White,HARRISON EAST,White County Judge,,REP,BILL HAYNIE,20,0,17,0,3
White,SEARCY WARD 1 E,White County Judge,,REP,BILL HAYNIE,38,0,26,0,12
White,SEARCY WARD 3 E,White County Judge,,REP,BILL HAYNIE,53,0,26,0,27
White,PANGBURN WARD 3,White County Judge,,REP,BILL HAYNIE,5,0,5,0,0
White,ALBION,White County Clerk,,REP,RANDALL YOUNG,4,1,2,0,1
White,ANTIOCH,White County Clerk,,REP,RANDALL YOUNG,19,3,16,0,0
White,BALD KNOB WARD 1,White County Clerk,,REP,RANDALL YOUNG,7,0,7,0,0
White,BALD KNOB WARD 2,White County Clerk,,REP,RANDALL YOUNG,4,0,3,0,1
White,BALD KNOB WARD 3,White County Clerk,,REP,RANDALL YOUNG,9,0,9,0,0
White,BALD KNOB TWP,White County Clerk,,REP,RANDALL YOUNG,2,0,2,0,0
White,BEEBE WARD 1,White County Clerk,,REP,RANDALL YOUNG,18,0,18,0,0
White,BEEBE WARD 2,White County Clerk,,REP,RANDALL YOUNG,21,0,19,0,2
White,BEEBE WARD 3,White County Clerk,,REP,RANDALL YOUNG,24,0,19,0,5
White,BIG CREEK,White County Clerk,,REP,RANDALL YOUNG,25,0,21,0,4
White,BRADFORD WARD 1,White County Clerk,,REP,RANDALL YOUNG,4,0,4,0,0
White,BRADFORD WARD 2,White County Clerk,,REP,RANDALL YOUNG,3,0,3,0,0
White,BRADFORD WARD 3,White County Clerk,,REP,RANDALL YOUNG,3,0,3,0,0
White,CADRON,White County Clerk,,REP,RANDALL YOUNG,4,0,4,0,0
White,CANE,White County Clerk,,REP,RANDALL YOUNG,25,0,14,0,11
White,CHRISP,White County Clerk,,REP,RANDALL YOUNG,24,0,18,0,6
White,CLAY,White County Clerk,,REP,RANDALL YOUNG,13,0,13,0,0
White,CLEVELAND,White County Clerk,,REP,RANDALL YOUNG,2,0,1,0,1
White,COFFEY,White County Clerk,,REP,RANDALL YOUNG,34,0,26,0,8
White,COLDWELL,White County Clerk,,REP,RANDALL YOUNG,4,0,1,0,3
White,CROSBY,White County Clerk,,REP,RANDALL YOUNG,15,0,10,0,5
White,CYPERT,White County Clerk,,REP,RANDALL YOUNG,1,0,1,0,0
White,DENMARK,White County Clerk,,REP,RANDALL YOUNG,0,0,0,0,0
White,DES ARC,White County Clerk,,REP,RANDALL YOUNG,33,0,28,0,5
White,DOGWOOD TWP,White County Clerk,,REP,RANDALL YOUNG,1,0,1,0,0
White,EL PASO,White County Clerk,,REP,RANDALL YOUNG,11,0,11,0,0
White,FRANCURE,White County Clerk,,REP,RANDALL YOUNG,1,0,0,0,1
White,GARNER TWP,White County Clerk,,REP,RANDALL YOUNG,9,0,7,0,2
White,GARNER CITY,White County Clerk,,REP,RANDALL YOUNG,3,2,1,0,0
White,GRAVEL HILL,White County Clerk,,REP,RANDALL YOUNG,7,0,7,0,0
White,GRAY A,White County Clerk,,REP,RANDALL YOUNG,26,2,21,0,3
White,GRAY B,White County Clerk,,REP,RANDALL YOUNG,80,0,52,0,28
White,GRIFFITHVILLE,White County Clerk,,REP,RANDALL YOUNG,5,0,5,0,0
White,GUM SPRINGS,White County Clerk,,REP,RANDALL YOUNG,41,0,28,0,13
White,GUTHRIE,White County Clerk,,REP,RANDALL YOUNG,11,0,10,0,1
White,HARRISON,White County Clerk,,REP,RANDALL YOUNG,17,2,11,0,4
White,HARTSELL,White County Clerk,,REP,RANDALL YOUNG,2,0,1,0,1
White,HIGGINSON TWP,White County Clerk,,REP,RANDALL YOUNG,12,0,10,0,2
White,HIGGINSON CITY,White County Clerk,,REP,RANDALL YOUNG,8,0,8,0,0
White,JACKSON,White County Clerk,,REP,RANDALL YOUNG,5,0,3,0,2
White,JEFFERSON,White County Clerk,,REP,RANDALL YOUNG,4,0,4,0,0
White,JOY,White County Clerk,,REP,RANDALL YOUNG,12,0,12,0,0
White,JUDSONIA WARD 1,White County Clerk,,REP,RANDALL YOUNG,5,0,3,0,2
White,JUDSONIA WARD 2,White County Clerk,,REP,RANDALL YOUNG,6,0,6,0,0
White,JUDSONIA WARD 3,White County Clerk,,REP,RANDALL YOUNG,4,0,3,0,1
White,KENSETT WARD 1,White County Clerk,,REP,RANDALL YOUNG,5,0,4,0,1
White,KENSETT WARD 2,White County Clerk,,REP,RANDALL YOUNG,2,0,0,0,2
White,KENSETT WARD 3,White County Clerk,,REP,RANDALL YOUNG,3,0,1,0,2
White,KENSETT TWP,White County Clerk,,REP,RANDALL YOUNG,6,0,2,0,4
White,KENTUCKY,White County Clerk,,REP,RANDALL YOUNG,18,0,15,0,3
White,LETONIA,White County Clerk,,REP,RANDALL YOUNG,4,0,4,0,0
White,LIBERTY,White County Clerk,,REP,RANDALL YOUNG,10,0,10,0,0
White,MARION,White County Clerk,,REP,RANDALL YOUNG,3,0,2,0,1
White,MARSHALL,White County Clerk,,REP,RANDALL YOUNG,20,0,18,0,2
White,MCRAE WARD 1,White County Clerk,,REP,RANDALL YOUNG,3,0,3,0,0
White,MCRAE WARD 2,White County Clerk,,REP,RANDALL YOUNG,2,0,2,0,0
White,MCRAE TWP,White County Clerk,,REP,RANDALL YOUNG,7,0,6,0,1
White,MT PISGAH,White County Clerk,,REP,RANDALL YOUNG,3,0,0,0,3
White,PANGBURN WARD 1,White County Clerk,,REP,RANDALL YOUNG,3,0,3,0,0
White,PANGBURN WARD 2,White County Clerk,,REP,RANDALL YOUNG,0,0,0,0,0
White,RED RIVER,White County Clerk,,REP,RANDALL YOUNG,2,0,2,0,0
White,ROSE BUD,White County Clerk,,REP,RANDALL YOUNG,4,0,3,0,1
White,ROYAL,White County Clerk,,REP,RANDALL YOUNG,7,0,6,0,1
White,RUSSELL CITY,White County Clerk,,REP,RANDALL YOUNG,1,0,1,0,0
White,RUSSELL TWP,White County Clerk,,REP,RANDALL YOUNG,0,0,0,0,0
White,SEARCY WARD 1 A,White County Clerk,,REP,RANDALL YOUNG,21,0,14,0,7
White,SEARCY WARD 1 C,White County Clerk,,REP,RANDALL YOUNG,31,0,23,0,8
White,SEARCY WARD 1 D,White County Clerk,,REP,RANDALL YOUNG,50,0,24,0,26
White,SEARCY WARD 2 B,White County Clerk,,REP,RANDALL YOUNG,11,0,5,0,6
White,SEARCY WARD 2 C,White County Clerk,,REP,RANDALL YOUNG,82,7,30,0,45
White,SEARCY WARD 2 D,White County Clerk,,REP,RANDALL YOUNG,22,0,9,0,13
White,SEARCY WARD 3 A,White County Clerk,,REP,RANDALL YOUNG,8,0,4,0,4
White,SEARCY WARD 3 B,White County Clerk,,REP,RANDALL YOUNG,18,0,7,0,11
White,SEARCY WARD 3 C,White County Clerk,,REP,RANDALL YOUNG,17,0,6,0,11
White,SEARCY WARD 3 D,White County Clerk,,REP,RANDALL YOUNG,1,0,0,0,1
White,SEARCY WARD 4 A,White County Clerk,,REP,RANDALL YOUNG,14,0,5,0,9
White,SEARCY WARD 4 B,White County Clerk,,REP,RANDALL YOUNG,16,0,10,0,6
White,SEARCY WARD 4 C,White County Clerk,,REP,RANDALL YOUNG,37,0,27,0,10
White,SEARCY WARD 2 E,White County Clerk,,REP,RANDALL YOUNG,40,0,13,0,27
White,UNION,White County Clerk,,REP,RANDALL YOUNG,31,0,30,0,1
White,VELVET RIDGE,White County Clerk,,REP,RANDALL YOUNG,11,0,11,0,0
White,WALKER,White County Clerk,,REP,RANDALL YOUNG,3,0,3,0,0
White,WEST POINT,White County Clerk,,REP,RANDALL YOUNG,0,0,0,0,0
White,GEORGETOWN,White County Clerk,,REP,RANDALL YOUNG,0,0,0,0,0
White,BALD KNOB TWP NORTH,White County Clerk,,REP,RANDALL YOUNG,0,0,0,0,0
White,BEEBE WARD 3 C,White County Clerk,,REP,RANDALL YOUNG,26,0,24,0,2
White,HARRISON EAST,White County Clerk,,REP,RANDALL YOUNG,2,0,1,0,1
White,SEARCY WARD 1 E,White County Clerk,,REP,RANDALL YOUNG,9,0,4,0,5
White,SEARCY WARD 3 E,White County Clerk,,REP,RANDALL YOUNG,36,0,18,0,18
White,PANGBURN WARD 3,White County Clerk,,REP,RANDALL YOUNG,4,0,4,0,0
White,ALBION,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,19,7,7,0,5
White,ANTIOCH,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,19,3,14,0,2
White,BALD KNOB WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,25,3,17,0,5
White,BALD KNOB WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,9,0,3
White,BALD KNOB WARD 3,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,16,0,14,0,2
White,BALD KNOB TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,10,0,8,0,2
White,BEEBE WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,11,0,11,0,0
White,BEEBE WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,10,0,8,0,2
White,BEEBE WARD 3,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,17,0,14,0,3
White,BIG CREEK,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,10,0,2
White,BRADFORD WARD 1,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,2,0,1
White,BRADFORD WARD 2,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,2,0,2,0,0
White,BRADFORD WARD 3,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,8,0,8,0,0
White,CADRON,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,11,0,7,0,4
White,CANE,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,24,0,14,0,10
White,CHRISP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,16,0,14,0,2
White,CLAY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,25,0,18,0,7
White,CLEVELAND,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,3,0,3,0,0
White,COFFEY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,27,0,27,0,0
White,COLDWELL,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,8,0,4,0,4
White,CROSBY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,19,0,13,0,6
White,CYPERT,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,4,0,3,0,1
White,DENMARK,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,0,0,0,0,0
White,DES ARC,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,53,0,37,0,16
White,DOGWOOD TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,6,0,6,0,0
White,EL PASO,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,6,0,6,0,0
White,FRANCURE,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,1,0,1,0,0
White,GARNER TWP,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,12,0,7,0,5
White,GARNER CITY,White County Clerk,,REP,BRITTNEY SELLERS-HAWKINS,10,1,9,0,0
