county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
White,GEORGETOWN,Justice of the Peace District 8,,DEM,"LAYNE ""BOSS"" VAUGHAN",17,0,16,0,1
White,KENSETT WARD 1,Kensett Recorder/Treasurer,,DEM,MAXINE TEAGUE,61,21,36,0,4
White,KENSETT WARD 2,Kensett Recorder/Treasurer,,DEM,MAXINE TEAGUE,112,0,106,0,6
White,KENSETT WARD 3,Kensett Recorder/Treasurer,,DEM,MAXINE TEAGUE,24,0,23,0,1
White,KENSETT WARD 1,Kensett Recorder/Treasurer,,DEM,LINDA FULLER,94,65,23,0,6
White,KENSETT WARD 2,Kensett Recorder/Treasurer,,DEM,LINDA FULLER,48,0,47,0,1
White,KENSETT WARD 3,Kensett Recorder/Treasurer,,DEM,LINDA FULLER,40,0,38,0,2
White,KENSETT WARD 1,Kensett Alderman W-2 PO. 1,,DEM,JACKIE L. ROGERS,56,21,29,0,6
White,KENSETT WARD 2,Kensett Alderman W-2 PO. 1,,DEM,JACKIE L. ROGERS,99,0,94,0,5
White,KENSETT WARD 3,Kensett Alderman W-2 PO. 1,,DEM,JACKIE L. ROGERS,29,0,27,0,2
White,KENSETT WARD 1,Kensett Alderman W-2 PO. 1,,DEM,BILL MILLS,98,63,31,0,4
White,KENSETT WARD 2,Kensett Alderman W-2 PO. 1,,DEM,BILL MILLS,62,0,60,0,2
White,KENSETT WARD 3,Kensett Alderman W-2 PO. 1,,DEM,BILL MILLS,35,0,33,0,2
White,ALBION,Unopposed Candidates,,DEM,FOR,48,44,2,0,2
White,ANTIOCH,Unopposed Candidates,,DEM,FOR,7,0,6,0,1
White,BALD KNOB WARD 1,Unopposed Candidates,,DEM,FOR,25,0,19,0,6
White,BALD KNOB WARD 2,Unopposed Candidates,,DEM,FOR,18,0,16,0,2
White,BALD KNOB WARD 3,Unopposed Candidates,,DEM,FOR,12,0,12,0,0
White,BALD KNOB TWP,Unopposed Candidates,,DEM,FOR,11,0,9,0,2
White,BEEBE WARD 1,Unopposed Candidates,,DEM,FOR,22,0,21,0,1
White,BEEBE WARD 2,Unopposed Candidates,,DEM,FOR,20,0,20,0,0
White,BEEBE WARD 3,Unopposed Candidates,,DEM,FOR,24,0,23,0,1
White,BIG CREEK,Unopposed Candidates,,DEM,FOR,12,0,10,0,2
White,BRADFORD WARD 1,Unopposed Candidates,,DEM,FOR,4,3,0,0,1
White,BRADFORD WARD 2,Unopposed Candidates,,DEM,FOR,0,0,0,0,0
White,BRADFORD WARD 3,Unopposed Candidates,,DEM,FOR,1,0,0,0,1
White,CADRON,Unopposed Candidates,,DEM,FOR,2,0,1,0,1
White,CANE,Unopposed Candidates,,DEM,FOR,16,0,11,0,5
White,CHRISP,Unopposed Candidates,,DEM,FOR,8,0,6,0,2
White,CLAY,Unopposed Candidates,,DEM,FOR,12,0,10,0,2
White,CLEVELAND,Unopposed Candidates,,DEM,FOR,2,0,1,0,1
White,COFFEY,Unopposed Candidates,,DEM,FOR,11,0,8,0,3
White,COLDWELL,Unopposed Candidates,,DEM,FOR,10,0,8,0,2
White,CROSBY,Unopposed Candidates,,DEM,FOR,1,0,1,0,0
White,CYPERT,Unopposed Candidates,,DEM,FOR,2,0,2,0,0
White,DENMARK,Unopposed Candidates,,DEM,FOR,1,0,0,0,1
White,DES ARC,Unopposed Candidates,,DEM,FOR,4,0,3,0,1
White,DOGWOOD TWP,Unopposed Candidates,,DEM,FOR,9,5,4,0,0
White,EL PASO,Unopposed Candidates,,DEM,FOR,26,0,26,0,0
White,FRANCURE,Unopposed Candidates,,DEM,FOR,2,0,2,0,0
White,GARNER TWP,Unopposed Candidates,,DEM,FOR,6,0,6,0,0
White,GARNER CITY,Unopposed Candidates,,DEM,FOR,4,0,4,0,0
White,GRAVEL HILL,Unopposed Candidates,,DEM,FOR,3,0,3,0,0
White,GRAY A,Unopposed Candidates,,DEM,FOR,14,0,12,0,2
White,GRAY B,Unopposed Candidates,,DEM,FOR,43,0,20,0,23
White,GRIFFITHVILLE,Unopposed Candidates,,DEM,FOR,7,0,6,0,1
White,GUM SPRINGS,Unopposed Candidates,,DEM,FOR,23,0,16,0,7
White,GUTHRIE,Unopposed Candidates,,DEM,FOR,16,0,16,0,0
White,HARRISON,Unopposed Candidates,,DEM,FOR,30,0,25,0,5
White,HARTSELL,Unopposed Candidates,,DEM,FOR,4,0,3,0,1
White,HIGGINSON TWP,Unopposed Candidates,,DEM,FOR,6,0,4,0,2
White,HIGGINSON CITY,Unopposed Candidates,,DEM,FOR,8,0,8,0,0
White,JACKSON,Unopposed Candidates,,DEM,FOR,13,0,13,0,0
White,JEFFERSON,Unopposed Candidates,,DEM,FOR,16,0,16,0,0
White,JOY,Unopposed Candidates,,DEM,FOR,6,0,6,0,0
White,JUDSONIA WARD 1,Unopposed Candidates,,DEM,FOR,6,0,6,0,0
White,JUDSONIA WARD 2,Unopposed Candidates,,DEM,FOR,4,0,3,0,1
White,JUDSONIA WARD 3,Unopposed Candidates,,DEM,FOR,3,0,3,0,0
White,KENSETT WARD 1,Unopposed Candidates,,DEM,FOR,116,71,37,0,8
White,KENSETT WARD 2,Unopposed Candidates,,DEM,FOR,107,0,101,0,6
White,KENSETT WARD 3,Unopposed Candidates,,DEM,FOR,44,0,41,0,3
White,KENSETT TWP,Unopposed Candidates,,DEM,FOR,22,0,19,0,3
White,KENTUCKY,Unopposed Candidates,,DEM,FOR,25,0,21,0,4
White,LETONIA,Unopposed Candidates,,DEM,FOR,2,0,2,0,0
White,LIBERTY,Unopposed Candidates,,DEM,FOR,0,0,0,0,0
White,MARION,Unopposed Candidates,,DEM,FOR,4,0,4,0,0
White,MARSHALL,Unopposed Candidates,,DEM,FOR,14,0,13,0,1
White,MCRAE WARD 1,Unopposed Candidates,,DEM,FOR,5,0,5,0,0
White,MCRAE WARD 2,Unopposed Candidates,,DEM,FOR,4,0,4,0,0
White,MCRAE TWP,Unopposed Candidates,,DEM,FOR,5,0,4,0,1
White,MT PISGAH,Unopposed Candidates,,DEM,FOR,2,0,1,0,1
White,PANGBURN WARD 1,Unopposed Candidates,,DEM,FOR,5,0,5,0,0
White,PANGBURN WARD 2,Unopposed Candidates,,DEM,FOR,6,0,3,0,3
White,RED RIVER,Unopposed Candidates,,DEM,FOR,37,0,32,0,5
White,ROSE BUD,Unopposed Candidates,,DEM,FOR,8,0,8,0,0
White,ROYAL,Unopposed Candidates,,DEM,FOR,8,0,8,0,0
White,RUSSELL CITY,Unopposed Candidates,,DEM,FOR,0,0,0,0,0
White,RUSSELL TWP,Unopposed Candidates,,DEM,FOR,0,0,0,0,0
White,SEARCY WARD 1 A,Unopposed Candidates,,DEM,FOR,5,0,3,0,2
White,SEARCY WARD 1 C,Unopposed Candidates,,DEM,FOR,5,0,2,0,3
White,SEARCY WARD 1 D,Unopposed Candidates,,DEM,FOR,10,0,6,0,4
White,SEARCY WARD 2 B,Unopposed Candidates,,DEM,FOR,6,0,2,0,4
White,SEARCY WARD 2 C,Unopposed Candidates,,DEM,FOR,29,0,12,0,17
White,SEARCY WARD 2 D,Unopposed Candidates,,DEM,FOR,20,0,8,0,12
White,SEARCY WARD 3 A,Unopposed Candidates,,DEM,FOR,21,0,10,0,11
White,SEARCY WARD 3 B,Unopposed Candidates,,DEM,FOR,15,0,7,0,8
White,SEARCY WARD 3 C,Unopposed Candidates,,DEM,FOR,10,0,4,0,6
White,SEARCY WARD 3 D,Unopposed Candidates,,DEM,FOR,2,0,2,0,0
White,SEARCY WARD 4 A,Unopposed Candidates,,DEM,FOR,6,0,2,0,4
White,SEARCY WARD 4 B,Unopposed Candidates,,DEM,FOR,5,0,2,0,3
White,SEARCY WARD 4 C,Unopposed Candidates,,DEM,FOR,13,0,11,0,2
White,SEARCY WARD 2 E,Unopposed Candidates,,DEM,FOR,21,0,9,0,12
White,UNION,Unopposed Candidates,,DEM,FOR,19,0,16,0,3
White,VELVET RIDGE,Unopposed Candidates,,DEM,FOR,1,0,0,0,1
White,WALKER,Unopposed Candidates,,DEM,FOR,6,0,4,0,2
White,WEST POINT,Unopposed Candidates,,DEM,FOR,22,0,22,0,0
White,GEORGETOWN,Unopposed Candidates,,DEM,FOR,18,0,16,0,2
White,BALD KNOB TWP NORTH,Unopposed Candidates,,DEM,FOR,13,0,9,0,4
White,BEEBE WARD 3 C,Unopposed Candidates,,DEM,FOR,21,0,17,0,4
White,HARRISON EAST,Unopposed Candidates,,DEM,FOR,9,0,9,0,0
White,SEARCY WARD 1 E,Unopposed Candidates,,DEM,FOR,7,0,4,0,3
White,SEARCY WARD 3 E,Unopposed Candidates,,DEM,FOR,24,0,6,0,18
White,PANGBURN WARD 3,Unopposed Candidates,,DEM,FOR,10,0,9,0,1
White,ALBION,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,44,19,14,0,11
White,ANTIOCH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,53,8,39,0,6
White,BALD KNOB WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,48,2,36,0,10
White,BALD KNOB WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,35,0,29,0,6
White,BALD KNOB WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,48,0,44,0,4
White,BALD KNOB TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,38,0,32,0,6
White,BEEBE WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,49,0,47,0,2
White,BEEBE WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,59,0,56,0,3
White,BEEBE WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,70,0,60,0,10
White,BIG CREEK,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,64,0,51,0,13
White,BRADFORD WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,42,3,38,0,1
White,BRADFORD WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,14,6,8,0,0
White,BRADFORD WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,12,0,10,0,2
White,CADRON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,25,0,20,0,5
White,CANE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,69,0,44,0,25
White,CHRISP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,53,0,43,0,10
White,CLAY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,47,0,38,0,9
White,CLEVELAND,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,9,0,6,0,3
White,COFFEY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,70,0,62,0,8
White,COLDWELL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,26,0,19,0,7
White,CROSBY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,38,0,29,0,9
White,CYPERT,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,13,0,10,0,3
White,DENMARK,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,2,0,0,0,2
White,DES ARC,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,95,0,72,0,23
White,DOGWOOD TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,16,4,12,0,0
White,EL PASO,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,53,0,53,0,0
White,FRANCURE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,5,0,4,0,1
White,GARNER TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,27,0,20,0,7
White,GARNER CITY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,20,3,17,0,0
White,GRAVEL HILL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,24,0,23,0,1
White,GRAY A,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,114,12,80,0,22
White,GRAY B,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,274,0,185,0,89
White,GRIFFITHVILLE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,18,0,16,0,2
White,GUM SPRINGS,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,133,0,105,0,28
White,GUTHRIE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,81,0,69,0,12
White,HARRISON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,197,3,147,0,47
White,HARTSELL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,20,0,12,0,8
White,HIGGINSON TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,24,0,20,0,4
White,HIGGINSON CITY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,35,0,32,0,3
White,JACKSON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,42,0,32,0,10
White,JEFFERSON,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,26,0,26,0,0
White,JOY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,31,0,29,0,2
White,JUDSONIA WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,54,0,40,0,14
White,JUDSONIA WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,40,0,34,0,6
White,JUDSONIA WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,35,0,26,0,9
White,KENSETT WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,111,63,39,0,9
White,KENSETT WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,110,0,101,0,9
White,KENSETT WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,54,0,48,0,6
White,KENSETT TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,39,0,33,0,6
White,KENTUCKY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,48,0,42,0,6
White,LETONIA,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,12,0,12,0,0
White,LIBERTY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,29,0,28,0,1
White,MARION,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,24,0,20,0,4
White,MARSHALL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,49,0,40,0,9
White,MCRAE WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,15,0,15,0,0
White,MCRAE WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,21,0,19,0,2
White,MCRAE TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,32,0,30,0,2
White,MT PISGAH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,19,0,9,0,10
White,PANGBURN WARD 1,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,17,0,16,0,1
White,PANGBURN WARD 2,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,15,0,11,0,4
White,RED RIVER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,45,0,41,0,4
White,ROSE BUD,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,23,0,22,0,1
White,ROYAL,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,29,0,25,0,4
White,RUSSELL CITY,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,8,0,8,0,0
White,RUSSELL TWP,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,9,0,9,0,0
White,SEARCY WARD 1 A,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,42,0,30,0,12
White,SEARCY WARD 1 C,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,64,0,44,0,20
White,SEARCY WARD 1 D,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,202,0,86,0,116
White,SEARCY WARD 2 B,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,33,0,16,0,17
White,SEARCY WARD 2 C,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,277,37,113,0,127
White,SEARCY WARD 2 D,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,93,0,43,0,50
White,SEARCY WARD 3 A,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,58,0,29,0,29
White,SEARCY WARD 3 B,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,63,0,38,0,25
White,SEARCY WARD 3 C,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,68,0,27,0,41
White,SEARCY WARD 3 D,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,5,0,3,0,2
White,SEARCY WARD 4 A,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,24,0,15,0,9
White,SEARCY WARD 4 B,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,33,0,19,0,14
White,SEARCY WARD 4 C,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,92,0,66,0,26
White,SEARCY WARD 2 E,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,134,0,58,0,76
White,UNION,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,78,0,70,0,8
White,VELVET RIDGE,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,86,0,77,0,9
White,WALKER,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,9,0,8,0,1
White,WEST POINT,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,23,0,23,0,0
White,GEORGETOWN,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,21,0,19,0,2
White,BALD KNOB TWP NORTH,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,18,0,13,0,5
White,BEEBE WARD 3 C,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,63,0,57,0,6
White,HARRISON EAST,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,52,0,45,0,7
White,SEARCY WARD 1 E,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,78,0,46,0,32
White,SEARCY WARD 3 E,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,117,0,52,0,65
White,PANGBURN WARD 3,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,27,0,24,0,3
White,ALBION,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,30,15,11,0,4
White,ANTIOCH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,23,6,15,0,2
White,BALD KNOB WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,27,1,24,0,2
White,BALD KNOB WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,17,0,16,0,1
White,BALD KNOB WARD 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,0,15,0,0
White,BALD KNOB TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,14,0,14,0,0
White,BEEBE WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,35,0,34,0,1
White,BEEBE WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,30,0,25,0,5
White,BEEBE WARD 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,36,0,30,0,6
White,BIG CREEK,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,23,0,20,0,3
White,BRADFORD WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,13,0,12,0,1
White,BRADFORD WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,2,0,2,0,0
White,BRADFORD WARD 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,8,0,8,0,0
White,CADRON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,10,0,6,0,4
White,CANE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,36,0,27,0,9
White,CHRISP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,36,0,33,0,3
White,CLAY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,36,0,30,0,6
White,CLEVELAND,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,4,0,3,0,1
White,COFFEY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,40,0,37,0,3
White,COLDWELL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,16,0,12,0,4
White,CROSBY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,20,0,10,0,10
White,CYPERT,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,1,0,1,0,0
White,DENMARK,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,2,0,0,0,2
White,DES ARC,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,50,0,37,0,13
White,DOGWOOD TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,11,1,7,0,3
White,EL PASO,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,0,15,0,0
White,FRANCURE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,1,0,1,0,0
White,GARNER TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,18,0,14,0,4
White,GARNER CITY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,3,1,2,0,0
White,GRAVEL HILL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,0,14,0,1
White,GRAY A,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,63,3,48,0,12
White,GRAY B,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,120,0,71,0,49
White,GRIFFITHVILLE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,0,15,0,0
White,GUM SPRINGS,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,74,0,51,0,23
White,GUTHRIE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,35,0,32,0,3
White,HARRISON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,76,2,58,0,16
White,HARTSELL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,20,0,16,0,4
White,HIGGINSON TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,10,0,2
White,HIGGINSON CITY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,23,0,21,0,2
White,JACKSON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,9,0,7,0,2
White,JEFFERSON,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,10,0,10,0,0
White,JOY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,20,0,20,0,0
White,JUDSONIA WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,25,0,20,0,5
White,JUDSONIA WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,25,0,17,0,8
White,JUDSONIA WARD 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,0,5,0,0
White,KENSETT WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,37,15,19,0,3
White,KENSETT WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,53,0,48,0,5
White,KENSETT WARD 3,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,20,0,19,0,1
White,KENSETT TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,19,0,12,0,7
White,KENTUCKY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,33,0,24,0,9
White,LETONIA,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,14,0,14,0,0
White,LIBERTY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,11,0,1
White,MARION,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,8,0,8,0,0
White,MARSHALL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,28,0,25,0,3
White,MCRAE WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,8,0,6,0,2
White,MCRAE WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,10,0,9,0,1
White,MCRAE TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,15,0,14,0,1
White,MT PISGAH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,3,0,3,0,0
White,PANGBURN WARD 1,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,4,0,4,0,0
White,PANGBURN WARD 2,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,0,4,0,1
White,RED RIVER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,19,0,11,0,8
White,ROSE BUD,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,8,0,6,0,2
White,ROYAL,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,13,0,12,0,1
White,RUSSELL CITY,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,3,0,3,0,0
White,RUSSELL TWP,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,4,0,4,0,0
White,SEARCY WARD 1 A,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,25,0,19,0,6
White,SEARCY WARD 1 C,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,37,0,22,0,15
White,SEARCY WARD 1 D,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,85,0,41,0,44
White,SEARCY WARD 2 B,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,23,0,11,0,12
White,SEARCY WARD 2 C,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,96,6,42,0,48
White,SEARCY WARD 2 D,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,64,0,30,0,34
White,SEARCY WARD 3 A,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,33,0,12,0,21
White,SEARCY WARD 3 B,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,34,0,18,0,16
White,SEARCY WARD 3 C,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,22,0,12,0,10
White,SEARCY WARD 3 D,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,6,0,3,0,3
White,SEARCY WARD 4 A,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,22,0,11,0,11
White,SEARCY WARD 4 B,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,20,0,11,0,9
White,SEARCY WARD 4 C,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,36,0,20,0,16
White,SEARCY WARD 2 E,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,64,0,28,0,36
White,UNION,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,33,0,29,0,4
White,VELVET RIDGE,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,31,0,31,0,0
White,WALKER,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,7,0,6,0,1
White,WEST POINT,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,5,0,5,0,0
White,GEORGETOWN,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,11,0,1
White,BALD KNOB TWP NORTH,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,12,0,10,0,2
