county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Scott,KEENER,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,7,6,1,0,0,0
Scott,KEENER,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,5,4,1,0,0,0
Scott,KEENER,State Senate District 9 - REP,,REP,Representative Terry Rice,10,9,1,0,0,0
Scott,KEENER,State Senate District 9 - REP,,REP,Senator Bruce Holland,3,2,1,0,0,0
Scott,KEENER,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,4,4,0,0,0,0
Scott,KEENER,State Treasurer - REP,,REP,Representative Duncan Baird,9,7,2,0,0,0
Scott,KEENER,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,5,3,2,0,0,0
Scott,KEENER,U.S. Congress District 4 - REP,,REP,Tommy Moll,8,8,0,0,0,0
Scott,LAFAVE,Attorney General - REP,,REP,David Sterling,8,8,0,0,0,0
Scott,LAFAVE,Attorney General - REP,,REP,Leslie Rutledge,3,3,0,0,0,0
Scott,LAFAVE,Auditor of State - REP,,REP,Ken Yang,4,4,0,0,0,0
Scott,LAFAVE,Auditor of State - REP,,REP,Representative Andrea Lea,9,9,0,0,0,0
Scott,LAFAVE,DEM UNOPPOSED,,DEM,FOR,13,10,3,0,0,0
Scott,LAFAVE,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Scott,LAFAVE,Governor - DEM,,DEM,Mike Ross,18,15,3,0,0,0
Scott,LAFAVE,Governor - REP,,REP,Asa Hutchinson,10,10,0,0,0,0
Scott,LAFAVE,Governor - REP,,REP,Curtis Coleman,4,4,0,0,0,0
Scott,LAFAVE,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,9,9,0,0,0,0
Scott,LAFAVE,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,2,2,0,0,0,0
Scott,LAFAVE,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Scott,LAFAVE,REP UNOPPOSED,,REP,FOR,12,12,0,0,0,0
Scott,LAFAVE,SC Circuit Clerk,,DEM,SANDY STAGGS,12,10,2,0,0,0
Scott,LAFAVE,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,5,5,0,0,0,0
Scott,LAFAVE,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,2,2,0,0,0,0
Scott,LAFAVE,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,8,8,0,0,0,0
Scott,LAFAVE,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,5,2,3,0,0,0
Scott,LAFAVE,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,8,8,0,0,0,0
Scott,LAFAVE,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,4,4,0,0,0,0
Scott,LAFAVE,State Senate District 9 - REP,,REP,Representative Terry Rice,12,12,0,0,0,0
Scott,LAFAVE,State Senate District 9 - REP,,REP,Senator Bruce Holland,2,2,0,0,0,0
Scott,LAFAVE,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,9,9,0,0,0,0
Scott,LAFAVE,State Treasurer - REP,,REP,Representative Duncan Baird,3,3,0,0,0,0
Scott,LAFAVE,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,4,4,0,0,0,0
Scott,LAFAVE,U.S. Congress District 4 - REP,,REP,Tommy Moll,8,8,0,0,0,0
Scott,LAMB,Attorney General - REP,,REP,David Sterling,14,11,3,0,0,0
Scott,LAMB,Attorney General - REP,,REP,Leslie Rutledge,9,8,1,0,0,0
Scott,LAMB,Attorney General - REP,,REP,Patricia Nation,11,9,2,0,0,0
Scott,LAMB,Auditor of State - REP,,REP,Ken Yang,8,5,3,0,0,0
Scott,LAMB,Auditor of State - REP,,REP,Representative Andrea Lea,25,22,3,0,0,0
Scott,LAMB,DEM UNOPPOSED,,DEM,FOR,36,29,7,0,0,0
Scott,LAMB,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",10,7,3,0,0,0
Scott,LAMB,Governor - DEM,,DEM,Mike Ross,49,44,5,0,0,0
Scott,LAMB,Governor - REP,,REP,Asa Hutchinson,31,26,5,0,0,0
Scott,LAMB,Governor - REP,,REP,Curtis Coleman,5,4,1,0,0,0
Scott,LAMB,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,17,12,5,0,0,0
Scott,LAMB,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,11,10,1,0,0,0
Scott,LAMB,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,7,7,0,0,0,0
Scott,LAMB,REP UNOPPOSED,,REP,FOR,25,20,5,0,0,0
Scott,LAMB,SC Circuit Clerk,,DEM,SANDY STAGGS,46,40,6,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,3,2,1,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,5,5,0,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,27,24,3,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,6,6,0,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,23,19,4,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,10,8,2,0,0,0
Scott,LAMB,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,20,16,4,0,0,0
Scott,LAMB,State Senate District 9 - REP,,REP,Representative Terry Rice,34,30,4,0,0,0
Scott,LAMB,State Senate District 9 - REP,,REP,Senator Bruce Holland,4,2,2,0,0,0
Scott,LAMB,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,15,14,1,0,0,0
Scott,LAMB,State Treasurer - REP,,REP,Representative Duncan Baird,17,12,5,0,0,0
Scott,LAMB,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,13,10,3,0,0,0
Scott,LAMB,U.S. Congress District 4 - REP,,REP,Tommy Moll,19,16,3,0,0,0
Scott,LEWIS WARD 1,Attorney General - REP,,REP,David Sterling,51,41,7,3,0,0
Scott,LEWIS WARD 1,Attorney General - REP,,REP,Leslie Rutledge,31,28,3,0,0,0
Scott,LEWIS WARD 1,Attorney General - REP,,REP,Patricia Nation,6,6,0,0,0,0
Scott,LEWIS WARD 1,Auditor of State - REP,,REP,Ken Yang,27,20,7,0,0,0
Scott,LEWIS WARD 1,Auditor of State - REP,,REP,Representative Andrea Lea,58,52,3,3,0,0
Scott,LEWIS WARD 1,DEM UNOPPOSED,,DEM,FOR,23,19,4,0,0,0
Scott,LEWIS WARD 1,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Scott,LEWIS WARD 1,Governor - DEM,,DEM,Mike Ross,23,19,4,0,0,0
Scott,LEWIS WARD 1,Governor - REP,,REP,Asa Hutchinson,81,70,8,3,0,0
Scott,LEWIS WARD 1,Governor - REP,,REP,Curtis Coleman,13,11,2,0,0,0
Scott,LEWIS WARD 1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,53,43,7,3,0,0
Scott,LEWIS WARD 1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,24,22,2,0,0,0
Scott,LEWIS WARD 1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,14,13,1,0,0,0
Scott,LEWIS WARD 1,REP UNOPPOSED,,REP,FOR,67,56,9,2,0,0
Scott,LEWIS WARD 1,SC Circuit Clerk,,DEM,SANDY STAGGS,23,19,4,0,0,0
Scott,LEWIS WARD 1,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,5,3,2,0,0,0
Scott,LEWIS WARD 1,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,5,4,1,0,0,0
Scott,LEWIS WARD 1,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,15,14,1,0,0,0
Scott,LEWIS WARD 1,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,31,27,2,2,0,0
Scott,LEWIS WARD 1,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,55,47,7,1,0,0
Scott,LEWIS WARD 1,State Senate District 9 - REP,,REP,Representative Terry Rice,71,59,9,3,0,0
Scott,LEWIS WARD 1,State Senate District 9 - REP,,REP,Senator Bruce Holland,23,22,1,0,0,0
Scott,LEWIS WARD 1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,41,37,3,1,0,0
Scott,LEWIS WARD 1,State Treasurer - REP,,REP,Representative Duncan Baird,43,35,6,2,0,0
Scott,LEWIS WARD 1,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,38,33,3,2,0,0
Scott,LEWIS WARD 1,U.S. Congress District 4 - REP,,REP,Tommy Moll,49,42,6,1,0,0
Scott,LEWIS WARD 2,Attorney General - REP,,REP,David Sterling,25,22,3,0,0,0
Scott,LEWIS WARD 2,Attorney General - REP,,REP,Leslie Rutledge,14,14,0,0,0,0
Scott,LEWIS WARD 2,Attorney General - REP,,REP,Patricia Nation,11,6,2,3,0,0
Scott,LEWIS WARD 2,Auditor of State - REP,,REP,Ken Yang,13,9,1,3,0,0
Scott,LEWIS WARD 2,Auditor of State - REP,,REP,Representative Andrea Lea,34,30,4,0,0,0
Scott,LEWIS WARD 2,DEM UNOPPOSED,,DEM,FOR,13,13,0,0,0,0
Scott,LEWIS WARD 2,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,1,0,0,0,0
Scott,LEWIS WARD 2,Governor - DEM,,DEM,Mike Ross,16,16,0,0,0,0
Scott,LEWIS WARD 2,Governor - REP,,REP,Asa Hutchinson,44,39,2,3,0,0
Scott,LEWIS WARD 2,Governor - REP,,REP,Curtis Coleman,8,5,3,0,0,0
Scott,LEWIS WARD 2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,33,30,3,0,0,0
Scott,LEWIS WARD 2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,12,8,1,3,0,0
Scott,LEWIS WARD 2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,6,5,1,0,0,0
Scott,LEWIS WARD 2,REP UNOPPOSED,,REP,FOR,42,35,4,3,0,0
Scott,LEWIS WARD 2,SC Circuit Clerk,,DEM,SANDY STAGGS,18,18,0,0,0,0
Scott,LEWIS WARD 2,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,2,2,0,0,0,0
Scott,LEWIS WARD 2,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,17,17,0,0,0,0
Scott,LEWIS WARD 2,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,27,25,2,0,0,0
Scott,LEWIS WARD 2,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,24,19,2,3,0,0
Scott,LEWIS WARD 2,State Senate District 9 - REP,,REP,Representative Terry Rice,30,24,4,2,0,0
Scott,LEWIS WARD 2,State Senate District 9 - REP,,REP,Senator Bruce Holland,22,20,1,1,0,0
Scott,LEWIS WARD 2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,29,24,2,3,0,0
Scott,LEWIS WARD 2,State Treasurer - REP,,REP,Representative Duncan Baird,19,16,3,0,0,0
Scott,LEWIS WARD 2,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,28,25,1,2,0,0
Scott,LEWIS WARD 2,U.S. Congress District 4 - REP,,REP,Tommy Moll,23,18,4,1,0,0
Scott,MILL CREEK,Attorney General - REP,,REP,David Sterling,19,16,3,0,0,0
Scott,MILL CREEK,Attorney General - REP,,REP,Leslie Rutledge,11,10,1,0,0,0
Scott,MILL CREEK,Attorney General - REP,,REP,Patricia Nation,6,5,1,0,0,0
Scott,MILL CREEK,Auditor of State - REP,,REP,Ken Yang,13,12,1,0,0,0
Scott,MILL CREEK,Auditor of State - REP,,REP,Representative Andrea Lea,20,17,3,0,0,0
Scott,MILL CREEK,DEM UNOPPOSED,,DEM,FOR,21,17,4,0,0,0
Scott,MILL CREEK,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",7,6,1,0,0,0
Scott,MILL CREEK,Governor - DEM,,DEM,Mike Ross,27,22,5,0,0,0
Scott,MILL CREEK,Governor - REP,,REP,Asa Hutchinson,28,23,5,0,0,0
Scott,MILL CREEK,Governor - REP,,REP,Curtis Coleman,10,9,1,0,0,0
Scott,MILL CREEK,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,20,16,4,0,0,0
Scott,MILL CREEK,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,9,8,1,0,0,0
Scott,MILL CREEK,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,6,5,1,0,0,0
Scott,MILL CREEK,REP UNOPPOSED,,REP,FOR,25,23,2,0,0,0
Scott,MILL CREEK,SC Circuit Clerk,,DEM,SANDY STAGGS,26,22,4,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,9,9,0,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,3,3,0,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,2,1,1,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,8,8,0,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,16,11,5,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,11,8,3,0,0,0
Scott,MILL CREEK,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,24,23,1,0,0,0
Scott,MILL CREEK,State Senate District 9 - REP,,REP,Representative Terry Rice,33,28,5,0,0,0
Scott,MILL CREEK,State Senate District 9 - REP,,REP,Senator Bruce Holland,8,7,1,0,0,0
Scott,MILL CREEK,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,16,13,3,0,0,0
Scott,MILL CREEK,State Treasurer - REP,,REP,Representative Duncan Baird,16,15,1,0,0,0
Scott,MILL CREEK,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,10,9,1,0,0,0
Scott,MILL CREEK,U.S. Congress District 4 - REP,,REP,Tommy Moll,25,20,5,0,0,0
Scott,MOUNT PLEASANT,Attorney General - REP,,REP,David Sterling,23,21,2,0,0,0
Scott,MOUNT PLEASANT,Attorney General - REP,,REP,Leslie Rutledge,14,14,0,0,0,0
Scott,MOUNT PLEASANT,Attorney General - REP,,REP,Patricia Nation,13,8,2,3,0,0
Scott,MOUNT PLEASANT,Auditor of State - REP,,REP,Ken Yang,14,11,0,3,0,0
Scott,MOUNT PLEASANT,Auditor of State - REP,,REP,Representative Andrea Lea,36,31,5,0,0,0
Scott,MOUNT PLEASANT,DEM UNOPPOSED,,DEM,FOR,29,20,7,2,0,0
Scott,MOUNT PLEASANT,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",6,3,3,0,0,0
Scott,MOUNT PLEASANT,Governor - DEM,,DEM,Mike Ross,34,23,9,2,0,0
Scott,MOUNT PLEASANT,Governor - REP,,REP,Asa Hutchinson,48,41,4,3,0,0
Scott,MOUNT PLEASANT,Governor - REP,,REP,Curtis Coleman,5,4,1,0,0,0
Scott,MOUNT PLEASANT,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,33,28,5,0,0,0
Scott,MOUNT PLEASANT,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,13,10,0,3,0,0
Scott,MOUNT PLEASANT,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,4,4,0,0,0,0
Scott,MOUNT PLEASANT,REP UNOPPOSED,,REP,FOR,41,35,3,3,0,0
Scott,MOUNT PLEASANT,SC Circuit Clerk,,DEM,SANDY STAGGS,34,21,11,2,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,5,4,1,0,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,5,3,2,0,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,7,4,1,2,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,2,1,1,0,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,25,16,9,0,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,13,12,1,0,0,0
Scott,MOUNT PLEASANT,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,33,27,3,3,0,0
Scott,MOUNT PLEASANT,State Senate District 9 - REP,,REP,Representative Terry Rice,50,43,4,3,0,0
Scott,MOUNT PLEASANT,State Senate District 9 - REP,,REP,Senator Bruce Holland,4,3,1,0,0,0
Scott,MOUNT PLEASANT,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,26,21,2,3,0,0
Scott,MOUNT PLEASANT,State Treasurer - REP,,REP,Representative Duncan Baird,23,20,3,0,0,0
Scott,MOUNT PLEASANT,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,20,17,2,1,0,0
Scott,MOUNT PLEASANT,U.S. Congress District 4 - REP,,REP,Tommy Moll,29,24,3,2,0,0
Scott,MOUNTAIN,Attorney General - REP,,REP,David Sterling,23,19,4,0,0,0
Scott,MOUNTAIN,Attorney General - REP,,REP,Leslie Rutledge,17,14,3,0,0,0
Scott,MOUNTAIN,Attorney General - REP,,REP,Patricia Nation,6,3,1,2,0,0
Scott,MOUNTAIN,Auditor of State - REP,,REP,Ken Yang,10,7,1,2,0,0
Scott,MOUNTAIN,Auditor of State - REP,,REP,Representative Andrea Lea,33,27,6,0,0,0
Scott,MOUNTAIN,DEM UNOPPOSED,,DEM,FOR,24,20,4,0,0,0
Scott,MOUNTAIN,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",5,4,1,0,0,0
Scott,MOUNTAIN,Governor - DEM,,DEM,Mike Ross,28,24,4,0,0,0
Scott,MOUNTAIN,Governor - REP,,REP,Asa Hutchinson,41,32,7,2,0,0
Scott,MOUNTAIN,Governor - REP,,REP,Curtis Coleman,6,4,2,0,0,0
Scott,MOUNTAIN,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,30,26,4,0,0,0
Scott,MOUNTAIN,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,9,5,2,2,0,0
Scott,MOUNTAIN,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,8,5,3,0,0,0
Scott,MOUNTAIN,REP UNOPPOSED,,REP,FOR,37,28,7,2,0,0
Scott,MOUNTAIN,SC Circuit Clerk,,DEM,SANDY STAGGS,27,23,4,0,0,0
Scott,MOUNTAIN,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,12,11,1,0,0,0
Scott,MOUNTAIN,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,4,4,0,0,0,0
Scott,MOUNTAIN,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,1,1,0,0,0,0
Scott,MOUNTAIN,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,18,13,5,0,0,0
Scott,MOUNTAIN,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,21,17,4,0,0,0
Scott,MOUNTAIN,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,22,16,4,2,0,0
Scott,MOUNTAIN,State Senate District 9 - REP,,REP,Representative Terry Rice,44,36,7,1,0,0
Scott,MOUNTAIN,State Senate District 9 - REP,,REP,Senator Bruce Holland,3,0,2,1,0,0
Scott,MOUNTAIN,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,18,14,3,1,0,0
Scott,MOUNTAIN,State Treasurer - REP,,REP,Representative Duncan Baird,24,19,4,1,0,0
Scott,MOUNTAIN,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,21,16,4,1,0,0
Scott,MOUNTAIN,U.S. Congress District 4 - REP,,REP,Tommy Moll,23,19,3,1,0,0
Scott,PARKS,Attorney General - REP,,REP,David Sterling,10,9,0,1,0,0
Scott,PARKS,Attorney General - REP,,REP,Leslie Rutledge,11,11,0,0,0,0
Scott,PARKS,Attorney General - REP,,REP,Patricia Nation,3,3,0,0,0,0
Scott,PARKS,Auditor of State - REP,,REP,Ken Yang,5,4,0,1,0,0
Scott,PARKS,Auditor of State - REP,,REP,Representative Andrea Lea,18,18,0,0,0,0
Scott,PARKS,DEM UNOPPOSED,,DEM,FOR,9,7,2,0,0,0
Scott,PARKS,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,3,1,0,0,0
Scott,PARKS,Governor - DEM,,DEM,Mike Ross,17,15,2,0,0,0
Scott,PARKS,Governor - REP,,REP,Asa Hutchinson,19,19,0,0,0,0
Scott,PARKS,Governor - REP,,REP,Curtis Coleman,6,5,0,1,0,0
Scott,PARKS,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,15,15,0,0,0,0
Scott,PARKS,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,5,4,0,1,0,0
Scott,PARKS,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,4,4,0,0,0,0
Scott,PARKS,REP UNOPPOSED,,REP,FOR,18,16,1,1,0,0
Scott,PARKS,SC Circuit Clerk,,DEM,SANDY STAGGS,16,14,2,0,0,0
Scott,PARKS,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,5,5,0,0,0,0
Scott,PARKS,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,2,2,0,0,0,0
Scott,PARKS,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,3,2,1,0,0,0
Scott,PARKS,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,12,10,2,0,0,0
Scott,PARKS,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,12,12,0,0,0,0
Scott,PARKS,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,13,11,1,1,0,0
Scott,PARKS,State Senate District 9 - REP,,REP,Representative Terry Rice,22,21,0,1,0,0
Scott,PARKS,State Senate District 9 - REP,,REP,Senator Bruce Holland,7,6,1,0,0,0
Scott,PARKS,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,11,10,0,1,0,0
Scott,PARKS,State Treasurer - REP,,REP,Representative Duncan Baird,9,9,0,0,0,0
Scott,PARKS,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,8,7,0,1,0,0
Scott,PARKS,U.S. Congress District 4 - REP,,REP,Tommy Moll,15,15,0,0,0,0
Scott,TOMLINSON/TATE,Attorney General - REP,,REP,David Sterling,21,17,4,0,0,0
Scott,TOMLINSON/TATE,Attorney General - REP,,REP,Leslie Rutledge,11,10,1,0,0,0
Scott,TOMLINSON/TATE,Attorney General - REP,,REP,Patricia Nation,5,2,3,0,0,0
Scott,TOMLINSON/TATE,Auditor of State - REP,,REP,Ken Yang,10,8,2,0,0,0
Scott,TOMLINSON/TATE,Auditor of State - REP,,REP,Representative Andrea Lea,25,20,5,0,0,0
Scott,TOMLINSON/TATE,DEM UNOPPOSED,,DEM,FOR,27,25,2,0,0,0
Scott,TOMLINSON/TATE,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Scott,TOMLINSON/TATE,Governor - DEM,,DEM,Mike Ross,29,28,1,0,0,0
Scott,TOMLINSON/TATE,Governor - REP,,REP,Asa Hutchinson,33,26,7,0,0,0
Scott,TOMLINSON/TATE,Governor - REP,,REP,Curtis Coleman,8,7,1,0,0,0
Scott,TOMLINSON/TATE,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,22,17,5,0,0,0
Scott,TOMLINSON/TATE,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,10,9,1,0,0,0
Scott,TOMLINSON/TATE,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,3,2,0,0,0
Scott,TOMLINSON/TATE,REP UNOPPOSED,,REP,FOR,32,25,7,0,0,0
Scott,TOMLINSON/TATE,SC Circuit Clerk,,DEM,SANDY STAGGS,29,27,2,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,5,5,0,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,2,2,0,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,9,9,0,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,1,1,0,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,15,13,2,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,14,13,1,0,0,0
Scott,TOMLINSON/TATE,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,22,15,7,0,0,0
Scott,TOMLINSON/TATE,State Senate District 9 - REP,,REP,Representative Terry Rice,31,24,7,0,0,0
Scott,TOMLINSON/TATE,State Senate District 9 - REP,,REP,Senator Bruce Holland,10,9,1,0,0,0
Scott,TOMLINSON/TATE,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,15,13,2,0,0,0
Scott,TOMLINSON/TATE,State Treasurer - REP,,REP,Representative Duncan Baird,20,15,5,0,0,0
Scott,TOMLINSON/TATE,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,21,15,6,0,0,0
Scott,TOMLINSON/TATE,U.S. Congress District 4 - REP,,REP,Tommy Moll,17,15,2,0,0,0
St Francis,Bonair,ALL UNOPPOSED DEMOCRATIC CANDIDATE,,DEM,FOR,61,39,22,0,0,0
St Francis,Bonair,ALL UNOPPOSED REPUBLICAN CANDIDATE,,REP,FOR,14,13,1,0,0,0
St Francis,Bonair,Attorney General - REP,,REP,David Sterling,10,8,2,0,0,0
St Francis,Bonair,Attorney General - REP,,REP,Leslie Rutledge,5,5,0,0,0,0
St Francis,Bonair,Attorney General - REP,,REP,Patricia Nation,4,4,0,0,0,0
St Francis,Bonair,Auditor of State - REP,,REP,Ken Yang,5,5,0,0,0,0
St Francis,Bonair,Auditor of State - REP,,REP,Representative Andrea Lea,10,10,0,0,0,0
St Francis,Bonair,CORONER,,DEM,Kendall Pettus,10,3,7,0,0,0
St Francis,Bonair,CORONER,,DEM,Rausch Hodges,62,43,18,1,0,0
St Francis,Bonair,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",11,7,4,0,0,0
St Francis,Bonair,Governor - DEM,,DEM,Mike Ross,58,36,21,1,0,0
St Francis,Bonair,Governor - REP,,REP,Asa Hutchinson,13,11,2,0,0,0
St Francis,Bonair,Governor - REP,,REP,Curtis Coleman,5,5,0,0,0,0
St Francis,Bonair,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,17,15,2,0,0,0
St Francis,Bonair,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,2,2,0,0,0,0
St Francis,Bonair,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
St Francis,Bonair,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,9,9,0,0,0,0
St Francis,Bonair,State Treasurer - REP,,REP,Representative Duncan Baird,9,9,0,0,0,0
St Francis,Caldwell,ALL UNOPPOSED DEMOCRATIC CANDIDATE,,DEM,FOR,51,44,7,0,0,0
St Francis,Caldwell,ALL UNOPPOSED REPUBLICAN CANDIDATE,,REP,FOR,19,15,4,0,0,0
St Francis,Caldwell,Attorney General - REP,,REP,David Sterling,11,9,2,0,0,0
St Francis,Caldwell,Attorney General - REP,,REP,Leslie Rutledge,10,8,2,0,0,0
