county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional
Garland,112,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,113,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,114,U.S. House,4,NP,Write-In,1,1,0,0,0
Garland,115,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,121,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,122,U.S. House,4,NP,Write-In,1,1,0,0,0
Garland,123,U.S. House,4,NP,Write-In,1,1,0,0,0
Garland,124,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,125,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,131,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,132,U.S. House,4,NP,Write-In,1,1,0,0,0
Garland,133,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,134,U.S. House,4,NP,Write-In,0,0,0,0,0
Garland,011,Governor,,DEM,Jared K. Henderson,178,37,124,16,1
Garland,012,Governor,,DEM,Jared K. Henderson,13,1,3,8,1
Garland,013,Governor,,DEM,Jared K. Henderson,138,29,104,5,0
Garland,014,Governor,,DEM,Jared K. Henderson,311,117,189,5,0
Garland,021,Governor,,DEM,Jared K. Henderson,593,217,369,6,1
Garland,022,Governor,,DEM,Jared K. Henderson,158,64,85,9,0
Garland,023,Governor,,DEM,Jared K. Henderson,319,64,254,1,0
Garland,024,Governor,,DEM,Jared K. Henderson,304,91,213,0,0
Garland,031,Governor,,DEM,Jared K. Henderson,4,0,4,0,0
Garland,032,Governor,,DEM,Jared K. Henderson,148,23,116,9,0
Garland,033,Governor,,DEM,Jared K. Henderson,138,48,83,7,0
Garland,034,Governor,,DEM,Jared K. Henderson,395,108,283,4,0
Garland,041,Governor,,DEM,Jared K. Henderson,196,52,143,1,0
Garland,042,Governor,,DEM,Jared K. Henderson,314,102,208,4,0
Garland,043,Governor,,DEM,Jared K. Henderson,142,36,101,5,0
Garland,044,Governor,,DEM,Jared K. Henderson,236,42,180,14,0
Garland,051,Governor,,DEM,Jared K. Henderson,80,29,50,1,0
Garland,052,Governor,,DEM,Jared K. Henderson,55,16,39,0,0
Garland,053,Governor,,DEM,Jared K. Henderson,260,47,206,7,0
Garland,054,Governor,,DEM,Jared K. Henderson,399,152,235,11,1
Garland,061,Governor,,DEM,Jared K. Henderson,12,2,10,0,0
Garland,062,Governor,,DEM,Jared K. Henderson,94,27,67,0,0
Garland,063,Governor,,DEM,Jared K. Henderson,77,33,36,8,0
Garland,064,Governor,,DEM,Jared K. Henderson,66,19,29,18,0
Garland,065,Governor,,DEM,Jared K. Henderson,13,0,12,1,0
Garland,071,Governor,,DEM,Jared K. Henderson,184,40,143,1,0
Garland,072,Governor,,DEM,Jared K. Henderson,41,15,24,2,0
Garland,073,Governor,,DEM,Jared K. Henderson,204,57,143,3,1
Garland,074,Governor,,DEM,Jared K. Henderson,220,87,127,6,0
Garland,081,Governor,,DEM,Jared K. Henderson,51,11,39,1,0
Garland,082,Governor,,DEM,Jared K. Henderson,142,43,98,1,0
Garland,083,Governor,,DEM,Jared K. Henderson,297,104,191,2,0
Garland,084,Governor,,DEM,Jared K. Henderson,37,14,22,1,0
Garland,091,Governor,,DEM,Jared K. Henderson,67,24,42,1,0
Garland,092,Governor,,DEM,Jared K. Henderson,81,37,43,1,0
Garland,093,Governor,,DEM,Jared K. Henderson,264,66,197,1,0
Garland,094,Governor,,DEM,Jared K. Henderson,108,24,79,5,0
Garland,095,Governor,,DEM,Jared K. Henderson,60,21,38,1,0
Garland,101,Governor,,DEM,Jared K. Henderson,359,115,243,1,0
Garland,102,Governor,,DEM,Jared K. Henderson,66,28,38,0,0
Garland,103,Governor,,DEM,Jared K. Henderson,0,0,0,0,0
Garland,104,Governor,,DEM,Jared K. Henderson,43,9,24,10,0
Garland,111,Governor,,DEM,Jared K. Henderson,35,13,22,0,0
Garland,112,Governor,,DEM,Jared K. Henderson,69,40,28,1,0
Garland,113,Governor,,DEM,Jared K. Henderson,223,50,171,2,0
Garland,114,Governor,,DEM,Jared K. Henderson,384,65,309,10,0
Garland,115,Governor,,DEM,Jared K. Henderson,129,13,112,4,0
Garland,121,Governor,,DEM,Jared K. Henderson,132,97,33,1,1
Garland,122,Governor,,DEM,Jared K. Henderson,219,76,139,4,0
Garland,123,Governor,,DEM,Jared K. Henderson,90,22,67,1,0
Garland,124,Governor,,DEM,Jared K. Henderson,0,0,0,0,0
Garland,125,Governor,,DEM,Jared K. Henderson,141,36,104,1,0
Garland,131,Governor,,DEM,Jared K. Henderson,64,31,30,3,0
Garland,132,Governor,,DEM,Jared K. Henderson,332,61,259,12,0
Garland,133,Governor,,DEM,Jared K. Henderson,127,33,91,3,0
Garland,134,Governor,,DEM,Jared K. Henderson,53,36,15,2,0
Garland,011,Governor,,LIB,Mark West,19,10,9,0,0
Garland,012,Governor,,LIB,Mark West,0,0,0,0,0
Garland,013,Governor,,LIB,Mark West,13,8,5,0,0
Garland,014,Governor,,LIB,Mark West,39,18,21,0,0
Garland,021,Governor,,LIB,Mark West,44,22,22,0,0
Garland,022,Governor,,LIB,Mark West,10,5,5,0,0
Garland,023,Governor,,LIB,Mark West,30,13,17,0,0
Garland,024,Governor,,LIB,Mark West,21,8,13,0,0
Garland,031,Governor,,LIB,Mark West,2,0,2,0,0
Garland,032,Governor,,LIB,Mark West,20,11,9,0,0
Garland,033,Governor,,LIB,Mark West,12,7,5,0,0
Garland,034,Governor,,LIB,Mark West,33,10,21,2,0
Garland,041,Governor,,LIB,Mark West,24,10,13,1,0
Garland,042,Governor,,LIB,Mark West,27,12,15,0,0
Garland,043,Governor,,LIB,Mark West,4,0,4,0,0
Garland,044,Governor,,LIB,Mark West,15,4,11,0,0
Garland,051,Governor,,LIB,Mark West,6,2,4,0,0
Garland,052,Governor,,LIB,Mark West,5,1,4,0,0
Garland,053,Governor,,LIB,Mark West,22,11,11,0,0
Garland,054,Governor,,LIB,Mark West,52,29,23,0,0
Garland,061,Governor,,LIB,Mark West,0,0,0,0,0
Garland,062,Governor,,LIB,Mark West,4,1,3,0,0
Garland,063,Governor,,LIB,Mark West,13,9,4,0,0
Garland,064,Governor,,LIB,Mark West,7,1,5,1,0
Garland,065,Governor,,LIB,Mark West,0,0,0,0,0
Garland,071,Governor,,LIB,Mark West,14,5,9,0,0
Garland,072,Governor,,LIB,Mark West,4,3,1,0,0
Garland,073,Governor,,LIB,Mark West,26,6,19,1,0
Garland,074,Governor,,LIB,Mark West,36,16,20,0,0
Garland,081,Governor,,LIB,Mark West,10,3,7,0,0
Garland,082,Governor,,LIB,Mark West,15,9,6,0,0
Garland,083,Governor,,LIB,Mark West,46,19,27,0,0
Garland,084,Governor,,LIB,Mark West,6,1,5,0,0
Garland,091,Governor,,LIB,Mark West,19,12,7,0,0
Garland,092,Governor,,LIB,Mark West,16,12,4,0,0
Garland,093,Governor,,LIB,Mark West,20,5,14,1,0
Garland,094,Governor,,LIB,Mark West,14,9,5,0,0
Garland,095,Governor,,LIB,Mark West,11,3,8,0,0
Garland,101,Governor,,LIB,Mark West,55,23,32,0,0
Garland,102,Governor,,LIB,Mark West,17,9,7,1,0
Garland,103,Governor,,LIB,Mark West,0,0,0,0,0
Garland,104,Governor,,LIB,Mark West,4,1,3,0,0
Garland,111,Governor,,LIB,Mark West,3,2,1,0,0
Garland,112,Governor,,LIB,Mark West,5,4,1,0,0
Garland,113,Governor,,LIB,Mark West,20,9,11,0,0
Garland,114,Governor,,LIB,Mark West,27,13,13,1,0
Garland,115,Governor,,LIB,Mark West,8,1,7,0,0
Garland,121,Governor,,LIB,Mark West,13,6,7,0,0
Garland,122,Governor,,LIB,Mark West,30,12,18,0,0
Garland,123,Governor,,LIB,Mark West,17,9,7,1,0
Garland,124,Governor,,LIB,Mark West,0,0,0,0,0
Garland,125,Governor,,LIB,Mark West,7,4,3,0,0
Garland,131,Governor,,LIB,Mark West,5,1,4,0,0
Garland,132,Governor,,LIB,Mark West,29,10,18,1,0
Garland,133,Governor,,LIB,Mark West,25,13,12,0,0
Garland,134,Governor,,LIB,Mark West,9,7,2,0,0
Garland,011,Governor,,REP,Governor Asa Hutchinson,341,49,265,27,0
Garland,012,Governor,,REP,Governor Asa Hutchinson,6,3,3,0,0
Garland,013,Governor,,REP,Governor Asa Hutchinson,287,75,208,4,0
Garland,014,Governor,,REP,Governor Asa Hutchinson,761,330,427,4,0
Garland,021,Governor,,REP,Governor Asa Hutchinson,546,167,376,2,1
Garland,022,Governor,,REP,Governor Asa Hutchinson,104,53,50,1,0
Garland,023,Governor,,REP,Governor Asa Hutchinson,727,173,553,1,0
Garland,024,Governor,,REP,Governor Asa Hutchinson,223,67,156,0,0
Garland,031,Governor,,REP,Governor Asa Hutchinson,9,0,9,0,0
Garland,032,Governor,,REP,Governor Asa Hutchinson,342,68,244,29,1
Garland,033,Governor,,REP,Governor Asa Hutchinson,164,47,101,16,0
Garland,034,Governor,,REP,Governor Asa Hutchinson,409,133,276,0,0
Garland,041,Governor,,REP,Governor Asa Hutchinson,286,85,192,9,0
Garland,042,Governor,,REP,Governor Asa Hutchinson,498,181,312,4,1
Garland,043,Governor,,REP,Governor Asa Hutchinson,391,76,298,16,1
Garland,044,Governor,,REP,Governor Asa Hutchinson,520,96,399,25,0
Garland,051,Governor,,REP,Governor Asa Hutchinson,58,11,45,2,0
Garland,052,Governor,,REP,Governor Asa Hutchinson,101,32,66,3,0
Garland,053,Governor,,REP,Governor Asa Hutchinson,595,132,448,14,1
Garland,054,Governor,,REP,Governor Asa Hutchinson,854,377,467,10,0
Garland,061,Governor,,REP,Governor Asa Hutchinson,15,6,7,2,0
Garland,062,Governor,,REP,Governor Asa Hutchinson,243,58,182,3,0
Garland,063,Governor,,REP,Governor Asa Hutchinson,215,82,126,7,0
Garland,064,Governor,,REP,Governor Asa Hutchinson,166,74,66,26,0
Garland,065,Governor,,REP,Governor Asa Hutchinson,38,2,34,2,0
Garland,071,Governor,,REP,Governor Asa Hutchinson,628,147,481,0,0
Garland,072,Governor,,REP,Governor Asa Hutchinson,149,66,79,4,0
Garland,073,Governor,,REP,Governor Asa Hutchinson,696,194,489,9,4
Garland,074,Governor,,REP,Governor Asa Hutchinson,749,361,375,10,3
Garland,081,Governor,,REP,Governor Asa Hutchinson,202,74,121,7,0
Garland,082,Governor,,REP,Governor Asa Hutchinson,434,141,282,8,3
Garland,083,Governor,,REP,Governor Asa Hutchinson,1101,483,609,8,1
Garland,084,Governor,,REP,Governor Asa Hutchinson,164,54,105,5,0
Garland,091,Governor,,REP,Governor Asa Hutchinson,210,111,99,0,0
Garland,092,Governor,,REP,Governor Asa Hutchinson,335,176,151,8,0
Garland,093,Governor,,REP,Governor Asa Hutchinson,820,219,590,10,1
Garland,094,Governor,,REP,Governor Asa Hutchinson,411,99,311,1,0
Garland,095,Governor,,REP,Governor Asa Hutchinson,239,120,114,5,0
Garland,101,Governor,,REP,Governor Asa Hutchinson,1057,479,569,9,0
Garland,102,Governor,,REP,Governor Asa Hutchinson,287,148,138,1,0
Garland,103,Governor,,REP,Governor Asa Hutchinson,16,2,10,4,0
Garland,104,Governor,,REP,Governor Asa Hutchinson,82,15,57,10,0
Garland,111,Governor,,REP,Governor Asa Hutchinson,150,80,69,1,0
Garland,112,Governor,,REP,Governor Asa Hutchinson,405,220,185,0,0
Garland,113,Governor,,REP,Governor Asa Hutchinson,600,140,450,10,0
Garland,114,Governor,,REP,Governor Asa Hutchinson,1065,249,793,23,0
Garland,115,Governor,,REP,Governor Asa Hutchinson,422,93,320,9,0
Garland,121,Governor,,REP,Governor Asa Hutchinson,363,246,117,0,0
Garland,122,Governor,,REP,Governor Asa Hutchinson,800,285,505,8,2
Garland,123,Governor,,REP,Governor Asa Hutchinson,372,79,290,3,0
Garland,124,Governor,,REP,Governor Asa Hutchinson,0,0,0,0,0
Garland,125,Governor,,REP,Governor Asa Hutchinson,327,72,254,1,0
Garland,131,Governor,,REP,Governor Asa Hutchinson,213,101,108,4,0
Garland,132,Governor,,REP,Governor Asa Hutchinson,1123,232,860,30,1
Garland,133,Governor,,REP,Governor Asa Hutchinson,480,166,302,11,1
