county,precinct,office,district,party,candidate,votes,absentee,provisional,early_voting,election_day
Crawford,Cedarville,Secretary of State,,Rep,John Thurston Commissioner of State Lands,517,2,0,202,313
Crawford,Chester,Secretary of State,,Rep,John Thurston Commissioner of State Lands,116,1,0,23,92
Crawford,Cove City CSD,Secretary of State,,Rep,John Thurston Commissioner of State Lands,57,0,0,19,38
Crawford,Dean Springs,Secretary of State,,Rep,John Thurston Commissioner of State Lands,498,4,0,156,338
Crawford,Dora,Secretary of State,,Rep,John Thurston Commissioner of State Lands,321,0,0,162,159
Crawford,Dyer,Secretary of State,,Rep,John Thurston Commissioner of State Lands,367,6,0,99,262
Crawford,Eagle Crest,Secretary of State,,Rep,John Thurston Commissioner of State Lands,168,1,1,80,86
Crawford,Figure Five,Secretary of State,,Rep,John Thurston Commissioner of State Lands,147,0,0,54,93
Crawford,Jasper,Secretary of State,,Rep,John Thurston Commissioner of State Lands,674,9,1,285,379
Crawford,Kibler,Secretary of State,,Rep,John Thurston Commissioner of State Lands,412,0,1,135,276
Crawford,Lancaster,Secretary of State,,Rep,John Thurston Commissioner of State Lands,274,3,2,80,189
Crawford,Lee Creek CSD,Secretary of State,,Rep,John Thurston Commissioner of State Lands,174,1,0,50,123
Crawford,Locke,Secretary of State,,Rep,John Thurston Commissioner of State Lands,78,2,0,19,57
Crawford,Mountain,Secretary of State,,Rep,John Thurston Commissioner of State Lands,447,8,2,130,307
Crawford,Mulberry 1,Secretary of State,,Rep,John Thurston Commissioner of State Lands,72,0,0,16,56
Crawford,Mulberry 2,Secretary of State,,Rep,John Thurston Commissioner of State Lands,32,0,0,4,28
Crawford,Mulberry 3,Secretary of State,,Rep,John Thurston Commissioner of State Lands,256,4,0,53,199
Crawford,Oliver Springs,Secretary of State,,Rep,John Thurston Commissioner of State Lands,292,2,0,108,182
Crawford,Porter,Secretary of State,,Rep,John Thurston Commissioner of State Lands,68,0,0,23,45
Crawford,Rudy,Secretary of State,,Rep,John Thurston Commissioner of State Lands,341,8,0,140,193
Crawford,Union,Secretary of State,,Rep,John Thurston Commissioner of State Lands,210,3,0,85,122
Crawford,Upper,Secretary of State,,Rep,John Thurston Commissioner of State Lands,24,2,0,4,18
Crawford,Van Buren 01,Secretary of State,,Rep,John Thurston Commissioner of State Lands,343,3,2,235,103
Crawford,Van Buren 02,Secretary of State,,Rep,John Thurston Commissioner of State Lands,478,7,2,205,264
Crawford,Van Buren 03,Secretary of State,,Rep,John Thurston Commissioner of State Lands,916,8,0,465,443
Crawford,Van Buren 04,Secretary of State,,Rep,John Thurston Commissioner of State Lands,128,2,1,86,39
Crawford,Van Buren 05,Secretary of State,,Rep,John Thurston Commissioner of State Lands,589,8,1,245,335
Crawford,Van Buren 06,Secretary of State,,Rep,John Thurston Commissioner of State Lands,320,11,0,189,120
Crawford,Van Buren 07,Secretary of State,,Rep,John Thurston Commissioner of State Lands,234,4,0,126,104
Crawford,Van Buren 08,Secretary of State,,Rep,John Thurston Commissioner of State Lands,285,5,0,140,140
Crawford,Van Buren 09,Secretary of State,,Rep,John Thurston Commissioner of State Lands,364,20,0,173,171
Crawford,Van Buren 10,Secretary of State,,Rep,John Thurston Commissioner of State Lands,396,1,0,198,197
Crawford,Van Buren 11,Secretary of State,,Rep,John Thurston Commissioner of State Lands,408,6,1,200,201
Crawford,Van Buren 12,Secretary of State,,Rep,John Thurston Commissioner of State Lands,619,30,1,337,251
Crawford,Vine Prairie,Secretary of State,,Rep,John Thurston Commissioner of State Lands,124,4,0,33,87
Crawford,Whitley,Secretary of State,,Rep,John Thurston Commissioner of State Lands,215,1,0,84,130
Crawford,Winfrey,Secretary of State,,Rep,John Thurston Commissioner of State Lands,19,0,0,9,10
Crawford,Alma 1,State Treasurer,,Lib,Ashley Ewald,108,1,0,40,67
Crawford,Alma 2,State Treasurer,,Lib,Ashley Ewald,28,2,0,11,15
Crawford,Alma 3,State Treasurer,,Lib,Ashley Ewald,160,2,0,66,92
Crawford,Alma 4,State Treasurer,,Lib,Ashley Ewald,85,1,0,33,51
Crawford,Bidville,State Treasurer,,Lib,Ashley Ewald,1,0,0,1,0
Crawford,Cedar Creek,State Treasurer,,Lib,Ashley Ewald,17,0,0,6,11
Crawford,Cedarville,State Treasurer,,Lib,Ashley Ewald,103,1,0,43,59
Crawford,Chester,State Treasurer,,Lib,Ashley Ewald,49,2,0,13,34
Crawford,Cove City CSD,State Treasurer,,Lib,Ashley Ewald,16,0,0,6,10
Crawford,Dean Springs,State Treasurer,,Lib,Ashley Ewald,95,2,0,38,55
Crawford,Dora,State Treasurer,,Lib,Ashley Ewald,81,1,0,33,47
Crawford,Dyer,State Treasurer,,Lib,Ashley Ewald,103,1,0,34,68
Crawford,Eagle Crest,State Treasurer,,Lib,Ashley Ewald,31,0,0,14,17
Crawford,Figure Five,State Treasurer,,Lib,Ashley Ewald,20,0,0,11,9
Crawford,Jasper,State Treasurer,,Lib,Ashley Ewald,136,1,0,66,69
Crawford,Kibler,State Treasurer,,Lib,Ashley Ewald,87,2,0,30,55
Crawford,Lancaster,State Treasurer,,Lib,Ashley Ewald,63,1,1,24,37
Crawford,Lee Creek CSD,State Treasurer,,Lib,Ashley Ewald,34,0,0,15,19
Crawford,Locke,State Treasurer,,Lib,Ashley Ewald,9,1,0,2,6
Crawford,Mountain,State Treasurer,,Lib,Ashley Ewald,124,2,1,37,84
Crawford,Mulberry 1,State Treasurer,,Lib,Ashley Ewald,18,0,0,4,14
Crawford,Mulberry 2,State Treasurer,,Lib,Ashley Ewald,8,0,0,3,5
Crawford,Mulberry 3,State Treasurer,,Lib,Ashley Ewald,86,1,0,14,71
Crawford,Oliver Springs,State Treasurer,,Lib,Ashley Ewald,62,0,0,38,24
Crawford,Porter,State Treasurer,,Lib,Ashley Ewald,19,1,0,3,15
Crawford,Rudy,State Treasurer,,Lib,Ashley Ewald,72,0,0,30,42
Crawford,Union,State Treasurer,,Lib,Ashley Ewald,51,0,0,16,35
Crawford,Upper,State Treasurer,,Lib,Ashley Ewald,1,0,0,0,1
Crawford,Van Buren 01,State Treasurer,,Lib,Ashley Ewald,104,2,0,68,34
Crawford,Van Buren 02,State Treasurer,,Lib,Ashley Ewald,130,3,0,66,61
Crawford,Van Buren 03,State Treasurer,,Lib,Ashley Ewald,205,1,1,107,96
Crawford,Van Buren 04,State Treasurer,,Lib,Ashley Ewald,64,1,0,47,16
Crawford,Van Buren 05,State Treasurer,,Lib,Ashley Ewald,185,3,0,68,114
Crawford,Van Buren 06,State Treasurer,,Lib,Ashley Ewald,110,2,1,59,48
Crawford,Van Buren 07,State Treasurer,,Lib,Ashley Ewald,90,1,0,54,35
Crawford,Van Buren 08,State Treasurer,,Lib,Ashley Ewald,79,1,0,35,43
Crawford,Van Buren 09,State Treasurer,,Lib,Ashley Ewald,78,2,0,43,33
Crawford,Van Buren 10,State Treasurer,,Lib,Ashley Ewald,114,2,1,64,47
Crawford,Van Buren 11,State Treasurer,,Lib,Ashley Ewald,108,0,0,59,49
Crawford,Van Buren 12,State Treasurer,,Lib,Ashley Ewald,138,5,0,80,53
Crawford,Vine Prairie,State Treasurer,,Lib,Ashley Ewald,14,0,0,3,11
Crawford,Whitley,State Treasurer,,Lib,Ashley Ewald,47,0,0,12,35
Crawford,Winfrey,State Treasurer,,Lib,Ashley Ewald,1,0,0,0,1
Crawford,Alma 1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,339,5,0,102,232
Crawford,Alma 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,140,1,0,64,75
Crawford,Alma 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,703,11,0,267,425
Crawford,Alma 4,State Treasurer,,Rep,Treasurer of State Dennis Milligan,414,3,2,166,243
Crawford,Bidville,State Treasurer,,Rep,Treasurer of State Dennis Milligan,14,2,0,6,6
Crawford,Cedar Creek,State Treasurer,,Rep,Treasurer of State Dennis Milligan,121,1,1,29,90
Crawford,Cedarville,State Treasurer,,Rep,Treasurer of State Dennis Milligan,545,2,0,214,329
Crawford,Chester,State Treasurer,,Rep,Treasurer of State Dennis Milligan,120,1,0,24,95
Crawford,Cove City CSD,State Treasurer,,Rep,Treasurer of State Dennis Milligan,62,0,0,20,42
Crawford,Dean Springs,State Treasurer,,Rep,Treasurer of State Dennis Milligan,535,4,0,165,366
Crawford,Dora,State Treasurer,,Rep,Treasurer of State Dennis Milligan,347,0,0,175,172
Crawford,Dyer,State Treasurer,,Rep,Treasurer of State Dennis Milligan,392,6,0,108,278
Crawford,Eagle Crest,State Treasurer,,Rep,Treasurer of State Dennis Milligan,176,1,1,83,91
Crawford,Figure Five,State Treasurer,,Rep,Treasurer of State Dennis Milligan,158,0,0,59,99
Crawford,Jasper,State Treasurer,,Rep,Treasurer of State Dennis Milligan,700,10,1,289,400
Crawford,Kibler,State Treasurer,,Rep,Treasurer of State Dennis Milligan,434,0,1,140,293
Crawford,Lancaster,State Treasurer,,Rep,Treasurer of State Dennis Milligan,282,3,2,84,193
Crawford,Lee Creek CSD,State Treasurer,,Rep,Treasurer of State Dennis Milligan,175,1,0,49,125
Crawford,Locke,State Treasurer,,Rep,Treasurer of State Dennis Milligan,84,2,0,20,62
Crawford,Mountain,State Treasurer,,Rep,Treasurer of State Dennis Milligan,493,9,2,142,340
Crawford,Mulberry 1,State Treasurer,,Rep,Treasurer of State Dennis Milligan,79,1,0,17,61
Crawford,Mulberry 2,State Treasurer,,Rep,Treasurer of State Dennis Milligan,38,0,0,4,34
Crawford,Mulberry 3,State Treasurer,,Rep,Treasurer of State Dennis Milligan,281,4,0,58,219
Crawford,Oliver Springs,State Treasurer,,Rep,Treasurer of State Dennis Milligan,317,2,0,118,197
Crawford,Porter,State Treasurer,,Rep,Treasurer of State Dennis Milligan,76,0,0,27,49
Crawford,Rudy,State Treasurer,,Rep,Treasurer of State Dennis Milligan,357,9,0,141,207
Crawford,Union,State Treasurer,,Rep,Treasurer of State Dennis Milligan,216,3,0,87,126
Crawford,Upper,State Treasurer,,Rep,Treasurer of State Dennis Milligan,24,2,0,4,18
Crawford,Van Buren 01,State Treasurer,,Rep,Treasurer of State Dennis Milligan,378,3,2,260,113
Crawford,Van Buren 02,State Treasurer,,Rep,Treasurer of State Dennis Milligan,523,7,2,231,283
Crawford,Van Buren 03,State Treasurer,,Rep,Treasurer of State Dennis Milligan,976,9,2,495,470
Crawford,Van Buren 04,State Treasurer,,Rep,Treasurer of State Dennis Milligan,146,2,1,99,44
Crawford,Van Buren 05,State Treasurer,,Rep,Treasurer of State Dennis Milligan,632,9,1,259,363
Crawford,Van Buren 06,State Treasurer,,Rep,Treasurer of State Dennis Milligan,363,13,0,214,136
Crawford,Van Buren 07,State Treasurer,,Rep,Treasurer of State Dennis Milligan,258,5,0,148,105
Crawford,Van Buren 08,State Treasurer,,Rep,Treasurer of State Dennis Milligan,305,5,0,144,156
Crawford,Van Buren 09,State Treasurer,,Rep,Treasurer of State Dennis Milligan,410,24,0,192,194
Crawford,Van Buren 10,State Treasurer,,Rep,Treasurer of State Dennis Milligan,441,2,0,219,220
Crawford,Van Buren 11,State Treasurer,,Rep,Treasurer of State Dennis Milligan,437,5,1,212,219
Crawford,Van Buren 12,State Treasurer,,Rep,Treasurer of State Dennis Milligan,662,30,1,368,263
Crawford,Vine Prairie,State Treasurer,,Rep,Treasurer of State Dennis Milligan,139,4,0,35,100
Crawford,Whitley,State Treasurer,,Rep,Treasurer of State Dennis Milligan,231,1,0,90,140
Crawford,Winfrey,State Treasurer,,Rep,Treasurer of State Dennis Milligan,19,0,0,9,10
Crawford,Alma 1,Auditor of State,,Lib,David E. Dinwiddie,101,1,0,37,63
Crawford,Alma 2,Auditor of State,,Lib,David E. Dinwiddie,29,2,0,12,15
Crawford,Alma 3,Auditor of State,,Lib,David E. Dinwiddie,144,1,0,60,83
Crawford,Alma 4,Auditor of State,,Lib,David E. Dinwiddie,81,1,0,30,50
Crawford,Bidville,Auditor of State,,Lib,David E. Dinwiddie,2,0,0,2,0
Crawford,Cedar Creek,Auditor of State,,Lib,David E. Dinwiddie,16,0,0,6,10
Crawford,Cedarville,Auditor of State,,Lib,David E. Dinwiddie,103,1,0,44,58
Crawford,Chester,Auditor of State,,Lib,David E. Dinwiddie,46,2,0,11,33
Crawford,Cove City CSD,Auditor of State,,Lib,David E. Dinwiddie,15,0,0,5,10
Crawford,Dean Springs,Auditor of State,,Lib,David E. Dinwiddie,102,2,0,38,62
Crawford,Dora,Auditor of State,,Lib,David E. Dinwiddie,78,1,0,29,48
Crawford,Dyer,Auditor of State,,Lib,David E. Dinwiddie,102,0,0,34,68
Crawford,Eagle Crest,Auditor of State,,Lib,David E. Dinwiddie,32,0,0,14,18
Crawford,Figure Five,Auditor of State,,Lib,David E. Dinwiddie,21,0,0,10,11
Crawford,Jasper,Auditor of State,,Lib,David E. Dinwiddie,126,1,0,62,63
Crawford,Kibler,Auditor of State,,Lib,David E. Dinwiddie,74,2,0,27,45
Crawford,Lancaster,Auditor of State,,Lib,David E. Dinwiddie,55,1,1,21,32
Crawford,Lee Creek CSD,Auditor of State,,Lib,David E. Dinwiddie,29,0,0,13,16
Crawford,Locke,Auditor of State,,Lib,David E. Dinwiddie,12,1,0,2,9
Crawford,Mountain,Auditor of State,,Lib,David E. Dinwiddie,131,3,1,43,84
Crawford,Mulberry 1,Auditor of State,,Lib,David E. Dinwiddie,16,0,0,4,12
Crawford,Mulberry 2,Auditor of State,,Lib,David E. Dinwiddie,7,0,0,3,4
Crawford,Mulberry 3,Auditor of State,,Lib,David E. Dinwiddie,79,1,0,14,64
Crawford,Oliver Springs,Auditor of State,,Lib,David E. Dinwiddie,64,0,0,39,25
Crawford,Porter,Auditor of State,,Lib,David E. Dinwiddie,19,1,0,4,14
Crawford,Rudy,Auditor of State,,Lib,David E. Dinwiddie,69,0,0,25,44
Crawford,Union,Auditor of State,,Lib,David E. Dinwiddie,41,0,0,15,26
Crawford,Upper,Auditor of State,,Lib,David E. Dinwiddie,2,0,0,1,1
Crawford,Van Buren 01,Auditor of State,,Lib,David E. Dinwiddie,96,2,0,57,37
Crawford,Van Buren 02,Auditor of State,,Lib,David E. Dinwiddie,121,1,0,64,56
Crawford,Van Buren 03,Auditor of State,,Lib,David E. Dinwiddie,188,1,1,98,88
Crawford,Van Buren 04,Auditor of State,,Lib,David E. Dinwiddie,64,1,0,45,18
Crawford,Van Buren 05,Auditor of State,,Lib,David E. Dinwiddie,174,3,0,67,104
Crawford,Van Buren 06,Auditor of State,,Lib,David E. Dinwiddie,95,1,1,62,31
Crawford,Van Buren 07,Auditor of State,,Lib,David E. Dinwiddie,93,1,0,58,34
Crawford,Van Buren 08,Auditor of State,,Lib,David E. Dinwiddie,71,1,0,31,39
Crawford,Van Buren 09,Auditor of State,,Lib,David E. Dinwiddie,86,2,0,44,40
Crawford,Van Buren 10,Auditor of State,,Lib,David E. Dinwiddie,111,2,1,64,44
Crawford,Van Buren 11,Auditor of State,,Lib,David E. Dinwiddie,101,0,0,54,47
Crawford,Van Buren 12,Auditor of State,,Lib,David E. Dinwiddie,137,7,0,82,48
Crawford,Vine Prairie,Auditor of State,,Lib,David E. Dinwiddie,12,0,0,3,9
Crawford,Whitley,Auditor of State,,Lib,David E. Dinwiddie,47,0,0,12,35
Crawford,Winfrey,Auditor of State,,Lib,David E. Dinwiddie,1,0,0,0,1
Crawford,Alma 1,Auditor of State,,Rep,Auditor Andrea Lea,344,5,0,103,236
Crawford,Alma 2,Auditor of State,,Rep,Auditor Andrea Lea,138,1,0,62,75
Crawford,Alma 3,Auditor of State,,Rep,Auditor Andrea Lea,718,12,0,271,435
Crawford,Alma 4,Auditor of State,,Rep,Auditor Andrea Lea,415,3,2,167,243
Crawford,Bidville,Auditor of State,,Rep,Auditor Andrea Lea,13,2,0,5,6
Crawford,Cedar Creek,Auditor of State,,Rep,Auditor Andrea Lea,121,1,1,28,91
Crawford,Cedarville,Auditor of State,,Rep,Auditor Andrea Lea,545,2,0,215,328
Crawford,Chester,Auditor of State,,Rep,Auditor Andrea Lea,122,1,0,25,96
Crawford,Cove City CSD,Auditor of State,,Rep,Auditor Andrea Lea,63,0,0,21,42
Crawford,Dean Springs,Auditor of State,,Rep,Auditor Andrea Lea,530,4,0,165,361
Crawford,Dora,Auditor of State,,Rep,Auditor Andrea Lea,352,0,0,181,171
Crawford,Dyer,Auditor of State,,Rep,Auditor Andrea Lea,394,6,0,108,280
Crawford,Eagle Crest,Auditor of State,,Rep,Auditor Andrea Lea,176,1,1,84,90
Crawford,Figure Five,Auditor of State,,Rep,Auditor Andrea Lea,157,0,0,60,97
Crawford,Jasper,Auditor of State,,Rep,Auditor Andrea Lea,709,10,1,294,404
Crawford,Kibler,Auditor of State,,Rep,Auditor Andrea Lea,443,0,1,141,301
Crawford,Lancaster,Auditor of State,,Rep,Auditor Andrea Lea,287,3,1,86,197
Crawford,Lee Creek CSD,Auditor of State,,Rep,Auditor Andrea Lea,179,1,0,50,128
Crawford,Locke,Auditor of State,,Rep,Auditor Andrea Lea,83,2,0,20,61
Crawford,Mountain,Auditor of State,,Rep,Auditor Andrea Lea,485,8,2,136,339
Crawford,Mulberry 1,Auditor of State,,Rep,Auditor Andrea Lea,81,1,0,17,63
Crawford,Mulberry 2,Auditor of State,,Rep,Auditor Andrea Lea,40,0,0,4,36
Crawford,Mulberry 3,Auditor of State,,Rep,Auditor Andrea Lea,287,4,0,58,225
Crawford,Oliver Springs,Auditor of State,,Rep,Auditor Andrea Lea,310,2,0,116,192
Crawford,Porter,Auditor of State,,Rep,Auditor Andrea Lea,76,0,0,26,50
Crawford,Rudy,Auditor of State,,Rep,Auditor Andrea Lea,361,9,0,147,205
Crawford,Union,Auditor of State,,Rep,Auditor Andrea Lea,225,3,0,90,132
Crawford,Upper,Auditor of State,,Rep,Auditor Andrea Lea,23,2,0,3,18
Crawford,Van Buren 01,Auditor of State,,Rep,Auditor Andrea Lea,380,3,2,265,110
Crawford,Van Buren 02,Auditor of State,,Rep,Auditor Andrea Lea,531,9,2,233,287
Crawford,Van Buren 03,Auditor of State,,Rep,Auditor Andrea Lea,991,9,1,503,478
Crawford,Van Buren 04,Auditor of State,,Rep,Auditor Andrea Lea,145,2,1,99,43
Crawford,Van Buren 05,Auditor of State,,Rep,Auditor Andrea Lea,644,9,1,262,372
Crawford,Van Buren 06,Auditor of State,,Rep,Auditor Andrea Lea,372,14,0,209,149
Crawford,Van Buren 07,Auditor of State,,Rep,Auditor Andrea Lea,253,5,0,143,105
Crawford,Van Buren 08,Auditor of State,,Rep,Auditor Andrea Lea,312,5,0,146,161
Crawford,Van Buren 09,Auditor of State,,Rep,Auditor Andrea Lea,403,25,0,192,186
Crawford,Van Buren 10,Auditor of State,,Rep,Auditor Andrea Lea,447,2,0,222,223
Crawford,Van Buren 11,Auditor of State,,Rep,Auditor Andrea Lea,445,5,1,217,222
Crawford,Van Buren 12,Auditor of State,,Rep,Auditor Andrea Lea,664,30,1,367,266
Crawford,Vine Prairie,Auditor of State,,Rep,Auditor Andrea Lea,140,4,0,35,101
Crawford,Whitley,Auditor of State,,Rep,Auditor Andrea Lea,231,1,0,90,140
Crawford,Winfrey,Auditor of State,,Rep,Auditor Andrea Lea,19,0,0,9,10
Crawford,Alma 1,Commissioner of State Lands,,Lib,T. J. Campbell,17,0,0,4,13
Crawford,Alma 2,Commissioner of State Lands,,Lib,T. J. Campbell,8,0,0,2,6
Crawford,Alma 3,Commissioner of State Lands,,Lib,T. J. Campbell,34,0,0,8,26
Crawford,Alma 4,Commissioner of State Lands,,Lib,T. J. Campbell,13,0,0,2,11
Crawford,Bidville,Commissioner of State Lands,,Lib,T. J. Campbell,0,0,0,0,0
Crawford,Cedar Creek,Commissioner of State Lands,,Lib,T. J. Campbell,2,0,0,0,2
Crawford,Cedarville,Commissioner of State Lands,,Lib,T. J. Campbell,22,0,0,5,17
Crawford,Chester,Commissioner of State Lands,,Lib,T. J. Campbell,6,0,0,0,6
Crawford,Cove City CSD,Commissioner of State Lands,,Lib,T. J. Campbell,4,0,0,1,3
Crawford,Dean Springs,Commissioner of State Lands,,Lib,T. J. Campbell,22,0,0,7,15
Crawford,Dora,Commissioner of State Lands,,Lib,T. J. Campbell,13,0,0,5,8
Crawford,Dyer,Commissioner of State Lands,,Lib,T. J. Campbell,21,0,0,7,14
Crawford,Eagle Crest,Commissioner of State Lands,,Lib,T. J. Campbell,9,1,0,3,5
Crawford,Figure Five,Commissioner of State Lands,,Lib,T. J. Campbell,2,0,0,0,2
Crawford,Jasper,Commissioner of State Lands,,Lib,T. J. Campbell,33,0,0,14,19
Crawford,Kibler,Commissioner of State Lands,,Lib,T. J. Campbell,16,0,0,4,12
Crawford,Lancaster,Commissioner of State Lands,,Lib,T. J. Campbell,15,0,0,5,10
Crawford,Lee Creek CSD,Commissioner of State Lands,,Lib,T. J. Campbell,5,0,0,3,2
Crawford,Locke,Commissioner of State Lands,,Lib,T. J. Campbell,0,0,0,0,0
Crawford,Mountain,Commissioner of State Lands,,Lib,T. J. Campbell,26,1,1,6,18
Crawford,Mulberry 1,Commissioner of State Lands,,Lib,T. J. Campbell,3,0,0,2,1
Crawford,Mulberry 2,Commissioner of State Lands,,Lib,T. J. Campbell,5,0,0,1,4
Crawford,Mulberry 3,Commissioner of State Lands,,Lib,T. J. Campbell,11,0,0,3,8
Crawford,Oliver Springs,Commissioner of State Lands,,Lib,T. J. Campbell,8,0,0,5,3
Crawford,Porter,Commissioner of State Lands,,Lib,T. J. Campbell,3,0,0,1,2
Crawford,Rudy,Commissioner of State Lands,,Lib,T. J. Campbell,11,0,0,3,8
Crawford,Union,Commissioner of State Lands,,Lib,T. J. Campbell,11,0,0,4,7
Crawford,Upper,Commissioner of State Lands,,Lib,T. J. Campbell,0,0,0,0,0
Crawford,Van Buren 01,Commissioner of State Lands,,Lib,T. J. Campbell,17,0,0,9,8
Crawford,Van Buren 02,Commissioner of State Lands,,Lib,T. J. Campbell,22,1,0,7,14
Crawford,Van Buren 03,Commissioner of State Lands,,Lib,T. J. Campbell,44,0,1,12,31
Crawford,Van Buren 04,Commissioner of State Lands,,Lib,T. J. Campbell,12,0,0,10,2
Crawford,Van Buren 05,Commissioner of State Lands,,Lib,T. J. Campbell,42,0,0,21,21
Crawford,Van Buren 06,Commissioner of State Lands,,Lib,T. J. Campbell,23,0,0,10,13
Crawford,Van Buren 07,Commissioner of State Lands,,Lib,T. J. Campbell,13,0,0,8,5
Crawford,Van Buren 08,Commissioner of State Lands,,Lib,T. J. Campbell,14,0,0,8,6
Crawford,Van Buren 09,Commissioner of State Lands,,Lib,T. J. Campbell,14,0,0,2,12
Crawford,Van Buren 10,Commissioner of State Lands,,Lib,T. J. Campbell,11,0,0,3,8
Crawford,Van Buren 11,Commissioner of State Lands,,Lib,T. J. Campbell,19,0,0,11,8
Crawford,Van Buren 12,Commissioner of State Lands,,Lib,T. J. Campbell,17,0,0,11,6
Crawford,Vine Prairie,Commissioner of State Lands,,Lib,T. J. Campbell,2,0,0,0,2
Crawford,Whitley,Commissioner of State Lands,,Lib,T. J. Campbell,12,0,0,4,8
Crawford,Winfrey,Commissioner of State Lands,,Lib,T. J. Campbell,0,0,0,0,0
Crawford,Alma 1,Commissioner of State Lands,,Rep,Tommy Land,302,4,0,92,206
Crawford,Alma 2,Commissioner of State Lands,,Rep,Tommy Land,130,1,0,58,71
Crawford,Alma 3,Commissioner of State Lands,,Rep,Tommy Land,651,10,0,247,394
Crawford,Alma 4,Commissioner of State Lands,,Rep,Tommy Land,389,3,2,158,226
Crawford,Bidville,Commissioner of State Lands,,Rep,Tommy Land,12,1,0,5,6
Crawford,Cedar Creek,Commissioner of State Lands,,Rep,Tommy Land,115,1,1,26,87
Crawford,Cedarville,Commissioner of State Lands,,Rep,Tommy Land,512,2,0,203,307
Crawford,Chester,Commissioner of State Lands,,Rep,Tommy Land,118,1,0,24,93
Crawford,Cove City CSD,Commissioner of State Lands,,Rep,Tommy Land,57,0,0,19,38
Crawford,Dean Springs,Commissioner of State Lands,,Rep,Tommy Land,492,4,0,152,336
Crawford,Dora,Commissioner of State Lands,,Rep,Tommy Land,322,0,0,163,159
Crawford,Dyer,Commissioner of State Lands,,Rep,Tommy Land,364,6,0,107,251
Crawford,Eagle Crest,Commissioner of State Lands,,Rep,Tommy Land,164,0,1,80,83
Crawford,Figure Five,Commissioner of State Lands,,Rep,Tommy Land,143,0,0,52,91
Crawford,Jasper,Commissioner of State Lands,,Rep,Tommy Land,677,7,1,284,385
Crawford,Kibler,Commissioner of State Lands,,Rep,Tommy Land,411,0,1,135,275
Crawford,Lancaster,Commissioner of State Lands,,Rep,Tommy Land,268,3,2,79,184
Crawford,Lee Creek CSD,Commissioner of State Lands,,Rep,Tommy Land,177,1,0,50,126
Crawford,Locke,Commissioner of State Lands,,Rep,Tommy Land,77,2,0,20,55
Crawford,Mountain,Commissioner of State Lands,,Rep,Tommy Land,445,7,2,134,302
Crawford,Mulberry 1,Commissioner of State Lands,,Rep,Tommy Land,72,0,0,15,57
Crawford,Mulberry 2,Commissioner of State Lands,,Rep,Tommy Land,34,0,0,4,30
Crawford,Mulberry 3,Commissioner of State Lands,,Rep,Tommy Land,253,4,0,50,199
Crawford,Oliver Springs,Commissioner of State Lands,,Rep,Tommy Land,293,2,0,106,185
Crawford,Porter,Commissioner of State Lands,,Rep,Tommy Land,65,0,0,21,44
Crawford,Rudy,Commissioner of State Lands,,Rep,Tommy Land,340,7,0,139,194
Crawford,Union,Commissioner of State Lands,,Rep,Tommy Land,208,3,0,84,121
Crawford,Upper,Commissioner of State Lands,,Rep,Tommy Land,24,2,0,4,18
Crawford,Van Buren 01,Commissioner of State Lands,,Rep,Tommy Land,330,2,2,229,97
Crawford,Van Buren 02,Commissioner of State Lands,,Rep,Tommy Land,470,6,2,205,257
Crawford,Van Buren 03,Commissioner of State Lands,,Rep,Tommy Land,901,8,0,465,428
Crawford,Van Buren 04,Commissioner of State Lands,,Rep,Tommy Land,125,3,1,80,41
Crawford,Van Buren 05,Commissioner of State Lands,,Rep,Tommy Land,580,8,1,242,329
Crawford,Van Buren 06,Commissioner of State Lands,,Rep,Tommy Land,318,11,0,189,118
Crawford,Van Buren 07,Commissioner of State Lands,,Rep,Tommy Land,235,4,0,129,102
Crawford,Van Buren 08,Commissioner of State Lands,,Rep,Tommy Land,275,4,0,131,140
Crawford,Van Buren 09,Commissioner of State Lands,,Rep,Tommy Land,360,20,0,173,167
Crawford,Van Buren 10,Commissioner of State Lands,,Rep,Tommy Land,408,1,0,207,200
Crawford,Van Buren 11,Commissioner of State Lands,,Rep,Tommy Land,400,6,1,197,196
Crawford,Van Buren 12,Commissioner of State Lands,,Rep,Tommy Land,621,28,1,340,252
Crawford,Vine Prairie,Commissioner of State Lands,,Rep,Tommy Land,120,4,0,32,84
Crawford,Whitley,Commissioner of State Lands,,Rep,Tommy Land,213,1,0,85,127
Crawford,Winfrey,Commissioner of State Lands,,Rep,Tommy Land,19,0,0,9,10
Crawford,Alma 1,Commissioner of State Lands,,Dem,Larry Williams,132,2,0,49,81
Crawford,Alma 2,Commissioner of State Lands,,Dem,Larry Williams,31,2,0,17,12
Crawford,Alma 3,Commissioner of State Lands,,Dem,Larry Williams,183,3,0,78,102
Crawford,Alma 4,Commissioner of State Lands,,Dem,Larry Williams,100,1,0,39,60
Crawford,Bidville,Commissioner of State Lands,,Dem,Larry Williams,3,1,0,2,0
Crawford,Cedar Creek,Commissioner of State Lands,,Dem,Larry Williams,21,0,0,10,11
Crawford,Cedarville,Commissioner of State Lands,,Dem,Larry Williams,115,1,0,52,62
Crawford,Chester,Commissioner of State Lands,,Dem,Larry Williams,47,2,0,13,32
