county,precinct,office,district,party,candidate,votes,election_day,early_voting,absentee,provisional,hand_count
Saline,Ten Mile Church,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Saline,Traskwood City Hall,State Representative,28,DEM,Barbara Nix,113,93,18,2,0,0
Saline,Traskwood City Hall,State Representative,28,REP,Kim Hammer,140,114,24,2,0,0
Saline,Traskwood City Hall,State Senate,13,DEM,Mike Fletcher,96,82,12,2,0,0
Saline,Traskwood City Hall,State Senate,13,LIB,Frank Gilbert,10,7,3,0,0,0
Saline,Traskwood City Hall,State Senate,13,REP,Alan Clark,147,118,27,2,0,0
Saline,Traskwood City Hall,U.S. House,2,DEM,Herb Rule,86,72,12,2,0,0
Saline,Traskwood City Hall,U.S. House,2,GRN,Barbara Ward,7,7,0,0,0,0
Saline,Traskwood City Hall,U.S. House,2,LIB,Chris Hayes,5,2,3,0,0,0
Saline,Traskwood City Hall,U.S. House,2,REP,Tim Griffin,156,127,27,2,0,0
Saline,Traskwood City Hall,President,,DEM,Barack Obama / Joe Biden,76,64,10,2,0,0
Saline,Traskwood City Hall,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Saline,Traskwood City Hall,President,,LIB,Gary Johnson / James P. Gray,7,5,2,0,0,0
Saline,Traskwood City Hall,President,,REP,Mitt Romney / Paul Ryan,171,139,30,2,0,0
Saline,Trinity Baptist,State Representative,28,DEM,Barbara Nix,612,303,299,10,0,0
Saline,Trinity Baptist,State Representative,28,REP,Kim Hammer,881,431,437,13,0,0
Saline,Trinity Baptist,State Senate,13,DEM,Mike Fletcher,557,270,279,8,0,0
Saline,Trinity Baptist,State Senate,13,LIB,Frank Gilbert,71,41,26,4,0,0
Saline,Trinity Baptist,State Senate,13,REP,Alan Clark,729,362,357,10,0,0
Saline,Trinity Baptist,U.S. House,2,DEM,Herb Rule,419,205,206,8,0,0
Saline,Trinity Baptist,U.S. House,2,GRN,Barbara Ward,63,34,29,0,0,0
Saline,Trinity Baptist,U.S. House,2,LIB,Chris Hayes,44,24,18,2,0,0
Saline,Trinity Baptist,U.S. House,2,REP,Tim Griffin,962,470,480,12,0,0
Saline,Trinity Baptist,President,,DEM,Barack Obama / Joe Biden,448,215,225,8,0,0
Saline,Trinity Baptist,President,,GRN,Jill Stein / Cheri Honkala,18,10,8,0,0,0
Saline,Trinity Baptist,President,,LIB,Gary Johnson / James P. Gray,37,22,12,3,0,0
Saline,Trinity Baptist,President,,REP,Mitt Romney / Paul Ryan,1007,501,495,11,0,0
Saline,Trinity Baptist,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Saline,Turtle Creek FS,U.S. House,2,DEM,Herb Rule,129,73,54,2,0,0
Saline,Turtle Creek FS,U.S. House,2,GRN,Barbara Ward,20,11,9,0,0,0
Saline,Turtle Creek FS,U.S. House,2,LIB,Chris Hayes,10,4,6,0,0,0
Saline,Turtle Creek FS,U.S. House,2,REP,Tim Griffin,579,286,288,5,0,0
Saline,Turtle Creek FS,President,,DEM,Barack Obama / Joe Biden,161,86,73,2,0,0
Saline,Turtle Creek FS,President,,GRN,Jill Stein / Cheri Honkala,7,3,4,0,0,0
Saline,Turtle Creek FS,President,,LIB,Gary Johnson / James P. Gray,7,4,3,0,0,0
Saline,Turtle Creek FS,President,,REP,Mitt Romney / Paul Ryan,577,288,284,5,0,0
Saline,Vimy Ridge Immanuel Baptist,U.S. House,2,DEM,Herb Rule,208,151,55,2,0,0
Saline,Vimy Ridge Immanuel Baptist,U.S. House,2,GRN,Barbara Ward,33,27,6,0,0,0
Saline,Vimy Ridge Immanuel Baptist,U.S. House,2,LIB,Chris Hayes,25,15,9,1,0,0
Saline,Vimy Ridge Immanuel Baptist,U.S. House,2,REP,Tim Griffin,691,481,198,12,0,0
Saline,Vimy Ridge Immanuel Baptist,President,,DEM,Barack Obama / Joe Biden,246,173,70,3,0,0
Saline,Vimy Ridge Immanuel Baptist,President,,GRN,Jill Stein / Cheri Honkala,14,14,0,0,0,0
Saline,Vimy Ridge Immanuel Baptist,President,,LIB,Gary Johnson / James P. Gray,15,13,2,0,0,0
Saline,Vimy Ridge Immanuel Baptist,President,,REP,Mitt Romney / Paul Ryan,700,489,198,13,0,0
Saline,Vimy Ridge Immanuel Baptist,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Saline,Woodland Hills Water Dept,State Representative,28,DEM,Barbara Nix,112,87,24,1,0,0
Saline,Woodland Hills Water Dept,State Representative,28,REP,Kim Hammer,94,77,17,0,0,0
Saline,Woodland Hills Water Dept,State Representative,31,DEM,Tommy Formicola,28,18,10,0,0,0
Saline,Woodland Hills Water Dept,State Representative,31,REP,Andy Davis,37,24,13,0,0,0
Saline,Woodland Hills Water Dept,U.S. House,2,DEM,Herb Rule,246,183,61,2,0,0
Saline,Woodland Hills Water Dept,U.S. House,2,GRN,Barbara Ward,31,26,5,0,0,0
Saline,Woodland Hills Water Dept,U.S. House,2,LIB,Chris Hayes,24,18,6,0,0,0
Saline,Woodland Hills Water Dept,U.S. House,2,REP,Tim Griffin,315,231,79,5,0,0
Saline,Woodland Hills Water Dept,President,,DEM,Barack Obama / Joe Biden,278,198,78,2,0,0
Saline,Woodland Hills Water Dept,President,,GRN,Jill Stein / Cheri Honkala,12,12,0,0,0,0
Saline,Woodland Hills Water Dept,President,,LIB,Gary Johnson / James P. Gray,13,11,2,0,0,0
Saline,Woodland Hills Water Dept,President,,REP,Mitt Romney / Paul Ryan,316,239,72,5,0,0
Scott,BLACKFORK,State Senate,9,DEM,Tracy Pennartz,5,5,0,0,0,0
Scott,BLACKFORK,State Senate,9,REP,Bruce Holland,27,26,0,1,0,0
Scott,BLACKFORK,U.S. House,4,DEM,Gene Jeffress,3,3,0,0,0,0
Scott,BLACKFORK,U.S. House,4,GRN,J. Joshua Drake,1,1,0,0,0,0
Scott,BLACKFORK,U.S. House,4,LIB,Bobby Tullis,3,3,0,0,0,0
Scott,BLACKFORK,U.S. House,4,REP,Tom Cotton,26,25,0,1,0,0
Scott,BLACKFORK,President,,DEM,Barack Obama / Joe Biden,4,4,0,0,0,0
Scott,BLACKFORK,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Scott,BLACKFORK,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,BLACKFORK,President,,REP,Mitt Romney / Paul Ryan,25,24,0,1,0,0
Scott,BLANSETT,State Senate,9,DEM,Tracy Pennartz,20,11,6,3,0,0
Scott,BLANSETT,State Senate,9,REP,Bruce Holland,44,32,11,1,0,0
Scott,BLANSETT,U.S. House,4,DEM,Gene Jeffress,10,4,5,1,0,0
Scott,BLANSETT,U.S. House,4,REP,Tom Cotton,53,38,12,3,0,0
Scott,BLANSETT,President,,DEM,Barack Obama / Joe Biden,17,6,8,3,0,0
Scott,BLANSETT,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,BLANSETT,President,,REP,Mitt Romney / Paul Ryan,48,37,10,1,0,0
Scott,BRAWLEY,State Senate,9,DEM,Tracy Pennartz,15,15,0,0,0,0
Scott,BRAWLEY,State Senate,9,REP,Bruce Holland,28,24,3,1,0,0
Scott,BRAWLEY,U.S. House,4,DEM,Gene Jeffress,6,6,0,0,0,0
Scott,BRAWLEY,U.S. House,4,GRN,J. Joshua Drake,1,1,0,0,0,0
Scott,BRAWLEY,U.S. House,4,LIB,Bobby Tullis,1,1,0,0,0,0
Scott,BRAWLEY,U.S. House,4,REP,Tom Cotton,36,31,4,1,0,0
Scott,BRAWLEY,President,,DEM,Barack Obama / Joe Biden,13,13,0,0,0,0
Scott,BRAWLEY,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Scott,BRAWLEY,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,BRAWLEY,President,,REP,Mitt Romney / Paul Ryan,29,24,4,1,0,0
Scott,CAUTHRON/OLIVER,State Senate,9,DEM,Tracy Pennartz,25,19,4,2,0,0
Scott,CAUTHRON/OLIVER,State Senate,9,REP,Bruce Holland,28,27,1,0,0,0
Scott,CAUTHRON/OLIVER,U.S. House,4,DEM,Gene Jeffress,16,11,3,2,0,0
Scott,CAUTHRON/OLIVER,U.S. House,4,GRN,J. Joshua Drake,1,1,0,0,0,0
Scott,CAUTHRON/OLIVER,U.S. House,4,LIB,Bobby Tullis,2,1,1,0,0,0
Scott,CAUTHRON/OLIVER,U.S. House,4,REP,Tom Cotton,35,33,2,0,0,0
Scott,CAUTHRON/OLIVER,President,,DEM,Barack Obama / Joe Biden,19,14,3,2,0,0
Scott,CAUTHRON/OLIVER,President,,LIB,Gary Johnson / James P. Gray,3,2,1,0,0,0
Scott,CAUTHRON/OLIVER,President,,REP,Mitt Romney / Paul Ryan,32,30,2,0,0,0
Scott,CAUTHRON/OLIVER,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Scott,CEDAR CREEK,State Senate,9,DEM,Tracy Pennartz,19,8,6,5,0,0
Scott,CEDAR CREEK,State Senate,9,REP,Bruce Holland,15,9,3,3,0,0
Scott,CEDAR CREEK,U.S. House,4,DEM,Gene Jeffress,15,4,6,5,0,0
Scott,CEDAR CREEK,U.S. House,4,GRN,J. Joshua Drake,1,1,0,0,0,0
Scott,CEDAR CREEK,U.S. House,4,REP,Tom Cotton,18,12,3,3,0,0
Scott,CEDAR CREEK,President,,DEM,Barack Obama / Joe Biden,15,6,4,5,0,0
Scott,CEDAR CREEK,President,,REP,Mitt Romney / Paul Ryan,19,11,5,3,0,0
Scott,COAL/LAFAYETTE,State Senate,9,DEM,Tracy Pennartz,32,26,6,0,0,0
Scott,COAL/LAFAYETTE,State Senate,9,REP,Bruce Holland,48,38,8,2,0,0
Scott,COAL/LAFAYETTE,U.S. House,4,DEM,Gene Jeffress,16,12,4,0,0,0
Scott,COAL/LAFAYETTE,U.S. House,4,GRN,J. Joshua Drake,2,2,0,0,0,0
Scott,COAL/LAFAYETTE,U.S. House,4,REP,Tom Cotton,61,51,8,2,0,0
Scott,COAL/LAFAYETTE,President,,DEM,Barack Obama / Joe Biden,17,13,4,0,0,0
Scott,COAL/LAFAYETTE,President,,LIB,Gary Johnson / James P. Gray,4,4,0,0,0,0
Scott,COAL/LAFAYETTE,President,,REP,Mitt Romney / Paul Ryan,59,47,10,2,0,0
Scott,COAL/LAFAYETTE,President,,SOC,Peta Lindsay / Yari Osorio,2,1,1,0,0,0
Scott,DENTON,State Senate,9,DEM,Tracy Pennartz,35,33,1,1,0,0
Scott,DENTON,State Senate,9,REP,Bruce Holland,91,68,19,4,0,0
Scott,DENTON,U.S. House,4,DEM,Gene Jeffress,19,14,3,2,0,0
Scott,DENTON,U.S. House,4,LIB,Bobby Tullis,2,2,0,0,0,0
Scott,DENTON,U.S. House,4,REP,Tom Cotton,106,85,17,4,0,0
Scott,DENTON,President,,DEM,Barack Obama / Joe Biden,29,25,2,2,0,0
Scott,DENTON,President,,LIB,Gary Johnson / James P. Gray,2,1,1,0,0,0
Scott,DENTON,President,,REP,Mitt Romney / Paul Ryan,97,76,17,4,0,0
Scott,HICKMAN RURAL EAST,State Senate,9,DEM,Tracy Pennartz,113,48,62,3,0,0
Scott,HICKMAN RURAL EAST,State Senate,9,REP,Bruce Holland,250,144,80,26,0,0
Scott,HICKMAN RURAL EAST,U.S. House,4,DEM,Gene Jeffress,46,19,20,7,0,0
Scott,HICKMAN RURAL EAST,U.S. House,4,GRN,J. Joshua Drake,19,1,2,16,0,0
Scott,HICKMAN RURAL EAST,U.S. House,4,LIB,Bobby Tullis,4,3,1,0,0,0
Scott,HICKMAN RURAL EAST,U.S. House,4,REP,Tom Cotton,294,169,119,6,0,0
Scott,HICKMAN RURAL EAST,President,,DEM,Barack Obama / Joe Biden,71,25,26,20,0,0
Scott,HICKMAN RURAL EAST,President,,GRN,Jill Stein / Cheri Honkala,2,0,1,1,0,0
Scott,HICKMAN RURAL EAST,President,,LIB,Gary Johnson / James P. Gray,4,4,0,0,0,0
Scott,HICKMAN RURAL EAST,President,,REP,Mitt Romney / Paul Ryan,290,165,116,9,0,0
Scott,HICKMAN RURAL EAST,President,,SOC,Peta Lindsay / Yari Osorio,1,0,1,0,0,0
Scott,HICKMAN RURAL WEST,State Senate,9,DEM,Tracy Pennartz,68,36,30,2,0,0
Scott,HICKMAN RURAL WEST,State Senate,9,REP,Bruce Holland,115,65,47,3,0,0
Scott,HICKMAN RURAL WEST,U.S. House,4,DEM,Gene Jeffress,36,15,20,1,0,0
Scott,HICKMAN RURAL WEST,U.S. House,4,GRN,J. Joshua Drake,2,1,0,1,0,0
Scott,HICKMAN RURAL WEST,U.S. House,4,LIB,Bobby Tullis,4,3,1,0,0,0
Scott,HICKMAN RURAL WEST,U.S. House,4,REP,Tom Cotton,145,84,58,3,0,0
Scott,HICKMAN RURAL WEST,President,,DEM,Barack Obama / Joe Biden,44,23,20,1,0,0
Scott,HICKMAN RURAL WEST,President,,GRN,Jill Stein / Cheri Honkala,1,0,1,0,0,0
Scott,HICKMAN RURAL WEST,President,,LIB,Gary Johnson / James P. Gray,2,0,1,1,0,0
Scott,HICKMAN RURAL WEST,President,,REP,Mitt Romney / Paul Ryan,142,82,57,3,0,0
Scott,HICKMAN WARD I,State Senate,9,DEM,Tracy Pennartz,98,46,48,4,0,0
Scott,HICKMAN WARD I,State Senate,9,REP,Bruce Holland,197,82,103,12,0,0
Scott,HICKMAN WARD I,U.S. House,4,DEM,Gene Jeffress,66,28,34,4,0,0
Scott,HICKMAN WARD I,U.S. House,4,GRN,J. Joshua Drake,7,2,2,3,0,0
Scott,HICKMAN WARD I,U.S. House,4,LIB,Bobby Tullis,5,2,3,0,0,0
Scott,HICKMAN WARD I,U.S. House,4,REP,Tom Cotton,220,99,112,9,0,0
Scott,HICKMAN WARD I,President,,DEM,Barack Obama / Joe Biden,85,33,46,6,0,0
Scott,HICKMAN WARD I,President,,GRN,Jill Stein / Cheri Honkala,2,1,1,0,0,0
Scott,HICKMAN WARD I,President,,LIB,Gary Johnson / James P. Gray,5,2,3,0,0,0
Scott,HICKMAN WARD I,President,,REP,Mitt Romney / Paul Ryan,210,97,103,10,0,0
Scott,HICKMAN WARD II,State Senate,9,DEM,Tracy Pennartz,103,52,49,2,0,0
Scott,HICKMAN WARD II,State Senate,9,REP,Bruce Holland,185,94,85,6,0,0
Scott,HICKMAN WARD II,U.S. House,4,DEM,Gene Jeffress,59,31,26,2,0,0
Scott,HICKMAN WARD II,U.S. House,4,GRN,J. Joshua Drake,6,3,3,0,0,0
Scott,HICKMAN WARD II,U.S. House,4,LIB,Bobby Tullis,5,4,1,0,0,0
Scott,HICKMAN WARD II,U.S. House,4,REP,Tom Cotton,220,108,106,6,0,0
Scott,HICKMAN WARD II,President,,DEM,Barack Obama / Joe Biden,72,40,30,2,0,0
Scott,HICKMAN WARD II,President,,GRN,Jill Stein / Cheri Honkala,5,3,1,1,0,0
Scott,HICKMAN WARD II,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Scott,HICKMAN WARD II,President,,REP,Mitt Romney / Paul Ryan,210,100,105,5,0,0
Scott,HICKMAN WARD II,President,,SOC,Peta Lindsay / Yari Osorio,2,2,0,0,0,0
Scott,HICKMAN WARD III,State Senate,9,DEM,Tracy Pennartz,126,50,69,7,0,0
Scott,HICKMAN WARD III,State Senate,9,REP,Bruce Holland,196,91,95,10,0,0
Scott,HICKMAN WARD III,U.S. House,4,DEM,Gene Jeffress,86,32,49,5,0,0
Scott,HICKMAN WARD III,U.S. House,4,GRN,J. Joshua Drake,5,2,3,0,0,0
Scott,HICKMAN WARD III,U.S. House,4,LIB,Bobby Tullis,5,1,4,0,0,0
Scott,HICKMAN WARD III,U.S. House,4,REP,Tom Cotton,225,103,111,11,0,0
Scott,HICKMAN WARD III,President,,DEM,Barack Obama / Joe Biden,105,40,60,5,0,0
Scott,HICKMAN WARD III,President,,GRN,Jill Stein / Cheri Honkala,3,0,3,0,0,0
Scott,HICKMAN WARD III,President,,LIB,Gary Johnson / James P. Gray,14,5,9,0,0,0
Scott,HICKMAN WARD III,President,,REP,Mitt Romney / Paul Ryan,201,96,94,11,0,0
Scott,HICKMAN WARD III,President,,SOC,Peta Lindsay / Yari Osorio,1,0,1,0,0,0
Scott,HON,State Senate,9,DEM,Tracy Pennartz,41,29,9,3,0,0
Scott,HON,State Senate,9,REP,Bruce Holland,93,66,21,6,0,0
Scott,HON,U.S. House,4,DEM,Gene Jeffress,20,16,1,3,0,0
Scott,HON,U.S. House,4,GRN,J. Joshua Drake,3,2,1,0,0,0
Scott,HON,U.S. House,4,LIB,Bobby Tullis,4,2,2,0,0,0
Scott,HON,U.S. House,4,REP,Tom Cotton,106,74,26,6,0,0
Scott,HON,President,,DEM,Barack Obama / Joe Biden,27,19,5,3,0,0
Scott,HON,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,HON,President,,REP,Mitt Romney / Paul Ryan,107,76,25,6,0,0
Scott,HON,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Scott,HUNT,State Representative,74,DEM,Daniel Wall,20,20,0,0,0,0
Scott,HUNT,State Representative,74,REP,Jon S. Eubanks,64,54,8,2,0,0
Scott,HUNT,State Senate,9,DEM,Tracy Pennartz,30,29,1,0,0,0
Scott,HUNT,State Senate,9,REP,Bruce Holland,58,48,8,2,0,0
Scott,HUNT,U.S. House,4,DEM,Gene Jeffress,1,1,0,0,0,0
Scott,HUNT,U.S. House,4,LIB,Bobby Tullis,2,2,0,0,0,0
Scott,HUNT,U.S. House,4,REP,Tom Cotton,83,72,9,2,0,0
Scott,HUNT,President,,DEM,Barack Obama / Joe Biden,11,11,0,0,0,0
Scott,HUNT,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,HUNT,President,,REP,Mitt Romney / Paul Ryan,73,62,9,2,0,0
Scott,JAMES,State Senate,9,DEM,Tracy Pennartz,15,13,2,0,0,0
Scott,JAMES,State Senate,9,REP,Bruce Holland,45,43,0,2,0,0
Scott,JAMES,U.S. House,4,DEM,Gene Jeffress,8,7,1,0,0,0
Scott,JAMES,U.S. House,4,GRN,J. Joshua Drake,4,1,1,2,0,0
Scott,JAMES,U.S. House,4,LIB,Bobby Tullis,1,1,0,0,0,0
Scott,JAMES,U.S. House,4,REP,Tom Cotton,46,46,0,0,0,0
Scott,JAMES,President,,DEM,Barack Obama / Joe Biden,14,10,2,2,0,0
Scott,JAMES,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Scott,JAMES,President,,REP,Mitt Romney / Paul Ryan,44,44,0,0,0,0
Scott,JONES/LITTLE TEXAS,State Senate,9,DEM,Tracy Pennartz,20,17,2,1,0,0
Scott,JONES/LITTLE TEXAS,State Senate,9,REP,Bruce Holland,34,30,4,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. House,4,DEM,Gene Jeffress,7,6,1,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. House,4,REP,Tom Cotton,49,43,5,1,0,0
Scott,JONES/LITTLE TEXAS,President,,DEM,Barack Obama / Joe Biden,7,6,1,0,0,0
Scott,JONES/LITTLE TEXAS,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,JONES/LITTLE TEXAS,President,,REP,Mitt Romney / Paul Ryan,44,38,5,1,0,0
Scott,KEENER,State Senate,9,DEM,Tracy Pennartz,17,15,2,0,0,0
Scott,KEENER,State Senate,9,REP,Bruce Holland,31,26,5,0,0,0
Scott,KEENER,U.S. House,4,DEM,Gene Jeffress,14,12,2,0,0,0
Scott,KEENER,U.S. House,4,GRN,J. Joshua Drake,1,1,0,0,0,0
Scott,KEENER,U.S. House,4,LIB,Bobby Tullis,1,1,0,0,0,0
Scott,KEENER,U.S. House,4,REP,Tom Cotton,32,27,5,0,0,0
Scott,KEENER,President,,DEM,Barack Obama / Joe Biden,13,11,2,0,0,0
Scott,KEENER,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,KEENER,President,,REP,Mitt Romney / Paul Ryan,35,30,5,0,0,0
Scott,LAFAVE,State Senate,9,DEM,Tracy Pennartz,24,21,2,1,0,0
Scott,LAFAVE,State Senate,9,REP,Bruce Holland,29,24,5,0,0,0
Scott,LAFAVE,U.S. House,4,DEM,Gene Jeffress,7,7,0,0,0,0
Scott,LAFAVE,U.S. House,4,LIB,Bobby Tullis,2,1,1,0,0,0
Scott,LAFAVE,U.S. House,4,REP,Tom Cotton,46,39,6,1,0,0
Scott,LAFAVE,President,,DEM,Barack Obama / Joe Biden,11,9,1,1,0,0
Scott,LAFAVE,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Scott,LAFAVE,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,LAFAVE,President,,REP,Mitt Romney / Paul Ryan,38,34,4,0,0,0
Scott,LAFAVE,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Scott,LAMB,State Senate,9,DEM,Tracy Pennartz,66,47,18,1,0,0
Scott,LAMB,State Senate,9,REP,Bruce Holland,98,67,28,3,0,0
Scott,LAMB,U.S. House,4,DEM,Gene Jeffress,39,24,13,2,0,0
Scott,LAMB,U.S. House,4,GRN,J. Joshua Drake,10,7,2,1,0,0
Scott,LAMB,U.S. House,4,LIB,Bobby Tullis,2,2,0,0,0,0
Scott,LAMB,U.S. House,4,REP,Tom Cotton,113,80,32,1,0,0
Scott,LAMB,President,,DEM,Barack Obama / Joe Biden,46,30,13,3,0,0
Scott,LAMB,President,,GRN,Jill Stein / Cheri Honkala,2,2,0,0,0,0
Scott,LAMB,President,,LIB,Gary Johnson / James P. Gray,3,3,0,0,0,0
Scott,LAMB,President,,REP,Mitt Romney / Paul Ryan,113,79,33,1,0,0
Scott,LEWIS WARD I,State Representative,74,DEM,Daniel Wall,69,57,11,1,0,0
Scott,LEWIS WARD I,State Representative,74,REP,Jon S. Eubanks,191,160,26,5,0,0
Scott,LEWIS WARD I,State Senate,9,DEM,Tracy Pennartz,85,75,8,2,0,0
Scott,LEWIS WARD I,State Senate,9,REP,Bruce Holland,177,144,29,4,0,0
Scott,LEWIS WARD I,U.S. House,4,DEM,Gene Jeffress,57,49,7,1,0,0
Scott,LEWIS WARD I,U.S. House,4,GRN,J. Joshua Drake,7,7,0,0,0,0
Scott,LEWIS WARD I,U.S. House,4,LIB,Bobby Tullis,4,3,1,0,0,0
Scott,LEWIS WARD I,U.S. House,4,REP,Tom Cotton,194,161,28,5,0,0
Scott,LEWIS WARD I,President,,DEM,Barack Obama / Joe Biden,61,50,9,2,0,0
Scott,LEWIS WARD I,President,,GRN,Jill Stein / Cheri Honkala,3,3,0,0,0,0
Scott,LEWIS WARD I,President,,LIB,Gary Johnson / James P. Gray,4,4,0,0,0,0
Scott,LEWIS WARD I,President,,REP,Mitt Romney / Paul Ryan,196,164,28,4,0,0
Scott,LEWIS WARD I,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Scott,LEWIS WARD II,State Representative,74,DEM,Daniel Wall,65,51,9,5,0,0
Scott,LEWIS WARD II,State Representative,74,REP,Jon S. Eubanks,140,123,15,2,0,0
Scott,LEWIS WARD II,State Senate,9,DEM,Tracy Pennartz,70,56,14,0,0,0
Scott,LEWIS WARD II,State Senate,9,REP,Bruce Holland,137,120,10,7,0,0
Scott,LEWIS WARD II,U.S. House,4,DEM,Gene Jeffress,44,38,6,0,0,0
Scott,LEWIS WARD II,U.S. House,4,GRN,J. Joshua Drake,7,2,0,5,0,0
Scott,LEWIS WARD II,U.S. House,4,LIB,Bobby Tullis,2,2,0,0,0,0
Scott,LEWIS WARD II,U.S. House,4,REP,Tom Cotton,156,136,18,2,0,0
Scott,LEWIS WARD II,President,,DEM,Barack Obama / Joe Biden,59,45,9,5,0,0
Scott,LEWIS WARD II,President,,GRN,Jill Stein / Cheri Honkala,1,1,0,0,0,0
Scott,LEWIS WARD II,President,,LIB,Gary Johnson / James P. Gray,2,2,0,0,0,0
Scott,LEWIS WARD II,President,,REP,Mitt Romney / Paul Ryan,146,128,16,2,0,0
Scott,MILL CREEK,State Senate,9,DEM,Tracy Pennartz,42,34,6,2,0,0
Scott,MILL CREEK,State Senate,9,REP,Bruce Holland,96,77,17,2,0,0
Scott,MILL CREEK,U.S. House,4,DEM,Gene Jeffress,29,23,3,3,0,0
Scott,MILL CREEK,U.S. House,4,GRN,J. Joshua Drake,3,2,1,0,0,0
Scott,MILL CREEK,U.S. House,4,LIB,Bobby Tullis,4,3,1,0,0,0
Scott,MILL CREEK,U.S. House,4,REP,Tom Cotton,102,82,19,1,0,0
Scott,MILL CREEK,President,,DEM,Barack Obama / Joe Biden,33,26,4,3,0,0
Scott,MILL CREEK,President,,GRN,Jill Stein / Cheri Honkala,3,3,0,0,0,0
Scott,MILL CREEK,President,,LIB,Gary Johnson / James P. Gray,2,1,1,0,0,0
Scott,MILL CREEK,President,,REP,Mitt Romney / Paul Ryan,101,81,19,1,0,0
Scott,MOUNT PLEASANT,State Senate,9,DEM,Tracy Pennartz,39,28,10,1,0,0
Scott,MOUNT PLEASANT,State Senate,9,REP,Bruce Holland,113,82,30,1,0,0
Scott,MOUNT PLEASANT,U.S. House,4,DEM,Gene Jeffress,22,17,4,1,0,0
Scott,MOUNT PLEASANT,U.S. House,4,GRN,J. Joshua Drake,4,2,2,0,0,0
Scott,MOUNT PLEASANT,U.S. House,4,LIB,Bobby Tullis,2,2,0,0,0,0
Scott,MOUNT PLEASANT,U.S. House,4,REP,Tom Cotton,123,87,35,1,0,0
Scott,MOUNT PLEASANT,President,,DEM,Barack Obama / Joe Biden,37,28,8,1,0,0
Scott,MOUNT PLEASANT,President,,LIB,Gary Johnson / James P. Gray,5,5,0,0,0,0
Scott,MOUNT PLEASANT,President,,REP,Mitt Romney / Paul Ryan,110,76,33,1,0,0
Scott,MOUNT PLEASANT,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Scott,MOUNTAIN,State Senate,9,DEM,Tracy Pennartz,52,35,15,2,0,0
Scott,MOUNTAIN,State Senate,9,REP,Bruce Holland,97,74,21,2,0,0
Scott,MOUNTAIN,U.S. House,4,DEM,Gene Jeffress,29,16,11,2,0,0
Scott,MOUNTAIN,U.S. House,4,GRN,J. Joshua Drake,6,3,1,2,0,0
Scott,MOUNTAIN,U.S. House,4,LIB,Bobby Tullis,2,2,0,0,0,0
Scott,MOUNTAIN,U.S. House,4,REP,Tom Cotton,113,89,24,0,0,0
Scott,MOUNTAIN,President,,DEM,Barack Obama / Joe Biden,34,20,10,4,0,0
Scott,MOUNTAIN,President,,GRN,Jill Stein / Cheri Honkala,4,4,0,0,0,0
Scott,MOUNTAIN,President,,REP,Mitt Romney / Paul Ryan,110,84,26,0,0,0
Scott,MOUNTAIN,President,,SOC,Peta Lindsay / Yari Osorio,1,1,0,0,0,0
Scott,PARKS,State Senate,9,DEM,Tracy Pennartz,36,33,3,0,0,0
Scott,PARKS,State Senate,9,REP,Bruce Holland,42,37,3,2,0,0
Scott,PARKS,U.S. House,4,DEM,Gene Jeffress,15,13,2,0,0,0
Scott,PARKS,U.S. House,4,GRN,J. Joshua Drake,2,2,0,0,0,0
Scott,PARKS,U.S. House,4,REP,Tom Cotton,58,52,4,2,0,0
Scott,PARKS,President,,DEM,Barack Obama / Joe Biden,20,17,3,0,0,0
Scott,PARKS,President,,GRN,Jill Stein / Cheri Honkala,4,4,0,0,0,0
Scott,PARKS,President,,LIB,Gary Johnson / James P. Gray,1,1,0,0,0,0
Scott,PARKS,President,,REP,Mitt Romney / Paul Ryan,54,49,3,2,0,0
