county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_vote,absentee,provisional
Pulaski,36,U.S. House,2,DEM,Representative Clarke Tucker,279,0,115,160,3,1
Pulaski,37,U.S. House,2,DEM,Representative Clarke Tucker,632,0,312,311,9,0
Pulaski,38,U.S. House,2,DEM,Representative Clarke Tucker,288,0,164,121,1,2
Pulaski,39,U.S. House,2,DEM,Representative Clarke Tucker,853,0,315,535,3,0
Pulaski,40,U.S. House,2,DEM,Representative Clarke Tucker,478,0,221,253,4,0
Pulaski,41,U.S. House,2,DEM,Representative Clarke Tucker,622,0,221,391,10,0
Pulaski,42,U.S. House,2,DEM,Representative Clarke Tucker,468,0,193,267,7,1
Pulaski,43,U.S. House,2,DEM,Representative Clarke Tucker,632,0,321,307,4,0
Pulaski,44,U.S. House,2,DEM,Representative Clarke Tucker,801,0,377,411,12,1
Pulaski,45,U.S. House,2,DEM,Representative Clarke Tucker,484,0,194,284,6,0
Pulaski,46,U.S. House,2,DEM,Representative Clarke Tucker,277,0,134,140,3,0
Pulaski,47,U.S. House,2,DEM,Representative Clarke Tucker,99,0,66,33,0,0
Pulaski,48,U.S. House,2,DEM,Representative Clarke Tucker,982,0,535,436,10,1
Pulaski,49,U.S. House,2,DEM,Representative Clarke Tucker,679,27,289,354,7,2
Pulaski,50,U.S. House,2,DEM,Representative Clarke Tucker,511,0,252,239,16,4
Pulaski,51,U.S. House,2,DEM,Representative Clarke Tucker,340,0,132,206,2,0
Pulaski,52,U.S. House,2,DEM,Representative Clarke Tucker,532,0,293,224,9,6
Pulaski,53,U.S. House,2,DEM,Representative Clarke Tucker,506,0,323,169,12,2
Pulaski,54,U.S. House,2,DEM,Representative Clarke Tucker,693,0,466,224,1,2
Pulaski,55,U.S. House,2,DEM,Representative Clarke Tucker,978,0,468,500,9,1
Pulaski,56,U.S. House,2,DEM,Representative Clarke Tucker,220,0,121,97,2,0
Pulaski,57,U.S. House,2,DEM,Representative Clarke Tucker,241,0,176,62,3,0
Pulaski,58,U.S. House,2,DEM,Representative Clarke Tucker,732,0,297,425,10,0
Pulaski,59,U.S. House,2,DEM,Representative Clarke Tucker,238,0,141,88,8,1
Pulaski,60,U.S. House,2,DEM,Representative Clarke Tucker,752,0,254,479,19,0
Pulaski,61,U.S. House,2,DEM,Representative Clarke Tucker,385,0,225,154,6,0
Pulaski,62,U.S. House,2,DEM,Representative Clarke Tucker,225,0,155,68,2,0
Pulaski,63,U.S. House,2,DEM,Representative Clarke Tucker,276,0,153,121,1,1
Pulaski,64,U.S. House,2,DEM,Representative Clarke Tucker,739,0,259,463,12,5
Pulaski,65,U.S. House,2,DEM,Representative Clarke Tucker,424,0,209,205,9,1
Pulaski,66,U.S. House,2,DEM,Representative Clarke Tucker,638,0,289,332,16,1
Pulaski,67,U.S. House,2,DEM,Representative Clarke Tucker,817,0,417,389,10,1
Pulaski,68,U.S. House,2,DEM,Representative Clarke Tucker,682,0,285,384,13,0
Pulaski,69,U.S. House,2,DEM,Representative Clarke Tucker,596,0,292,282,20,2
Pulaski,70,U.S. House,2,DEM,Representative Clarke Tucker,437,0,215,208,14,0
Pulaski,71,U.S. House,2,DEM,Representative Clarke Tucker,860,0,337,498,25,0
Pulaski,72,U.S. House,2,DEM,Representative Clarke Tucker,442,0,214,222,5,1
Pulaski,73,U.S. House,2,DEM,Representative Clarke Tucker,666,0,274,362,27,3
Pulaski,74,U.S. House,2,DEM,Representative Clarke Tucker,508,0,223,270,14,1
Pulaski,75,U.S. House,2,DEM,Representative Clarke Tucker,729,0,359,351,17,2
Pulaski,76,U.S. House,2,DEM,Representative Clarke Tucker,594,0,288,296,8,2
Pulaski,77,U.S. House,2,DEM,Representative Clarke Tucker,992,0,335,622,30,5
Pulaski,78,U.S. House,2,DEM,Representative Clarke Tucker,788,0,253,525,10,0
Pulaski,79,U.S. House,2,DEM,Representative Clarke Tucker,826,0,367,451,5,3
Pulaski,80,U.S. House,2,DEM,Representative Clarke Tucker,1303,0,532,756,9,6
Pulaski,81,U.S. House,2,DEM,Representative Clarke Tucker,772,0,342,423,6,1
Pulaski,82,U.S. House,2,DEM,Representative Clarke Tucker,763,0,356,403,3,1
Pulaski,83,U.S. House,2,DEM,Representative Clarke Tucker,1212,0,482,720,10,0
Pulaski,84,U.S. House,2,DEM,Representative Clarke Tucker,1131,0,479,637,13,2
Pulaski,85,U.S. House,2,DEM,Representative Clarke Tucker,971,0,328,607,32,4
Pulaski,86,U.S. House,2,DEM,Representative Clarke Tucker,520,0,191,291,34,4
Pulaski,87,U.S. House,2,DEM,Representative Clarke Tucker,643,0,401,231,11,0
Pulaski,88,U.S. House,2,DEM,Representative Clarke Tucker,734,0,387,316,26,5
Pulaski,89,U.S. House,2,DEM,Representative Clarke Tucker,597,0,334,257,5,1
Pulaski,90,U.S. House,2,DEM,Representative Clarke Tucker,770,0,362,377,28,3
Pulaski,91,U.S. House,2,DEM,Representative Clarke Tucker,735,0,397,316,22,0
Pulaski,92,U.S. House,2,DEM,Representative Clarke Tucker,651,0,377,261,9,4
Pulaski,93,U.S. House,2,DEM,Representative Clarke Tucker,684,0,358,310,13,3
Pulaski,94,U.S. House,2,DEM,Representative Clarke Tucker,589,0,320,255,11,3
Pulaski,95,U.S. House,2,DEM,Representative Clarke Tucker,855,0,405,397,46,7
Pulaski,96,U.S. House,2,DEM,Representative Clarke Tucker,440,0,236,193,10,1
Pulaski,97,U.S. House,2,DEM,Representative Clarke Tucker,591,0,320,264,6,1
Pulaski,98,U.S. House,2,DEM,Representative Clarke Tucker,784,0,338,440,4,2
Pulaski,99,U.S. House,2,DEM,Representative Clarke Tucker,576,0,340,225,10,1
Pulaski,100,U.S. House,2,DEM,Representative Clarke Tucker,328,0,141,183,3,1
Pulaski,101,U.S. House,2,DEM,Representative Clarke Tucker,543,0,255,279,6,3
Pulaski,102,U.S. House,2,DEM,Representative Clarke Tucker,628,0,309,316,3,0
Pulaski,103,U.S. House,2,DEM,Representative Clarke Tucker,740,0,328,409,1,2
Pulaski,104,U.S. House,2,DEM,Representative Clarke Tucker,1101,0,524,568,5,4
Pulaski,105,U.S. House,2,DEM,Representative Clarke Tucker,715,0,316,395,4,0
Pulaski,106,U.S. House,2,DEM,Representative Clarke Tucker,622,0,274,330,16,2
Pulaski,107,U.S. House,2,DEM,Representative Clarke Tucker,617,0,319,283,14,1
Pulaski,108,U.S. House,2,DEM,Representative Clarke Tucker,592,0,264,313,13,2
Pulaski,109,U.S. House,2,DEM,Representative Clarke Tucker,1565,0,731,784,46,4
Pulaski,110,U.S. House,2,DEM,Representative Clarke Tucker,402,0,168,229,5,0
Pulaski,111,U.S. House,2,DEM,Representative Clarke Tucker,1164,0,580,567,17,0
Pulaski,112,U.S. House,2,DEM,Representative Clarke Tucker,524,0,262,257,5,0
Pulaski,113,U.S. House,2,DEM,Representative Clarke Tucker,874,0,422,442,9,1
Pulaski,114,U.S. House,2,DEM,Representative Clarke Tucker,846,2,393,428,18,5
Pulaski,115,U.S. House,2,DEM,Representative Clarke Tucker,803,0,400,394,8,1
Pulaski,116,U.S. House,2,DEM,Representative Clarke Tucker,559,0,345,210,3,1
Pulaski,117,U.S. House,2,DEM,Representative Clarke Tucker,748,0,354,390,4,0
Pulaski,118,U.S. House,2,DEM,Representative Clarke Tucker,879,1,335,520,19,4
Pulaski,119,U.S. House,2,DEM,Representative Clarke Tucker,798,0,361,424,11,2
Pulaski,120,U.S. House,2,DEM,Representative Clarke Tucker,702,0,339,345,14,4
Pulaski,121,U.S. House,2,DEM,Representative Clarke Tucker,629,0,354,268,6,1
Pulaski,122,U.S. House,2,DEM,Representative Clarke Tucker,565,0,262,284,17,2
Pulaski,123,U.S. House,2,DEM,Representative Clarke Tucker,459,0,215,238,5,1
Pulaski,124,U.S. House,2,DEM,Representative Clarke Tucker,680,0,269,406,4,1
Pulaski,125,U.S. House,2,DEM,Representative Clarke Tucker,555,0,257,287,11,0
Pulaski,126,U.S. House,2,DEM,Representative Clarke Tucker,198,0,136,60,2,0
Pulaski,127,U.S. House,2,DEM,Representative Clarke Tucker,449,1,289,154,2,3
Pulaski,128,U.S. House,2,DEM,Representative Clarke Tucker,1028,0,431,580,13,4
Pulaski,129,U.S. House,2,DEM,Representative Clarke Tucker,288,0,208,76,3,1
Pulaski,130,U.S. House,2,DEM,Representative Clarke Tucker,343,0,295,47,1,0
Pulaski,131,U.S. House,2,DEM,Representative Clarke Tucker,408,0,226,179,3,0
Pulaski,132,U.S. House,2,DEM,Representative Clarke Tucker,301,0,208,91,2,0
Pulaski,133,U.S. House,2,DEM,Representative Clarke Tucker,341,0,268,72,1,0
Pulaski,134,U.S. House,2,DEM,Representative Clarke Tucker,361,0,204,148,5,4
Pulaski,135,U.S. House,2,DEM,Representative Clarke Tucker,266,0,181,81,2,2
Pulaski,136,U.S. House,2,DEM,Representative Clarke Tucker,553,0,159,376,17,1
Pulaski,137,U.S. House,2,DEM,Representative Clarke Tucker,644,0,219,415,10,0
Pulaski,1,U.S. House,2,LIB,Joe Ryne Swafford,29,0,18,10,1,0
Pulaski,2,U.S. House,2,LIB,Joe Ryne Swafford,26,0,12,13,1,0
Pulaski,3,U.S. House,2,LIB,Joe Ryne Swafford,11,0,5,6,0,0
Pulaski,4,U.S. House,2,LIB,Joe Ryne Swafford,25,0,17,8,0,0
Pulaski,5,U.S. House,2,LIB,Joe Ryne Swafford,24,0,11,12,1,0
Pulaski,6,U.S. House,2,LIB,Joe Ryne Swafford,6,0,6,0,0,0
Pulaski,7,U.S. House,2,LIB,Joe Ryne Swafford,16,0,9,7,0,0
Pulaski,8,U.S. House,2,LIB,Joe Ryne Swafford,27,0,14,13,0,0
Pulaski,9,U.S. House,2,LIB,Joe Ryne Swafford,23,0,9,14,0,0
Pulaski,10,U.S. House,2,LIB,Joe Ryne Swafford,19,0,13,6,0,0
Pulaski,11,U.S. House,2,LIB,Joe Ryne Swafford,4,0,4,0,0,0
Pulaski,12,U.S. House,2,LIB,Joe Ryne Swafford,16,0,14,2,0,0
Pulaski,13,U.S. House,2,LIB,Joe Ryne Swafford,17,0,9,8,0,0
Pulaski,14,U.S. House,2,LIB,Joe Ryne Swafford,33,0,17,16,0,0
Pulaski,15,U.S. House,2,LIB,Joe Ryne Swafford,23,0,11,12,0,0
Pulaski,16,U.S. House,2,LIB,Joe Ryne Swafford,9,0,5,4,0,0
Pulaski,17,U.S. House,2,LIB,Joe Ryne Swafford,24,0,19,5,0,0
Pulaski,18,U.S. House,2,LIB,Joe Ryne Swafford,35,0,25,10,0,0
Pulaski,19,U.S. House,2,LIB,Joe Ryne Swafford,20,0,13,6,1,0
Pulaski,20,U.S. House,2,LIB,Joe Ryne Swafford,23,0,15,8,0,0
Pulaski,21,U.S. House,2,LIB,Joe Ryne Swafford,13,0,9,4,0,0
Pulaski,22,U.S. House,2,LIB,Joe Ryne Swafford,31,0,22,9,0,0
Pulaski,23,U.S. House,2,LIB,Joe Ryne Swafford,25,0,11,13,1,0
Pulaski,24,U.S. House,2,LIB,Joe Ryne Swafford,20,0,15,5,0,0
Pulaski,25,U.S. House,2,LIB,Joe Ryne Swafford,18,0,10,8,0,0
Pulaski,26,U.S. House,2,LIB,Joe Ryne Swafford,27,0,21,6,0,0
Pulaski,27,U.S. House,2,LIB,Joe Ryne Swafford,32,0,20,11,1,0
Pulaski,28,U.S. House,2,LIB,Joe Ryne Swafford,38,0,30,8,0,0
Pulaski,29,U.S. House,2,LIB,Joe Ryne Swafford,2,0,1,1,0,0
Pulaski,30,U.S. House,2,LIB,Joe Ryne Swafford,2,0,1,1,0,0
Pulaski,31,U.S. House,2,LIB,Joe Ryne Swafford,22,0,10,12,0,0
Pulaski,32,U.S. House,2,LIB,Joe Ryne Swafford,40,0,23,16,1,0
Pulaski,33,U.S. House,2,LIB,Joe Ryne Swafford,20,0,12,8,0,0
Pulaski,34,U.S. House,2,LIB,Joe Ryne Swafford,13,0,7,6,0,0
Pulaski,35,U.S. House,2,LIB,Joe Ryne Swafford,19,0,14,5,0,0
Pulaski,36,U.S. House,2,LIB,Joe Ryne Swafford,22,0,16,6,0,0
Pulaski,37,U.S. House,2,LIB,Joe Ryne Swafford,20,0,11,9,0,0
Pulaski,38,U.S. House,2,LIB,Joe Ryne Swafford,15,0,8,7,0,0
Pulaski,39,U.S. House,2,LIB,Joe Ryne Swafford,27,0,15,11,1,0
Pulaski,40,U.S. House,2,LIB,Joe Ryne Swafford,17,0,14,3,0,0
Pulaski,41,U.S. House,2,LIB,Joe Ryne Swafford,33,0,16,16,1,0
Pulaski,42,U.S. House,2,LIB,Joe Ryne Swafford,25,0,17,7,1,0
Pulaski,43,U.S. House,2,LIB,Joe Ryne Swafford,36,0,18,18,0,0
Pulaski,44,U.S. House,2,LIB,Joe Ryne Swafford,34,0,17,17,0,0
Pulaski,45,U.S. House,2,LIB,Joe Ryne Swafford,22,0,8,14,0,0
Pulaski,46,U.S. House,2,LIB,Joe Ryne Swafford,18,0,8,10,0,0
Pulaski,47,U.S. House,2,LIB,Joe Ryne Swafford,3,0,2,1,0,0
Pulaski,48,U.S. House,2,LIB,Joe Ryne Swafford,9,0,3,6,0,0
Pulaski,49,U.S. House,2,LIB,Joe Ryne Swafford,28,4,10,12,0,2
Pulaski,50,U.S. House,2,LIB,Joe Ryne Swafford,15,0,6,8,1,0
Pulaski,51,U.S. House,2,LIB,Joe Ryne Swafford,15,0,10,5,0,0
Pulaski,52,U.S. House,2,LIB,Joe Ryne Swafford,12,0,11,1,0,0
Pulaski,53,U.S. House,2,LIB,Joe Ryne Swafford,6,0,4,2,0,0
Pulaski,54,U.S. House,2,LIB,Joe Ryne Swafford,16,0,10,6,0,0
Pulaski,55,U.S. House,2,LIB,Joe Ryne Swafford,20,0,15,4,1,0
Pulaski,56,U.S. House,2,LIB,Joe Ryne Swafford,8,0,7,1,0,0
Pulaski,57,U.S. House,2,LIB,Joe Ryne Swafford,7,0,6,1,0,0
Pulaski,58,U.S. House,2,LIB,Joe Ryne Swafford,33,0,15,15,2,1
Pulaski,59,U.S. House,2,LIB,Joe Ryne Swafford,10,0,9,1,0,0
Pulaski,60,U.S. House,2,LIB,Joe Ryne Swafford,14,0,8,6,0,0
Pulaski,61,U.S. House,2,LIB,Joe Ryne Swafford,15,0,14,1,0,0
Pulaski,62,U.S. House,2,LIB,Joe Ryne Swafford,16,0,13,2,1,0
Pulaski,63,U.S. House,2,LIB,Joe Ryne Swafford,20,0,15,5,0,0
Pulaski,64,U.S. House,2,LIB,Joe Ryne Swafford,11,0,4,7,0,0
Pulaski,65,U.S. House,2,LIB,Joe Ryne Swafford,3,0,3,0,0,0
Pulaski,66,U.S. House,2,LIB,Joe Ryne Swafford,15,0,13,2,0,0
Pulaski,67,U.S. House,2,LIB,Joe Ryne Swafford,23,0,16,7,0,0
Pulaski,68,U.S. House,2,LIB,Joe Ryne Swafford,22,0,10,12,0,0
Pulaski,69,U.S. House,2,LIB,Joe Ryne Swafford,12,0,7,5,0,0
Pulaski,70,U.S. House,2,LIB,Joe Ryne Swafford,8,0,6,2,0,0
Pulaski,71,U.S. House,2,LIB,Joe Ryne Swafford,23,0,14,8,1,0
Pulaski,72,U.S. House,2,LIB,Joe Ryne Swafford,13,0,8,4,1,0
Pulaski,73,U.S. House,2,LIB,Joe Ryne Swafford,18,0,8,10,0,0
Pulaski,74,U.S. House,2,LIB,Joe Ryne Swafford,8,0,6,1,1,0
Pulaski,75,U.S. House,2,LIB,Joe Ryne Swafford,16,0,6,10,0,0
Pulaski,76,U.S. House,2,LIB,Joe Ryne Swafford,20,0,16,4,0,0
Pulaski,77,U.S. House,2,LIB,Joe Ryne Swafford,22,0,12,10,0,0
Pulaski,78,U.S. House,2,LIB,Joe Ryne Swafford,27,0,17,10,0,0
Pulaski,79,U.S. House,2,LIB,Joe Ryne Swafford,23,0,13,10,0,0
Pulaski,80,U.S. House,2,LIB,Joe Ryne Swafford,21,0,15,6,0,0
Pulaski,81,U.S. House,2,LIB,Joe Ryne Swafford,10,0,4,6,0,0
Pulaski,82,U.S. House,2,LIB,Joe Ryne Swafford,19,0,7,12,0,0
Pulaski,83,U.S. House,2,LIB,Joe Ryne Swafford,22,0,7,15,0,0
Pulaski,84,U.S. House,2,LIB,Joe Ryne Swafford,23,0,11,12,0,0
Pulaski,85,U.S. House,2,LIB,Joe Ryne Swafford,12,0,4,8,0,0
Pulaski,86,U.S. House,2,LIB,Joe Ryne Swafford,12,0,7,3,0,2
Pulaski,87,U.S. House,2,LIB,Joe Ryne Swafford,13,0,11,2,0,0
Pulaski,88,U.S. House,2,LIB,Joe Ryne Swafford,19,0,14,5,0,0
Pulaski,89,U.S. House,2,LIB,Joe Ryne Swafford,17,0,13,4,0,0
Pulaski,90,U.S. House,2,LIB,Joe Ryne Swafford,12,0,10,2,0,0
Pulaski,91,U.S. House,2,LIB,Joe Ryne Swafford,6,0,5,1,0,0
Pulaski,92,U.S. House,2,LIB,Joe Ryne Swafford,6,0,3,3,0,0
Pulaski,93,U.S. House,2,LIB,Joe Ryne Swafford,20,0,14,6,0,0
Pulaski,94,U.S. House,2,LIB,Joe Ryne Swafford,12,0,9,3,0,0
Pulaski,95,U.S. House,2,LIB,Joe Ryne Swafford,24,0,18,6,0,0
Pulaski,96,U.S. House,2,LIB,Joe Ryne Swafford,6,0,4,1,1,0
Pulaski,97,U.S. House,2,LIB,Joe Ryne Swafford,12,0,7,5,0,0
Pulaski,98,U.S. House,2,LIB,Joe Ryne Swafford,13,0,10,3,0,0
Pulaski,99,U.S. House,2,LIB,Joe Ryne Swafford,12,0,4,8,0,0
Pulaski,100,U.S. House,2,LIB,Joe Ryne Swafford,4,0,3,1,0,0
Pulaski,101,U.S. House,2,LIB,Joe Ryne Swafford,14,0,9,5,0,0
Pulaski,102,U.S. House,2,LIB,Joe Ryne Swafford,11,0,5,6,0,0
Pulaski,103,U.S. House,2,LIB,Joe Ryne Swafford,22,0,9,13,0,0
Pulaski,104,U.S. House,2,LIB,Joe Ryne Swafford,24,0,14,10,0,0
Pulaski,105,U.S. House,2,LIB,Joe Ryne Swafford,20,0,9,11,0,0
Pulaski,106,U.S. House,2,LIB,Joe Ryne Swafford,8,0,3,5,0,0
Pulaski,107,U.S. House,2,LIB,Joe Ryne Swafford,2,0,1,1,0,0
Pulaski,108,U.S. House,2,LIB,Joe Ryne Swafford,6,0,5,1,0,0
Pulaski,109,U.S. House,2,LIB,Joe Ryne Swafford,17,0,14,3,0,0
Pulaski,110,U.S. House,2,LIB,Joe Ryne Swafford,4,0,2,2,0,0
Pulaski,111,U.S. House,2,LIB,Joe Ryne Swafford,32,0,19,13,0,0
Pulaski,112,U.S. House,2,LIB,Joe Ryne Swafford,11,0,7,4,0,0
Pulaski,113,U.S. House,2,LIB,Joe Ryne Swafford,20,0,7,13,0,0
Pulaski,114,U.S. House,2,LIB,Joe Ryne Swafford,30,0,17,11,2,0
Pulaski,115,U.S. House,2,LIB,Joe Ryne Swafford,13,0,7,6,0,0
Pulaski,116,U.S. House,2,LIB,Joe Ryne Swafford,19,0,14,5,0,0
Pulaski,117,U.S. House,2,LIB,Joe Ryne Swafford,11,0,4,6,1,0
Pulaski,118,U.S. House,2,LIB,Joe Ryne Swafford,12,0,7,5,0,0
Pulaski,119,U.S. House,2,LIB,Joe Ryne Swafford,15,0,6,9,0,0
Pulaski,120,U.S. House,2,LIB,Joe Ryne Swafford,14,0,8,6,0,0
Pulaski,121,U.S. House,2,LIB,Joe Ryne Swafford,10,0,9,1,0,0
Pulaski,122,U.S. House,2,LIB,Joe Ryne Swafford,5,0,3,2,0,0
Pulaski,123,U.S. House,2,LIB,Joe Ryne Swafford,12,0,6,6,0,0
Pulaski,124,U.S. House,2,LIB,Joe Ryne Swafford,12,0,6,6,0,0
Pulaski,125,U.S. House,2,LIB,Joe Ryne Swafford,9,0,5,4,0,0
Pulaski,126,U.S. House,2,LIB,Joe Ryne Swafford,10,0,8,2,0,0
Pulaski,127,U.S. House,2,LIB,Joe Ryne Swafford,23,0,21,2,0,0
Pulaski,128,U.S. House,2,LIB,Joe Ryne Swafford,19,0,9,10,0,0
Pulaski,129,U.S. House,2,LIB,Joe Ryne Swafford,5,0,3,2,0,0
Pulaski,130,U.S. House,2,LIB,Joe Ryne Swafford,8,0,7,1,0,0
Pulaski,131,U.S. House,2,LIB,Joe Ryne Swafford,4,0,4,0,0,0
Pulaski,132,U.S. House,2,LIB,Joe Ryne Swafford,7,0,5,2,0,0
Pulaski,133,U.S. House,2,LIB,Joe Ryne Swafford,4,0,4,0,0,0
Pulaski,134,U.S. House,2,LIB,Joe Ryne Swafford,6,0,2,4,0,0
Pulaski,135,U.S. House,2,LIB,Joe Ryne Swafford,8,0,5,3,0,0
Pulaski,136,U.S. House,2,LIB,Joe Ryne Swafford,22,0,7,15,0,0
Pulaski,137,U.S. House,2,LIB,Joe Ryne Swafford,13,0,6,7,0,0
Pulaski,1,U.S. House,2,REP,Congressman French Hill,530,0,213,314,3,0
Pulaski,2,U.S. House,2,REP,Congressman French Hill,489,0,184,299,5,1
Pulaski,3,U.S. House,2,REP,Congressman French Hill,191,0,76,115,0,0
Pulaski,4,U.S. House,2,REP,Congressman French Hill,1121,0,386,727,7,1
Pulaski,5,U.S. House,2,REP,Congressman French Hill,964,0,255,701,8,0
Pulaski,6,U.S. House,2,REP,Congressman French Hill,202,0,99,101,2,0
Pulaski,7,U.S. House,2,REP,Congressman French Hill,331,0,225,103,3,0
Pulaski,8,U.S. House,2,REP,Congressman French Hill,585,0,218,361,6,0
Pulaski,9,U.S. House,2,REP,Congressman French Hill,336,0,144,187,5,0
Pulaski,10,U.S. House,2,REP,Congressman French Hill,358,0,164,190,2,2
Pulaski,11,U.S. House,2,REP,Congressman French Hill,165,0,106,59,0,0
Pulaski,12,U.S. House,2,REP,Congressman French Hill,305,0,227,78,0,0
Pulaski,13,U.S. House,2,REP,Congressman French Hill,441,0,211,227,2,1
Pulaski,14,U.S. House,2,REP,Congressman French Hill,426,0,221,196,7,2
Pulaski,15,U.S. House,2,REP,Congressman French Hill,160,0,70,87,3,0
Pulaski,16,U.S. House,2,REP,Congressman French Hill,83,0,45,38,0,0
Pulaski,17,U.S. House,2,REP,Congressman French Hill,194,0,91,98,4,1
Pulaski,18,U.S. House,2,REP,Congressman French Hill,422,0,277,140,5,0
Pulaski,19,U.S. House,2,REP,Congressman French Hill,281,0,158,119,3,1
Pulaski,20,U.S. House,2,REP,Congressman French Hill,585,0,312,262,11,0
Pulaski,21,U.S. House,2,REP,Congressman French Hill,296,0,192,104,0,0
Pulaski,22,U.S. House,2,REP,Congressman French Hill,499,0,302,195,2,0
Pulaski,23,U.S. House,2,REP,Congressman French Hill,867,0,504,354,9,0
Pulaski,24,U.S. House,2,REP,Congressman French Hill,548,0,319,217,11,1
Pulaski,25,U.S. House,2,REP,Congressman French Hill,313,0,205,106,2,0
Pulaski,26,U.S. House,2,REP,Congressman French Hill,837,0,568,260,9,0
Pulaski,27,U.S. House,2,REP,Congressman French Hill,1048,0,532,503,8,5
Pulaski,28,U.S. House,2,REP,Congressman French Hill,869,0,494,370,4,1
Pulaski,29,U.S. House,2,REP,Congressman French Hill,50,0,22,28,0,0
Pulaski,30,U.S. House,2,REP,Congressman French Hill,55,0,25,28,2,0
Pulaski,31,U.S. House,2,REP,Congressman French Hill,802,0,403,384,15,0
Pulaski,32,U.S. House,2,REP,Congressman French Hill,672,0,353,315,4,0
Pulaski,33,U.S. House,2,REP,Congressman French Hill,449,0,115,329,3,2
Pulaski,34,U.S. House,2,REP,Congressman French Hill,338,0,186,144,8,0
Pulaski,35,U.S. House,2,REP,Congressman French Hill,486,0,273,210,2,1
Pulaski,36,U.S. House,2,REP,Congressman French Hill,258,0,130,124,4,0
Pulaski,37,U.S. House,2,REP,Congressman French Hill,416,0,199,214,2,1
Pulaski,38,U.S. House,2,REP,Congressman French Hill,137,0,73,63,0,1
Pulaski,39,U.S. House,2,REP,Congressman French Hill,973,0,458,498,17,0
Pulaski,40,U.S. House,2,REP,Congressman French Hill,555,0,298,245,11,1
Pulaski,41,U.S. House,2,REP,Congressman French Hill,822,0,257,552,12,1
Pulaski,42,U.S. House,2,REP,Congressman French Hill,715,0,372,332,11,0
Pulaski,43,U.S. House,2,REP,Congressman French Hill,568,0,269,296,3,0
Pulaski,44,U.S. House,2,REP,Congressman French Hill,884,0,408,462,12,2
Pulaski,45,U.S. House,2,REP,Congressman French Hill,169,0,61,104,4,0
Pulaski,46,U.S. House,2,REP,Congressman French Hill,178,0,87,91,0,0
