county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_vote,absentee,early_vote_paper
Madison,War Eagle,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Madison,Ward 1,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Madison,Ward 2,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Madison,Ward 3,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Madison,Ward 4,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Madison,Wharton,U.S. House,4,NON,Write-In,0,0,0,0,0,0
Madison,Alabam,Governor,,LIB,Mark West,5,0,5,0,0,0
Madison,Boston,Governor,,LIB,Mark West,3,0,3,0,0,0
Madison,Bowen,Governor,,LIB,Mark West,5,0,3,1,0,1
Madison,California,Governor,,LIB,Mark West,12,0,9,2,0,1
Madison,Hilburn,Governor,,LIB,Mark West,2,0,2,0,0,0
Madison,Japton,Governor,,LIB,Mark West,9,0,3,2,0,4
Madison,Kings River,Governor,,LIB,Mark West,9,0,7,1,1,0
Madison,Lamar,Governor,,LIB,Mark West,16,0,14,2,0,0
Madison,Lincoln,Governor,,LIB,Mark West,9,1,2,2,0,4
Madison,Marble,Governor,,LIB,Mark West,3,0,3,0,0,0
Madison,Mill Creek,Governor,,LIB,Mark West,3,1,2,0,0,0
Madison,Prairie,Governor,,LIB,Mark West,15,0,10,2,2,1
Madison,Richland,Governor,,LIB,Mark West,6,4,2,0,0,0
Madison,Valley,Governor,,LIB,Mark West,7,0,7,0,0,0
Madison,War Eagle,Governor,,LIB,Mark West,18,3,5,4,0,6
Madison,Ward 1,Governor,,LIB,Mark West,8,1,3,2,0,2
Madison,Ward 2,Governor,,LIB,Mark West,2,0,0,2,0,0
Madison,Ward 3,Governor,,LIB,Mark West,7,1,2,2,0,2
Madison,Ward 4,Governor,,LIB,Mark West,0,0,0,0,0,0
Madison,Wharton,Governor,,LIB,Mark West,3,1,0,2,0,0
Madison,Alabam,Governor,,REP,Governor Asa Hutchinson,320,46,188,38,4,44
Madison,Boston,Governor,,REP,Governor Asa Hutchinson,87,0,60,4,1,22
Madison,Bowen,Governor,,REP,Governor Asa Hutchinson,152,15,94,19,0,24
Madison,California,Governor,,REP,Governor Asa Hutchinson,349,4,259,40,4,42
Madison,Hilburn,Governor,,REP,Governor Asa Hutchinson,117,2,105,1,0,9
Madison,Japton,Governor,,REP,Governor Asa Hutchinson,115,10,81,8,2,14
Madison,Kings River,Governor,,REP,Governor Asa Hutchinson,339,1,236,38,9,55
Madison,Lamar,Governor,,REP,Governor Asa Hutchinson,328,13,253,38,2,22
Madison,Lincoln,Governor,,REP,Governor Asa Hutchinson,116,15,61,14,1,25
Madison,Marble,Governor,,REP,Governor Asa Hutchinson,141,25,76,18,1,21
Madison,Mill Creek,Governor,,REP,Governor Asa Hutchinson,140,29,91,10,0,10
Madison,Prairie,Governor,,REP,Governor Asa Hutchinson,540,1,388,72,5,74
Madison,Richland,Governor,,REP,Governor Asa Hutchinson,212,87,67,35,1,22
Madison,Valley,Governor,,REP,Governor Asa Hutchinson,174,1,153,6,4,10
Madison,War Eagle,Governor,,REP,Governor Asa Hutchinson,588,79,241,115,5,148
Madison,Ward 1,Governor,,REP,Governor Asa Hutchinson,79,7,30,6,4,32
Madison,Ward 2,Governor,,REP,Governor Asa Hutchinson,46,4,16,7,3,16
Madison,Ward 3,Governor,,REP,Governor Asa Hutchinson,124,24,21,32,2,45
Madison,Ward 4,Governor,,REP,Governor Asa Hutchinson,111,20,43,15,2,31
Madison,Wharton,Governor,,REP,Governor Asa Hutchinson,73,9,39,10,0,15
Madison,Alabam,Governor,,DEM,Jared K. Henderson,108,11,53,20,4,20
Madison,Boston,Governor,,DEM,Jared K. Henderson,44,0,32,2,2,8
Madison,Bowen,Governor,,DEM,Jared K. Henderson,55,6,21,8,2,18
Madison,California,Governor,,DEM,Jared K. Henderson,76,0,44,15,3,14
Madison,Hilburn,Governor,,DEM,Jared K. Henderson,61,2,38,4,1,16
Madison,Japton,Governor,,DEM,Jared K. Henderson,11,1,6,3,0,1
Madison,Kings River,Governor,,DEM,Jared K. Henderson,107,0,61,17,2,27
Madison,Lamar,Governor,,DEM,Jared K. Henderson,122,2,73,14,4,29
Madison,Lincoln,Governor,,DEM,Jared K. Henderson,37,9,15,5,0,8
Madison,Marble,Governor,,DEM,Jared K. Henderson,24,5,15,1,0,3
Madison,Mill Creek,Governor,,DEM,Jared K. Henderson,40,4,28,2,0,6
Madison,Prairie,Governor,,DEM,Jared K. Henderson,141,0,86,14,4,37
Madison,Richland,Governor,,DEM,Jared K. Henderson,48,21,4,6,0,17
Madison,Valley,Governor,,DEM,Jared K. Henderson,70,1,65,2,2,0
Madison,War Eagle,Governor,,DEM,Jared K. Henderson,164,18,39,38,5,64
Madison,Ward 1,Governor,,DEM,Jared K. Henderson,43,1,19,10,1,12
Madison,Ward 2,Governor,,DEM,Jared K. Henderson,18,0,2,7,1,8
Madison,Ward 3,Governor,,DEM,Jared K. Henderson,34,3,10,10,0,11
Madison,Ward 4,Governor,,DEM,Jared K. Henderson,50,6,10,9,2,23
Madison,Wharton,Governor,,DEM,Jared K. Henderson,30,2,15,9,0,4
Madison,Alabam,Lieutenant Governor,,DEM,Anthony Bland,127,15,58,25,4,25
Madison,Boston,Lieutenant Governor,,DEM,Anthony Bland,42,0,30,2,1,9
Madison,Bowen,Lieutenant Governor,,DEM,Anthony Bland,50,5,17,12,1,15
Madison,California,Lieutenant Governor,,DEM,Anthony Bland,88,0,55,15,4,14
Madison,Hilburn,Lieutenant Governor,,DEM,Anthony Bland,71,2,46,4,1,18
Madison,Japton,Lieutenant Governor,,DEM,Anthony Bland,11,0,7,2,0,2
Madison,Kings River,Lieutenant Governor,,DEM,Anthony Bland,110,0,61,18,2,29
Madison,Lamar,Lieutenant Governor,,DEM,Anthony Bland,139,4,85,17,4,29
Madison,Lincoln,Lieutenant Governor,,DEM,Anthony Bland,36,9,16,5,0,6
Madison,Marble,Lieutenant Governor,,DEM,Anthony Bland,31,5,19,2,1,4
Madison,Mill Creek,Lieutenant Governor,,DEM,Anthony Bland,48,3,35,1,0,9
Madison,Prairie,Lieutenant Governor,,DEM,Anthony Bland,147,0,90,14,5,38
Madison,Richland,Lieutenant Governor,,DEM,Anthony Bland,51,21,5,5,0,20
Madison,Valley,Lieutenant Governor,,DEM,Anthony Bland,77,1,71,3,2,0
Madison,War Eagle,Lieutenant Governor,,DEM,Anthony Bland,165,18,44,32,5,66
Madison,Ward 1,Lieutenant Governor,,DEM,Anthony Bland,52,1,25,10,2,14
Madison,Ward 2,Lieutenant Governor,,DEM,Anthony Bland,25,2,3,8,1,11
Madison,Ward 3,Lieutenant Governor,,DEM,Anthony Bland,35,3,6,14,0,12
Madison,Ward 4,Lieutenant Governor,,DEM,Anthony Bland,58,7,11,12,2,26
Madison,Wharton,Lieutenant Governor,,DEM,Anthony Bland,33,2,15,11,0,5
Madison,Alabam,Lieutenant Governor,,LIB,Frank Gilbert,8,0,7,0,0,1
Madison,Boston,Lieutenant Governor,,LIB,Frank Gilbert,8,0,7,0,1,0
Madison,Bowen,Lieutenant Governor,,LIB,Frank Gilbert,6,1,2,1,0,2
Madison,California,Lieutenant Governor,,LIB,Frank Gilbert,12,0,8,3,0,1
Madison,Hilburn,Lieutenant Governor,,LIB,Frank Gilbert,2,0,2,0,0,0
Madison,Japton,Lieutenant Governor,,LIB,Frank Gilbert,7,0,3,3,0,1
Madison,Kings River,Lieutenant Governor,,LIB,Frank Gilbert,11,0,9,1,1,0
Madison,Lamar,Lieutenant Governor,,LIB,Frank Gilbert,15,0,10,3,0,2
Madison,Lincoln,Lieutenant Governor,,LIB,Frank Gilbert,6,0,1,1,0,4
Madison,Marble,Lieutenant Governor,,LIB,Frank Gilbert,2,0,2,0,0,0
Madison,Mill Creek,Lieutenant Governor,,LIB,Frank Gilbert,8,3,3,0,0,2
Madison,Prairie,Lieutenant Governor,,LIB,Frank Gilbert,16,0,10,1,2,3
Madison,Richland,Lieutenant Governor,,LIB,Frank Gilbert,5,1,2,1,0,1
Madison,Valley,Lieutenant Governor,,LIB,Frank Gilbert,8,0,7,0,0,1
Madison,War Eagle,Lieutenant Governor,,LIB,Frank Gilbert,19,5,4,7,0,3
Madison,Ward 1,Lieutenant Governor,,LIB,Frank Gilbert,8,2,2,1,1,2
Madison,Ward 2,Lieutenant Governor,,LIB,Frank Gilbert,3,0,1,2,0,0
Madison,Ward 3,Lieutenant Governor,,LIB,Frank Gilbert,12,1,4,2,0,5
Madison,Ward 4,Lieutenant Governor,,LIB,Frank Gilbert,2,1,1,0,0,0
Madison,Wharton,Lieutenant Governor,,LIB,Frank Gilbert,3,1,0,2,0,0
Madison,Alabam,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,292,41,176,33,4,38
Madison,Boston,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,78,0,54,4,1,19
Madison,Bowen,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,149,14,95,15,1,24
Madison,California,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,335,4,247,39,3,42
Madison,Hilburn,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,107,2,97,1,0,7
Madison,Japton,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,118,11,81,8,2,16
Madison,Kings River,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,322,1,222,37,9,53
Madison,Lamar,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,308,11,242,34,2,19
Madison,Lincoln,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,115,14,59,15,1,26
Madison,Marble,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,132,25,70,17,0,20
Madison,Mill Creek,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,126,28,81,11,0,6
Madison,Prairie,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,531,1,384,71,4,71
Madison,Richland,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,206,89,64,34,1,18
Madison,Valley,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,166,1,147,5,4,9
Madison,War Eagle,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,570,75,231,116,5,143
Madison,Ward 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,71,6,25,8,2,30
Madison,Ward 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,38,2,14,6,2,14
Madison,Ward 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,117,24,23,28,1,41
Madison,Ward 4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,100,18,41,12,2,27
Madison,Wharton,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,67,9,37,7,0,14
Madison,Alabam,Attorney General,,REP,Attorney General Leslie Rutledge,287,44,171,32,4,36
Madison,Boston,Attorney General,,REP,Attorney General Leslie Rutledge,78,0,54,4,1,19
Madison,Bowen,Attorney General,,REP,Attorney General Leslie Rutledge,146,15,95,13,0,23
Madison,California,Attorney General,,REP,Attorney General Leslie Rutledge,336,3,245,40,3,45
Madison,Hilburn,Attorney General,,REP,Attorney General Leslie Rutledge,102,2,92,1,0,7
Madison,Japton,Attorney General,,REP,Attorney General Leslie Rutledge,118,11,83,9,2,13
Madison,Kings River,Attorney General,,REP,Attorney General Leslie Rutledge,325,1,223,41,9,51
Madison,Lamar,Attorney General,,REP,Attorney General Leslie Rutledge,301,13,234,34,2,18
Madison,Lincoln,Attorney General,,REP,Attorney General Leslie Rutledge,114,14,58,15,1,26
Madison,Marble,Attorney General,,REP,Attorney General Leslie Rutledge,130,25,69,16,0,20
Madison,Mill Creek,Attorney General,,REP,Attorney General Leslie Rutledge,123,28,77,10,0,8
Madison,Prairie,Attorney General,,REP,Attorney General Leslie Rutledge,517,1,370,71,4,71
Madison,Richland,Attorney General,,REP,Attorney General Leslie Rutledge,210,87,65,36,1,21
Madison,Valley,Attorney General,,REP,Attorney General Leslie Rutledge,171,1,154,4,4,8
Madison,War Eagle,Attorney General,,REP,Attorney General Leslie Rutledge,558,77,227,110,5,139
Madison,Ward 1,Attorney General,,REP,Attorney General Leslie Rutledge,78,6,28,7,3,34
Madison,Ward 2,Attorney General,,REP,Attorney General Leslie Rutledge,41,3,13,7,3,15
Madison,Ward 3,Attorney General,,REP,Attorney General Leslie Rutledge,113,23,21,25,2,42
Madison,Ward 4,Attorney General,,REP,Attorney General Leslie Rutledge,100,20,41,12,2,25
Madison,Wharton,Attorney General,,REP,Attorney General Leslie Rutledge,71,8,41,7,0,15
Madison,Alabam,Attorney General,,DEM,Mike Lee,133,13,66,24,4,26
Madison,Boston,Attorney General,,DEM,Mike Lee,42,0,30,2,1,9
Madison,Bowen,Attorney General,,DEM,Mike Lee,56,7,16,13,2,18
Madison,California,Attorney General,,DEM,Mike Lee,92,1,61,15,4,11
Madison,Hilburn,Attorney General,,DEM,Mike Lee,74,2,49,4,1,18
Madison,Japton,Attorney General,,DEM,Mike Lee,12,0,6,3,0,3
Madison,Kings River,Attorney General,,DEM,Mike Lee,113,0,69,13,2,29
Madison,Lamar,Attorney General,,DEM,Mike Lee,141,2,85,19,4,31
Madison,Lincoln,Attorney General,,DEM,Mike Lee,40,10,18,5,0,7
Madison,Marble,Attorney General,,DEM,Mike Lee,31,5,18,3,1,4
Madison,Mill Creek,Attorney General,,DEM,Mike Lee,53,5,38,2,0,8
Madison,Prairie,Attorney General,,DEM,Mike Lee,158,0,98,14,5,41
Madison,Richland,Attorney General,,DEM,Mike Lee,49,23,5,4,0,17
Madison,Valley,Attorney General,,DEM,Mike Lee,73,1,66,4,2,0
Madison,War Eagle,Attorney General,,DEM,Mike Lee,182,21,46,41,5,69
Madison,Ward 1,Attorney General,,DEM,Mike Lee,46,1,20,12,2,11
Madison,Ward 2,Attorney General,,DEM,Mike Lee,23,1,4,7,1,10
Madison,Ward 3,Attorney General,,DEM,Mike Lee,39,3,9,14,0,13
Madison,Ward 4,Attorney General,,DEM,Mike Lee,59,5,11,12,2,29
Madison,Wharton,Attorney General,,DEM,Mike Lee,28,3,12,10,0,3
Madison,Alabam,Attorney General,,LIB,Kerry Hicks,12,0,9,1,0,2
Madison,Boston,Attorney General,,LIB,Kerry Hicks,9,0,7,0,1,1
Madison,Bowen,Attorney General,,LIB,Kerry Hicks,7,0,4,2,0,1
Madison,California,Attorney General,,LIB,Kerry Hicks,7,0,4,2,0,1
Madison,Hilburn,Attorney General,,LIB,Kerry Hicks,4,0,4,0,0,0
Madison,Japton,Attorney General,,LIB,Kerry Hicks,6,0,2,1,0,3
Madison,Kings River,Attorney General,,LIB,Kerry Hicks,11,0,6,2,1,2
Madison,Lamar,Attorney General,,LIB,Kerry Hicks,17,0,16,1,0,0
Madison,Lincoln,Attorney General,,LIB,Kerry Hicks,4,0,0,1,0,3
Madison,Marble,Attorney General,,LIB,Kerry Hicks,6,1,5,0,0,0
Madison,Mill Creek,Attorney General,,LIB,Kerry Hicks,7,2,5,0,0,0
Madison,Prairie,Attorney General,,LIB,Kerry Hicks,17,0,12,2,2,1
Madison,Richland,Attorney General,,LIB,Kerry Hicks,4,2,2,0,0,0
Madison,Valley,Attorney General,,LIB,Kerry Hicks,7,0,5,0,0,2
Madison,War Eagle,Attorney General,,LIB,Kerry Hicks,20,2,6,6,0,6
Madison,Ward 1,Attorney General,,LIB,Kerry Hicks,6,2,4,0,0,0
Madison,Ward 2,Attorney General,,LIB,Kerry Hicks,3,0,1,2,0,0
Madison,Ward 3,Attorney General,,LIB,Kerry Hicks,12,2,3,4,0,3
Madison,Ward 4,Attorney General,,LIB,Kerry Hicks,2,1,1,0,0,0
Madison,Wharton,Attorney General,,LIB,Kerry Hicks,5,1,1,2,0,1
Madison,Alabam,Secretary of State,,REP,John Thurston Commissioner of State Lands,288,44,166,35,4,39
Madison,Boston,Secretary of State,,REP,John Thurston Commissioner of State Lands,73,0,50,4,1,18
Madison,Bowen,Secretary of State,,REP,John Thurston Commissioner of State Lands,145,14,94,12,1,24
Madison,California,Secretary of State,,REP,John Thurston Commissioner of State Lands,326,3,242,38,3,40
Madison,Hilburn,Secretary of State,,REP,John Thurston Commissioner of State Lands,104,2,95,0,0,7
Madison,Japton,Secretary of State,,REP,John Thurston Commissioner of State Lands,118,10,82,9,2,15
Madison,Kings River,Secretary of State,,REP,John Thurston Commissioner of State Lands,316,1,215,40,9,51
Madison,Lamar,Secretary of State,,REP,John Thurston Commissioner of State Lands,297,12,234,33,2,16
Madison,Lincoln,Secretary of State,,REP,John Thurston Commissioner of State Lands,110,14,56,15,1,24
Madison,Marble,Secretary of State,,REP,John Thurston Commissioner of State Lands,126,23,65,17,0,21
Madison,Mill Creek,Secretary of State,,REP,John Thurston Commissioner of State Lands,121,26,77,10,0,8
Madison,Prairie,Secretary of State,,REP,John Thurston Commissioner of State Lands,508,1,367,67,4,69
Madison,Richland,Secretary of State,,REP,John Thurston Commissioner of State Lands,206,88,63,35,1,19
Madison,Valley,Secretary of State,,REP,John Thurston Commissioner of State Lands,159,1,141,4,4,9
Madison,War Eagle,Secretary of State,,REP,John Thurston Commissioner of State Lands,551,75,225,115,5,131
Madison,Ward 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,74,6,25,7,3,33
Madison,Ward 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,37,2,14,7,2,12
Madison,Ward 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,111,21,23,27,2,38
Madison,Ward 4,Secretary of State,,REP,John Thurston Commissioner of State Lands,90,16,40,8,2,24
Madison,Wharton,Secretary of State,,REP,John Thurston Commissioner of State Lands,69,8,37,9,0,15
Madison,Alabam,Secretary of State,,LIB,Christopher Olson,11,0,9,0,0,2
Madison,Boston,Secretary of State,,LIB,Christopher Olson,7,0,7,0,0,0
Madison,Bowen,Secretary of State,,LIB,Christopher Olson,8,2,3,2,0,1
Madison,California,Secretary of State,,LIB,Christopher Olson,7,0,4,3,0,0
Madison,Hilburn,Secretary of State,,LIB,Christopher Olson,1,0,1,0,0,0
Madison,Japton,Secretary of State,,LIB,Christopher Olson,3,1,0,1,0,1
Madison,Kings River,Secretary of State,,LIB,Christopher Olson,12,0,7,1,1,3
Madison,Lamar,Secretary of State,,LIB,Christopher Olson,13,0,10,3,0,0
Madison,Lincoln,Secretary of State,,LIB,Christopher Olson,8,0,2,2,0,4
Madison,Marble,Secretary of State,,LIB,Christopher Olson,3,1,2,0,0,0
Madison,Mill Creek,Secretary of State,,LIB,Christopher Olson,9,1,8,0,0,0
Madison,Prairie,Secretary of State,,LIB,Christopher Olson,16,0,10,1,2,3
Madison,Richland,Secretary of State,,LIB,Christopher Olson,5,2,2,0,0,1
Madison,Valley,Secretary of State,,LIB,Christopher Olson,9,0,8,1,0,0
Madison,War Eagle,Secretary of State,,LIB,Christopher Olson,18,3,7,4,0,4
Madison,Ward 1,Secretary of State,,LIB,Christopher Olson,10,2,3,3,0,2
Madison,Ward 2,Secretary of State,,LIB,Christopher Olson,2,0,0,1,0,1
Madison,Ward 3,Secretary of State,,LIB,Christopher Olson,11,2,3,3,0,3
Madison,Ward 4,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Madison,Wharton,Secretary of State,,LIB,Christopher Olson,4,1,2,1,0,0
Madison,Alabam,Secretary of State,,DEM,Susan Inman,130,12,69,22,4,23
Madison,Boston,Secretary of State,,DEM,Susan Inman,46,0,33,2,2,9
Madison,Bowen,Secretary of State,,DEM,Susan Inman,54,5,17,14,1,17
Madison,California,Secretary of State,,DEM,Susan Inman,104,1,66,16,4,17
Madison,Hilburn,Secretary of State,,DEM,Susan Inman,74,2,48,5,1,18
Madison,Japton,Secretary of State,,DEM,Susan Inman,14,0,9,3,0,2
Madison,Kings River,Secretary of State,,DEM,Susan Inman,117,0,72,15,2,28
Madison,Lamar,Secretary of State,,DEM,Susan Inman,150,3,92,18,4,33
Madison,Lincoln,Secretary of State,,DEM,Susan Inman,42,10,20,5,0,7
Madison,Marble,Secretary of State,,DEM,Susan Inman,35,7,22,2,1,3
Madison,Mill Creek,Secretary of State,,DEM,Susan Inman,54,8,35,2,0,9
Madison,Prairie,Secretary of State,,DEM,Susan Inman,168,0,104,18,5,41
Madison,Richland,Secretary of State,,DEM,Susan Inman,51,21,6,5,0,19
Madison,Valley,Secretary of State,,DEM,Susan Inman,81,1,74,3,2,1
Madison,War Eagle,Secretary of State,,DEM,Susan Inman,184,21,44,37,5,77
Madison,Ward 1,Secretary of State,,DEM,Susan Inman,45,1,23,8,2,11
Madison,Ward 2,Secretary of State,,DEM,Susan Inman,26,2,4,8,1,11
Madison,Ward 3,Secretary of State,,DEM,Susan Inman,37,5,5,14,0,13
Madison,Ward 4,Secretary of State,,DEM,Susan Inman,69,9,13,16,2,29
Madison,Wharton,Secretary of State,,DEM,Susan Inman,32,3,15,10,0,4
Madison,Alabam,State Treasurer,,REP,Treasurer of State Dennis Milligan,327,46,184,47,5,45
Madison,Boston,State Treasurer,,REP,Treasurer of State Dennis Milligan,81,0,56,4,1,20
Madison,Bowen,State Treasurer,,REP,Treasurer of State Dennis Milligan,160,19,98,16,1,26
Madison,California,State Treasurer,,REP,Treasurer of State Dennis Milligan,366,4,265,47,3,47
Madison,Hilburn,State Treasurer,,REP,Treasurer of State Dennis Milligan,117,2,103,3,0,9
Madison,Japton,State Treasurer,,REP,Treasurer of State Dennis Milligan,120,10,84,9,2,15
