county,precinct,office,district,party,candidate,votes,absentee,provisional,early_vote,election_day
Dallas,District 9,Commissioner of State Lands,,Lib,T.J. Campbell,4,1,0,0,3
Dallas,District 1,Commissioner of State Lands,,Dem,Larry Williams,133,95,1,1,36
Dallas,District 2,Commissioner of State Lands,,Dem,Larry Williams,157,75,0,2,80
Dallas,District 3,Commissioner of State Lands,,Dem,Larry Williams,93,63,0,2,28
Dallas,District 4,Commissioner of State Lands,,Dem,Larry Williams,81,51,0,1,29
Dallas,District 5,Commissioner of State Lands,,Dem,Larry Williams,80,52,0,0,28
Dallas,District 6,Commissioner of State Lands,,Dem,Larry Williams,156,21,0,2,133
Dallas,District 7,Commissioner of State Lands,,Dem,Larry Williams,108,9,7,1,91
Dallas,District 8,Commissioner of State Lands,,Dem,Larry Williams,54,17,2,0,35
Dallas,District 9,Commissioner of State Lands,,Dem,Larry Williams,48,23,0,0,25
Dallas,District 1,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,75,52,0,1,22
Dallas,District 2,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,118,55,0,4,59
Dallas,District 3,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,71,48,0,2,21
Dallas,District 4,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,123,81,0,3,39
Dallas,District 5,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,165,110,0,5,50
Dallas,District 6,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,119,34,0,3,82
Dallas,District 7,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,119,11,1,1,106
Dallas,District 8,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,129,18,2,0,109
Dallas,District 9,State Supreme Court Associate Justice Position 3,,Non,State Supreme Court Justice Courtney Goodson,157,79,1,0,77
Dallas,District 1,State Supreme Court Associate Justice Position 3,,Non,David Sterling,56,38,1,0,17
Dallas,District 2,State Supreme Court Associate Justice Position 3,,Non,David Sterling,85,45,0,0,40
Dallas,District 3,State Supreme Court Associate Justice Position 3,,Non,David Sterling,44,31,0,0,13
Dallas,District 4,State Supreme Court Associate Justice Position 3,,Non,David Sterling,89,56,1,1,31
Dallas,District 5,State Supreme Court Associate Justice Position 3,,Non,David Sterling,100,66,0,0,34
Dallas,District 6,State Supreme Court Associate Justice Position 3,,Non,David Sterling,106,22,0,1,83
Dallas,District 7,State Supreme Court Associate Justice Position 3,,Non,David Sterling,121,9,7,0,105
Dallas,District 8,State Supreme Court Associate Justice Position 3,,Non,David Sterling,172,14,4,1,153
Dallas,District 9,State Supreme Court Associate Justice Position 3,,Non,David Sterling,157,82,0,0,75
Dallas,District 1,Fordyce City Alderman Ward 2 Position 2,,Dem,Larry Stacy,4,2,1,0,1
Dallas,District 3,Fordyce City Alderman Ward 2 Position 2,,Dem,Larry Stacy,28,18,0,0,10
Dallas,District 4,Fordyce City Alderman Ward 2 Position 2,,Dem,Larry Stacy,110,72,1,2,35
Dallas,District 5,Fordyce City Alderman Ward 2 Position 2,,Dem,Larry Stacy,7,3,0,0,4
Dallas,District 9,Fordyce City Alderman Ward 2 Position 2,,Dem,Larry Stacy,7,5,0,0,2
Dallas,District 1,Fordyce City Alderman Ward 2 Position 2,,Rep,Roderick Rogers,2,1,0,0,1
Dallas,District 3,Fordyce City Alderman Ward 2 Position 2,,Rep,Roderick Rogers,32,24,0,0,8
Dallas,District 4,Fordyce City Alderman Ward 2 Position 2,,Rep,Roderick Rogers,115,75,0,2,38
Dallas,District 5,Fordyce City Alderman Ward 2 Position 2,,Rep,Roderick Rogers,4,2,0,0,2
Dallas,District 9,Fordyce City Alderman Ward 2 Position 2,,Rep,Roderick Rogers,15,9,0,0,6
Dallas,District 7,Sparkman City Mayor,,Dem,Ricky L. Craig,49,3,6,1,39
Dallas,District 7,Sparkman City Mayor,,Ind,Ophia Maria Blevins,21,5,1,0,15
Dallas,District 7,Sparkman City Mayor,,Ind,Phillip Freeman,37,5,0,0,32
Dallas,District 7,Sparkman City Mayor,,Ind,Cecily Ann Mann,31,1,0,0,30
Dallas,District 7,Sparkman City Alderman Ward 1 Position 2,,Ind,Jeff Ford,37,5,2,0,30
Dallas,District 7,Sparkman City Alderman Ward 1 Position 2,,Dem,Robert Mann,13,1,5,0,7
Dallas,District 6,Carthage City Mayor,,Ind,Shawn Randall,60,3,0,2,55
Dallas,District 6,Carthage City Mayor,,Dem,Jeffery Toney,46,4,0,1,41
Dallas,District 6,Carthage City Alderman Ward 2 Position 2,,Dem,Helen Jacobs,14,3,0,0,11
Dallas,District 6,Carthage City Alderman Ward 2 Position 2,,Ind,"Frank Phillips, Jr.",21,1,0,0,20
Dallas,District 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,110,73,1,1,35
Dallas,District 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,169,85,0,4,80
Dallas,District 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,95,66,0,2,27
Dallas,District 4,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,188,118,1,5,64
Dallas,District 5,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,229,150,0,5,74
Dallas,District 6,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,174,43,0,4,127
Dallas,District 7,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,195,15,6,0,174
Dallas,District 8,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,261,27,6,1,227
Dallas,District 9,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,FOR,281,147,1,0,133
Dallas,District 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,39,32,0,0,7
Dallas,District 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,44,20,0,1,23
Dallas,District 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,31,23,0,0,8
Dallas,District 4,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,38,28,0,0,10
Dallas,District 5,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,47,31,0,0,16
Dallas,District 6,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,70,17,0,0,53
Dallas,District 7,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,53,6,2,1,44
Dallas,District 8,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,46,5,0,0,41
Dallas,District 9,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,39,18,0,0,21
Dallas,District 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,100,73,1,1,25
Dallas,District 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,142,68,0,4,70
Dallas,District 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,85,55,0,1,29
Dallas,District 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,110,66,0,2,42
Dallas,District 5,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,124,80,0,4,40
Dallas,District 6,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,147,36,0,1,110
Dallas,District 7,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,136,12,8,1,115
Dallas,District 8,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,130,19,4,1,106
Dallas,District 9,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,132,71,1,0,60
Dallas,District 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,45,28,0,0,17
Dallas,District 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,70,36,0,1,33
Dallas,District 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,43,36,0,1,6
Dallas,District 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,115,80,1,3,31
Dallas,District 5,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,149,98,0,1,50
Dallas,District 6,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,99,23,0,3,73
Dallas,District 7,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,114,9,0,0,105
