county,precinct,office,district,party,candidate,votes,absentee,provisional,election_day,early_vote
Clay,Bennett and Lemmons,Secretary of State,,DEM,Susan Inman,19,0,0,16,3
Clay,Bradshaw & Haywood,Secretary of State,,DEM,Susan Inman,20,0,0,11,9
Clay,Johnson,Secretary of State,,DEM,Susan Inman,12,1,0,10,1
Clay,Knob,Secretary of State,,DEM,Susan Inman,13,0,0,11,2
Clay,Liddell & Chalk Bluff,Secretary of State,,DEM,Susan Inman,36,1,0,22,13
Clay,Payne & Swain,Secretary of State,,DEM,Susan Inman,19,0,0,10,9
Clay,Pollard,Secretary of State,,DEM,Susan Inman,35,1,0,26,8
Clay,Brown & Carpenter,Secretary of State,,DEM,Susan Inman,29,0,0,23,6
Clay,Cache & Wilson,Secretary of State,,DEM,Susan Inman,22,2,0,16,4
Clay,Clark,Secretary of State,,DEM,Susan Inman,17,1,0,14,2
Clay,Nelson,Secretary of State,,DEM,Susan Inman,7,0,0,5,2
Clay,N Kilgore & Cleveland,Secretary of State,,DEM,Susan Inman,134,3,2,53,76
Clay,S Kilgore & Gleghorn,Secretary of State,,DEM,Susan Inman,113,6,1,35,71
Clay,North St. Francis,State Treasurer,,LIB,Ashley Ewald,167,3,0,58,106
Clay,South St. Francis,State Treasurer,,LIB,Ashley Ewald,97,2,0,47,48
Clay,East Oak Bluff & Blue Cane,State Treasurer,,LIB,Ashley Ewald,73,3,0,52,18
Clay,West Oak Bluff,State Treasurer,,LIB,Ashley Ewald,71,0,0,52,19
Clay,Bennett and Lemmons,State Treasurer,,LIB,Ashley Ewald,21,0,0,16,5
Clay,Bradshaw & Haywood,State Treasurer,,LIB,Ashley Ewald,19,0,0,11,8
Clay,Johnson,State Treasurer,,LIB,Ashley Ewald,10,0,0,9,1
Clay,Knob,State Treasurer,,LIB,Ashley Ewald,7,0,0,7,0
Clay,Liddell & Chalk Bluff,State Treasurer,,LIB,Ashley Ewald,20,0,0,13,7
Clay,Payne & Swain,State Treasurer,,LIB,Ashley Ewald,13,0,0,7,6
Clay,Pollard,State Treasurer,,LIB,Ashley Ewald,29,1,0,24,4
Clay,Brown & Carpenter,State Treasurer,,LIB,Ashley Ewald,24,0,0,19,5
Clay,Cache & Wilson,State Treasurer,,LIB,Ashley Ewald,13,0,0,11,2
Clay,Clark,State Treasurer,,LIB,Ashley Ewald,16,0,0,13,3
Clay,Nelson,State Treasurer,,LIB,Ashley Ewald,7,0,0,5,2
Clay,N Kilgore & Cleveland,State Treasurer,,LIB,Ashley Ewald,111,0,2,52,57
Clay,S Kilgore & Gleghorn,State Treasurer,,LIB,Ashley Ewald,86,4,1,28,53
Clay,North St. Francis,State Treasurer,,REP,Treasurer of State Dennis Milligan,681,20,0,271,390
Clay,South St. Francis,State Treasurer,,REP,Treasurer of State Dennis Milligan,372,4,2,159,207
Clay,East Oak Bluff & Blue Cane,State Treasurer,,REP,Treasurer of State Dennis Milligan,207,4,0,146,57
Clay,West Oak Bluff,State Treasurer,,REP,Treasurer of State Dennis Milligan,249,0,0,213,36
Clay,Bennett and Lemmons,State Treasurer,,REP,Treasurer of State Dennis Milligan,90,0,0,66,24
Clay,Bradshaw & Haywood,State Treasurer,,REP,Treasurer of State Dennis Milligan,139,1,1,104,33
Clay,Johnson,State Treasurer,,REP,Treasurer of State Dennis Milligan,68,3,0,53,12
Clay,Knob,State Treasurer,,REP,Treasurer of State Dennis Milligan,37,2,0,29,6
Clay,Liddell & Chalk Bluff,State Treasurer,,REP,Treasurer of State Dennis Milligan,132,1,1,77,53
Clay,Payne & Swain,State Treasurer,,REP,Treasurer of State Dennis Milligan,80,1,0,33,46
Clay,Pollard,State Treasurer,,REP,Treasurer of State Dennis Milligan,136,0,0,100,36
Clay,Brown & Carpenter,State Treasurer,,REP,Treasurer of State Dennis Milligan,79,1,1,65,12
Clay,Cache & Wilson,State Treasurer,,REP,Treasurer of State Dennis Milligan,46,0,0,38,8
Clay,Clark,State Treasurer,,REP,Treasurer of State Dennis Milligan,37,2,0,30,5
Clay,Nelson,State Treasurer,,REP,Treasurer of State Dennis Milligan,31,0,0,17,14
Clay,N Kilgore & Cleveland,State Treasurer,,REP,Treasurer of State Dennis Milligan,478,6,6,194,272
Clay,S Kilgore & Gleghorn,State Treasurer,,REP,Treasurer of State Dennis Milligan,407,3,4,148,252
Clay,North St. Francis,Auditor of State,,REP,Auditor Andrea Lea,685,21,0,274,390
Clay,South St. Francis,Auditor of State,,REP,Auditor Andrea Lea,367,5,2,157,203
Clay,East Oak Bluff & Blue Cane,Auditor of State,,REP,Auditor Andrea Lea,209,3,0,151,55
Clay,West Oak Bluff,Auditor of State,,REP,Auditor Andrea Lea,246,0,0,211,35
Clay,Bennett and Lemmons,Auditor of State,,REP,Auditor Andrea Lea,92,0,0,66,26
Clay,Bradshaw & Haywood,Auditor of State,,REP,Auditor Andrea Lea,140,1,1,103,35
Clay,Johnson,Auditor of State,,REP,Auditor Andrea Lea,64,3,0,50,11
Clay,Knob,Auditor of State,,REP,Auditor Andrea Lea,33,2,0,26,5
Clay,Liddell & Chalk Bluff,Auditor of State,,REP,Auditor Andrea Lea,129,0,0,77,52
Clay,Payne & Swain,Auditor of State,,REP,Auditor Andrea Lea,82,1,0,35,46
Clay,Pollard,Auditor of State,,REP,Auditor Andrea Lea,136,0,0,100,36
Clay,Brown & Carpenter,Auditor of State,,REP,Auditor Andrea Lea,83,1,1,69,12
Clay,Cache & Wilson,Auditor of State,,REP,Auditor Andrea Lea,41,0,0,35,6
Clay,Clark,Auditor of State,,REP,Auditor Andrea Lea,41,2,0,33,6
Clay,Nelson,Auditor of State,,REP,Auditor Andrea Lea,29,0,0,15,14
Clay,N Kilgore & Cleveland,Auditor of State,,REP,Auditor Andrea Lea,496,6,7,206,277
Clay,S Kilgore & Gleghorn,Auditor of State,,REP,Auditor Andrea Lea,430,2,4,153,271
