county,precinct,office,district,party,candidate,votes,absentee,election_day,provisional,early_vote
Sebastian,1-J,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,5,0,2,0,3
Sebastian,1-L,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,55,0,37,1,17
Sebastian,1-M,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,3,0,1,0,2
Sebastian,3-A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,24,0,21,0,3
Sebastian,3-B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,84,1,55,0,28
Sebastian,3-C,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,19,0,12,0,7
Sebastian,3-D,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,54,0,32,0,22
Sebastian,3-E,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,62,0,47,1,14
Sebastian,3-F,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,61,1,48,0,12
Sebastian,3-G,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,80,0,59,0,21
Sebastian,3-H,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,121,2,79,1,39
Sebastian,3-I,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,10,0,7,0,3
Sebastian,3-J,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,3,0,3,0,0
Sebastian,3-K,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,7,0,5,0,2
Sebastian,3-L,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,3-M,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,3-N,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,3-O,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,24,0,23,0,1
Sebastian,4-A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,41,0,24,2,15
Sebastian,4-B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,59,2,36,1,20
Sebastian,4-C,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,233,4,163,1,65
Sebastian,4-D,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,99,0,74,0,25
Sebastian,4-E,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,46,1,37,1,7
Sebastian,4-F,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,50,1,28,0,21
Sebastian,4-G,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,142,0,113,0,29
Sebastian,4-H,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,57,1,45,0,11
Sebastian,4-K,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,85,1,49,3,32
Sebastian,4-N,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,37,1,29,0,7
Sebastian,9-1O,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-2A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,13,0,4,0,9
Sebastian,9-2B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,1,0,0,0,1
Sebastian,9-2C,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,4,0,4,0,0
Sebastian,9-2D,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,1,0,0,0,1
Sebastian,9-2F,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,2,0,0,0,2
Sebastian,9-2H,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-2J,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-3A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-3B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,2,0,2,0,0
Sebastian,9-3M,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-3N,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-3O,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-3P,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,2,0,2,0,0
Sebastian,9-4A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-4B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,3,0,1,0,2
Sebastian,9-4C,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,10,0,8,0,2
Sebastian,9-4D,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,3,0,1,0,2
Sebastian,9-4E,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-4F,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-4G,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,2,0,2,0,0
Sebastian,9-4H,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,1,0,1,0,0
Sebastian,9-4I,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,2,0,1,0,1
Sebastian,9-4J,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-4K,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-4L,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-5A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,1,0,1,0,0
Sebastian,9-5B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-6A,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-6B,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,0,0,0,0,0
Sebastian,9-L,Special General Election for State Senate District 8,,LIB,William Whitfield Hyman,4,0,3,0,1
